response_id,pair_id,term1,term2,selected
2395,7,Likely,Will Happen,Will Happen
2395,8,Almost Certain,Chances are Slight,Almost Certain
2395,9,Almost No Chance,Little Chance,Little Chance
2395,10,Could Happen,Highly Likely,Highly Likely
2394,1,Very Good Chance,Likely,Very Good Chance
2394,2,Highly Unlikely,May Happen,May Happen
2394,3,Might Happen,Improbable,Might Happen
2394,4,About Even,Almost No Chance,About Even
2394,5,Will Happen,Little Chance,Will Happen
2394,6,Probable,Realistic Possibility,Probable
2394,7,Remote Chance,Could Happen,Could Happen
2394,8,Better than Even,Chances are Slight,Better than Even
2394,9,Highly Likely,Unlikely,Highly Likely
2394,10,Likely,Very Good Chance,Very Good Chance
2393,1,Highly Unlikely,Improbable,Improbable
2393,2,Little Chance,Almost Certain,Almost Certain
2393,3,Realistic Possibility,Chances are Slight,Realistic Possibility
2393,4,Likely,May Happen,Likely
2393,5,Will Happen,Highly Likely,Will Happen
2393,6,Remote Chance,Unlikely,Unlikely
2393,7,About Even,Could Happen,About Even
2393,8,Almost No Chance,Very Good Chance,Very Good Chance
2393,9,Might Happen,Better than Even,Better than Even
2393,10,Improbable,Highly Unlikely,Improbable
2392,1,Highly Likely,Could Happen,Highly Likely
2392,2,Very Good Chance,Realistic Possibility,Very Good Chance
2392,3,Highly Unlikely,Improbable,Improbable
2392,4,Remote Chance,Might Happen,Might Happen
2392,5,Unlikely,Probable,Probable
2392,6,Better than Even,May Happen,Better than Even
2392,7,Likely,Will Happen,Will Happen
2392,8,Almost Certain,Chances are Slight,Almost Certain
2392,9,Almost No Chance,Little Chance,Little Chance
2392,10,Could Happen,Highly Likely,Highly Likely
2391,1,Likely,Probable,Probable
2391,2,Might Happen,Little Chance,Might Happen
2391,3,May Happen,Improbable,May Happen
2391,4,About Even,Unlikely,About Even
2391,5,Almost No Chance,Highly Unlikely,Highly Unlikely
2391,6,Very Good Chance,Remote Chance,Very Good Chance
2391,7,Better than Even,Realistic Possibility,Realistic Possibility
2391,8,Could Happen,Chances are Slight,Could Happen
2391,9,Almost Certain,Will Happen,Almost Certain
2391,10,Probable,Likely,Probable
2390,1,Highly Unlikely,Improbable,Improbable
2390,2,Little Chance,Almost Certain,Almost Certain
2390,3,Realistic Possibility,Chances are Slight,Realistic Possibility
2390,4,Likely,May Happen,Likely
2390,5,Will Happen,Highly Likely,Will Happen
2390,6,Remote Chance,Unlikely,Unlikely
2390,7,About Even,Could Happen,Could Happen
2390,8,Almost No Chance,Very Good Chance,Very Good Chance
2390,9,Might Happen,Better than Even,Better than Even
2390,10,Improbable,Highly Unlikely,Improbable
2389,1,Unlikely,May Happen,May Happen
2389,2,Better than Even,Probable,Probable
2389,3,Almost Certain,Likely,Almost Certain
2389,4,Could Happen,Realistic Possibility,Realistic Possibility
2389,5,Might Happen,Little Chance,Might Happen
2389,6,Almost No Chance,Very Good Chance,Very Good Chance
2389,7,Improbable,Highly Likely,Highly Likely
2389,8,Highly Unlikely,Remote Chance,Highly Unlikely
2389,9,Will Happen,Chances are Slight,Will Happen
2389,10,May Happen,Unlikely,May Happen
2388,1,About Even,Little Chance,About Even
2388,2,Could Happen,Highly Unlikely,Could Happen
2388,3,Better than Even,Chances are Slight,Better than Even
2388,4,Remote Chance,Realistic Possibility,Realistic Possibility
2388,5,Almost No Chance,Highly Likely,Highly Likely
2388,6,Very Good Chance,Almost Certain,Almost Certain
2388,7,Will Happen,Unlikely,Will Happen
2388,8,May Happen,Might Happen,May Happen
2388,9,Improbable,Probable,Probable
2388,10,Little Chance,About Even,About Even
2387,1,Chances are Slight,Realistic Possibility,Realistic Possibility
2387,2,Remote Chance,Could Happen,Could Happen
2387,3,Might Happen,Better than Even,Better than Even
2387,4,Unlikely,Very Good Chance,Very Good Chance
2387,5,Highly Unlikely,Will Happen,Will Happen
2387,6,Improbable,Likely,Likely
2387,7,Highly Likely,Little Chance,Highly Likely
2387,8,About Even,Probable,Probable
2387,9,Almost Certain,May Happen,Almost Certain
2387,10,Realistic Possibility,Chances are Slight,Realistic Possibility
2386,1,Unlikely,Could Happen,Could Happen
2386,2,May Happen,Highly Likely,Highly Likely
2386,3,Might Happen,Little Chance,Might Happen
2386,4,Almost Certain,Likely,Almost Certain
2386,5,Realistic Possibility,Almost No Chance,Realistic Possibility
2386,6,About Even,Very Good Chance,Very Good Chance
2386,7,Remote Chance,Improbable,Improbable
2386,8,Will Happen,Chances are Slight,Will Happen
2386,9,Better than Even,Highly Unlikely,Better than Even
2386,10,Could Happen,Unlikely,Could Happen
2385,1,Almost Certain,Little Chance,Almost Certain
2385,2,Almost No Chance,Improbable,Improbable
2385,3,Chances are Slight,About Even,About Even
2385,4,Probable,May Happen,Probable
2385,5,Will Happen,Better than Even,Will Happen
2385,6,Remote Chance,Realistic Possibility,Realistic Possibility
2385,7,Unlikely,Highly Likely,Highly Likely
2385,8,Could Happen,Very Good Chance,Very Good Chance
2385,9,Highly Unlikely,Likely,Likely
2385,10,Little Chance,Almost Certain,Almost Certain
2384,1,Likely,Very Good Chance,Likely
2384,2,Highly Likely,Better than Even,Better than Even
2384,3,Chances are Slight,Unlikely,Chances are Slight
2384,4,Remote Chance,Improbable,Remote Chance
2384,5,About Even,Will Happen,Will Happen
2384,6,Probable,Might Happen,Probable
2384,7,Almost No Chance,Highly Unlikely,Highly Unlikely
2384,8,Almost Certain,Could Happen,Almost Certain
2384,9,May Happen,Realistic Possibility,Realistic Possibility
2384,10,Very Good Chance,Likely,Very Good Chance
2383,1,Unlikely,Could Happen,Could Happen
2383,2,May Happen,Highly Likely,Highly Likely
2383,3,Might Happen,Little Chance,Might Happen
2383,4,Almost Certain,Likely,Almost Certain
2383,5,Realistic Possibility,Almost No Chance,Realistic Possibility
2383,6,About Even,Very Good Chance,Very Good Chance
2383,7,Remote Chance,Improbable,Remote Chance
2383,8,Will Happen,Chances are Slight,Will Happen
2383,9,Better than Even,Highly Unlikely,Better than Even
2383,10,Could Happen,Unlikely,Could Happen
2382,1,Likely,Very Good Chance,Very Good Chance
2382,2,Highly Likely,Better than Even,Highly Likely
2382,3,Chances are Slight,Unlikely,Unlikely
2382,4,Remote Chance,Improbable,Remote Chance
2382,5,About Even,Will Happen,Will Happen
2382,6,Probable,Might Happen,Probable
2382,7,Almost No Chance,Highly Unlikely,Highly Unlikely
2382,8,Almost Certain,Could Happen,Almost Certain
2382,9,May Happen,Realistic Possibility,Realistic Possibility
2382,10,Very Good Chance,Likely,Very Good Chance
2381,1,May Happen,Almost No Chance,May Happen
2381,2,Almost Certain,About Even,Almost Certain
2381,3,Highly Unlikely,Will Happen,Will Happen
2381,4,Remote Chance,Unlikely,Unlikely
2381,5,Probable,Chances are Slight,Probable
2381,6,Realistic Possibility,Little Chance,Realistic Possibility
2381,7,Highly Likely,Might Happen,Highly Likely
2381,8,Could Happen,Better than Even,Better than Even
2381,9,Likely,Improbable,Likely
2381,10,Almost No Chance,May Happen,May Happen
2380,1,Very Good Chance,Almost No Chance,Very Good Chance
2380,2,Realistic Possibility,Better than Even,Realistic Possibility
2380,3,Probable,Highly Unlikely,Probable
2380,4,Highly Likely,Almost Certain,Almost Certain
2380,5,About Even,Might Happen,About Even
2380,6,Likely,Will Happen,Will Happen
2380,7,Improbable,Chances are Slight,Improbable
2380,8,Remote Chance,Could Happen,Could Happen
2380,9,Little Chance,May Happen,May Happen
2380,10,Almost No Chance,Very Good Chance,Very Good Chance
2379,1,May Happen,Realistic Possibility,Realistic Possibility
2379,2,Highly Likely,Better than Even,Highly Likely
2379,3,Chances are Slight,Unlikely,Chances are Slight
2379,4,Almost No Chance,Little Chance,Little Chance
2379,5,Highly Unlikely,Probable,Probable
2379,6,Improbable,Likely,Likely
2379,7,About Even,Will Happen,Will Happen
2379,8,Might Happen,Almost Certain,Almost Certain
2379,9,Could Happen,Very Good Chance,Very Good Chance
2379,10,Realistic Possibility,May Happen,Realistic Possibility
2378,1,Realistic Possibility,Remote Chance,Realistic Possibility
2378,2,Probable,Might Happen,Probable
2378,3,Little Chance,May Happen,May Happen
2378,4,Will Happen,Highly Likely,Will Happen
2378,5,About Even,Highly Unlikely,About Even
2378,6,Could Happen,Likely,Likely
2378,7,Unlikely,Almost No Chance,Unlikely
2378,8,Better than Even,Very Good Chance,Very Good Chance
2378,9,Improbable,Chances are Slight,Chances are Slight
2378,10,Remote Chance,Realistic Possibility,Realistic Possibility
2377,1,Improbable,Better than Even,Better than Even
2377,2,Realistic Possibility,Unlikely,Realistic Possibility
2377,3,Very Good Chance,About Even,Very Good Chance
2377,4,Likely,Remote Chance,Likely
2377,5,Highly Likely,Highly Unlikely,Highly Likely
2377,6,Little Chance,Might Happen,Might Happen
2377,7,Will Happen,Could Happen,Will Happen
2377,8,Chances are Slight,Probable,Probable
2377,9,Almost No Chance,Almost Certain,Almost Certain
2377,10,Better than Even,Improbable,Better than Even
2376,1,Very Good Chance,Likely,Very Good Chance
2376,2,Highly Unlikely,May Happen,May Happen
2376,3,Might Happen,Improbable,Might Happen
2376,4,About Even,Almost No Chance,About Even
2376,5,Will Happen,Little Chance,Will Happen
2376,6,Probable,Realistic Possibility,Probable
2376,7,Remote Chance,Could Happen,Could Happen
2376,8,Better than Even,Chances are Slight,Better than Even
2376,9,Highly Likely,Unlikely,Highly Likely
2376,10,Likely,Very Good Chance,Likely
2375,1,Remote Chance,Chances are Slight,Chances are Slight
2375,2,Might Happen,Probable,Probable
2375,3,Almost No Chance,Highly Likely,Highly Likely
2375,4,Unlikely,Better than Even,Better than Even
2375,5,May Happen,Almost Certain,Almost Certain
2375,6,Will Happen,Very Good Chance,Will Happen
2375,7,Likely,Little Chance,Likely
2375,8,About Even,Improbable,About Even
2375,9,Realistic Possibility,Highly Unlikely,Realistic Possibility
2375,10,Chances are Slight,Remote Chance,Chances are Slight
2374,1,Highly Likely,Highly Unlikely,Highly Likely
2374,2,Almost Certain,Realistic Possibility,Almost Certain
2374,3,About Even,Very Good Chance,Very Good Chance
2374,4,Chances are Slight,Likely,Likely
2374,5,Remote Chance,May Happen,May Happen
2374,6,Improbable,Could Happen,Could Happen
2374,7,Will Happen,Almost No Chance,Will Happen
2374,8,Might Happen,Unlikely,Might Happen
2374,9,Little Chance,Better than Even,Better than Even
2374,10,Highly Unlikely,Highly Likely,Highly Likely
2373,1,Highly Likely,Highly Unlikely,Highly Likely
2373,2,Almost Certain,Realistic Possibility,Almost Certain
2373,3,About Even,Very Good Chance,Very Good Chance
2373,4,Chances are Slight,Likely,Likely
2373,5,Remote Chance,May Happen,May Happen
2373,6,Improbable,Could Happen,Could Happen
2373,7,Will Happen,Almost No Chance,Will Happen
2373,8,Might Happen,Unlikely,Might Happen
2373,9,Little Chance,Better than Even,Better than Even
2373,10,Highly Unlikely,Highly Likely,Highly Likely
2372,1,Almost No Chance,Highly Unlikely,Highly Unlikely
2372,2,Will Happen,Likely,Will Happen
2372,3,Remote Chance,Probable,Probable
2372,4,May Happen,Chances are Slight,May Happen
2372,5,Little Chance,Improbable,Improbable
2372,6,Very Good Chance,Might Happen,Very Good Chance
2372,7,Realistic Possibility,Almost Certain,Almost Certain
2372,8,About Even,Could Happen,About Even
2372,9,Better than Even,Unlikely,Better than Even
2372,10,Highly Unlikely,Almost No Chance,Highly Unlikely
2371,1,Almost Certain,About Even,Almost Certain
2371,2,Could Happen,Probable,Probable
2371,3,Will Happen,Realistic Possibility,Will Happen
2371,4,Chances are Slight,Highly Unlikely,Highly Unlikely
2371,5,Might Happen,Very Good Chance,Very Good Chance
2371,6,Unlikely,May Happen,May Happen
2371,7,Better than Even,Highly Likely,Highly Likely
2371,8,Likely,Little Chance,Likely
2371,9,Remote Chance,Almost No Chance,Almost No Chance
2371,10,About Even,Almost Certain,Almost Certain
2370,1,Chances are Slight,Very Good Chance,Very Good Chance
2370,2,Might Happen,Better than Even,Better than Even
2370,3,Unlikely,Likely,Likely
2370,4,Almost Certain,Improbable,Almost Certain
2370,5,Will Happen,Highly Likely,Will Happen
2370,6,May Happen,Highly Unlikely,May Happen
2370,7,Realistic Possibility,Could Happen,Realistic Possibility
2370,8,About Even,Remote Chance,About Even
2370,9,Almost No Chance,Probable,Probable
2370,10,Very Good Chance,Chances are Slight,Very Good Chance
2369,1,Very Good Chance,Likely,Very Good Chance
2369,2,Highly Likely,Probable,Highly Likely
2369,3,About Even,Will Happen,Will Happen
2369,4,Realistic Possibility,Better than Even,Better than Even
2369,5,Almost No Chance,Chances are Slight,Chances are Slight
2369,6,Might Happen,Highly Unlikely,Might Happen
2369,7,Could Happen,May Happen,May Happen
2369,8,Almost Certain,Little Chance,Almost Certain
2369,9,Remote Chance,Improbable,Improbable
2369,10,Likely,Very Good Chance,Very Good Chance
2368,1,Better than Even,About Even,Better than Even
2368,2,Might Happen,Unlikely,Might Happen
2368,3,Chances are Slight,Little Chance,Chances are Slight
2368,4,Very Good Chance,Highly Likely,Highly Likely
2368,5,Almost No Chance,Improbable,Improbable
2368,6,Could Happen,Highly Unlikely,Could Happen
2368,7,Realistic Possibility,Remote Chance,Realistic Possibility
2368,8,Almost Certain,May Happen,Almost Certain
2368,9,Likely,Will Happen,Will Happen
2368,10,About Even,Better than Even,Better than Even
2367,1,Will Happen,Might Happen,Will Happen
2367,2,Chances are Slight,Remote Chance,Chances are Slight
2367,3,Unlikely,Highly Likely,Highly Likely
2367,4,Almost Certain,Probable,Almost Certain
2367,5,Highly Unlikely,May Happen,May Happen
2367,6,Almost No Chance,Likely,Likely
2367,7,Could Happen,Realistic Possibility,Realistic Possibility
2367,8,Little Chance,Very Good Chance,Very Good Chance
2367,9,Better than Even,About Even,Better than Even
2367,10,Might Happen,Will Happen,Will Happen
2366,1,Chances are Slight,Improbable,Improbable
2366,2,Highly Likely,Little Chance,Highly Likely
2366,3,Realistic Possibility,Almost Certain,Almost Certain
2366,4,Might Happen,Likely,Likely
2366,5,Unlikely,Very Good Chance,Very Good Chance
2366,6,Almost No Chance,Highly Unlikely,Highly Unlikely
2366,7,Could Happen,May Happen,May Happen
2366,8,Remote Chance,About Even,About Even
2366,9,Probable,Better than Even,Probable
2366,10,Improbable,Chances are Slight,Improbable
2365,1,Improbable,Highly Likely,Highly Likely
2365,2,Almost No Chance,Realistic Possibility,Realistic Possibility
2365,3,Might Happen,About Even,About Even
2365,4,Almost Certain,Better than Even,Almost Certain
2365,5,May Happen,Chances are Slight,May Happen
2365,6,Likely,Little Chance,Likely
2365,7,Highly Unlikely,Remote Chance,Highly Unlikely
2365,8,Could Happen,Unlikely,Unlikely
2365,9,Very Good Chance,Probable,Very Good Chance
2365,10,Highly Likely,Improbable,Highly Likely
2364,1,Better than Even,About Even,Better than Even
2364,2,Might Happen,Unlikely,Might Happen
2364,3,Chances are Slight,Little Chance,Chances are Slight
2364,4,Very Good Chance,Highly Likely,Highly Likely
2364,5,Almost No Chance,Improbable,Almost No Chance
2364,6,Could Happen,Highly Unlikely,Could Happen
2364,7,Realistic Possibility,Remote Chance,Realistic Possibility
2364,8,Almost Certain,May Happen,Almost Certain
2364,9,Likely,Will Happen,Will Happen
2364,10,About Even,Better than Even,Better than Even
2363,1,Unlikely,Could Happen,Could Happen
2363,2,May Happen,Highly Likely,Highly Likely
2363,3,Might Happen,Little Chance,Might Happen
2363,4,Almost Certain,Likely,Almost Certain
2363,5,Realistic Possibility,Almost No Chance,Realistic Possibility
2363,6,About Even,Very Good Chance,Very Good Chance
2363,7,Remote Chance,Improbable,Remote Chance
2363,8,Will Happen,Chances are Slight,Will Happen
2363,9,Better than Even,Highly Unlikely,Better than Even
2363,10,Could Happen,Unlikely,Unlikely
2362,1,Will Happen,Better than Even,Will Happen
2362,2,Likely,Highly Likely,Highly Likely
2362,3,Remote Chance,Realistic Possibility,Realistic Possibility
2362,4,Highly Unlikely,About Even,About Even
2362,5,Little Chance,Very Good Chance,Very Good Chance
2362,6,Improbable,Could Happen,Could Happen
2362,7,Unlikely,Almost Certain,Almost Certain
2362,8,Almost No Chance,Probable,Probable
2362,9,Might Happen,May Happen,May Happen
2362,10,Better than Even,Will Happen,Will Happen
2361,1,Will Happen,Could Happen,Will Happen
2361,2,Likely,Probable,Likely
2361,3,Highly Unlikely,Realistic Possibility,Realistic Possibility
2361,4,Improbable,Better than Even,Better than Even
2361,5,Little Chance,Might Happen,Might Happen
2361,6,Very Good Chance,Highly Likely,Highly Likely
2361,7,About Even,Chances are Slight,About Even
2361,8,Almost No Chance,Unlikely,Unlikely
2361,9,May Happen,Almost Certain,Almost Certain
2361,10,Could Happen,Will Happen,Will Happen
2360,1,Little Chance,Better than Even,Better than Even
2360,2,Remote Chance,Unlikely,Unlikely
2360,3,About Even,Might Happen,About Even
2360,4,Highly Likely,Very Good Chance,Highly Likely
