response_id,timestamp,age_band,english_background,education_level,country_of_residence
2209,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2208,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2207,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2206,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2205,2026-01,65-74,English is my first language,Some college,Australia
2204,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2203,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2202,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2201,2026-01,55-64,English is my first language,Bachelor,Australia
2200,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2199,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2198,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2197,2026-01,45-54,English is my first language,Postgraduate,South Africa
2196,2026-01,NA,English is my first language,Some college,United States
2195,2026-01,55-64,English is my first language,Postgraduate,New Zealand
2194,2026-01,NA,NA,NA,NA
2193,2026-01,55-64,English is my first language,Postgraduate,Germany
2192,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2191,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2190,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2189,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2188,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2187,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2186,2026-01,NA,NA,NA,NA
2185,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2184,2026-01,65-74,English is my first language,Postgraduate,United States
2183,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2182,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2181,2026-01,55-64,English is my first language,Bachelor,United States
2180,2026-01,65-74,English is my first language,Bachelor,Australia
2179,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2178,2026-01,55-64,English is my first language,High school,Australia
2177,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2176,2026-01,35-44,English is my first language,Postgraduate,NA
2175,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2174,2026-01,55-64,English is my first language,Bachelor,United Kingdom
2173,2026-01,55-64,English is my first language,Some college,New Zealand
2172,2026-01,65-74,English is my first language,Postgraduate,United Kingdom
2171,2026-01,35-44,English is my first language,Postgraduate,Australia
2170,2026-01,45-54,English is my first language,Bachelor,Australia
2169,2026-01,35-44,English is my first language,Postgraduate,South Africa
2168,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2167,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2166,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2165,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2164,2026-01,25-34,English is my first language,Bachelor,Canada
2163,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2162,2026-01,45-54,English is my first language,Postgraduate,Canada
2161,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2160,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2159,2026-01,35-44,English is my first language,Postgraduate,Belgium
2158,2026-01,75+,English is my first language,Postgraduate,United States
2157,2026-01,55-64,English is my first language,Some college,United Kingdom
2156,2026-01,NA,NA,NA,NA
2155,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Switzerland
2154,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2153,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2152,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2151,2026-01,18-24,English is not my first language but I am fluent,Postgraduate,Austria
2150,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
2149,2026-01,25-34,English is not my first language but I am fluent,High school,Switzerland
2148,2026-01,25-34,English is not my first language but I am fluent,Bachelor,Switzerland
2147,2026-01,NA,NA,Some college,Switzerland
2146,2026-01,18-24,English is not my first language but I am fluent,Bachelor,Switzerland
2145,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Switzerland
2144,2026-01,18-24,English is not my first language but I am fluent,High school,Switzerland
2143,2026-01,18-24,English is not my first language but I am fluent,High school,Switzerland
2142,2026-01,18-24,English is not my first language but I am fluent,Some college,Switzerland
2141,2026-01,18-24,English is not my first language but I am fluent,Some college,Switzerland
2140,2026-01,18-24,English is not my first language and I am not fluent,High school,Switzerland
2139,2026-01,18-24,English is not my first language but I am fluent,High school,Switzerland
2138,2026-01,25-34,English is not my first language but I am fluent,High school,Switzerland
2137,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2136,2026-01,55-64,English is my first language,Postgraduate,United States
2135,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2134,2026-01,55-64,English is my first language,Postgraduate,United States
2133,2026-01,55-64,English is my first language,Bachelor,United States
2132,2026-01,55-64,English is my first language,Bachelor,United States
2131,2026-01,18-24,English is my first language,Postgraduate,United States
2130,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
2129,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2128,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2127,2026-01,35-44,English is my first language,Bachelor,United States
2126,2026-01,25-34,English is my first language,Bachelor,United Kingdom
2125,2026-01,NA,NA,NA,NA
2124,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
2123,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Finland
2122,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2121,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2120,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2119,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2118,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2117,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2116,2026-01,45-54,English is my first language,Postgraduate,United States
2115,2026-01,45-54,English is not my first language but I am fluent,Postgraduate,United Kingdom
2114,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2113,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
2112,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2111,2026-01,55-64,English is not my first language but I am fluent,Bachelor,Netherlands
2110,2026-01,55-64,English is not my first language but I am fluent,Bachelor,Netherlands
2109,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2108,2026-01,65-74,English is my first language,Bachelor,United States
2107,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
2106,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2105,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,The Gambia
2104,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2103,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
2102,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Norway
2101,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Germany
2100,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Germany
2099,2026-01,55-64,English is not my first language but I am fluent,Postgraduate,Spain
2098,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2097,2026-01,45-54,English is my first language,Postgraduate,Australia
2096,2026-01,35-44,English is my first language,Postgraduate,United States
2095,2026-01,65-74,English is my first language,Some college,United Kingdom
2094,2026-01,75+,English is my first language,Postgraduate,United Kingdom
2093,2026-01,35-44,English is my first language,Postgraduate,United States
2092,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2091,2026-01,35-44,English is my first language,Bachelor,United Kingdom
2090,2026-01,NA,NA,Postgraduate,NA
2089,2026-01,NA,NA,NA,NA
2088,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2087,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2086,2026-01,NA,NA,Postgraduate,NA
2085,2026-01,25-34,English is my first language,Bachelor,United Kingdom
2084,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Netherlands
2083,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2082,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Burundi
2081,2026-01,45-54,English is my first language,Bachelor,United States
2080,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,United Kingdom
2079,2026-01,25-34,English is my first language,Postgraduate,Canada
2078,2026-01,NA,NA,NA,NA
2077,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2076,2026-01,45-54,English is my first language,Bachelor,United Kingdom
2075,2026-01,45-54,English is my first language,Postgraduate,United States
2074,2026-01,35-44,English is not my first language but I am fluent,Bachelor,United States
2073,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Austria
2072,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2071,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Netherlands
2070,2026-01,25-34,English is my first language,Postgraduate,United States
2069,2026-01,25-34,English is my first language,Postgraduate,United Kingdom
2068,2026-01,45-54,English is not my first language and I am not fluent,Postgraduate,Poland
2067,2026-01,NA,English is my first language,Bachelor,United Kingdom
2066,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2065,2026-01,25-34,English is my first language,Postgraduate,Sweden
2064,2026-01,25-34,English is my first language,Postgraduate,United States
2063,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2062,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Netherlands
2061,2026-01,45-54,English is my first language,Postgraduate,United Kingdom
2060,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Denmark
2059,2026-01,25-34,English is not my first language but I am fluent,Bachelor,NA
2058,2026-01,55-64,English is my first language,Postgraduate,United Kingdom
2057,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2056,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2055,2026-01,18-24,English is my first language,Bachelor,United Kingdom
2054,2026-01,35-44,English is not my first language but I am fluent,Postgraduate,Belgium
2053,2026-01,18-24,English is not my first language but I am fluent,High school,Poland
2052,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,Italy
2051,2026-01,25-34,English is not my first language but I am fluent,Postgraduate,United Kingdom
2050,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
2049,2026-01,35-44,English is my first language,Postgraduate,United Kingdom
