spec_name,acc_genus,acc_species,palm_tribe,palm_subfamily,climbing,acaulescent,erect,stem_solitary,stem_armed,leaves_armed,max_stem_height_m,max_stem_dia_cm,understorey_canopy,max_leaf_number,max__blade__length_m,max__rachis__length_m,max__petiole_length_m,average_fruit_length_cm,min_fruit_length_cm,max_fruit_length_cm,average_fruit_width_cm,min_fruit_width_cm,max_fruit_width_cm,fruit_size_categorical,fruit_shape,fruit_color_description,main_fruit_colors,conspicuousness
Dypsis pumila,Dypsis,pumila,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1,7,understorey,4,0.47,0.47,NA,2.15,1.7,2.6,1.6,1.2,2,small,ovoid,NA,NA,NA
Dypsis pusilla,Dypsis,pusilla,Areceae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,2,5,understorey,16,2,0.94,1.11,1.6,1.3,1.9,1.2,0.9,1.5,small,globose,purple to black,purple; black,cryptic
Dypsis rakotonasoloi,Dypsis,rakotonasoloi,Areceae,Arecoideae,climbing,acaulescent,non-erect,NA,armed,armed,2,1,understorey,5,NA,0.34,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dypsis ramentacea,Dypsis,ramentacea,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,0.7,0.5,understorey,10,0.95,0.31,0.69,1.3,NA,NA,0.8,NA,NA,small,ovoid,bright red,red,conspicuous
Dypsis reflexa,Dypsis,reflexa,Areceae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,3,1,understorey,8,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dypsis remotiflora,Dypsis,remotiflora,Areceae,Arecoideae,climbing,acaulescent,non-erect,NA,armed,armed,1,1,understorey,NA,0.4,0.39,0.01,0.95,NA,NA,0.4,NA,NA,small,globose,NA,NA,NA
Dypsis rivularis,Dypsis,rivularis,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,5.5,15,canopy,14,1.42,1.4,NA,1.3,1.2,1.4,0.6,0.5,0.7,small,ovoid,NA,NA,NA
Dypsis robusta,Dypsis,robusta,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1.4,64,understorey,14,4.6,4.6,NA,1.4,NA,NA,1.2,NA,NA,small,NA,orange,orange,conspicuous
Dypsis sahanofensis,Dypsis,sahanofensis,Areceae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,6,3,canopy,NA,1.18,1,0.2,NA,NA,NA,NA,NA,NA,NA,globose,NA,NA,NA
Dypsis saintelucei,Dypsis,saintelucei,Areceae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,6,14,canopy,11,2.53,2.4,0.15,NA,NA,NA,NA,NA,NA,NA,ovoid,NA,NA,NA
Dypsis sancta,Dypsis,sancta,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,10,5,canopy,8,NA,0.9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dypsis sanctaemariae,Dypsis,sanctaemariae,Areceae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,2.5,2,understorey,8,1.2,0.88,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dypsis scandens,Dypsis,scandens,Areceae,Arecoideae,non-climbing,acaulescent,erect,solitary,armed,armed,10,1.2,canopy,15,1.5,1.45,0.07,0.8,NA,NA,0.45,NA,NA,small,NA,NA,NA,NA
Dypsis schatzii,Dypsis,schatzii,Areceae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,3,1,understorey,13,0.32,0.22,0.12,1.35,1.3,1.4,0.5,0.4,0.6,small,NA,pinkish red,red,conspicuous
Dypsis scottiana,Dypsis,scottiana,Areceae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,4,2,understorey,7,0.96,0.66,0.33,0.85,0.6,1.1,0.5,0.35,0.65,small,NA,red,red,conspicuous
Dypsis serpentina,Dypsis,serpentina,Areceae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,6,4,canopy,6,1.95,1.2,0.8,1.3,1.2,1.4,0.95,0.9,1,small,globose,purplish-tinged,purple,cryptic
Dypsis simianensis,Dypsis,simianensis,Areceae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,2,1,understorey,15,0.35,0.29,0.08,1.5,NA,NA,0.5,NA,NA,small,globose,red,red,conspicuous
Dypsis singularis,Dypsis,singularis,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,6,1,canopy,6,0.605,0.59,0.04,NA,NA,NA,NA,NA,NA,NA,globose,green?,NA,NA
Dypsis soanieranae,Dypsis,soanieranae,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,5,1.5,understorey,NA,0.95,0.95,NA,NA,NA,NA,NA,NA,NA,NA,globose,NA,NA,NA
Dypsis spicata,Dypsis,spicata,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1,0.7,understorey,8,0.185,0.15,0.06,0.95,0.7,1.2,0.7,NA,NA,small,globose,cherry-red,red,conspicuous
Dypsis tanalensis,Dypsis,tanalensis,Areceae,Arecoideae,climbing,acaulescent,non-erect,NA,armed,armed,NA,NA,NA,NA,NA,NA,NA,1.15,0.9,1.4,0.625,0.55,0.7,small,NA,NA,NA,NA
Dypsis tenuissima,Dypsis,tenuissima,Areceae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,0.5,0.4,understorey,11,0.6,0.19,0.46,0.975,0.95,1,0.525,0.5,0.55,small,globose,green to white,green; white,cryptic
Dypsis thermarum,Dypsis,thermarum,Areceae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,2,0.9,understorey,6,0.28,0.14,0.16,1.1,NA,NA,0.4,NA,NA,small,ovoid,orange,orange,conspicuous
Dypsis thiryana,Dypsis,thiryana,Areceae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,1,0.6,understorey,10,0.48,0.3,0.2,1,0.9,1.1,0.4,0.3,0.5,small,globose,bright red,red,conspicuous
Dypsis thouarsiana,Dypsis,thouarsiana,Areceae,Arecoideae,climbing,acaulescent,non-erect,NA,armed,armed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ovoid,NA,NA,NA
Dypsis tokoravina,Dypsis,tokoravina,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,20,60,canopy,14,2.7,2.14,0.61,1.75,1.5,2,1.2,1.1,1.3,small,ovoid,NA,NA,NA
Dypsis trapezoidea,Dypsis,trapezoidea,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1.2,1.2,understorey,7,0.55,0.36,0.21,1.8,NA,NA,0.6,NA,NA,small,ovoid,cherry- red,red,conspicuous
Dypsis tsaratananensis,Dypsis,tsaratananensis,Areceae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,NA,NA,NA,NA,NA,NA,NA,1.35,1.2,1.5,1,0.9,1.1,small,NA,greenish yellow,yellow,conspicuous
Dypsis tsaravoasira,Dypsis,tsaravoasira,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,25,40,canopy,9,3.65,3.6,NA,0.525,0.5,0.55,0.45,0.4,0.5,small,ovoid,NA,NA,NA
Dypsis turkii,Dypsis,turkii,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1,1.5,understorey,9,0.65,0.26,0.44,1.4,NA,NA,0.8,NA,NA,small,globose,bright red,red,conspicuous
Dypsis utilis,Dypsis,utilis,Areceae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,17,37,canopy,15,4.3,3.8,0.55,2.25,1.7,2.8,1.7,1.4,2,small,ovoid,dull green turning purplish brown or black,green; brown; black,cryptic
Dypsis viridis,Dypsis,viridis,Areceae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,1.5,0.8,understorey,7,0.18,0.11,0.09,1,NA,NA,0.5,NA,NA,small,ovoid,cherry-red,red,conspicuous
Dypsis vonitrandambo,Dypsis,vonitrandambo,Areceae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1,5,understorey,10,NA,0.9,1,0.6,NA,NA,0.5,NA,NA,small,ovoid,black,black,cryptic
Elaeis guineensis,Elaeis,guineensis,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,non-armed,30,50,canopy,50,7.5,7.5,NA,4.25,3,5.5,2.5,2,3,large,NA,bright orange with dark red upper partsglossy red to black,orange; red; black,conspicuous
Elaeis oleifera,Elaeis,oleifera,Cocoseae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,non-armed,6,40,canopy,40,11.3,8.3,2.75,2.75,2.5,3,1.9,1.8,2,small,globose,orange; orange-yellow or red,orange; yellow; red,conspicuous
Eleiodoxa conferta,Eleiodoxa,conferta,Calameae,Calamoideae,climbing,non-acaulescent,erect,solitary,armed,non-armed,0,2.5,understorey,8,8,4,1.55,2.5,NA,NA,2.5,NA,NA,small,ovoid,reddish brown,brown,cryptic
Eremospatha barendii,Eremospatha,barendii,Lepidocaryeae,Calamoideae,non-climbing,acaulescent,erect,solitary,armed,non-armed,30,1.5,canopy,NA,2.4,1.2,1.25,2.55,2.3,2.8,1.6,1.5,1.7,small,ovoid,young fruits pale almost white; turning bright red at maturity; and then brown with age,red; brown,conspicuous
Eremospatha cabrae,Eremospatha,cabrae,Lepidocaryeae,Calamoideae,non-climbing,acaulescent,erect,solitary,armed,non-armed,50,1.5,canopy,NA,2,1,NA,2.75,2.5,3,1.75,1.6,1.9,small,globose,young fruits pale almost white; turning bright red at maturity; and then brown with age,red; brown,conspicuous
Eremospatha cuspidata,Eremospatha,cuspidata,Lepidocaryeae,Calamoideae,non-climbing,acaulescent,erect,solitary,armed,non-armed,15,1.5,canopy,NA,2,1.3,0.75,2.2,2,2.4,1.8,1.6,2,small,globose,young fruits pale almost white; turning bright red at maturity; and then brown with age,red; brown,conspicuous
Eremospatha dransfieldii,Eremospatha,dransfieldii,Lepidocaryeae,Calamoideae,non-climbing,acaulescent,erect,solitary,armed,non-armed,50,2.4,canopy,NA,3.5,1.5,2.1,NA,NA,NA,NA,NA,NA,NA,ovoid,young fruits pale almost white; turning bright red at maturity; and then brown with age,red; brown,conspicuous
Eremospatha haullevilleana,Eremospatha,haullevilleana,Lepidocaryeae,Calamoideae,non-climbing,acaulescent,erect,solitary,armed,non-armed,25,70,canopy,NA,1.2,0.8,0.45,2.75,2.5,3,1.75,1.5,2,small,NA,young fruits pale almost white; turning bright red at maturity; and then brown with age,red; brown,conspicuous
Eremospatha hookeri,Eremospatha,hookeri,Lepidocaryeae,Calamoideae,non-climbing,acaulescent,erect,solitary,armed,non-armed,30,2,canopy,NA,1.5,NA,NA,2.5,2,2.5,1.7,NA,NA,small,globose,young fruits pale almost white; turning bright red at maturity; and then brown with age,red; brown,conspicuous
Eremospatha laurentii,Eremospatha,laurentii,Lepidocaryeae,Calamoideae,non-climbing,acaulescent,erect,solitary,armed,non-armed,30,2.5,canopy,NA,1.5,NA,NA,1.75,1.5,2,1.5,NA,NA,small,ovoid,young fruits pale almost white; turning bright red at maturity; and then brown with age,red; brown,conspicuous
Eremospatha macrocarpa,Eremospatha,macrocarpa,Lepidocaryeae,Calamoideae,non-climbing,acaulescent,erect,solitary,armed,non-armed,75,1.8,canopy,NA,1.5,NA,NA,2.85,2.2,3.5,1.25,1,1.5,small,ovoid,young fruits pale almost white; turning bright red at maturity; and then brown with age,red; brown,conspicuous
Eremospatha quinquecostulata,Eremospatha,quinquecostulata,Lepidocaryeae,Calamoideae,non-climbing,acaulescent,erect,solitary,armed,non-armed,15,0.9,canopy,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,young fruits pale almost white; turning bright red at maturity; and then brown with age,red; brown,conspicuous
Eremospatha tessmanniana,Eremospatha,tessmanniana,Lepidocaryeae,Calamoideae,non-climbing,acaulescent,erect,solitary,armed,non-armed,150,1.5,canopy,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,young fruits pale almost white; turning bright red at maturity; and then brown with age,red; brown,conspicuous
Eremospatha wendlandiana,Eremospatha,wendlandiana,Lepidocaryeae,Calamoideae,non-climbing,acaulescent,erect,solitary,armed,non-armed,60,2,canopy,NA,2,2,NA,3,2.5,3.5,2.1,1.8,2.4,small,ovoid,greenish-brown,brown,cryptic
Eugeissona ambigua,Eugeissona,ambigua,Eugeissoneae,Calamoideae,climbing,non-acaulescent,erect,solitary,NA,non-armed,0,NA,understorey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eugeissona brachystachys,Eugeissona,brachystachys,Eugeissoneae,Calamoideae,climbing,non-acaulescent,erect,solitary,non-armed,non-armed,0,0,understorey,NA,4,NA,1.55,5,NA,NA,3,NA,NA,large,ovoid,brown,brown,cryptic
Eugeissona insignis,Eugeissona,insignis,Eugeissoneae,Calamoideae,climbing,non-acaulescent,erect,solitary,non-armed,non-armed,1.8,NA,understorey,7,12,NA,3.45,9,NA,NA,5.5,NA,NA,large,NA,brown,brown,cryptic
Eugeissona minor,Eugeissona,minor,Eugeissoneae,Calamoideae,climbing,acaulescent,non-erect,solitary,armed,non-armed,2,8,understorey,10,5,NA,2.9,5.5,NA,NA,3.3,NA,NA,large,globose,dark brown,brown,cryptic
Eugeissona tristis,Eugeissona,tristis,Eugeissoneae,Calamoideae,climbing,non-acaulescent,erect,solitary,armed,non-armed,1.5,15,understorey,10,5,5,NA,8,7,9,4.5,3,6,large,elongate,scales brown,brown,cryptic
Eugeissona utilis,Eugeissona,utilis,Eugeissoneae,Calamoideae,climbing,acaulescent,non-erect,solitary,non-armed,non-armed,8,25,canopy,12,6,6,NA,7,NA,NA,3.5,NA,NA,large,NA,dark green-brown,green; brown,cryptic
Euterpe broadwayi,Euterpe,broadwayi,Euterpeae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,20,25,canopy,16,4.8,3.6,1.25,1.2,NA,NA,1.2,1,1.4,small,NA,purple-black,purple; black,cryptic
Euterpe catinga,Euterpe,catinga,Euterpeae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,20,15,canopy,11,3,2.5,0.55,1.05,0.8,1.3,1.05,0.8,1.3,small,ovoid,purple-black,purple; black,cryptic
Euterpe edulis,Euterpe,edulis,Euterpeae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,12,15,canopy,15,3.54,3,0.59,1.2,NA,NA,1.2,1,1.4,small,NA,purple-black,purple; black,cryptic
Euterpe longibracteata,Euterpe,longibracteata,Euterpeae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,20,8,canopy,9,3.41,3,0.46,1.1,NA,NA,1.1,1,1.2,small,NA,purple-black,purple; black,cryptic
Euterpe luminosa,Euterpe,luminosa,Euterpeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,11,7,canopy,12,1.8,1.45,0.4,2,NA,NA,1,NA,NA,small,globose,black,black,cryptic
Euterpe oleracea,Euterpe,oleracea,Euterpeae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,20,20,canopy,14,4.3,3.7,0.65,1.5,1,2,1.5,1,2,small,pyramidal,purple-black;black,purple; black,cryptic
Euterpe precatoria,Euterpe,precatoria,Euterpeae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,20,30,canopy,20,4.95,3.6,1.4,1.1,NA,NA,1.1,0.9,1.3,small,globose,purple-black; black,purple; black,cryptic
Gaussia attenuata,Gaussia,attenuata,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,15,25,canopy,7,3.5,NA,NA,1.5,1.4,1.6,1.2,NA,NA,small,NA,orange-red,orange; red,conspicuous
Gaussia gomez-pompae,Gaussia,gomez-pompae,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,14,30,canopy,10,NA,NA,NA,1.55,NA,NA,1.55,1.5,1.6,small,NA,orange-red,orange; red,conspicuous
Gaussia maya,Gaussia,maya,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,20,15,canopy,8,3.8,2.62,1.23,1.25,1,1.5,1.25,1,1.5,small,NA,bright red,red,conspicuous
Gaussia princeps,Gaussia,princeps,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,8,30,canopy,6,1.6,1.6,NA,1,NA,NA,0.7,NA,NA,small,ovoid,orange-red,orange; red,conspicuous
Gaussia spirituana,Gaussia,spirituana,Chamaedoreeae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,7,35,canopy,6,NA,NA,NA,1,NA,NA,1,NA,NA,small,NA,orange-red,orange; red,conspicuous
Geonoma aspidiifolia,Geonoma,aspidiifolia,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,3,1.6,understorey,12,0.68,0.38,0.33,0.95,0.79,1.12,0.61,0.5,0.78,small,ovoid,greenish then black,black,cryptic
Geonoma baculifera,Geonoma,baculifera,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,4,3,understorey,12,1.1,0.8,0.33,1.06,0.82,1.28,0.715375,0.5,0.96,small,globose,black,black,cryptic
Geonoma bernalii,Geonoma,bernalii,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,1.5,0.5,understorey,8,NA,0.141,0.095,0.61,0.6,0.62,0.61,0.6,0.62,small,NA,NA,NA,NA
Geonoma braunii,Geonoma,braunii,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,2,1.2,understorey,13,NA,0.32,0.22,0.74,0.65,0.81,0.6,0.51,0.69,small,NA,NA,NA,NA
Geonoma brenesii,Geonoma,brenesii,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,0.4,1.2,understorey,11,0.68,0.3,0.43,0.73,0.69,0.76,0.61,0.6,0.62,small,globose,NA,NA,NA
Geonoma brongniartii,Geonoma,brongniartii,Geonomateae,Arecoideae,climbing,non-acaulescent,erect,both,armed,armed,1,3.5,understorey,13,1.04,0.84,NA,0.68,0.53,0.83,0.569302326,0.45,0.65,small,ovoid,black,black,cryptic
Geonoma calyptrogynoidea,Geonoma,calyptrogynoidea,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,4,2.2,understorey,15,NA,1.19,0.5,1.32,NA,NA,1,NA,NA,small,NA,green?,NA,NA
Geonoma camana,Geonoma,camana,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,4,understorey,14,1,1.37,1.45,1.07,0.87,1.35,0.694090909,0.6,0.89,small,globose,green; black or bluish-black,green; black,cryptic
Geonoma chlamydostachys,Geonoma,chlamydostachys,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2.5,2,understorey,7,0.68,0.6,0.1,1.23,1,1.23,0.6,NA,NA,small,NA,NA,NA,NA
Geonoma chococola,Geonoma,chococola,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,3,5,understorey,21,1.98,1.37,0.66,1.89,1.48,2.49,1.570526316,1.13,1.78,small,globose,black,black,cryptic
Geonoma concinna,Geonoma,concinna,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,3.5,1.2,understorey,11,0.49,0.4,0.11,0.77,0.6,0.83,0.67,0.61,0.73,small,NA,black,black,cryptic
Geonoma concinnoidea,Geonoma,concinnoidea,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,4,1,understorey,8,NA,0.37,0.19,0.73,0.64,0.77,0.54,0.46,0.59,small,NA,NA,NA,NA
Geonoma congesta,Geonoma,congesta,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,8,4,canopy,15,1.83,1.32,0.56,1.24,0.97,1.52,0.97625,0.81,1.17,small,NA,black,black,cryptic
Geonoma cuneata,Geonoma,cuneata,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,3,3.4,understorey,17,1.2,2.5,0.54,0.76,0.5,1.16,0.539259259,0.44,0.65,small,globose,black,black,cryptic
Geonoma deneversii,Geonoma,deneversii,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1.3,NA,understorey,20,NA,1.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geonoma deversa,Geonoma,deversa,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,7,3,canopy,18,1.75,0.93,0.95,0.66,0.44,0.81,0.56675675700000006,0.44,0.74,small,elongate,purplish-black,black,cryptic
Geonoma dindoensis,Geonoma,dindoensis,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,NA,armed,armed,2,0.6,understorey,NA,NA,0.27,0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geonoma divisa,Geonoma,divisa,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,3.5,1.1,understorey,10,0.7,0.55,0.17,0.73,NA,NA,0.66,0.65,0.675,small,NA,black,black,cryptic
Geonoma elegans,Geonoma,elegans,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,3,1,understorey,10,NA,0.45,0.29,0.95,0.76,1.23,0.72,0.58,0.92,small,NA,NA,NA,NA
Geonoma epetiolata,Geonoma,epetiolata,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,3,1.1,understorey,10,0.6,0.51,0.11,0.86,0.73,0.99,0.51,0.47,0.53,small,NA,black,black,cryptic
Geonoma euspatha,Geonoma,euspatha,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,3,1.7,understorey,14,NA,0.85,0.76,0.63,0.49,0.84,0.51,0.39,0.68,small,NA,red to black,red; black,conspicuous
Geonoma ferruginea,Geonoma,ferruginea,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,5,2.5,understorey,9,0.98,0.53,0.5,0.69,0.52,0.93,0.536875,0.42,0.73,small,ovoid,black,black,cryptic
Geonoma fosteri,Geonoma,fosteri,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,NA,armed,armed,1.5,0.7,understorey,NA,NA,0.205,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geonoma frontinensis,Geonoma,frontinensis,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,0.3,NA,understorey,8,NA,0.65,1.1,0.67,0.6,0.84,0.51,0.48,0.53,small,NA,NA,NA,NA
Geonoma galeanoae,Geonoma,galeanoae,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2,1.7,understorey,12,NA,0.65,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geonoma gentryi,Geonoma,gentryi,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,NA,armed,armed,1,0.8,understorey,NA,NA,0.26,0.12,0.86,NA,NA,0.57,NA,NA,small,NA,NA,NA,NA
Geonoma hollinensis,Geonoma,hollinensis,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,2.2,0.8,understorey,7,0.267,0.27,NA,0.68,NA,NA,0.5,NA,NA,small,NA,NA,NA,NA
Geonoma hugonis,Geonoma,hugonis,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,1.2,0.8,understorey,12,0.32,0.2,0.14,0.62,0.54,0.69,0.54,0.47,0.63,small,globose,green?,NA,NA
Geonoma interrupta,Geonoma,interrupta,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,8,12,canopy,24,3.1,2,1.15,0.58,0.3,0.75,0.4575,0.36,0.63,small,ovoid,black,black,cryptic
Geonoma lanata,Geonoma,lanata,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,2,1,understorey,11,0.187,0.19,NA,0.78,0.7,0.95,0.606363636,0.54,0.68,small,ovoid,black,black,cryptic
Geonoma laxiflora,Geonoma,laxiflora,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,5,1.3,understorey,10,0.495,0.36,0.16,0.78,0.58,1,0.62,0.5,0.74,small,globose,black,black,cryptic
Geonoma lehmannii,Geonoma,lehmannii,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,4,1.7,understorey,15,NA,0.515,0.72,0.875,0.68,1.07,0.63,0.52,0.76,small,NA,black,black,cryptic
Geonoma leptospadix,Geonoma,leptospadix,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,2,1,understorey,17,0.71,0.43,0.31,0.8,0.7,0.94,0.716190476,0.6,0.78,small,globose,purple-black,purple; black,cryptic
Geonoma longipedunculata,Geonoma,longipedunculata,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,1,4,understorey,13,1.425,0.65,0.83,0.6,0.59,0.61,0.46,0.4,0.52,small,pyramidal,black,black,cryptic
Geonoma longivaginata,Geonoma,longivaginata,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,5,2.1,understorey,10,1.59,1.01,0.1,0.65,0.51,0.79,0.53,0.43,0.63,small,globose,black against pink rachis,black,cryptic
Geonoma macrostachys,Geonoma,macrostachys,Geonomateae,Arecoideae,climbing,non-acaulescent,erect,non-solitary,armed,armed,1,5,understorey,12,3.205,1.93,0.12,0.821714286,0.6,1.37,0.725,0.47,0.98,small,ovoid,black,black,cryptic
Geonoma maxima,Geonoma,maxima,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,9,5,canopy,20,2.2,1.2,0.2,1.113070866,0.5,1.82,0.823228347,0.5,1.3,small,globose,green; green to yellow; black,green; yellow; black,conspicuous
Geonoma monospatha,Geonoma,monospatha,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,both,armed,armed,0.7,0.7,understorey,NA,0.315,0.23,0,0.67,0.61,0.72,0.522,0.49,0.55,small,elongate,black against red rachis,black,cryptic
Geonoma mooreana,Geonoma,mooreana,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,2.4,1.7,understorey,NA,0.785,0.79,NA,0.56,0.44,0.67,0.455,0.41,0.5,small,globose,NA,NA,NA
Geonoma multisecta,Geonoma,multisecta,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,non-solitary,armed,armed,2.3,NA,understorey,16,NA,0.94,0.77,1.12,0.96,1.32,0.74,0.62,0.79,small,NA,NA,NA,NA
Geonoma occidentalis,Geonoma,occidentalis,Geonomateae,Arecoideae,climbing,non-acaulescent,erect,both,armed,armed,3,1.7,understorey,18,NA,0.575,0.55,0.735,0.62,0.85,0.59,0.54,0.66,small,NA,black,black,cryptic
Geonoma oldemanii,Geonoma,oldemanii,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,2.5,2.4,understorey,19,1.67,1.49,NA,1.62,1.44,1.77,1.373333333,1.24,1.63,small,NA,NA,NA,NA
Geonoma oligoclona,Geonoma,oligoclona,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,solitary,armed,armed,2.5,5,understorey,10,0.37,0.37,NA,0.6625,0.595,0.73,0.6,0.565,0.64,small,globose,black,black,cryptic
Geonoma operculata,Geonoma,operculata,Geonomateae,Arecoideae,climbing,acaulescent,non-erect,NA,armed,armed,1.5,NA,understorey,NA,NA,0.23,NA,0.75,NA,NA,0.58,NA,NA,small,NA,NA,NA,NA
