disease,state,year,weeks_reporting,count,population
Mumps,Washington,1989,51,56,4781348
Mumps,Washington,1990,47,61,4866692
Mumps,Washington,1991,46,174,4957590
Mumps,Washington,1992,46,18,5053591
Mumps,Washington,1993,47,14,5153900
Mumps,Washington,1994,49,9,5257654
Mumps,Washington,1995,49,14,5363915
Mumps,Washington,1996,48,21,5471663
Mumps,Washington,1997,47,17,5579793
Mumps,Washington,1998,40,11,5687112
Mumps,Washington,1999,35,2,5792342
Mumps,Washington,2000,44,11,5894121
Mumps,Washington,2001,27,1,5991319
Mumps,Washington,2002,0,0,6084016
Mumps,Washington,2003,0,0,6172643
Mumps,West Virginia,1968,52,3483,1736343
Mumps,West Virginia,1969,51,2748,1737298
Mumps,West Virginia,1970,51,2535,1744237
Mumps,West Virginia,1971,51,2573,1757602
Mumps,West Virginia,1972,50,2548,1776420
Mumps,West Virginia,1973,51,2660,1799353
Mumps,West Virginia,1974,50,3329,1825021
Mumps,West Virginia,1975,52,1472,1851977
Mumps,West Virginia,1976,52,857,1878690
Mumps,West Virginia,1977,51,213,1903537
Mumps,West Virginia,1978,52,140,1924819
Mumps,West Virginia,1979,52,128,1940779
Mumps,West Virginia,1980,50,140,1949644
Mumps,West Virginia,1981,48,116,1950183
Mumps,West Virginia,1982,51,117,1943276
Mumps,West Virginia,1983,50,56,1930383
Mumps,West Virginia,1984,51,41,1912990
Mumps,West Virginia,1985,51,74,1892575
Mumps,West Virginia,1986,50,48,1870576
Mumps,West Virginia,1987,50,38,1848374
Mumps,West Virginia,1988,46,19,1827291
Mumps,West Virginia,1989,50,18,1808587
Mumps,West Virginia,1990,46,43,1793477
Mumps,West Virginia,1991,47,26,1782845
Mumps,West Virginia,1992,42,27,1776378
Mumps,West Virginia,1993,49,22,1773494
Mumps,West Virginia,1994,46,6,1773638
Mumps,West Virginia,1995,0,0,1776274
Mumps,West Virginia,1996,0,0,1780874
Mumps,West Virginia,1997,2,2,1786913
Mumps,West Virginia,1998,0,0,1793862
Mumps,West Virginia,1999,0,0,1801186
Mumps,West Virginia,2000,0,0,1808344
Mumps,West Virginia,2001,0,0,1814887
Mumps,West Virginia,2002,0,0,1820780
Mumps,West Virginia,2003,0,0,1826090
Mumps,Wisconsin,1968,49,15413,4337060
Mumps,Wisconsin,1969,51,8530,4378235
Mumps,Wisconsin,1970,51,11346,4417731
Mumps,Wisconsin,1971,51,16776,4455510
Mumps,Wisconsin,1972,50,8131,4491500
Mumps,Wisconsin,1973,51,4729,4525620
Mumps,Wisconsin,1974,50,3343,4557793
Mumps,Wisconsin,1975,52,6051,4587941
Mumps,Wisconsin,1976,52,4199,4615990
Mumps,Wisconsin,1977,51,1878,4641866
Mumps,Wisconsin,1978,51,1329,4665500
Mumps,Wisconsin,1979,52,1256,4686822
Mumps,Wisconsin,1980,51,365,4705767
Mumps,Wisconsin,1981,48,195,4722410
Mumps,Wisconsin,1982,52,125,4737376
Mumps,Wisconsin,1983,49,88,4751438
Mumps,Wisconsin,1984,49,104,4765381
Mumps,Wisconsin,1985,46,93,4779997
Mumps,Wisconsin,1986,42,189,4796090
Mumps,Wisconsin,1987,51,503,4814473
Mumps,Wisconsin,1988,49,118,4835977
Mumps,Wisconsin,1989,47,47,4861451
Mumps,Wisconsin,1990,44,50,4891769
Mumps,Wisconsin,1991,45,26,4927545
Mumps,Wisconsin,1992,41,13,4968242
Mumps,Wisconsin,1993,24,19,5013015
Mumps,Wisconsin,1994,34,10,5060999
Mumps,Wisconsin,1995,0,0,5111299
Mumps,Wisconsin,1996,27,0,5162987
Mumps,Wisconsin,1997,3,0,5215094
Mumps,Wisconsin,1998,0,0,5266615
Mumps,Wisconsin,1999,4,0,5316503
Mumps,Wisconsin,2000,0,0,5363675
Mumps,Wisconsin,2001,0,0,5407258
Mumps,Wisconsin,2002,23,0,5447341
Mumps,Wisconsin,2003,0,0,5484273
Mumps,Wyoming,1968,22,399,323145
Mumps,Wyoming,1969,5,8,326595
Mumps,Wyoming,1970,49,44,332416
Mumps,Wyoming,1971,50,426,340985
Mumps,Wyoming,1972,49,348,352081
Mumps,Wyoming,1973,51,436,365309
Mumps,Wyoming,1974,44,10,380233
Mumps,Wyoming,1975,29,2,396342
Mumps,Wyoming,1976,41,1,413027
Mumps,Wyoming,1977,24,4,429572
Mumps,Wyoming,1978,15,2,445144
Mumps,Wyoming,1979,0,0,458809
Mumps,Wyoming,1980,0,0,469557
Mumps,Wyoming,1981,29,3,476591
Mumps,Wyoming,1982,47,2,480117
Mumps,Wyoming,1983,12,4,480671
Mumps,Wyoming,1984,45,2,478860
Mumps,Wyoming,1985,41,2,475320
Mumps,Wyoming,1986,0,0,470694
Mumps,Wyoming,1987,0,0,465612
Mumps,Wyoming,1988,46,7,460682
Mumps,Wyoming,1989,35,4,456486
Mumps,Wyoming,1990,45,3,453588
Mumps,Wyoming,1991,38,5,452414
Mumps,Wyoming,1992,7,0,452883
Mumps,Wyoming,1993,39,5,454802
Mumps,Wyoming,1994,31,3,457989
Mumps,Wyoming,1995,0,0,462267
Mumps,Wyoming,1996,7,1,467464
Mumps,Wyoming,1997,36,1,473401
Mumps,Wyoming,1998,42,1,479897
Mumps,Wyoming,1999,0,0,486758
Mumps,Wyoming,2000,34,4,493782
Mumps,Wyoming,2001,44,2,500794
Mumps,Wyoming,2002,0,0,507765
Mumps,Wyoming,2003,0,0,514708
Pertussis,Alabama,1938,51,1843,2798382
Pertussis,Alabama,1939,52,1975,2815188
Pertussis,Alabama,1940,51,1235,2832961
Pertussis,Alabama,1941,51,1566,2852063
Pertussis,Alabama,1942,51,1640,2872445
Pertussis,Alabama,1943,52,2054,2893949
Pertussis,Alabama,1944,52,1314,2916414
Pertussis,Alabama,1945,52,1081,2939676
Pertussis,Alabama,1946,51,1048,2963562
Pertussis,Alabama,1947,51,2249,2987897
Pertussis,Alabama,1948,50,1263,3012499
Pertussis,Alabama,1949,52,515,3037179
Pertussis,Alabama,1950,50,1177,3061743
Pertussis,Alabama,1951,48,1209,3086002
Pertussis,Alabama,1952,48,945,3109808
Pertussis,Alabama,1953,46,317,3133025
Pertussis,Alabama,1954,47,748,3155509
Pertussis,Alabama,1955,51,1774,3177116
Pertussis,Alabama,1956,0,0,3197698
Pertussis,Alabama,1957,0,0,3217104
Pertussis,Alabama,1958,0,0,3235182
Pertussis,Alabama,1959,0,0,3251779
Pertussis,Alabama,1960,0,0,3266740
Pertussis,Alabama,1961,0,0,3280058
Pertussis,Alabama,1962,0,0,3292317
Pertussis,Alabama,1963,0,0,3304260
Pertussis,Alabama,1964,0,0,3316640
Pertussis,Alabama,1965,0,0,3330223
Pertussis,Alabama,1966,0,0,3345787
Pertussis,Alabama,1967,0,0,3364130
Pertussis,Alabama,1968,0,0,3386068
Pertussis,Alabama,1969,0,0,3412450
Pertussis,Alabama,1970,0,0,3444165
Pertussis,Alabama,1971,0,0,3481798
Pertussis,Alabama,1972,0,0,3524543
Pertussis,Alabama,1973,0,0,3571209
Pertussis,Alabama,1974,11,19,3620548
Pertussis,Alabama,1975,8,46,3671246
Pertussis,Alabama,1976,5,6,3721914
Pertussis,Alabama,1977,2,4,3771085
Pertussis,Alabama,1978,2,3,3817217
Pertussis,Alabama,1979,4,4,3858703
Pertussis,Alabama,1980,3,4,3893888
Pertussis,Alabama,1981,0,0,3921581
Pertussis,Alabama,1982,4,5,3942588
Pertussis,Alabama,1983,26,4,3958271
Pertussis,Alabama,1984,10,1,3970041
Pertussis,Alabama,1985,47,29,3979341
Pertussis,Alabama,1986,49,24,3987637
Pertussis,Alabama,1987,43,26,3996407
Pertussis,Alabama,1988,37,62,4007144
Pertussis,Alabama,1989,46,97,4021358
Pertussis,Alabama,1990,48,76,4040587
Pertussis,Alabama,1991,47,65,4066003
Pertussis,Alabama,1992,42,24,4097169
Pertussis,Alabama,1993,46,67,4133242
Pertussis,Alabama,1994,49,39,4173361
Pertussis,Alabama,1995,48,38,4216645
Pertussis,Alabama,1996,50,28,4262177
Pertussis,Alabama,1997,50,37,4309007
Pertussis,Alabama,1998,47,24,4356137
Pertussis,Alabama,1999,50,20,4402529
Pertussis,Alabama,2000,50,17,4447100
Pertussis,Alabama,2001,48,35,4488959
Pertussis,Alabama,2002,45,37,4528129
Pertussis,Alabama,2003,46,14,4564878
Pertussis,Alabama,2004,45,41,4599490
Pertussis,Alabama,2005,50,82,4632262
Pertussis,Alabama,2006,49,90,4663504
Pertussis,Alabama,2007,48,72,4693536
Pertussis,Alabama,2008,51,50,4722691
Pertussis,Alabama,2009,49,167,4751307
Pertussis,Alabama,2010,51,113,4779736
Pertussis,Alabama,2011,49,106,4808274
Pertussis,Alaska,1938,0,0,NA
Pertussis,Alaska,1939,0,0,NA
Pertussis,Alaska,1940,0,0,NA
Pertussis,Alaska,1941,0,0,NA
Pertussis,Alaska,1942,0,0,NA
Pertussis,Alaska,1943,0,0,NA
Pertussis,Alaska,1944,0,0,NA
Pertussis,Alaska,1945,0,0,NA
Pertussis,Alaska,1946,0,0,NA
Pertussis,Alaska,1947,0,0,NA
Pertussis,Alaska,1948,0,0,NA
Pertussis,Alaska,1949,0,0,NA
Pertussis,Alaska,1950,15,86,NA
Pertussis,Alaska,1951,19,78,NA
Pertussis,Alaska,1952,0,0,NA
Pertussis,Alaska,1953,0,0,NA
Pertussis,Alaska,1954,0,0,NA
Pertussis,Alaska,1955,9,55,NA
Pertussis,Alaska,1956,0,0,NA
Pertussis,Alaska,1957,0,0,NA
Pertussis,Alaska,1958,0,0,NA
Pertussis,Alaska,1959,0,0,NA
Pertussis,Alaska,1960,0,0,226167
Pertussis,Alaska,1961,0,0,232750
Pertussis,Alaska,1962,0,0,239521
Pertussis,Alaska,1963,0,0,246479
Pertussis,Alaska,1964,0,0,253624
Pertussis,Alaska,1965,0,0,260957
Pertussis,Alaska,1966,0,0,268476
Pertussis,Alaska,1967,0,0,276180
Pertussis,Alaska,1968,0,0,284068
Pertussis,Alaska,1969,0,0,292136
Pertussis,Alaska,1970,0,0,300382
Pertussis,Alaska,1971,0,0,308810
Pertussis,Alaska,1972,0,0,317458
Pertussis,Alaska,1973,0,0,326376
Pertussis,Alaska,1974,0,0,335621
Pertussis,Alaska,1975,3,4,345253
Pertussis,Alaska,1976,0,0,355341
Pertussis,Alaska,1977,3,5,365958
Pertussis,Alaska,1978,11,19,377187
Pertussis,Alaska,1979,6,10,389118
Pertussis,Alaska,1980,5,5,401851
Pertussis,Alaska,1981,0,0,415458
Pertussis,Alaska,1982,0,0,429850
Pertussis,Alaska,1983,17,5,444879
Pertussis,Alaska,1984,9,0,460375
Pertussis,Alaska,1985,44,31,476138
Pertussis,Alaska,1986,45,5,491942
Pertussis,Alaska,1987,46,9,507531
Pertussis,Alaska,1988,47,7,522622
Pertussis,Alaska,1989,18,3,536903
Pertussis,Alaska,1990,24,15,550043
Pertussis,Alaska,1991,44,9,561769
Pertussis,Alaska,1992,22,13,572122
Pertussis,Alaska,1993,39,3,581250
Pertussis,Alaska,1994,14,2,589317
Pertussis,Alaska,1995,8,0,596513
Pertussis,Alaska,1996,30,3,603039
Pertussis,Alaska,1997,47,12,609112
Pertussis,Alaska,1998,27,13,614959
Pertussis,Alaska,1999,47,5,620817
Pertussis,Alaska,2000,48,19,626932
Pertussis,Alaska,2001,28,10,633510
Pertussis,Alaska,2002,48,5,640570
Pertussis,Alaska,2003,13,6,648078
Pertussis,Alaska,2004,42,11,656003
Pertussis,Alaska,2005,49,123,664309
Pertussis,Alaska,2006,48,53,672961
Pertussis,Alaska,2007,50,37,681920
Pertussis,Alaska,2008,50,191,691147
Pertussis,Alaska,2009,50,70,700599
Pertussis,Alaska,2010,50,42,710231
Pertussis,Alaska,2011,50,27,720004
Pertussis,Arizona,1938,49,1626,480730
Pertussis,Arizona,1939,52,1035,489061
Pertussis,Arizona,1940,51,892,499261
Pertussis,Arizona,1941,51,1176,511731
Pertussis,Arizona,1942,51,1073,526617
Pertussis,Arizona,1943,52,945,544018
Pertussis,Arizona,1944,52,975,564056
Pertussis,Arizona,1945,51,853,586878
Pertussis,Arizona,1946,51,699,612654
Pertussis,Arizona,1947,51,1142,641579
Pertussis,Arizona,1948,49,1215,673875
Pertussis,Arizona,1949,52,563,709787
Pertussis,Arizona,1950,50,1953,749587
Pertussis,Arizona,1951,48,1806,793493
Pertussis,Arizona,1952,48,1704,841392
Pertussis,Arizona,1953,42,249,892999
Pertussis,Arizona,1954,52,839,947905
Pertussis,Arizona,1955,51,1589,1005547
Pertussis,Arizona,1956,0,0,1065190
Pertussis,Arizona,1957,0,0,1125907
Pertussis,Arizona,1958,0,0,1186566
Pertussis,Arizona,1959,0,0,1245828
Pertussis,Arizona,1960,0,0,1302161
Pertussis,Arizona,1961,0,0,1354248
Pertussis,Arizona,1962,0,0,1402293
Pertussis,Arizona,1963,0,0,1447069
Pertussis,Arizona,1964,0,0,1489542
Pertussis,Arizona,1965,0,0,1530851
Pertussis,Arizona,1966,0,0,1572291
Pertussis,Arizona,1967,0,0,1615310
Pertussis,Arizona,1968,0,0,1661517
Pertussis,Arizona,1969,0,0,1712707
Pertussis,Arizona,1970,0,0,1770900
Pertussis,Arizona,1971,0,0,1837891
Pertussis,Arizona,1972,0,0,1913632
Pertussis,Arizona,1973,0,0,1997501
Pertussis,Arizona,1974,0,0,2088732
Pertussis,Arizona,1975,0,0,2186365
Pertussis,Arizona,1976,0,0,2289201
Pertussis,Arizona,1977,0,0,2395761
Pertussis,Arizona,1978,13,23,2504256
Pertussis,Arizona,1979,17,29,2612561
Pertussis,Arizona,1980,8,21,2718215
Pertussis,Arizona,1981,8,12,2819039
Pertussis,Arizona,1982,7,16,2915148
Pertussis,Arizona,1983,41,29,3007444
Pertussis,Arizona,1984,41,27,3097045
Pertussis,Arizona,1985,49,49,3185267
Pertussis,Arizona,1986,49,83,3273618
Pertussis,Arizona,1987,41,38,3363792
Pertussis,Arizona,1988,51,433,3457679
Pertussis,Arizona,1989,46,389,3557380
Pertussis,Arizona,1990,47,56,3665228
Pertussis,Arizona,1991,47,69,3783229
Pertussis,Arizona,1992,33,125,3911122
Pertussis,Arizona,1993,46,52,4047937
Pertussis,Arizona,1994,48,144,4192532
Pertussis,Arizona,1995,49,341,4343559
Pertussis,Arizona,1996,48,25,4499438
Pertussis,Arizona,1997,51,44,4658333
Pertussis,Arizona,1998,43,169,4818136
Pertussis,Arizona,1999,50,86,4976457
Pertussis,Arizona,2000,49,142,5130632
Pertussis,Arizona,2001,48,541,5278300
Pertussis,Arizona,2002,44,631,5419266
Pertussis,Arizona,2003,46,91,5554021
Pertussis,Arizona,2004,43,209,5683195
Pertussis,Arizona,2005,49,950,5807553
Pertussis,Arizona,2006,44,354,5927979
Pertussis,Arizona,2007,49,196,6045475
Pertussis,Arizona,2008,45,105,6161152
Pertussis,Arizona,2009,48,155,6276227
Pertussis,Arizona,2010,49,183,6392017
Pertussis,Arizona,2011,50,266,6509700
Pertussis,Arkansas,1938,51,1551,1936749
Pertussis,Arkansas,1939,52,940,1943807
Pertussis,Arkansas,1940,51,811,1949387
Pertussis,Arkansas,1941,51,1119,1953293
Pertussis,Arkansas,1942,51,917,1955469
Pertussis,Arkansas,1943,52,1463,1955897
Pertussis,Arkansas,1944,52,976,1954565
Pertussis,Arkansas,1945,52,691,1951465
Pertussis,Arkansas,1946,51,487,1946593
Pertussis,Arkansas,1947,51,1622,1939953
Pertussis,Arkansas,1948,49,1202,1931550
Pertussis,Arkansas,1949,52,769,1921397
Pertussis,Arkansas,1950,50,1951,1909511
Pertussis,Arkansas,1951,48,1541,1896004
Pertussis,Arkansas,1952,48,1035,1881353
Pertussis,Arkansas,1953,45,569,1866113
Pertussis,Arkansas,1954,51,899,1850824
Pertussis,Arkansas,1955,50,1659,1836007
Pertussis,Arkansas,1956,0,0,1822168
Pertussis,Arkansas,1957,0,0,1809798
Pertussis,Arkansas,1958,0,0,1799376
Pertussis,Arkansas,1959,0,0,1791377
Pertussis,Arkansas,1960,0,0,1786272
Pertussis,Arkansas,1961,0,0,1784456
Pertussis,Arkansas,1962,0,0,1785997
Pertussis,Arkansas,1963,0,0,1790896
Pertussis,Arkansas,1964,0,0,1799171
Pertussis,Arkansas,1965,0,0,1810863
Pertussis,Arkansas,1966,0,0,1826028
Pertussis,Arkansas,1967,0,0,1844745
Pertussis,Arkansas,1968,0,0,1867112
Pertussis,Arkansas,1969,0,0,1893248
Pertussis,Arkansas,1970,0,0,1923295
Pertussis,Arkansas,1971,0,0,1957252
Pertussis,Arkansas,1972,0,0,1994452
Pertussis,Arkansas,1973,0,0,2034009
Pertussis,Arkansas,1974,12,22,2074967
Pertussis,Arkansas,1975,15,25,2116289
Pertussis,Arkansas,1976,16,28,2156856
Pertussis,Arkansas,1977,15,23,2195463
Pertussis,Arkansas,1978,24,32,2230829
Pertussis,Arkansas,1979,10,17,2261613
Pertussis,Arkansas,1980,12,14,2286435
Pertussis,Arkansas,1981,2,2,2304331
Pertussis,Arkansas,1982,1,3,2316088
Pertussis,Arkansas,1983,44,24,2322996
Pertussis,Arkansas,1984,49,20,2326399
Pertussis,Arkansas,1985,49,17,2327671
Pertussis,Arkansas,1986,38,20,2328197
Pertussis,Arkansas,1987,42,9,2329366
Pertussis,Arkansas,1988,44,38,2332569
Pertussis,Arkansas,1989,36,31,2339212
Pertussis,Arkansas,1990,37,23,2350725
Pertussis,Arkansas,1991,30,14,2368201
Pertussis,Arkansas,1992,43,18,2391223
Pertussis,Arkansas,1993,38,12,2418991
Pertussis,Arkansas,1994,34,26,2450696
Pertussis,Arkansas,1995,21,40,2485501
Pertussis,Arkansas,1996,49,13,2522529
Pertussis,Arkansas,1997,47,53,2560848
Pertussis,Arkansas,1998,47,84,2599475
Pertussis,Arkansas,1999,44,22,2637361
Pertussis,Arkansas,2000,49,32,2673400
Pertussis,Arkansas,2001,47,31,2706668
Pertussis,Arkansas,2002,47,476,2737163
Pertussis,Arkansas,2003,24,31,2765142
Pertussis,Arkansas,2004,42,76,2790880
Pertussis,Arkansas,2005,50,289,2814674
Pertussis,Arkansas,2006,49,60,2836837
Pertussis,Arkansas,2007,40,84,2857696
Pertussis,Arkansas,2008,46,57,2877593
Pertussis,Arkansas,2009,46,104,2896879
Pertussis,Arkansas,2010,45,67,2915918
Pertussis,Arkansas,2011,44,50,2935019
Pertussis,California,1938,51,15113,6616546
Pertussis,California,1939,52,8447,6745701
Pertussis,California,1940,51,12668,6907387
Pertussis,California,1941,51,18973,7110629
Pertussis,California,1942,51,12034,7356081
Pertussis,California,1943,52,12767,7642242
Pertussis,California,1944,52,5546,7967508
Pertussis,California,1945,52,11216,8329968
Pertussis,California,1946,52,4050,8727200
Pertussis,California,1947,51,8127,9156064
Pertussis,California,1948,50,3667,9612509
Pertussis,California,1949,52,3684,10091374
Pertussis,California,1950,50,5025,10586224
Pertussis,California,1951,48,2707,11090473
Pertussis,California,1952,47,3469,11601536
Pertussis,California,1953,49,2059,12117830
Pertussis,California,1954,52,5670,12637633
Pertussis,California,1955,51,5026,13159085
Pertussis,California,1956,0,0,13680194
Pertussis,California,1957,0,0,14198842
Pertussis,California,1958,0,0,14712799
Pertussis,California,1959,0,0,15219729
Pertussis,California,1960,0,0,15717204
Pertussis,California,1961,0,0,16203004
Pertussis,California,1962,0,0,16676046
Pertussis,California,1963,0,0,17135662
Pertussis,California,1964,0,0,17581336
Pertussis,California,1965,0,0,18012709
Pertussis,California,1966,0,0,18429575
Pertussis,California,1967,0,0,18831882
Pertussis,California,1968,0,0,19219725
Pertussis,California,1969,0,0,19593348
Pertussis,California,1970,0,0,19953134
Pertussis,California,1971,0,0,20300216
Pertussis,California,1972,0,0,20638390
Pertussis,California,1973,0,0,20972407
Pertussis,California,1974,46,320,21307362
Pertussis,California,1975,43,129,21648695
Pertussis,California,1976,38,76,22002198
Pertussis,California,1977,38,181,22374038
Pertussis,California,1978,47,222,22770801
Pertussis,California,1979,40,99,23199549
Pertussis,California,1980,41,122,23667902
Pertussis,California,1981,37,147,24181703
Pertussis,California,1982,40,99,24737390
Pertussis,California,1983,49,100,25328529
Pertussis,California,1984,51,133,25948031
Pertussis,California,1985,51,256,26588046
Pertussis,California,1986,51,276,27239883
Pertussis,California,1987,51,204,27893955
Pertussis,California,1988,51,253,28539754
Pertussis,California,1989,52,319,29165865
Pertussis,California,1990,50,417,29760021
Pertussis,California,1991,48,227,30311890
Pertussis,California,1992,49,398,30821629
Pertussis,California,1993,50,352,31292538
Pertussis,California,1994,50,341,31728420
Pertussis,California,1995,51,377,32133526
Pertussis,California,1996,45,678,32512506
Pertussis,California,1997,50,414,32870358
Pertussis,California,1998,37,392,33212395
Pertussis,California,1999,43,215,33544208
Pertussis,California,2000,45,208,33871648
Pertussis,California,2001,40,440,34199784
Pertussis,California,2002,43,698,34529758
Pertussis,California,2003,41,635,34861711
Pertussis,California,2004,36,498,35195792
Pertussis,California,2005,45,1609,35532154
Pertussis,California,2006,42,831,35870957
Pertussis,California,2007,29,95,36212364
Pertussis,California,2008,39,276,36556548
Pertussis,California,2009,40,415,36903684
Pertussis,California,2010,48,1265,37253956
Pertussis,California,2011,49,1145,37607525
Pertussis,Colorado,1938,51,1642,1102350
Pertussis,Colorado,1939,52,2035,1112343
Pertussis,Colorado,1940,51,1251,1123296
Pertussis,Colorado,1941,51,4701,1135396
Pertussis,Colorado,1942,51,1810,1148802
Pertussis,Colorado,1943,52,1558,1163673
Pertussis,Colorado,1944,52,1519,1180180
Pertussis,Colorado,1945,52,1704,1198507
Pertussis,Colorado,1946,51,1066,1218852
Pertussis,Colorado,1947,51,2041,1241433
Pertussis,Colorado,1948,49,1721,1266487
Pertussis,Colorado,1949,45,350,1294276
Pertussis,Colorado,1950,50,1103,1325089
Pertussis,Colorado,1951,48,891,1359143
Pertussis,Colorado,1952,48,653,1396249
Pertussis,Colorado,1953,38,180,1436087
Pertussis,Colorado,1954,46,280,1478294
Pertussis,Colorado,1955,50,579,1522459
Pertussis,Colorado,1956,0,0,1568112
Pertussis,Colorado,1957,0,0,1614721
Pertussis,Colorado,1958,0,0,1661688
Pertussis,Colorado,1959,0,0,1708343
Pertussis,Colorado,1960,0,0,1753947
Pertussis,Colorado,1961,0,0,1797911
Pertussis,Colorado,1962,0,0,1840493
Pertussis,Colorado,1963,0,0,1882216
Pertussis,Colorado,1964,0,0,1923669
Pertussis,Colorado,1965,0,0,1965498
Pertussis,Colorado,1966,0,0,2008407
Pertussis,Colorado,1967,0,0,2053164
Pertussis,Colorado,1968,0,0,2100603
Pertussis,Colorado,1969,0,0,2151635
Pertussis,Colorado,1970,0,0,2207259
Pertussis,Colorado,1971,0,0,2268242
Pertussis,Colorado,1972,0,0,2334054
Pertussis,Colorado,1973,0,0,2403738
Pertussis,Colorado,1974,0,0,2476210
Pertussis,Colorado,1975,0,0,2550245
Pertussis,Colorado,1976,0,0,2624457
Pertussis,Colorado,1977,7,12,2697303
Pertussis,Colorado,1978,10,21,2767084
Pertussis,Colorado,1979,23,41,2831958
Pertussis,Colorado,1980,20,27,2889964
Pertussis,Colorado,1981,12,24,2939663
Pertussis,Colorado,1982,12,30,2982055
Pertussis,Colorado,1983,47,136,3018900
Pertussis,Colorado,1984,51,47,3052100
Pertussis,Colorado,1985,48,91,3083671
Pertussis,Colorado,1986,49,68,3115721
Pertussis,Colorado,1987,48,70,3150449
Pertussis,Colorado,1988,44,41,3190156
Pertussis,Colorado,1989,37,98,3237270
Pertussis,Colorado,1990,46,126,3294394
Pertussis,Colorado,1991,46,156,3363642
Pertussis,Colorado,1992,45,84,3444391
Pertussis,Colorado,1993,44,143,3535251
Pertussis,Colorado,1994,46,114,3634710
Pertussis,Colorado,1995,41,79,3741086
Pertussis,Colorado,1996,43,132,3852482
Pertussis,Colorado,1997,50,232,3966754
Pertussis,Colorado,1998,48,146,4081485
Pertussis,Colorado,1999,49,166,4193978
Pertussis,Colorado,2000,50,429,4301261
Pertussis,Colorado,2001,46,231,4400742
Pertussis,Colorado,2002,48,400,4492257
Pertussis,Colorado,2003,46,308,4576377
Pertussis,Colorado,2004,44,1017,4653801
Pertussis,Colorado,2005,50,1314,4725338
Pertussis,Colorado,2006,49,525,4791892
Pertussis,Colorado,2007,52,238,4854455
Pertussis,Colorado,2008,51,119,4914094
Pertussis,Colorado,2009,49,199,4971943
Pertussis,Colorado,2010,51,607,5029196
Pertussis,Colorado,2011,52,468,5086894
Pertussis,Connecticut,1938,51,3647,1683273
Pertussis,Connecticut,1939,52,4033,1695047
Pertussis,Connecticut,1940,51,3072,1709242
Pertussis,Connecticut,1941,51,2778,1726368
Pertussis,Connecticut,1942,51,3909,1746470
Pertussis,Connecticut,1943,52,2118,1769482
Pertussis,Connecticut,1944,52,2155,1795344
Pertussis,Connecticut,1945,52,2400,1823998
Pertussis,Connecticut,1946,52,2194,1855392
Pertussis,Connecticut,1947,51,2884,1889472
Pertussis,Connecticut,1948,51,786,1926186
Pertussis,Connecticut,1949,52,1701,1965475
Pertussis,Connecticut,1950,51,3650,2007280
Pertussis,Connecticut,1951,48,494,2051526
Pertussis,Connecticut,1952,47,511,2098103
Pertussis,Connecticut,1953,49,613,2146881
Pertussis,Connecticut,1954,52,1961,2197715
Pertussis,Connecticut,1955,51,836,2250442
Pertussis,Connecticut,1956,0,0,2304877
Pertussis,Connecticut,1957,0,0,2360815
Pertussis,Connecticut,1958,0,0,2418028
Pertussis,Connecticut,1959,0,0,2476261
Pertussis,Connecticut,1960,0,0,2535234
Pertussis,Connecticut,1961,0,0,2594594
Pertussis,Connecticut,1962,0,0,2653773
Pertussis,Connecticut,1963,0,0,2712110
Pertussis,Connecticut,1964,0,0,2768892
Pertussis,Connecticut,1965,0,0,2823356
Pertussis,Connecticut,1966,0,0,2874698
Pertussis,Connecticut,1967,0,0,2922078
Pertussis,Connecticut,1968,0,0,2964628
Pertussis,Connecticut,1969,0,0,3001466
