date,weightclass,fighter,rank
2021-01-18,Featherweight,Jeremy Stephens,8
2021-01-18,Featherweight,Arnold Allen,9
2021-01-18,Featherweight,Sodiq Yusuff,10
2021-01-18,Featherweight,Dan Ige,11
2021-01-18,Featherweight,Shane Burgos,12
2021-01-18,Featherweight,Ryan Hall,13
2021-01-18,Featherweight,Bryce Mitchell,14
2021-01-18,Featherweight,Edson Barboza,15
2021-01-18,Lightweight,Khabib Nurmagomedov,0
2021-01-18,Lightweight,Justin Gaethje,1
2021-01-18,Lightweight,Dustin Poirier,2
2021-01-18,Lightweight,Charles Oliveira,3
2021-01-18,Lightweight,Conor McGregor,4
2021-01-18,Lightweight,Tony Ferguson,5
2021-01-18,Lightweight,Dan Hooker,6
2021-01-18,Lightweight,Rafael Dos Anjos,7
2021-01-18,Lightweight,Paul Felder,8
2021-01-18,Lightweight,Diego Ferreira,9
2021-01-18,Lightweight,Al Iaquinta,10
2021-01-18,Lightweight,Kevin Lee,11
2021-01-18,Lightweight,Beneil Dariush,12
2021-01-18,Lightweight,Islam Makhachev,13
2021-01-18,Lightweight,Gregor Gillespie,14
2021-01-18,Lightweight,Drew Dober,15
2021-01-18,Welterweight,Kamaru Usman,0
2021-01-18,Welterweight,Colby Covington,1
2021-01-18,Welterweight,Gilbert Burns,2
2021-01-18,Welterweight,Leon Edwards,3
2021-01-18,Welterweight,Jorge Masvidal,4
2021-01-18,Welterweight,Stephen Thompson,5
2021-01-18,Welterweight,Tyron Woodley,6
2021-01-18,Welterweight,Demian Maia,7
2021-01-18,Welterweight,Michael Chiesa,8
2021-01-18,Welterweight,Neil Magny,9
2021-01-18,Welterweight,Vicente Luque,10
2021-01-18,Welterweight,Geoff Neal,11
2021-01-18,Welterweight,Li Jingliang,12
2021-01-18,Welterweight,Belal Muhammad,13
2021-01-18,Welterweight,Robbie Lawler,14
2021-01-18,Welterweight,Khamzat Chimaev,15
2021-01-18,Middleweight,Israel Adesanya,0
2021-01-18,Middleweight,Robert Whittaker,1
2021-01-18,Middleweight,Paulo Costa,2
2021-01-18,Middleweight,Jared Cannonier,3
2021-01-18,Middleweight,Darren Till,4
2021-01-18,Middleweight,Marvin Vettori,5
2021-01-18,Middleweight,Jack Hermansson,6
2021-01-18,Middleweight,Derek Brunson,7
2021-01-18,Middleweight,Kelvin Gastelum,8
2021-01-18,Middleweight,Uriah Hall,9
2021-01-18,Middleweight,Kevin Holland,10
2021-01-18,Middleweight,Chris Weidman,11
2021-01-18,Middleweight,Edmen Shahbazyan,12
2021-01-18,Middleweight,Omari Akhmedov,13
2021-01-18,Middleweight,Brad Tavares,14
2021-01-18,Middleweight,Ian Heinisch,15
2021-01-18,Light Heavyweight,Jan Blachowicz,0
2021-01-18,Light Heavyweight,Glover Teixeira,1
2021-01-18,Light Heavyweight,Thiago Santos,2
2021-01-18,Light Heavyweight,Dominick Reyes,3
2021-01-18,Light Heavyweight,Aleksandar Rakic,4
2021-01-18,Light Heavyweight,Jiri Prochazka,5
2021-01-18,Light Heavyweight,Anthony Smith,6
2021-01-18,Light Heavyweight,Volkan Oezdemir,7
2021-01-18,Light Heavyweight,Nikita Krylov,8
2021-01-18,Light Heavyweight,Johnny Walker,9
2021-01-18,Light Heavyweight,Misha Cirkunov,10
2021-01-18,Light Heavyweight,Magomed Ankalaev,11
2021-01-18,Light Heavyweight,Jimmy Crute,12
2021-01-18,Light Heavyweight,Ryan Spann,13
2021-01-18,Light Heavyweight,Paul Craig,14
2021-01-18,Light Heavyweight,Jamahal Hill,15
2021-01-18,Heavyweight,Stipe Miocic,0
2021-01-18,Heavyweight,Francis Ngannou,1
2021-01-18,Heavyweight,Curtis Blaydes,2
2021-01-18,Heavyweight,Jairzinho Rozenstruik,3
2021-01-18,Heavyweight,Derrick Lewis,4
2021-01-18,Heavyweight,Alistair Overeem,5
2021-01-18,Heavyweight,Alexander Volkov,6
2021-01-18,Heavyweight,Ciryl Gane,7
2021-01-18,Heavyweight,Shamil Abdurakhimov,8
2021-01-18,Heavyweight,Augusto Sakai,9
2021-01-18,Heavyweight,Aleksei Oleinik,10
2021-01-18,Heavyweight,Junior dos Santos,11
2021-01-18,Heavyweight,Walt Harris,11
2021-01-18,Heavyweight,Blagoy Ivanov,13
2021-01-18,Heavyweight,Sergei Pavlovich,14
2021-01-18,Heavyweight,Marcin Tybura,14
2021-01-18,Women's Strawweight,Zhang Weili,0
2021-01-18,Women's Strawweight,Rose Namajunas,1
2021-01-18,Women's Strawweight,Joanna Jedrzejczyk,2
2021-01-18,Women's Strawweight,Yan Xiaonan,3
2021-01-18,Women's Strawweight,Carla Esparza,4
2021-01-18,Women's Strawweight,Nina Nunes,5
2021-01-18,Women's Strawweight,Claudia Gadelha,6
2021-01-18,Women's Strawweight,Michelle Waterson-Gomez,7
2021-01-18,Women's Strawweight,Marina Rodriguez,8
2021-01-18,Women's Strawweight,Tecia Pennington,9
2021-01-18,Women's Strawweight,Amanda Ribas,10
2021-01-18,Women's Strawweight,Mackenzie Dern,11
2021-01-18,Women's Strawweight,Angela Hill,12
2021-01-18,Women's Strawweight,Virna Jandiroba,13
2021-01-18,Women's Strawweight,Felice Herrig,14
2021-01-18,Women's Strawweight,Livinha Souza,15
2021-01-18,Women's Flyweight,Valentina Shevchenko,0
2021-01-18,Women's Flyweight,Jessica Andrade,1
2021-01-18,Women's Flyweight,Katlyn Cerminara,2
2021-01-18,Women's Flyweight,Lauren Murphy,3
2021-01-18,Women's Flyweight,Jennifer Maia,4
2021-01-18,Women's Flyweight,Cynthia Calvillo,5
2021-01-18,Women's Flyweight,Jessica Eye,6
2021-01-18,Women's Flyweight,Joanne Wood,7
2021-01-18,Women's Flyweight,Roxanne Modafferi,8
2021-01-18,Women's Flyweight,Viviane Araujo,9
2021-01-18,Women's Flyweight,Maycee Barber,10
2021-01-18,Women's Flyweight,Andrea Lee,11
2021-01-18,Women's Flyweight,Alexis Davis,12
2021-01-18,Women's Flyweight,Taila Santos,13
2021-01-18,Women's Flyweight,Antonina Shevchenko,14
2021-01-18,Women's Flyweight,Alexa Grasso,15
2021-01-18,Women's Bantamweight,Amanda Nunes,0
2021-01-18,Women's Bantamweight,Germaine de Randamie,1
2021-01-18,Women's Bantamweight,Holly Holm,2
2021-01-18,Women's Bantamweight,Aspen Ladd,3
2021-01-18,Women's Bantamweight,Raquel Pennington,4
2021-01-18,Women's Bantamweight,Irene Aldana,5
2021-01-18,Women's Bantamweight,Ketlen Vieira,6
2021-01-18,Women's Bantamweight,Julianna Pena,7
2021-01-18,Women's Bantamweight,Yana Santos,8
2021-01-18,Women's Bantamweight,Sara McMann,9
2021-01-18,Women's Bantamweight,Marion Reneau,10
2021-01-18,Women's Bantamweight,Lina Lansberg,11
2021-01-18,Women's Bantamweight,Macy Chiasson,12
2021-01-18,Women's Bantamweight,Pannie Kianzad,13
2021-01-18,Women's Bantamweight,Sijara Eubanks,14
2021-01-18,Women's Bantamweight,Julia Avila,15
2021-01-18,Women's Featherweight,Amanda Nunes,0
2021-01-18,Men's Pound-for-Pound,Khabib Nurmagomedov,1
2021-01-18,Men's Pound-for-Pound,Jon Jones,2
2021-01-18,Men's Pound-for-Pound,Israel Adesanya,3
2021-01-18,Men's Pound-for-Pound,Stipe Miocic,4
2021-01-18,Men's Pound-for-Pound,Kamaru Usman,5
2021-01-18,Men's Pound-for-Pound,Alexander Volkanovski,6
2021-01-18,Men's Pound-for-Pound,Dustin Poirier,7
2021-01-18,Men's Pound-for-Pound,Max Holloway,8
2021-01-18,Men's Pound-for-Pound,Deiveson Figueiredo,9
2021-01-18,Men's Pound-for-Pound,Petr Yan,10
2021-01-18,Men's Pound-for-Pound,Justin Gaethje,11
2021-01-18,Men's Pound-for-Pound,Robert Whittaker,12
2021-01-18,Men's Pound-for-Pound,Conor McGregor,13
2021-01-18,Men's Pound-for-Pound,Francis Ngannou,14
2021-01-18,Men's Pound-for-Pound,Jan Blachowicz,15
2021-01-18,Women's Pound-for-Pound,Amanda Nunes,1
2021-01-18,Women's Pound-for-Pound,Valentina Shevchenko,2
2021-01-18,Women's Pound-for-Pound,Zhang Weili,3
2021-01-18,Women's Pound-for-Pound,Rose Namajunas,4
2021-01-18,Women's Pound-for-Pound,Jessica Andrade,5
2021-01-18,Women's Pound-for-Pound,Joanna Jedrzejczyk,6
2021-01-18,Women's Pound-for-Pound,Germaine de Randamie,7
2021-01-18,Women's Pound-for-Pound,Holly Holm,8
2021-01-18,Women's Pound-for-Pound,Aspen Ladd,9
2021-01-18,Women's Pound-for-Pound,Katlyn Cerminara,10
2021-01-18,Women's Pound-for-Pound,Nina Nunes,11
2021-01-18,Women's Pound-for-Pound,Yan Xiaonan,12
2021-01-18,Women's Pound-for-Pound,Cynthia Calvillo,13
2021-01-18,Women's Pound-for-Pound,Claudia Gadelha,14
2021-01-18,Women's Pound-for-Pound,Carla Esparza,15
2021-01-25,Flyweight,Deiveson Figueiredo,0
2021-01-25,Flyweight,Brandon Moreno,1
2021-01-25,Flyweight,Joseph Benavidez,2
2021-01-25,Flyweight,Askar Askarov,3
2021-01-25,Flyweight,Alex Perez,4
2021-01-25,Flyweight,Alexandre Pantoja,5
2021-01-25,Flyweight,Brandon Royval,6
2021-01-25,Flyweight,Kai Kara-France,7
2021-01-25,Flyweight,Rogerio Bontorin,8
2021-01-25,Flyweight,Matt Schnell,8
2021-01-25,Flyweight,Raulian Paiva,10
2021-01-25,Flyweight,Tim Elliott,11
2021-01-25,Flyweight,David Dvorak,12
2021-01-25,Flyweight,Amir Albazi,13
2021-01-25,Flyweight,Sumudaerji,14
2021-01-25,Flyweight,Tyson Nam,15
2021-01-25,Bantamweight,Petr Yan,0
2021-01-25,Bantamweight,Aljamain Sterling,1
2021-01-25,Bantamweight,Cory Sandhagen,2
2021-01-25,Bantamweight,Cody Garbrandt,3
2021-01-25,Bantamweight,Frankie Edgar,4
2021-01-25,Bantamweight,Rob Font,5
2021-01-25,Bantamweight,Jose Aldo,6
2021-01-25,Bantamweight,Marlon Moraes,7
2021-01-25,Bantamweight,Pedro Munhoz,8
2021-01-25,Bantamweight,Jimmie Rivera,9
2021-01-25,Bantamweight,Raphael Assuncao,10
2021-01-25,Bantamweight,Dominick Cruz,11
2021-01-25,Bantamweight,Merab Dvalishvili,12
2021-01-25,Bantamweight,Cody Stamann,13
2021-01-25,Bantamweight,Song Yadong,14
2021-01-25,Bantamweight,Casey Kenney,15
2021-01-25,Featherweight,Alexander Volkanovski,0
2021-01-25,Featherweight,Max Holloway,1
2021-01-25,Featherweight,Brian Ortega,2
2021-01-25,Featherweight,Zabit Magomedsharipov,3
2021-01-25,Featherweight,Yair Rodriguez,4
2021-01-25,Featherweight,Chan Sung Jung,5
2021-01-25,Featherweight,Calvin Kattar,6
2021-01-25,Featherweight,Josh Emmett,7
2021-01-25,Featherweight,Jeremy Stephens,8
2021-01-25,Featherweight,Arnold Allen,9
2021-01-25,Featherweight,Sodiq Yusuff,10
2021-01-25,Featherweight,Dan Ige,11
2021-01-25,Featherweight,Shane Burgos,12
2021-01-25,Featherweight,Bryce Mitchell,13
2021-01-25,Featherweight,Ryan Hall,14
2021-01-25,Featherweight,Edson Barboza,15
2021-01-25,Lightweight,Khabib Nurmagomedov,0
2021-01-25,Lightweight,Dustin Poirier,1
2021-01-25,Lightweight,Justin Gaethje,2
2021-01-25,Lightweight,Charles Oliveira,3
2021-01-25,Lightweight,Michael Chandler,4
2021-01-25,Lightweight,Tony Ferguson,5
2021-01-25,Lightweight,Conor McGregor,6
2021-01-25,Lightweight,Rafael Dos Anjos,7
2021-01-25,Lightweight,Dan Hooker,8
2021-01-25,Lightweight,Paul Felder,9
2021-01-25,Lightweight,Diego Ferreira,10
2021-01-25,Lightweight,Al Iaquinta,11
2021-01-25,Lightweight,Kevin Lee,12
2021-01-25,Lightweight,Beneil Dariush,13
2021-01-25,Lightweight,Islam Makhachev,14
2021-01-25,Lightweight,Gregor Gillespie,15
2021-01-25,Welterweight,Kamaru Usman,0
2021-01-25,Welterweight,Colby Covington,1
2021-01-25,Welterweight,Gilbert Burns,2
2021-01-25,Welterweight,Leon Edwards,3
2021-01-25,Welterweight,Jorge Masvidal,4
2021-01-25,Welterweight,Stephen Thompson,5
2021-01-25,Welterweight,Michael Chiesa,6
2021-01-25,Welterweight,Tyron Woodley,7
2021-01-25,Welterweight,Demian Maia,8
2021-01-25,Welterweight,Vicente Luque,9
2021-01-25,Welterweight,Neil Magny,9
2021-01-25,Welterweight,Geoff Neal,11
2021-01-25,Welterweight,Li Jingliang,12
2021-01-25,Welterweight,Belal Muhammad,13
2021-01-25,Welterweight,Robbie Lawler,14
2021-01-25,Welterweight,Khamzat Chimaev,15
2021-01-25,Middleweight,Israel Adesanya,0
2021-01-25,Middleweight,Robert Whittaker,1
2021-01-25,Middleweight,Paulo Costa,2
2021-01-25,Middleweight,Jared Cannonier,3
2021-01-25,Middleweight,Darren Till,4
2021-01-25,Middleweight,Marvin Vettori,5
2021-01-25,Middleweight,Jack Hermansson,6
2021-01-25,Middleweight,Derek Brunson,7
2021-01-25,Middleweight,Uriah Hall,8
2021-01-25,Middleweight,Kelvin Gastelum,9
2021-01-25,Middleweight,Kevin Holland,10
2021-01-25,Middleweight,Chris Weidman,11
2021-01-25,Middleweight,Edmen Shahbazyan,12
2021-01-25,Middleweight,Brad Tavares,13
2021-01-25,Middleweight,Omari Akhmedov,14
2021-01-25,Middleweight,Ian Heinisch,15
2021-01-25,Light Heavyweight,Jan Blachowicz,0
2021-01-25,Light Heavyweight,Glover Teixeira,1
2021-01-25,Light Heavyweight,Thiago Santos,2
2021-01-25,Light Heavyweight,Dominick Reyes,3
2021-01-25,Light Heavyweight,Aleksandar Rakic,4
2021-01-25,Light Heavyweight,Jiri Prochazka,5
2021-01-25,Light Heavyweight,Anthony Smith,6
2021-01-25,Light Heavyweight,Volkan Oezdemir,7
2021-01-25,Light Heavyweight,Nikita Krylov,8
2021-01-25,Light Heavyweight,Johnny Walker,9
2021-01-25,Light Heavyweight,Misha Cirkunov,10
2021-01-25,Light Heavyweight,Magomed Ankalaev,11
2021-01-25,Light Heavyweight,Jimmy Crute,12
2021-01-25,Light Heavyweight,Ryan Spann,13
2021-01-25,Light Heavyweight,Paul Craig,14
2021-01-25,Light Heavyweight,Jamahal Hill,15
2021-01-25,Heavyweight,Stipe Miocic,0
2021-01-25,Heavyweight,Francis Ngannou,1
2021-01-25,Heavyweight,Curtis Blaydes,2
2021-01-25,Heavyweight,Jairzinho Rozenstruik,3
2021-01-25,Heavyweight,Derrick Lewis,4
2021-01-25,Heavyweight,Alistair Overeem,5
2021-01-25,Heavyweight,Alexander Volkov,6
2021-01-25,Heavyweight,Ciryl Gane,7
2021-01-25,Heavyweight,Shamil Abdurakhimov,8
2021-01-25,Heavyweight,Augusto Sakai,9
2021-01-25,Heavyweight,Aleksei Oleinik,10
2021-01-25,Heavyweight,Walt Harris,11
2021-01-25,Heavyweight,Junior dos Santos,11
2021-01-25,Heavyweight,Blagoy Ivanov,13
2021-01-25,Heavyweight,Sergei Pavlovich,14
2021-01-25,Heavyweight,Marcin Tybura,15
2021-01-25,Women's Strawweight,Zhang Weili,0
2021-01-25,Women's Strawweight,Rose Namajunas,1
2021-01-25,Women's Strawweight,Joanna Jedrzejczyk,2
2021-01-25,Women's Strawweight,Yan Xiaonan,3
2021-01-25,Women's Strawweight,Carla Esparza,4
2021-01-25,Women's Strawweight,Nina Nunes,5
2021-01-25,Women's Strawweight,Marina Rodriguez,6
2021-01-25,Women's Strawweight,Claudia Gadelha,7
2021-01-25,Women's Strawweight,Michelle Waterson-Gomez,8
2021-01-25,Women's Strawweight,Tecia Pennington,9
2021-01-25,Women's Strawweight,Amanda Ribas,10
2021-01-25,Women's Strawweight,Mackenzie Dern,11
2021-01-25,Women's Strawweight,Angela Hill,12
2021-01-25,Women's Strawweight,Virna Jandiroba,13
2021-01-25,Women's Strawweight,Felice Herrig,14
2021-01-25,Women's Strawweight,Livinha Souza,15
2021-01-25,Women's Flyweight,Valentina Shevchenko,0
2021-01-25,Women's Flyweight,Jessica Andrade,1
2021-01-25,Women's Flyweight,Katlyn Cerminara,2
2021-01-25,Women's Flyweight,Lauren Murphy,3
2021-01-25,Women's Flyweight,Jennifer Maia,4
2021-01-25,Women's Flyweight,Cynthia Calvillo,5
2021-01-25,Women's Flyweight,Joanne Wood,6
2021-01-25,Women's Flyweight,Viviane Araujo,7
2021-01-25,Women's Flyweight,Jessica Eye,8
2021-01-25,Women's Flyweight,Roxanne Modafferi,9
2021-01-25,Women's Flyweight,Maycee Barber,10
2021-01-25,Women's Flyweight,Andrea Lee,11
2021-01-25,Women's Flyweight,Alexis Davis,12
2021-01-25,Women's Flyweight,Taila Santos,13
2021-01-25,Women's Flyweight,Antonina Shevchenko,14
2021-01-25,Women's Flyweight,Alexa Grasso,15
2021-01-25,Women's Bantamweight,Amanda Nunes,0
2021-01-25,Women's Bantamweight,Germaine de Randamie,1
2021-01-25,Women's Bantamweight,Holly Holm,2
2021-01-25,Women's Bantamweight,Aspen Ladd,3
2021-01-25,Women's Bantamweight,Raquel Pennington,4
2021-01-25,Women's Bantamweight,Irene Aldana,5
2021-01-25,Women's Bantamweight,Julianna Pena,6
2021-01-25,Women's Bantamweight,Ketlen Vieira,7
2021-01-25,Women's Bantamweight,Yana Santos,8
2021-01-25,Women's Bantamweight,Sara McMann,9
2021-01-25,Women's Bantamweight,Marion Reneau,10
2021-01-25,Women's Bantamweight,Lina Lansberg,11
2021-01-25,Women's Bantamweight,Macy Chiasson,12
2021-01-25,Women's Bantamweight,Pannie Kianzad,13
2021-01-25,Women's Bantamweight,Sijara Eubanks,14
2021-01-25,Women's Bantamweight,Julia Avila,15
2021-01-25,Women's Featherweight,Amanda Nunes,0
2021-01-25,Men's Pound-for-Pound,Khabib Nurmagomedov,1
2021-01-25,Men's Pound-for-Pound,Jon Jones,2
2021-01-25,Men's Pound-for-Pound,Israel Adesanya,3
2021-01-25,Men's Pound-for-Pound,Stipe Miocic,4
2021-01-25,Men's Pound-for-Pound,Kamaru Usman,5
2021-01-25,Men's Pound-for-Pound,Alexander Volkanovski,6
2021-01-25,Men's Pound-for-Pound,Dustin Poirier,7
2021-01-25,Men's Pound-for-Pound,Max Holloway,8
2021-01-25,Men's Pound-for-Pound,Deiveson Figueiredo,9
2021-01-25,Men's Pound-for-Pound,Petr Yan,10
2021-01-25,Men's Pound-for-Pound,Justin Gaethje,11
2021-01-25,Men's Pound-for-Pound,Robert Whittaker,12
2021-01-25,Men's Pound-for-Pound,Francis Ngannou,13
2021-01-25,Men's Pound-for-Pound,Jan Blachowicz,14
2021-01-25,Men's Pound-for-Pound,Conor McGregor,15
2021-01-25,Women's Pound-for-Pound,Amanda Nunes,1
2021-01-25,Women's Pound-for-Pound,Valentina Shevchenko,2
2021-01-25,Women's Pound-for-Pound,Zhang Weili,3
2021-01-25,Women's Pound-for-Pound,Rose Namajunas,4
2021-01-25,Women's Pound-for-Pound,Jessica Andrade,5
2021-01-25,Women's Pound-for-Pound,Joanna Jedrzejczyk,6
2021-01-25,Women's Pound-for-Pound,Germaine de Randamie,7
2021-01-25,Women's Pound-for-Pound,Holly Holm,8
2021-01-25,Women's Pound-for-Pound,Aspen Ladd,9
2021-01-25,Women's Pound-for-Pound,Katlyn Cerminara,10
2021-01-25,Women's Pound-for-Pound,Nina Nunes,11
2021-01-25,Women's Pound-for-Pound,Yan Xiaonan,12
2021-01-25,Women's Pound-for-Pound,Carla Esparza,13
2021-01-25,Women's Pound-for-Pound,Cynthia Calvillo,14
2021-01-25,Women's Pound-for-Pound,Claudia Gadelha,15
2021-02-08,Flyweight,Deiveson Figueiredo,0
2021-02-08,Flyweight,Brandon Moreno,1
2021-02-08,Flyweight,Joseph Benavidez,2
2021-02-08,Flyweight,Askar Askarov,3
2021-02-08,Flyweight,Alex Perez,4
2021-02-08,Flyweight,Alexandre Pantoja,5
2021-02-08,Flyweight,Brandon Royval,6
2021-02-08,Flyweight,Matt Schnell,7
2021-02-08,Flyweight,Rogerio Bontorin,8
2021-02-08,Flyweight,Kai Kara-France,8
2021-02-08,Flyweight,David Dvorak,10
2021-02-08,Flyweight,Raulian Paiva,11
2021-02-08,Flyweight,Tim Elliott,12
2021-02-08,Flyweight,Amir Albazi,13
2021-02-08,Flyweight,Sumudaerji,14
2021-02-08,Flyweight,Tyson Nam,15
2021-02-08,Bantamweight,Petr Yan,0
2021-02-08,Bantamweight,Aljamain Sterling,1
2021-02-08,Bantamweight,Cory Sandhagen,2
2021-02-08,Bantamweight,Rob Font,3
2021-02-08,Bantamweight,Cody Garbrandt,4
2021-02-08,Bantamweight,Jose Aldo,5
2021-02-08,Bantamweight,Marlon Moraes,6
2021-02-08,Bantamweight,Frankie Edgar,7
2021-02-08,Bantamweight,Pedro Munhoz,8
2021-02-08,Bantamweight,Jimmie Rivera,9
2021-02-08,Bantamweight,Raphael Assuncao,10
2021-02-08,Bantamweight,Dominick Cruz,11
2021-02-08,Bantamweight,Merab Dvalishvili,12
2021-02-08,Bantamweight,Cody Stamann,13
2021-02-08,Bantamweight,Song Yadong,14
2021-02-08,Bantamweight,Casey Kenney,15
2021-02-08,Featherweight,Alexander Volkanovski,0
2021-02-08,Featherweight,Max Holloway,1
2021-02-08,Featherweight,Brian Ortega,2
2021-02-08,Featherweight,Zabit Magomedsharipov,3
2021-02-08,Featherweight,Yair Rodriguez,4
2021-02-08,Featherweight,Chan Sung Jung,5
2021-02-08,Featherweight,Calvin Kattar,6
2021-02-08,Featherweight,Josh Emmett,7
2021-02-08,Featherweight,Jeremy Stephens,8
2021-02-08,Featherweight,Arnold Allen,9
2021-02-08,Featherweight,Sodiq Yusuff,10
2021-02-08,Featherweight,Dan Ige,11
2021-02-08,Featherweight,Shane Burgos,12
2021-02-08,Featherweight,Bryce Mitchell,13
2021-02-08,Featherweight,Ryan Hall,14
2021-02-08,Featherweight,Edson Barboza,15
2021-02-08,Lightweight,Khabib Nurmagomedov,0
2021-02-08,Lightweight,Dustin Poirier,1
2021-02-08,Lightweight,Justin Gaethje,2
2021-02-08,Lightweight,Charles Oliveira,3
2021-02-08,Lightweight,Michael Chandler,4
2021-02-08,Lightweight,Tony Ferguson,5
2021-02-08,Lightweight,Conor McGregor,6
2021-02-08,Lightweight,Rafael Dos Anjos,7
2021-02-08,Lightweight,Dan Hooker,8
2021-02-08,Lightweight,Beneil Dariush,9
2021-02-08,Lightweight,Paul Felder,10
2021-02-08,Lightweight,Diego Ferreira,11
2021-02-08,Lightweight,Kevin Lee,12
2021-02-08,Lightweight,Al Iaquinta,13
2021-02-08,Lightweight,Islam Makhachev,14
2021-02-08,Lightweight,Gregor Gillespie,15
2021-02-08,Welterweight,Kamaru Usman,0
2021-02-08,Welterweight,Gilbert Burns,1
2021-02-08,Welterweight,Colby Covington,2
2021-02-08,Welterweight,Leon Edwards,3
2021-02-08,Welterweight,Jorge Masvidal,4
2021-02-08,Welterweight,Stephen Thompson,5
2021-02-08,Welterweight,Michael Chiesa,6
2021-02-08,Welterweight,Tyron Woodley,7
2021-02-08,Welterweight,Demian Maia,8
2021-02-08,Welterweight,Neil Magny,9
2021-02-08,Welterweight,Vicente Luque,10
2021-02-08,Welterweight,Geoff Neal,11
2021-02-08,Welterweight,Li Jingliang,12
2021-02-08,Welterweight,Belal Muhammad,13
2021-02-08,Welterweight,Robbie Lawler,14
2021-02-08,Welterweight,Khamzat Chimaev,15
2021-02-08,Middleweight,Israel Adesanya,0
2021-02-08,Middleweight,Robert Whittaker,1
2021-02-08,Middleweight,Paulo Costa,2
2021-02-08,Middleweight,Jared Cannonier,3
2021-02-08,Middleweight,Darren Till,4
2021-02-08,Middleweight,Marvin Vettori,5
2021-02-08,Middleweight,Jack Hermansson,6
2021-02-08,Middleweight,Derek Brunson,7
2021-02-08,Middleweight,Uriah Hall,8
2021-02-08,Middleweight,Kelvin Gastelum,9
2021-02-08,Middleweight,Kevin Holland,10
2021-02-08,Middleweight,Chris Weidman,11
2021-02-08,Middleweight,Edmen Shahbazyan,12
2021-02-08,Middleweight,Brad Tavares,13
2021-02-08,Middleweight,Omari Akhmedov,14
2021-02-08,Middleweight,Ian Heinisch,15
2021-02-08,Light Heavyweight,Jan Blachowicz,0
2021-02-08,Light Heavyweight,Glover Teixeira,1
2021-02-08,Light Heavyweight,Thiago Santos,2
2021-02-08,Light Heavyweight,Dominick Reyes,3
2021-02-08,Light Heavyweight,Aleksandar Rakic,4
2021-02-08,Light Heavyweight,Jiri Prochazka,5
2021-02-08,Light Heavyweight,Anthony Smith,6
2021-02-08,Light Heavyweight,Volkan Oezdemir,7
2021-02-08,Light Heavyweight,Nikita Krylov,8
2021-02-08,Light Heavyweight,Johnny Walker,9
2021-02-08,Light Heavyweight,Misha Cirkunov,10
2021-02-08,Light Heavyweight,Magomed Ankalaev,11
2021-02-08,Light Heavyweight,Jimmy Crute,12
2021-02-08,Light Heavyweight,Ryan Spann,13
2021-02-08,Light Heavyweight,Paul Craig,14
2021-02-08,Light Heavyweight,Jamahal Hill,15
2021-02-08,Heavyweight,Stipe Miocic,0
2021-02-08,Heavyweight,Francis Ngannou,1
2021-02-08,Heavyweight,Curtis Blaydes,2
2021-02-08,Heavyweight,Jairzinho Rozenstruik,3
2021-02-08,Heavyweight,Derrick Lewis,4
2021-02-08,Heavyweight,Alexander Volkov,5
2021-02-08,Heavyweight,Alistair Overeem,6
2021-02-08,Heavyweight,Ciryl Gane,7
2021-02-08,Heavyweight,Shamil Abdurakhimov,8
