name,nickname,weight_class,url,profile_name,profile_nickname,status,place_of_birth,age,height,weight,octagon_debut,sig_strikes_landed,sig_strikes_attempted,sig_str_landed,sig_str_absorbed,takedown_avg,submission_avg,sig_str_defense,takedown_defense,knockdown_avg,average_fight_time,takedowns_attempted,fighting_style,reach,leg_reach,takedowns_landed,trains_at,wins,losses,draws,standing_count,standing_pct,clinch_count,clinch_percent,ground_count,ground_percent,ko_tko_win,ko_tko_percent,dec_wins,dec_percent,sub_wins,sub_percent
Ryan Jimmo,The Big Deal,Light Heavyweight,https://www.ufc.com/athlete/ryan-jimmo,Ryan Jimmo,The Big Deal,Not Fighting,United States,41,74,206,2012-07-21,207,313,3.12,2.77,0.45,0,0.47000000000000003,0.88,0.9,9M 29S,7,NA,73,NA,NA,NA,19,5,0,90,0.43,76,0.37,41,0.2,8,0.42,9,0.47000000000000003,2,0.11
Asikeerbai Jinensibieke,NA,Lightweight,https://www.ufc.com/athlete/asikeerbai-jinensibieke,Asikeerbai Jinensibieke,NA,Active,"Xinjiang, China",34,NA,155,2022-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asikerbai Jinensibieke,NA,Lightweight,https://www.ufc.com/athlete/asikerbai-jinensibieke,Asikerbai Jinensibieke,NA,Not Fighting,NA,NA,NA,NA,2026-06-25,1,2,2,10,0,0,NA,NA,0,30S,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Li Jingliang,The Leech,Welterweight,https://www.ufc.com/athlete/li-jingliang,Li Jingliang,The Leech,Active,"Xinjiang, China",36,72,171,2014-05-24,846,1994,4.46,3.95,1.19,0,0.5700000000000001,0.6,0.79,10M 32S,36,Boxing,71.5,40.5,8,China Top Team Beijing,19,9,0,736,0.87,40,0.05,70,0.08,10,0.53,5,0.26,4,0.21
Xiong Jingnan,The Panda,Women's Strawweight,https://www.ufc.com/athlete/jingnan-xiong,Xiong Jingnan,The Panda,Active,"Shandong, China",38,65,115,2026-05-30,68,198,4.53,8.13,0,0,0.38,0.75,0,15M 0S,NA,MMA,NA,NA,NA,The Block Bali,19,3,0,58,0.85,10,0.15,0,0,11,0.58,7,0.37,1,0.05
Sung Bin Jo,Korean Falcon,Featherweight,https://www.ufc.com/athlete/sung-bin-jo,Sung Bin Jo,Korean Falcon,Not Fighting,NA,30,71,145,2019-06-01,21,63,1.4,2.67,1,1,0.52,0.8300000000000001,0,15M 0S,3,MMA,72,NA,NA,NA,9,1,0,12,0.5700000000000001,8,0.38,1,0.05,0,0,0,0,0,0
Miles Johns,Chapo,Bantamweight,https://www.ufc.com/athlete/miles-johns,Miles Johns,Chapo,Active,"Newton, United States",31,67,135.5,2019-09-14,577,1290,3.36,2.99,1.22,0,0.66,0.78,0.26,13M 13S,53,Boxer,68,37.5,1,Marathon MMA,15,5,0,518,0.9,32,0.06,27,0.05,4,0.27,9,0.6,2,0.13
Phil Johns,Little Giant,Welterweight,https://www.ufc.com/athlete/phil-johns,Phil Johns,Little Giant,Not Fighting,United States,53,62,158,2001-02-23,2,3,1.2,1.8,0,0,0.5,0.5,0,1M 40S,1,NA,NA,NA,NA,NA,0,0,0,1,0.5,1,0.5,0,0,0,0,0,0,0,0
Brett Johns,The Pikey,Bantamweight,https://www.ufc.com/athlete/brett-johns,Brett Johns,The Pikey,Not Fighting,"Swansea, United Kingdom",31,67,136,2016-11-19,253,516,2.86,3.84,4.92,1.02,0.53,0.58,0,12M 38S,59,NA,71,39,15,NA,17,2,0,136,0.54,32,0.13,85,0.34,2,0.13,8,0.5,6,0.38
Kajan Johnson,Ragin',Lightweight,https://www.ufc.com/athlete/kajan-johnson,Kajan Johnson,Ragin',Not Fighting,"Victoria, Canada",39,71,155,2014-06-14,216,503,2.47,1.59,1.54,0.17,0.64,0.63,0.34,12M 30S,24,NA,75.5,43,9,Tristar Vancouver,23,14,1,155,0.72,16,0.07,45,0.21,8,0.36,6,0.27,8,0.36
Michael Johnson,The Menace,Lightweight,https://www.ufc.com/athlete/michael-johnson,Michael Johnson,The Menace,Active,"St. Louis, United States",39,70,168,2010-12-05,1568,3961,4.27,3.78,0.57,0.04,0.59,0.81,0.53,11M 28S,36,Boxing,73.5,41,8,Jaco Hybrid Training Center,25,20,0,1405,0.9,101,0.06,62,0.04,10,0.4,13,0.52,2,0.08
Demetrious Johnson,Mighty Mouse,Flyweight,https://www.ufc.com/athlete/temetoriasu-shiyonson,Demetrious Johnson,Mighty Mouse,Not Fighting,"Madisonville, United States",35,63,125,2011-02-05,1291,2362,3.43,1.66,3.35,0.52,0.67,0.66,0.16,17M 56S,149,NA,66,34.5,74,"AMC Pankration, Kirkland, WA",27,3,1,726,0.56,400,0.31,165,0.13,5,0.19,11,0.41000000000000003,11,0.41000000000000003
Anthony Johnson,Rumble,Light Heavyweight,https://www.ufc.com/athlete/anthony-johnson,Anthony Johnson,Rumble,Not Fighting,"Dublin, United States",39,74,203.8,2007-06-12,381,800,3.25,1.83,2.43,0.64,0.6,0.77,1.66,6M 10S,33,NA,78,44,NA,"Blackzilians - Boca Raton, FL",22,6,0,214,0.56,67,0.18,100,0.26,0,0,0,0,0,0
Timothy Johnson,NA,Heavyweight,https://www.ufc.com/athlete/timothy-johnson,Timothy Johnson,NA,Not Fighting,"Minneapolis, United States",38,75,263,2015-04-04,284,627,3.43,3.08,1.09,0,0.44,0.6900000000000001,0.18,11M 50S,25,NA,77.5,42,6,"Academy of Combat Arts (ACA) Fargo, ND",12,4,0,111,0.39,133,0.47000000000000003,40,0.14,6,0.5,3,0.25,3,0.25
Lavar Johnson,Big,Heavyweight,https://www.ufc.com/athlete/loren-myorfi-0,Lavar Johnson,Big,Not Fighting,United States,45,76,255,2012-01-28,263,476,5.39,2.54,0.61,0.61,0.55,0.54,0.92,5M 26S,3,NA,NA,NA,NA,NA,17,7,0,146,0.56,98,0.37,19,0.07,0,0,0,0,0,0
DaMarques Johnson,Darkness,Welterweight,https://www.ufc.com/athlete/damarques-johnson,DaMarques Johnson,Darkness,Not Fighting,"Salt Lake City, United States",40,73,183,2009-06-20,134,355,2.11,3.75,1.18,0.71,0.51,0.19,0.47,6M 21S,9,NA,NA,NA,NA,NA,18,12,0,80,0.6,20,0.15,34,0.25,0,0,0,0,0,0
Dashon Johnson,Flyboy,Featherweight,https://www.ufc.com/athlete/dashon-johnson,Dashon Johnson,Flyboy,Not Fighting,United States,35,67,146,2014-06-28,18,26,1.01,3.83,0.85,0.85,0.35000000000000003,0.64,0,8M 53S,3,NA,70,NA,NA,NA,9,2,0,8,0.44,7,0.39,3,0.17,5,0.56,1,0.11,3,0.33
Jordan Johnson,NA,Light Heavyweight,https://www.ufc.com/athlete/jordan-johnson,Jordan Johnson,NA,Not Fighting,"Richmond, United States",34,74,186,2017-01-29,175,367,3.45,2.64,3.25,1.18,0.54,1,0,12M 41S,26,NA,79,41,8,NA,10,0,0,118,0.67,8,0.05,49,0.28,2,0.22,4,0.44,3,0.33
Donte Johnson,Lock Jaw,Middleweight,https://www.ufc.com/athlete/donte-johnson,Donte Johnson,Lock Jaw,Active,"Fond du Lac, United States",27,68,184,2025-11-01,70,145,3.11,2,2,0.67,0.62,0.75,0.67,7M 30S,3,MMA,74,42,3,Gnosis Combat Sports,8,0,0,50,0.71,6,0.09,14,0.2,6,0.75,1,0.13,1,0.13
Jose Johnson,Lobo Solitario,Flyweight,https://www.ufc.com/athlete/jose-johnson,Jose Johnson,Lobo Solitario,Not Fighting,"Flint, United States",29,72,128.5,2023-02-25,149,258,2.27,1.61,0.69,0.69,0.53,0.41000000000000003,0,10M 57S,5,MMA,71.5,42,NA,Wave Combat Sports,16,10,0,65,0.44,18,0.12,66,0.44,8,0.5,5,0.31,3,0.19
Chad Johnson,NA,Heavyweight,https://www.ufc.com/athlete/chad-johnson,Chad Johnson,NA,Not Fighting,"Marinette, United States",36,NA,215,2026-06-26,22,32,5.92,7.8,0,0,0.41000000000000003,NA,0,3M 43S,2,NA,NA,NA,NA,NA,6,2,0,17,0.77,5,0.23,0,0,0,0,0,0,0,0
Taylor Johnson,NA,Middleweight,https://www.ufc.com/athlete/taylor-johnson,Taylor Johnson,NA,Not Fighting,"Eugene, United States",32,NA,185.5,2026-06-26,9,15,5.09,1.13,8.49,0,0.33,1,0,1M 46S,1,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0
Tony Johnson,NA,Light Heavyweight,https://www.ufc.com/athlete/tony-johnson,Tony Johnson,NA,Not Fighting,"North Platte, United States",40,74,203,2026-06-28,30,56,2,4.73,2,0,0.31,NA,0,14M 42S,9,Boxer,NA,NA,NA,NA,7,2,0,8,0.27,10,0.33,12,0.4,0,0,0,0,0,0
Charles Johnson,Inner G,Flyweight,https://www.ufc.com/athlete/charles-johnson,Charles Johnson,Inner G,Active,"Topeka, United States",35,69,126,2022-07-23,868,1743,4.54,3.88,0.47,0.39,0.55,0.67,0.31,12M 45S,36,NA,70,40,NA,Fusion X-Cel,19,9,0,706,0.81,123,0.14,39,0.04,8,0.42,8,0.42,3,0.16
Brian Johnston,NA,Heavyweight,https://www.ufc.com/athlete/damarkes-dzhonson-0,Brian Johnston,NA,Not Fighting,"San Jose, United States",NA,0,0,1996-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Johnston,NA,Middleweight,https://www.ufc.com/athlete/benjamin-johnston,Ben Johnston,NA,Active,Australia,35,76,185,2026-05-02,12,16,1.01,1.01,2.54,0,0.29,1,0,11M 50S,2,Striker,NA,NA,2,The Fight Centre & City Kickboxing,5,2,0,0,0,2,0.17,10,0.8300000000000001,1,0.2,0,0,4,0.8
Liana Jojua,She Wolf,Women's Flyweight,https://www.ufc.com/athlete/liana-jojua,Liana Jojua,She Wolf,Not Fighting,"Tbilisi, Georgia",28,64,128.5,2019-09-07,85,282,2.42,5.32,1.71,1.28,0.54,0.5,0,8M 47S,6,Muay Thai,62,37.5,2,Syndicate MMA,8,5,0,77,0.91,3,0.04,5,0.06,1,0.13,1,0.13,6,0.75
Daniel Jolly,Werewolf of Texas,Light Heavyweight,https://www.ufc.com/athlete/daniel-jolly,Daniel Jolly,Werewolf of Texas,Not Fighting,"Fairfield, United States",38,73,204,2017-07-25,14,30,1.32,3.39,2.83,0,0.45,0.5,0,3M 32S,6,NA,75,43,NA,Austin Kickboxing Academy,5,3,0,12,0.86,2,0.14,0,0,2,0.4,2,0.4,1,0.2
Paul Jones,NA,Middleweight,https://www.ufc.com/athlete/saiid-khosseyni-1,Paul Jones,NA,Not Fighting,United States,60,0,0,1999-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antonio Jones,NA,Middleweight,https://www.ufc.com/athlete/antonio-jones,Antonio Jones,NA,Not Fighting,"Petersburg, United States",38,72,185,2026-06-29,5,9,7.5,30,0,0,0.43,NA,0,40S,NA,NA,NA,NA,NA,NA,7,0,0,4,0.8,1,0.2,0,0,0,0,0,0,0,0
Justin Jones,NA,Middleweight,https://www.ufc.com/athlete/justin-jones,Justin Jones,NA,Active,"San Diego, United States",35,0,185.5,2026-06-29,51,141,1.7,3.17,1,0.5,0.45,0.46,0,15M 0S,13,NA,NA,NA,2,NA,9,2,0,25,0.49,22,0.43,4,0.08,4,0.44,0,0,5,0.56
Marcus Jones,Big Baby,Heavyweight,https://www.ufc.com/athlete/marcus-jones,Marcus Jones,Big Baby,Not Fighting,"Jacksonville, United States",49,78,262,2009-12-05,10,19,1.94,2.71,8.71,2.9,0.59,NA,0,5M 10S,4,NA,NA,NA,NA,NA,4,3,0,6,0.6,4,0.4,0,0,0,0,0,0,0,0
Jamelle Jones,The Beast,Light Heavyweight,https://www.ufc.com/athlete/jamelle-jones,Jamelle Jones,The Beast,Active,United States,35,72,205,2017-08-08,4,5,1.78,3.11,0,0,0.65,NA,0,2M 15S,1,NA,75,NA,NA,NA,7,5,0,4,1,0,0,0,0,5,0.71,1,0.14,1,0.14
Trevin Jones,5 Star,Bantamweight,https://www.ufc.com/athlete/trevin-jones,Trevin Jones,5 Star,Not Fighting,United States,32,67,135,2020-08-22,154,415,2.13,4.29,0.62,0.21,0.4,0.6,0.41,12M 4S,20,Freestyle,70,40,2,Fortis MMA,13,10,0,120,0.78,10,0.06,24,0.16,3,0.23,6,0.46,4,0.31
Mason Jones,The Dragon,Lightweight,https://www.ufc.com/athlete/mason-jones,Mason Jones,The Dragon,Active,"Abergavenny, Wales",30,70,156,2021-01-20,541,1263,5.98,4.45,3.48,0.17,0.51,0.74,0.17,12M 56S,38,MMA,74,41,11,NA,18,2,0,385,0.71,84,0.16,72,0.13,8,0.44,7,0.39,3,0.17
Jon Jones,Bones,Heavyweight,https://www.ufc.com/athlete/jon-jones,Jon Jones,Bones,Active,"Rochester, United States",38,76,237.6,2008-08-09,1564,2655,4.38,2.24,1.89,0.46,0.64,0.9500000000000001,0.25,14M 52S,98,NA,84.5,45,36,Team Jones,28,1,0,1012,0.65,250,0.16,302,0.19,11,0.39,10,0.36,7,0.25
Jocelyn Jones-Lybarger,NA,Women's Strawweight,https://www.ufc.com/athlete/jocelyn-jones-lybarger,Jocelyn Jones-Lybarger,NA,Not Fighting,"Litchfield Park, United States",37,67,115,2015-12-12,129,414,2.96,4.83,0.34,0,0.56,0.8200000000000001,0,14M 33S,4,NA,64,38,NA,"MMA LAB - Glendale, AZ",6,4,0,116,0.9,10,0.08,3,0.02,0,0,5,0.8300000000000001,1,0.17
Shawn Jordan,The Savage,Heavyweight,https://www.ufc.com/athlete/shawn-jordan,Shawn Jordan,The Savage,Not Fighting,United States,38,72,265,2012-03-03,285,559,2.87,3.3,1.97,0.15,0.47000000000000003,0.77,0.45,8M 16S,34,NA,75,NA,NA,NA,18,7,0,145,0.51,62,0.22,78,0.27,14,0.78,1,0.06,3,0.17
Kevin Jordan,The Shaman,Heavyweight,https://www.ufc.com/athlete/kevin-jordan,Kevin Jordan,The Shaman,Not Fighting,"Columbus, United States",52,74,247,2005-06-04,48,118,2,1.91,0,0.62,0.55,0.78,0,8M 1S,3,NA,NA,NA,NA,NA,7,4,0,24,0.5,12,0.25,12,0.25,0,0,0,0,0,0
Ivan Jorge,NA,Lightweight,https://www.ufc.com/athlete/ivan-jorge,Ivan Jorge,NA,Not Fighting,Brazil,42,69,154,2013-09-04,164,332,3.41,2.91,1.56,0.62,0.6,0.75,0,12M 1S,31,NA,74,NA,NA,NA,26,5,0,106,0.65,58,0.35000000000000003,0,0,3,0.12,10,0.38,13,0.5
Scott Jorgensen,Young Guns,Bantamweight,https://www.ufc.com/athlete/scott-jorgensen,Scott Jorgensen,Young Guns,Not Fighting,United States,40,65,135.5,2011-06-05,833,2062,3.37,3.41,2.61,0.73,0.65,0.6,0.36,11M 15S,94,NA,66,37,NA,NA,15,12,0,526,0.63,177,0.21,130,0.16,0,0,0,0,0,0
Dwight Joseph,NA,Bantamweight,https://www.ufc.com/athlete/dwight-joseph,Dwight Joseph,NA,Not Fighting,NA,33,NA,135,2026-06-28,39,74,2.6,2.87,1,1,0.56,0.2,0,15M 0S,5,NA,NA,NA,NA,NA,0,0,0,29,0.74,7,0.18,3,0.08,0,0,0,0,0,0
Jeff Joslin,The Inferno,Welterweight,https://www.ufc.com/athlete/jeff-joslin,Jeff Joslin,The Inferno,Not Fighting,"Hamilton, Canada",48,72,170,2006-12-13,65,163,2.17,1.57,0.5,0.5,0.66,0.64,0,15M 0S,3,NA,NA,NA,NA,NA,5,3,0,48,0.74,7,0.11,10,0.15,0,0,0,0,0,0
Krzysztof Jotko,NA,Middleweight,https://www.ufc.com/athlete/krzysztof-jotko,Krzysztof Jotko,NA,Not Fighting,"Elblag, Poland",33,73,185.5,2013-12-07,640,1505,2.98,2.23,1.33,0.07,0.5700000000000001,0.8200000000000001,0.14,12M 39S,48,MMA,77,41,9,"OXYgym Stavanger, Norway",24,6,0,354,0.55,173,0.27,113,0.18,6,0.25,17,0.71,1,0.04
Alan Jouban,Brahma,Welterweight,https://www.ufc.com/athlete/alan-jouban,Alan Jouban,Brahma,Retired,"Lafayette, United States",41,72,170.5,2014-08-16,663,1318,5.67,3.77,0.51,0.26,0.6,0.59,1.15,9M 0S,9,NA,73.5,41,3,Black House MMA,17,7,0,538,0.81,86,0.13,39,0.06,11,0.6900000000000001,4,0.25,1,0.06
Louis Jourdain,NA,Bantamweight,https://www.ufc.com/athlete/louis-jourdain,Louis Jourdain,NA,Active,"Longueuil, Canada",28,69,135.5,2026-06-29,78,159,7.32,2.44,0,1.41,0.54,0.67,1.41,10M 39S,NA,NA,69.5,41.5,NA,NA,1,0,0,67,0.86,4,0.05,7,0.09,0,0,0,0,0,0
Charles Jourdain,Air,Bantamweight,https://www.ufc.com/athlete/charles-jourdain,Charles Jourdain,Air,Active,"Longueuil, Canada",30,69,135.5,2019-05-18,1049,2122,5.36,4.11,0.38,0.61,0.5700000000000001,0.47000000000000003,0.54,11M 31S,23,Striker,69,39,NA,Brazilian Top Team,18,8,1,778,0.74,192,0.18,79,0.08,8,0.44,3,0.17,7,0.39
Kevin Jousset,Air,Welterweight,https://www.ufc.com/athlete/kevin-jousset,Kevin Jousset,Air,Not Fighting,"Bordeaux, France",31,74,171,2023-09-10,65,214,1.91,3.72,0.88,0,0.46,0.46,0,11M 22S,4,Judo,75,41,2,City Kickboxing,10,4,0,61,0.9400000000000001,4,0.06,0,0,6,0.86,0,0,1,0.14
Dustin Joynson,NA,Heavyweight,https://www.ufc.com/athlete/dustin-joynson,Dustin Joynson,NA,Active,"Victoria, Canada",37,NA,241.5,2026-06-29,7,13,3.28,5.63,0,0,0.48,NA,0,2M 8S,NA,NA,NA,NA,NA,NA,0,0,0,5,0.71,2,0.29,0,0,0,0,0,0,0,0
Silvana Gomez Juarez,La Malvada,Women's Strawweight,https://www.ufc.com/athlete/silvana-juarez,Silvana Gomez Juarez,La Malvada,Not Fighting,"San Miguel de Tucuman, Argentina",38,64,115.6,2021-10-09,98,306,4.26,4.04,0,0,0.62,0.3,1.3,5M 45S,NA,Striker,64,37,NA,Entram Gym,7,5,0,87,0.89,4,0.04,7,0.07,7,0.64,2,0.18,2,0.18
Anshul Jubli,King of Lions,Lightweight,https://www.ufc.com/athlete/anshul-jubli,Anshul Jubli,King of Lions,Active,"Uttarkashi, India",30,72,155.5,2022-06-10,238,516,6.42,5.72,0.81,0.4,0.5,0.64,0.4,9M 16S,11,MMA,69,40.5,2,NA,7,2,0,189,0.79,17,0.07,32,0.13,2,0.29,4,0.5700000000000001,1,0.14
Carli Judice,Crispy,Women's Flyweight,https://www.ufc.com/athlete/carli-judice,Carli Judice,Crispy,Active,"Lafayette, United States",26,67,125,2024-06-15,542,1070,9.32,6.62,0.52,0,0.5700000000000001,0.81,0.52,11M 38S,8,NA,68,38,2,NA,6,2,0,467,0.86,69,0.13,6,0.01,5,0.8300000000000001,1,0.17,0,0
Steve Judson,NA,Heavyweight,https://www.ufc.com/athlete/saiid-khosseyni-2,Steve Judson,NA,Not Fighting,United States,NA,0,0,1999-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Jumeau,The Jedi,Welterweight,https://www.ufc.com/athlete/luke-jumeau,Luke Jumeau,The Jedi,Not Fighting,Australia,35,71,171,2017-06-11,176,403,2.93,3.17,0.25,0,0.58,0.87,0,15M 0S,1,NA,72,40.5,NA,NA,13,5,0,132,0.75,41,0.23,3,0.02,5,0.38,4,0.31,4,0.31
Da Woon Jung,Sseda,Light Heavyweight,https://www.ufc.com/athlete/da-woon-jung,Da Woon Jung,Sseda,Not Fighting,"Seoul, South Korea",31,76,205,2019-08-31,305,749,3.24,4.23,1.59,0.16,0.49,0.76,0.48,10M 28S,21,MMA,78.5,40.5,NA,"Korean Top Team - Seoul, South Korea",15,6,1,240,0.79,39,0.13,26,0.09,11,0.73,2,0.13,2,0.13
Chan Sung Jung,The Korean Zombie,Featherweight,https://www.ufc.com/athlete/chan-sung-jung,Chan Sung Jung,The Korean Zombie,Active,South Korea,36,67,162.6,2011-03-27,678,1635,3.93,4.52,0.7,0.61,0.52,0.73,0.43,12M 20S,18,Kickboxer,72,38.5,5,"Fight Ready - Scottsdale, AZ",17,8,0,529,0.78,57,0.08,92,0.14,6,0.35000000000000003,3,0.18,8,0.47000000000000003
Scott Junk,NA,Heavyweight,https://www.ufc.com/athlete/scott-junk,Scott Junk,NA,Not Fighting,"Kailua, United States",44,73,258,2007-09-22,17,28,5.13,1.81,0,0,0.45,NA,0,3M 19S,NA,NA,NA,NA,NA,NA,6,2,0,5,0.29,12,0.71,0,0,0,0,0,0,0,0
Myles Jury,Fury,Featherweight,https://www.ufc.com/athlete/myles-jury,Myles Jury,Fury,Not Fighting,"Hazel Park, United States",34,70,146,2012-06-02,327,767,2.94,2.16,2.16,0.27,0.67,0.5,0.41,9M 15S,29,NA,73,42.5,16,Alliance Training Center East -Santee,17,4,0,214,0.65,13,0.04,100,0.31,10,0.59,4,0.24,3,0.18
Geza Kahlman Jr,NA,NA,https://www.ufc.com/athlete/saiid-khosseyni-3,Geza Kahlman Jr,NA,Not Fighting,United States,NA,0,0,1995-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0S,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oron Kahlon,NA,Bantamweight,https://www.ufc.com/athlete/oron-kahlon,Oron Kahlon,NA,Active,Israel,38,NA,139,2026-06-28,12,32,0.85,4.93,0,0,0.36,0.4,0,14M 12S,NA,NA,NA,NA,NA,NA,0,1,0,11,0.92,1,0.08,0,0,0,0,0,0,0,0
Lu Kai,NA,Featherweight,https://www.ufc.com/athlete/lu-kai,Lu Kai,NA,Active,"Miaoshou, China",29,NA,146,2022-06-10,43,98,3.76,5.51,2.62,2.62,0.56,1,0,3M 49S,4,NA,NA,NA,NA,NA,1,2,0,33,0.77,1,0.02,9,0.21,0,0,0,0,0,0
Sim Kai Xiong,NA,Flyweight,https://www.ufc.com/athlete/sim-kai-xiong,Sim Kai Xiong,NA,Active,Singapore,25,NA,126,2026-06-29,98,230,2.85,3.64,3.49,0,0.55,1,0,11M 28S,32,NA,NA,NA,NA,NA,1,2,0,87,0.89,11,0.11,0,0,0,0,0,0,0,0
Li Kaiwen,NA,Featherweight,https://www.ufc.com/athlete/li-kaiwen,Li Kaiwen,NA,Active,"Hunan, China",27,NA,156.4,2024-02-03,159,370,3.73,4.72,1.41,0,0.54,0.93,0.7,8M 31S,15,NA,NA,NA,NA,NA,3,2,0,121,0.76,26,0.16,12,0.08,0,0,0,0,0,0
Sirwan Kakai,Zohan,Bantamweight,https://www.ufc.com/athlete/sirwan-kakai,Sirwan Kakai,Zohan,Not Fighting,"Romadi, Sweden",33,66,136,2015-06-27,107,259,3.57,4.63,4,0,0.62,0.8300000000000001,0.5,15M 0S,19,NA,66,NA,NA,NA,12,3,0,79,0.74,25,0.23,3,0.03,4,0.31,3,0.23,6,0.46
Saidyokub Kakhramonov,NA,Bantamweight,https://www.ufc.com/athlete/saidyokub-kakhramonov,Saidyokub Kakhramonov,NA,Not Fighting,Uzbekistan,27,68,136,2021-08-21,79,154,2.05,0.88,6.63,1.95,0.59,0.8300000000000001,0,12M 50S,35,Freestyle,69,38,2,NA,10,3,0,30,0.38,22,0.28,27,0.34,3,0.11,21,0.75,4,0.14
Kai Kamaka III,Da Fighting Hawaiian,Featherweight,https://www.ufc.com/athlete/kai-kamaka-iii,Kai Kamaka III,Da Fighting Hawaiian,Active,"Honolulu, United States",31,67,144.5,2020-08-15,375,632,5.4,5.67,1.51,0.22,0.56,0.55,0.22,13M 54S,13,Boxing,69,38,7,"Xtreme Couture - Las Vegas, NV",18,7,1,310,0.8300000000000001,53,0.14,12,0.03,3,0.17,14,0.78,1,0.06
Shuya Kamikubo,NA,Bantamweight,https://www.ufc.com/athlete/shuya-kamikubo,Shuya Kamikubo,NA,Active,"Yokohama, Japan",30,NA,146.3,2026-06-26,115,210,3.83,4.9,1.5,0.5,0.47000000000000003,NA,0,15M 0S,19,NA,NA,NA,NA,NA,1,1,0,74,0.64,32,0.28,9,0.08,0,0,0,0,0,0
Martin Kampmann,The Hitman,Welterweight,https://www.ufc.com/athlete/martin-kampmann,Martin Kampmann,The Hitman,Retired,"Arhus, Denmark",41,72,170,2006-08-17,494,1166,3.22,3.28,1.86,2.05,0.62,0.78,0.49,8M 41S,46,NA,NA,NA,NA,NA,20,7,0,299,0.61,110,0.22,85,0.17,0,0,0,0,0,0
Koya Kanda,NA,Featherweight,https://www.ufc.com/athlete/koya-kanda,Koya Kanda,NA,Active,NA,27,NA,153.5,2026-06-26,109,265,3.63,2.9,2,0,0.53,1,0,15M 0S,22,NA,NA,NA,NA,NA,1,1,0,93,0.85,15,0.14,1,0.01,0,0,0,0,0,0
Bharat Kandare,Daring,Bantamweight,https://www.ufc.com/athlete/bharat-kandare,Bharat Kandare,Daring,Not Fighting,"Bhagur, Nashik, India",36,67,145,2017-11-25,3,30,0.7,1.88,0,0,0.72,NA,0,4M 16S,1,NA,72,40,NA,NA,5,3,0,3,1,0,0,0,0,1,0.2,0,0,4,0.8
Masanori Kanehara,NA,Bantamweight,https://www.ufc.com/athlete/masanori-kanehara,Masanori Kanehara,NA,Not Fighting,Japan,40,67,135,2014-09-20,98,197,1.88,1.63,1.44,0.86,0.63,0.64,0.29,13M 2S,10,NA,67,40,NA,NA,25,13,5,73,0.74,12,0.12,13,0.13,8,0.33,7,0.29,9,0.38
Kyung Ho Kang,Mr. Perfect,Bantamweight,https://www.ufc.com/athlete/kyung-ho-kang,Kyung Ho Kang,Mr. Perfect,Not Fighting,South Korea,37,69,136,2013-03-02,549,1151,3.13,3.32,1.97,0.77,0.54,0.68,0.34,12M 31S,46,Brazilian Jiu-Jitsu,73,39,NA,NA,19,11,0,413,0.75,23,0.04,113,0.21,2,0.11,5,0.26,12,0.63
Denis Kang,NA,Middleweight,https://www.ufc.com/athlete/denis-kang,Denis Kang,NA,Not Fighting,"St. Pierre &amp; Miquelon, France",45,71,185,2009-01-17,68,173,2,4.91,3.53,0.88,0.67,0.38,0.44,11M 20S,12,NA,NA,NA,NA,NA,32,12,1,31,0.46,6,0.09,31,0.46,0,0,0,0,0,0
Zhu Kangjie,NA,Featherweight,https://www.ufc.com/athlete/zhu-kangjie,Zhu Kangjie,NA,Active,China,30,68,146,2024-11-23,137,283,2.93,1.64,0.32,0,0.67,0.5,0.64,11M 43S,1,Striker,70,NA,NA,Haosheng Fight Gym / Guangzhou Sport University,21,5,0,106,0.77,15,0.11,16,0.12,12,0.5700000000000001,9,0.43,0,0
Manel Kape,StarBoy,Flyweight,https://www.ufc.com/athlete/manel-kape,Manel Kape,StarBoy,Active,Angola,32,65,126,2021-02-06,580,1053,4.68,3.88,0.36,0.24,0.5700000000000001,0.79,0.97,11M 16S,10,MMA,68,39,2,Kleber Repolho Jiujitsu MMA,23,7,0,515,0.89,23,0.04,42,0.07,15,0.65,3,0.13,5,0.22
Dave Kaplan,Diamond,Lightweight,https://www.ufc.com/athlete/dave-kaplan,Dave Kaplan,Diamond,Not Fighting,"Las Vegas, United States",43,66,156,2008-12-13,62,134,2.88,4.32,4.88,0.7,0.68,NA,0,10M 46S,16,NA,NA,NA,NA,NA,3,3,0,56,0.9,5,0.08,1,0.02,0,0,0,0,0,0
