sex,race,ethnic_origin,age,year,quarter,n_persons,median_weekly_earn
Both Sexes,Black or African American,All Origins,55 years and over,2012,3,1955000,681
Both Sexes,Black or African American,All Origins,55 years and over,2012,4,2148000,694
Both Sexes,Black or African American,All Origins,55 years and over,2013,1,2185000,707
Both Sexes,Black or African American,All Origins,55 years and over,2013,2,2138000,727
Both Sexes,Black or African American,All Origins,55 years and over,2013,3,2103000,728
Both Sexes,Black or African American,All Origins,55 years and over,2013,4,2176000,715
Both Sexes,Black or African American,All Origins,55 years and over,2014,1,2116000,744
Both Sexes,Black or African American,All Origins,55 years and over,2014,2,2186000,731
Both Sexes,Black or African American,All Origins,55 years and over,2014,3,2252000,786
Both Sexes,Black or African American,All Origins,55 years and over,2014,4,2315000,769
Both Sexes,Black or African American,All Origins,55 years and over,2015,1,2300000,738
Both Sexes,Black or African American,All Origins,55 years and over,2015,2,2371000,725
Both Sexes,Black or African American,All Origins,55 years and over,2015,3,2325000,742
Both Sexes,Black or African American,All Origins,55 years and over,2015,4,2455000,702
Both Sexes,Black or African American,All Origins,55 years and over,2016,1,2335000,753
Both Sexes,Black or African American,All Origins,55 years and over,2016,2,2413000,771
Both Sexes,Black or African American,All Origins,55 years and over,2016,3,2452000,742
Both Sexes,Black or African American,All Origins,55 years and over,2016,4,2533000,741
Both Sexes,Black or African American,All Origins,55 years and over,2017,1,2449000,725
Both Sexes,Black or African American,All Origins,55 years and over,2017,2,2576000,757
Both Sexes,Black or African American,All Origins,55 years and over,2017,3,2681000,792
Both Sexes,Black or African American,All Origins,55 years and over,2017,4,2495000,724
Both Sexes,Black or African American,All Origins,55 years and over,2018,1,2622000,738
Both Sexes,Black or African American,All Origins,55 years and over,2018,2,2789000,743
Both Sexes,Black or African American,All Origins,55 years and over,2018,3,2826000,738
Both Sexes,Black or African American,All Origins,55 years and over,2018,4,2670000,826
Both Sexes,Black or African American,All Origins,55 years and over,2019,1,2952000,773
Both Sexes,Black or African American,All Origins,55 years and over,2019,2,2864000,769
Both Sexes,Black or African American,All Origins,55 years and over,2019,3,2965000,771
Both Sexes,Black or African American,All Origins,55 years and over,2019,4,2852000,811
Both Sexes,Black or African American,All Origins,55 years and over,2020,1,2860000,797
Both Sexes,Black or African American,All Origins,55 years and over,2020,2,2559000,950
Both Sexes,Black or African American,All Origins,55 years and over,2020,3,2741000,889
Both Sexes,Black or African American,All Origins,55 years and over,2020,4,2707000,913
Men,Black or African American,All Origins,55 years and over,2010,1,764000,736
Men,Black or African American,All Origins,55 years and over,2010,2,792000,678
Men,Black or African American,All Origins,55 years and over,2010,3,797000,738
Men,Black or African American,All Origins,55 years and over,2010,4,780000,771
Men,Black or African American,All Origins,55 years and over,2011,1,772000,718
Men,Black or African American,All Origins,55 years and over,2011,2,820000,751
Men,Black or African American,All Origins,55 years and over,2011,3,842000,754
Men,Black or African American,All Origins,55 years and over,2011,4,837000,734
Men,Black or African American,All Origins,55 years and over,2012,1,939000,722
Men,Black or African American,All Origins,55 years and over,2012,2,916000,792
Men,Black or African American,All Origins,55 years and over,2012,3,911000,779
Men,Black or African American,All Origins,55 years and over,2012,4,992000,753
Men,Black or African American,All Origins,55 years and over,2013,1,1029000,734
Men,Black or African American,All Origins,55 years and over,2013,2,982000,702
Men,Black or African American,All Origins,55 years and over,2013,3,931000,819
Men,Black or African American,All Origins,55 years and over,2013,4,995000,728
Men,Black or African American,All Origins,55 years and over,2014,1,991000,789
Men,Black or African American,All Origins,55 years and over,2014,2,999000,751
Men,Black or African American,All Origins,55 years and over,2014,3,1016000,835
Men,Black or African American,All Origins,55 years and over,2014,4,1047000,833
Men,Black or African American,All Origins,55 years and over,2015,1,1057000,764
Men,Black or African American,All Origins,55 years and over,2015,2,1108000,756
Men,Black or African American,All Origins,55 years and over,2015,3,1069000,795
Men,Black or African American,All Origins,55 years and over,2015,4,1089000,726
Men,Black or African American,All Origins,55 years and over,2016,1,1117000,801
Men,Black or African American,All Origins,55 years and over,2016,2,1154000,819
Men,Black or African American,All Origins,55 years and over,2016,3,1172000,844
Men,Black or African American,All Origins,55 years and over,2016,4,1229000,729
Men,Black or African American,All Origins,55 years and over,2017,1,1157000,768
Men,Black or African American,All Origins,55 years and over,2017,2,1272000,769
Men,Black or African American,All Origins,55 years and over,2017,3,1295000,884
Men,Black or African American,All Origins,55 years and over,2017,4,1138000,768
Men,Black or African American,All Origins,55 years and over,2018,1,1247000,794
Men,Black or African American,All Origins,55 years and over,2018,2,1352000,841
Men,Black or African American,All Origins,55 years and over,2018,3,1365000,771
Men,Black or African American,All Origins,55 years and over,2018,4,1228000,907
Men,Black or African American,All Origins,55 years and over,2019,1,1290000,849
Men,Black or African American,All Origins,55 years and over,2019,2,1368000,870
Men,Black or African American,All Origins,55 years and over,2019,3,1384000,798
Men,Black or African American,All Origins,55 years and over,2019,4,1266000,780
Men,Black or African American,All Origins,55 years and over,2020,1,1311000,836
Men,Black or African American,All Origins,55 years and over,2020,2,1249000,905
Men,Black or African American,All Origins,55 years and over,2020,3,1247000,945
Men,Black or African American,All Origins,55 years and over,2020,4,1217000,1042
Women,Black or African American,All Origins,55 years and over,2010,1,941000,633
Women,Black or African American,All Origins,55 years and over,2010,2,983000,617
Women,Black or African American,All Origins,55 years and over,2010,3,1058000,587
Women,Black or African American,All Origins,55 years and over,2010,4,1019000,622
Women,Black or African American,All Origins,55 years and over,2011,1,1023000,662
Women,Black or African American,All Origins,55 years and over,2011,2,992000,615
Women,Black or African American,All Origins,55 years and over,2011,3,992000,587
Women,Black or African American,All Origins,55 years and over,2011,4,1053000,620
Women,Black or African American,All Origins,55 years and over,2012,1,1105000,648
Women,Black or African American,All Origins,55 years and over,2012,2,1067000,727
Women,Black or African American,All Origins,55 years and over,2012,3,1044000,613
Women,Black or African American,All Origins,55 years and over,2012,4,1156000,624
Women,Black or African American,All Origins,55 years and over,2013,1,1156000,680
Women,Black or African American,All Origins,55 years and over,2013,2,1156000,738
Women,Black or African American,All Origins,55 years and over,2013,3,1173000,635
Women,Black or African American,All Origins,55 years and over,2013,4,1180000,708
Women,Black or African American,All Origins,55 years and over,2014,1,1125000,673
Women,Black or African American,All Origins,55 years and over,2014,2,1186000,698
Women,Black or African American,All Origins,55 years and over,2014,3,1236000,745
Women,Black or African American,All Origins,55 years and over,2014,4,1268000,739
Women,Black or African American,All Origins,55 years and over,2015,1,1242000,720
Women,Black or African American,All Origins,55 years and over,2015,2,1263000,680
Women,Black or African American,All Origins,55 years and over,2015,3,1256000,688
Women,Black or African American,All Origins,55 years and over,2015,4,1366000,680
Women,Black or African American,All Origins,55 years and over,2016,1,1218000,694
Women,Black or African American,All Origins,55 years and over,2016,2,1260000,739
Women,Black or African American,All Origins,55 years and over,2016,3,1280000,666
Women,Black or African American,All Origins,55 years and over,2016,4,1304000,751
Women,Black or African American,All Origins,55 years and over,2017,1,1291000,708
Women,Black or African American,All Origins,55 years and over,2017,2,1304000,741
Women,Black or African American,All Origins,55 years and over,2017,3,1386000,724
Women,Black or African American,All Origins,55 years and over,2017,4,1357000,693
Women,Black or African American,All Origins,55 years and over,2018,1,1375000,701
Women,Black or African American,All Origins,55 years and over,2018,2,1436000,640
Women,Black or African American,All Origins,55 years and over,2018,3,1461000,668
Women,Black or African American,All Origins,55 years and over,2018,4,1442000,791
Women,Black or African American,All Origins,55 years and over,2019,1,1661000,747
Women,Black or African American,All Origins,55 years and over,2019,2,1496000,728
Women,Black or African American,All Origins,55 years and over,2019,3,1581000,723
Women,Black or African American,All Origins,55 years and over,2019,4,1587000,843
Women,Black or African American,All Origins,55 years and over,2020,1,1549000,769
Women,Black or African American,All Origins,55 years and over,2020,2,1311000,973
Women,Black or African American,All Origins,55 years and over,2020,3,1494000,798
Women,Black or African American,All Origins,55 years and over,2020,4,1490000,853
Both Sexes,Asian,All Origins,16 years and over,2010,1,4802000,859
Both Sexes,Asian,All Origins,16 years and over,2010,2,5032000,873
Both Sexes,Asian,All Origins,16 years and over,2010,3,5000000,854
Both Sexes,Asian,All Origins,16 years and over,2010,4,4951000,828
Both Sexes,Asian,All Origins,16 years and over,2011,1,5219000,831
Both Sexes,Asian,All Origins,16 years and over,2011,2,5181000,872
Both Sexes,Asian,All Origins,16 years and over,2011,3,5116000,869
Both Sexes,Asian,All Origins,16 years and over,2011,4,5271000,880
Both Sexes,Asian,All Origins,16 years and over,2012,1,5778000,918
Both Sexes,Asian,All Origins,16 years and over,2012,2,5540000,930
Both Sexes,Asian,All Origins,16 years and over,2012,3,5986000,915
Both Sexes,Asian,All Origins,16 years and over,2012,4,5857000,910
Both Sexes,Asian,All Origins,16 years and over,2013,1,5861000,951
Both Sexes,Asian,All Origins,16 years and over,2013,2,6085000,973
Both Sexes,Asian,All Origins,16 years and over,2013,3,6141000,922
Both Sexes,Asian,All Origins,16 years and over,2013,4,6206000,916
Both Sexes,Asian,All Origins,16 years and over,2014,1,6353000,955
Both Sexes,Asian,All Origins,16 years and over,2014,2,6320000,954
Both Sexes,Asian,All Origins,16 years and over,2014,3,6307000,945
Both Sexes,Asian,All Origins,16 years and over,2014,4,6111000,959
Both Sexes,Asian,All Origins,16 years and over,2015,1,6570000,966
Both Sexes,Asian,All Origins,16 years and over,2015,2,6608000,965
Both Sexes,Asian,All Origins,16 years and over,2015,3,6807000,974
Both Sexes,Asian,All Origins,16 years and over,2015,4,6567000,1091
