industry,major_occupation,minor_occupation,race_gender,industry_total,employ_n,year
"Other services, except private households","Production, transportation, and material moving occupations",Production occupations,Men,3562000,310000,2017
"Other services, except private households","Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,3562000,307000,2017
Private households,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,55000,1000,2017
Private households,"Management, professional, and related occupations",Professional and related occupations,Men,55000,2000,2017
Private households,Service occupations,Protective service occupations,Men,55000,0,2017
Private households,Service occupations,"Service occupations, except protective",Men,55000,42000,2017
Private households,Sales and office occupations,Sales and related occupations,Men,55000,0,2017
Private households,Sales and office occupations,Office and administrative support occupations,Men,55000,0,2017
Private households,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,55000,0,2017
Private households,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,55000,1000,2017
Private households,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,55000,0,2017
Private households,"Production, transportation, and material moving occupations",Production occupations,Men,55000,0,2017
Private households,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,55000,8000,2017
Public administration,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,3935000,630000,2017
Public administration,"Management, professional, and related occupations",Professional and related occupations,Men,3935000,896000,2017
Public administration,Service occupations,Protective service occupations,Men,3935000,1556000,2017
Public administration,Service occupations,"Service occupations, except protective",Men,3935000,132000,2017
Public administration,Sales and office occupations,Sales and related occupations,Men,3935000,17000,2017
Public administration,Sales and office occupations,Office and administrative support occupations,Men,3935000,295000,2017
Public administration,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,3935000,15000,2017
Public administration,"Natural resources, construction, and maintenance occupations",Construction and extraction occupations,Men,3935000,99000,2017
Public administration,"Natural resources, construction, and maintenance occupations","Installation, maintenance, and repair occupations",Men,3935000,154000,2017
Public administration,"Production, transportation, and material moving occupations",Production occupations,Men,3935000,63000,2017
Public administration,"Production, transportation, and material moving occupations",Transportation and material moving occupations,Men,3935000,80000,2017
NA,"Management, professional, and related occupations","Management, business, and financial operations occupations",Men,NA,NA,2017
NA,"Management, professional, and related occupations",Professional and related occupations,Men,NA,NA,2017
NA,Service occupations,Protective service occupations,Men,NA,NA,2017
NA,Service occupations,"Service occupations, except protective",Men,NA,NA,2017
NA,Sales and office occupations,Sales and related occupations,Men,NA,NA,2017
NA,Sales and office occupations,Office and administrative support occupations,Men,NA,NA,2017
NA,"Natural resources, construction, and maintenance occupations","Farming, fishing, and forestry occupations",Men,NA,NA,2017
