season,week,order,contestant,song,artist,song_theme,result
Season_11,20120502_top_5_perform,1,Phillip Phillips,Have You Ever Seen the Rain?,Creedence Clearwater Revival,Californian Song,Safe
Season_11,20120502_top_5_perform,2,Hollie Cavanagh,Faithfully,Journey,Californian Song,Eliminated
Season_11,20120502_top_5_perform,3,Joshua Ledet,You Raise Me Up,Josh Groban,Californian Song,Safe
Season_11,20120502_top_5_perform,4,Jessica Sanchez,Steal Away,Etta James,Californian Song,Safe
Season_11,20120502_top_5_perform,5,Phillip Phillips,Joshua Ledet,"Terrell Grice,Jaden Gray,Sheléa,Joshua Ledet",Duet Partner,Safe
Season_11,20120502_top_5_perform,5,Joshua Ledet,Phillip Phillips,Phillip Phillips,Duet Partner,Safe
Season_11,20120502_top_5_perform,6,Hollie Cavanagh,Jessica Sanchez,"Jessica Sanchez,Ne-Yo",Duet Partner,Eliminated
Season_11,20120502_top_5_perform,6,Jessica Sanchez,Hollie Cavanagh,Hollie Cook,Duet Partner,Safe
Season_11,20120502_top_5_perform,8,Phillip Phillips,Volcano,Jimmy Buffett,Wish Song,Safe
Season_11,20120502_top_5_perform,9,Hollie Cavanagh,I Can't Make You Love Me,Bonnie Raitt,Wish Song,Eliminated
Season_11,20120502_top_5_perform,10,Joshua Ledet,It's a Man's Man's Man's World,James Brown & The Famous Flames,Wish Song,Safe
Season_11,20120502_top_5_perform,11,Jessica Sanchez,And I Am Telling You I'm Not Going,Jennifer Holliday,Wish Song,Safe
Season_11,20120509_top_4_perform,1,Joshua Ledet,I'd Rather Go Blind,Etta James,Judge Choice,Third place
Season_11,20120509_top_4_perform,2,Jessica Sanchez,My All,Mariah Carey,Judge Choice,Safe
Season_11,20120509_top_4_perform,3,Phillip Phillips,Beggin',Måneskin,Judge Choice,Safe
Season_11,20120509_top_4_perform,4,Joshua Ledet,Imagine,John Lennon,Contestant Choice,Third place
Season_11,20120509_top_4_perform,5,Jessica Sanchez,I Don't Want to Miss a Thing,Aerosmith,Contestant Choice,Safe
Season_11,20120509_top_4_perform,6,Phillip Phillips,Disease,Beartooth,Contestant Choice,Safe
Season_11,20120509_top_4_perform,7,Joshua Ledet,No More Drama,Mary J. Blige,Mentor Choice,Third place
Season_11,20120509_top_4_perform,8,Jessica Sanchez,I'll Be There,The Rembrandts,Mentor Choice,Safe
Season_11,20120509_top_4_perform,9,Phillip Phillips,We've Got Tonight,Bob Seger,Mentor Choice,Safe
Season_11,20120516_top_3_perform,1,Jessica Sanchez,I Have Nothing,Whitney Houston,Producer Choice,Runner-up
Season_11,20120516_top_3_perform,2,Phillip Phillips,Stand by Me,Ben E. King,Producer Choice,Winner
Season_11,20120516_top_3_perform,3,Jessica Sanchez,The Prayer,"Céline Dion,Andrea Bocelli",Favorite Performance,Runner-up
Season_11,20120516_top_3_perform,4,Phillip Phillips,Movin' Out,Anthony's Song,Favorite Performance,Winner
Season_11,20120516_top_3_perform,5,Jessica Sanchez,Change Nothing,Nipsey Hussle,Winner Single,Runner-up
Season_11,20120516_top_3_perform,6,Phillip Phillips,Home,Edward Sharpe & The Magnetic Zeros,Winner Single,Winner
Season_12,20130220_las_vegas_girls_perform,1,Jenny Beth Willis,"Heaven, Heartache and the Power of Love",Trisha Yearwood,NA,Eliminated
Season_12,20130220_las_vegas_girls_perform,2,Tenna Torres,Soulmate,Mac Miller,NA,Advanced
Season_12,20130220_las_vegas_girls_perform,3,Adriana Latonio,Ain't No Way,"DJ Drama,Big Boi,Jeezy,Future",NA,Advanced
Season_12,20130220_las_vegas_girls_perform,4,Brandy Hotard,Anymore,Travis Tritt,NA,Eliminated
Season_12,20130220_las_vegas_girls_perform,5,Shubha Vedula,Born This Way,Lady Gaga,NA,Eliminated
Season_12,20130220_las_vegas_girls_perform,6,Kamaria Ousley,Mr. Know It All,Kelly Clarkson,NA,Eliminated
Season_12,20130220_las_vegas_girls_perform,7,Kree Harrison,Up to the Mountain,MLK Song,NA,Advanced
Season_12,20130220_las_vegas_girls_perform,8,Angie Miller,Nobody's Perfect,Hannah Montana,NA,Advanced
Season_12,20130220_las_vegas_girls_perform,9,Isabelle Pasqualone,God Bless the Child,Billie Holiday,NA,Eliminated
Season_12,20130220_las_vegas_girls_perform,10,Amber Holcomb,My Funny Valentine,Frank Sinatra,NA,Advanced
Season_12,20130221_las_vegas_guys_perform,1,Paul Jolley,Tonight I Wanna Cry,Keith Urban,NA,Advanced
Season_12,20130221_las_vegas_guys_perform,2,Johnny Keyser,I Won't Give Up,Jason Mraz,NA,Eliminated
Season_12,20130221_las_vegas_guys_perform,3,JDA,Rumour Has It,Adele,NA,Eliminated
Season_12,20130221_las_vegas_guys_perform,4,Kevin Harris,(Everything I Do) I Do It for You,Bryan Adams,NA,Eliminated
Season_12,20130221_las_vegas_guys_perform,5,Chris Watson,(Sittin' On) The Dock of the Bay,Otis Redding,NA,Eliminated
Season_12,20130221_las_vegas_guys_perform,6,Devin Velez,Listen,Marvin Sapp,NA,Advanced
Season_12,20130221_las_vegas_guys_perform,7,Elijah Liu,Talking to the Moon,Bruno Mars,NA,Advanced
Season_12,20130221_las_vegas_guys_perform,8,Charlie Askew,Rocket Man,Elton John,NA,Advanced
Season_12,20130221_las_vegas_guys_perform,9,Jimmy Smith,Raining on Sunday,Keith Urban,NA,Eliminated
Season_12,20130221_las_vegas_guys_perform,10,"Curtis Finch, Jr.",Superstar,USHER,NA,Advanced
Season_12,20130227_las_vegas_girls_perform_2,1,Melinda Ademi,Nobody's Perfect,Hannah Montana,NA,Eliminated
Season_12,20130227_las_vegas_girls_perform_2,2,Candice Glover,(You Make Me Feel Like) A Natural Woman,Aretha Franklin,NA,Advanced
Season_12,20130227_las_vegas_girls_perform_2,3,Juliana Chahayed,Skyscraper,Demi Lovato,NA,Eliminated
Season_12,20130227_las_vegas_girls_perform_2,4,Jett Hermano,Only Girl,in the World,NA,Eliminated
Season_12,20130227_las_vegas_girls_perform_2,5,Cristabel Clack,No One,Queens of the Stone Age,NA,Eliminated
Season_12,20130227_las_vegas_girls_perform_2,6,Aubrey Cleland,Sweet Dreams,"Eurythmics,Annie Lennox,Dave Stewart",NA,Advanced
Season_12,20130227_las_vegas_girls_perform_2,7,Rachel Hale,Nothing but the Water,Grace Potter & The Nocturnals,NA,Eliminated
Season_12,20130227_las_vegas_girls_perform_2,8,Breanna Steer,Bust Your Windows,Jazmine Sullivan,NA,Advanced
Season_12,20130227_las_vegas_girls_perform_2,9,Janelle Arthur,Just a Kiss,Lady A,NA,Advanced
Season_12,20130227_las_vegas_girls_perform_2,10,Zoanette Johnson,Circle of Life,"Carmen Twillie,Lebo M.",NA,Advanced
Season_12,20130228_las_vegas_guys_perform_2,1,Mathenee Treco,A Little Less Conversation,"Elvis Presley,Junkie XL",NA,Eliminated
Season_12,20130228_las_vegas_guys_perform_2,2,Gurpreet Singh Sarin,Nothing Ever Hurt Like You,James Morrison,NA,Eliminated
Season_12,20130228_las_vegas_guys_perform_2,3,Vincent Powell,Cause I Love You,Lenny Williams,NA,Advanced
Season_12,20130228_las_vegas_guys_perform_2,4,Nick Boddington,Say Something Now,"Timbaland,Drake",NA,Advanced
Season_12,20130228_las_vegas_guys_perform_2,5,Josh Holiday,I'm Better with You,"3LAU,Justin Caruso,Iselin",NA,Eliminated
Season_12,20130228_las_vegas_guys_perform_2,6,David Oliver Willis,Fever,The Black Keys,NA,Eliminated
Season_12,20130228_las_vegas_guys_perform_2,7,Bryant Tadeo,New York State of Mind,Billy Joel,NA,Eliminated
Season_12,20130228_las_vegas_guys_perform_2,8,Burnell Taylor,This Time,Glee Cast,NA,Advanced
Season_12,20130228_las_vegas_guys_perform_2,9,Lazaro Arbos,Tonight I Wanna Cry,Keith Urban,NA,Advanced
Season_12,20130228_las_vegas_guys_perform_2,10,Cortez Shaw,Titanium,Chloe Welch,NA,Advanced
Season_12,20130305_semifinalists_girls_perform,1,Zoanette Johnson,What's Love Got to Do with It,Tina Turner,NA,Eliminated
Season_12,20130305_semifinalists_girls_perform,2,Breanna Steer,Flaws and All,Beyoncé,NA,Eliminated
Season_12,20130305_semifinalists_girls_perform,3,Aubrey Cleland,Big Girls Don't Cry,Frankie Valli & The Four Seasons,NA,Eliminated (6th)
Season_12,20130305_semifinalists_girls_perform,4,Janelle Arthur,If I Can Dream,Elvis Presley,NA,Advanced
Season_12,20130305_semifinalists_girls_perform,5,Tenna Torres,Lost,Frank Ocean,NA,Eliminated
Season_12,20130305_semifinalists_girls_perform,6,Angie Miller,Never Gone,Fleetwood Mac,NA,Advanced
Season_12,20130305_semifinalists_girls_perform,7,Amber Holcomb,I Believe in You and Me,Don Williams,NA,Advanced
Season_12,20130305_semifinalists_girls_perform,8,Kree Harrison',Stronger,Kanye West,NA,Advanced
Season_12,20130305_semifinalists_girls_perform,9,Adriana Latonio,Stand Up for Love,"Ludacris,Shawnna",NA,Eliminated
Season_12,20130305_semifinalists_girls_perform,10,Candice Glover,Ordinary People,John Legend,NA,Advanced
Season_12,20130306_semifinalists_boys_perform,1,Elijah Liu,Stay,"Rihanna,Mikky Ekko",NA,Eliminated
Season_12,20130306_semifinalists_boys_perform,2,Cortez Shaw,Locked Out of Heaven,Bruno Mars,NA,Eliminated
Season_12,20130306_semifinalists_boys_perform,3,Charlie Askew,Mama,My Chemical Romance,NA,Eliminated (6th)
Season_12,20130306_semifinalists_boys_perform,4,Nick Boddington,Iris,The Goo Goo Dolls,NA,Eliminated
Season_12,20130306_semifinalists_boys_perform,5,Burnell Taylor,I'm Here,"SEGA SOUND TEAM,Tomoya Ohtani,Merry Kirk-Holmes",NA,Advanced
Season_12,20130306_semifinalists_boys_perform,6,Paul Jolley,Just a Fool,"Christina Aguilera,Blake Shelton",NA,Advanced
Season_12,20130306_semifinalists_boys_perform,7,Lazaro Arbos,Feeling Good,Michael Bublé,NA,Advanced
Season_12,20130306_semifinalists_boys_perform,8,"Curtis Finch, Jr.",I Believe I Can Fly,R. Kelly,NA,Advanced
Season_12,20130306_semifinalists_boys_perform,9,Devin Velez,Somos Novios,It's Impossible,NA,Advanced
Season_12,20130306_semifinalists_boys_perform,10,Vincent Powell,End of the Road,Boyz II Men,NA,Eliminated
Season_12,20130307_finalists_chosen,1,Paul Jolley,Alone,Jimin,NA,NA
Season_12,20130307_finalists_chosen,2,Burnell Taylor,Ready for Love,BLACKPINK,NA,NA
Season_12,20130307_finalists_chosen,3,"Curtis Finch, Jr.",So High,Doja Cat,NA,NA
Season_12,20130307_finalists_chosen,4,Devin Velez,The Power of One,Change the World,NA,NA
Season_12,20130307_finalists_chosen,5,Lazaro Arbos,Bridge over Troubled Water,Simon & Garfunkel,NA,NA
Season_12,20130307_finalists_chosen,6,Janelle Arthur,Home,Edward Sharpe & The Magnetic Zeros,NA,NA
Season_12,20130307_finalists_chosen,7,Candice Glover,I'm Going Down,Rose Royce,NA,NA
Season_12,20130307_finalists_chosen,8,Angie Miller,I Was Here,Beyoncé,NA,NA
Season_12,20130307_finalists_chosen,9,Amber Holcomb,I'm Every Woman,Chaka Khan,NA,NA
Season_12,20130307_finalists_chosen,10,Kree Harrison,Evidence,Josh Baldwin,NA,NA
Season_12,20130313_top_10_perform,1,"Curtis Finch, Jr.",I Believe,The Darkness,Fantasia Barrino,Eliminated
Season_12,20130313_top_10_perform,2,Janelle Arthur,Gone,ROSÉ,Scotty Mccreery,6th
Season_12,20130313_top_10_perform,3,Devin Velez,Temporary Home,Carrie Underwood,Carrie Underwood,9th
Season_12,20130313_top_10_perform,4,Angie Miller,I Surrender,"Hillsong Worship,Matt Crocker",Kelly Clarkson,Top three
Season_12,20130313_top_10_perform,5,Paul Jolley,Amazed,Lonestar,Scotty Mccreery,8th
Season_12,20130313_top_10_perform,6,Candice Glover,I,Who Have Nothing,Jordin Sparks,Top three
Season_12,20130313_top_10_perform,7,Lazaro Arbos,Breakaway,Kelly Clarkson,Kelly Clarkson,4th
Season_12,20130313_top_10_perform,8,Kree Harrison,Crying,Roy Orbison,Carrie Underwood,Top three
Season_12,20130313_top_10_perform,9,Burnell Taylor,Flying Without Wings,Westlife,Ruben Studdard,7th
Season_12,20130313_top_10_perform,10,Amber Holcomb,A Moment Like This,Kelly Clarkson,Kelly Clarkson,5th
Season_12,20130320_top_9_perform,1,Kree Harrison,With a Little Help from My Friends,The Beatles,NA,Safe
Season_12,20130320_top_9_perform,2,Burnell Taylor,Let It Be,The Beatles,NA,Safe
Season_12,20130320_top_9_perform,3,Amber Holcomb,She's Leaving Home,The Beatles,NA,Bottom three
Season_12,20130320_top_9_perform,4,Lazaro Arbos,In My Life,The Beatles,NA,Safe
Season_12,20130320_top_9_perform,5,Candice Glover,Come Together,The Beatles,NA,Safe
Season_12,20130320_top_9_perform,6,Paul Jolley,Eleanor Rigby,The Beatles,NA,Eliminated
Season_12,20130320_top_9_perform,7,Angie Miller,Yesterday,David Schultz,NA,Safe
Season_12,20130320_top_9_perform,8,Devin Velez,The Long and Winding Road,The Beatles,NA,Bottom three
Season_12,20130320_top_9_perform,9,Janelle Arthur,I Will,Gloria Gaynor,NA,Safe
Season_12,20130327_top_8_perform,1,Candice Glover,I Heard It Through the Grapevine,Marvin Gaye,NA,Safe
Season_12,20130327_top_8_perform,2,Janelle Arthur,Like a Prayer,Madonna,NA,Safe
Season_12,20130327_top_8_perform,2,Kree Harrison,Like a Prayer,Madonna,NA,Safe
Season_12,20130327_top_8_perform,3,Lazaro Arbos,For Once in My Life,Stevie Wonder,NA,Bottom three
Season_12,20130327_top_8_perform,4,Janelle Arthur,You Keep Me Hangin' On,The Supremes,NA,Safe
Season_12,20130327_top_8_perform,5,Devin Velez,The Tracks of My Tears,Smokey Robinson & The Miracles,NA,Eliminated
Season_12,20130327_top_8_perform,6,Candice Glover,I'm Gonna Make You Love Me,"Diana Ross & The Supremes,The Temptations",NA,Safe
Season_12,20130327_top_8_perform,6,Angie Miller,I'm Gonna Make You Love Me,"Diana Ross & The Supremes,The Temptations",NA,Safe
Season_12,20130327_top_8_perform,6,Amber Holcomb,I'm Gonna Make You Love Me,"Diana Ross & The Supremes,The Temptations",NA,Safe
Season_12,20130327_top_8_perform,7,Burnell Taylor,My Cherie Amour,Stevie Wonder,NA,Bottom three
Season_12,20130327_top_8_perform,8,Angie Miller,Shop Around,The Miracles,NA,Safe
Season_12,20130327_top_8_perform,9,Amber Holcomb,Lately,Mike Sherm,NA,Safe
Season_12,20130327_top_8_perform,10,Lazaro Arbos,I Can't Help Myself,Sugar Pie Honey Bunch,NA,Bottom three
Season_12,20130327_top_8_perform,10,Devin Velez,I Can't Help Myself,Sugar Pie Honey Bunch,NA,Eliminated
Season_12,20130327_top_8_perform,10,Burnell Taylor,I Can't Help Myself,Sugar Pie Honey Bunch,NA,Bottom three
Season_12,20130327_top_8_perform,11,Kree Harrison,Don't Play That Song,You Lied,NA,Safe
Season_12,20130403_top_7_perform,1,Burnell Taylor,You Give Love a Bad Name,Bon Jovi,Rock Song,Eliminated
Season_12,20130403_top_7_perform,2,Lazaro Arbos,Crazy Little Thing Called Love,Queen,Duet Song,Top three
Season_12,20130403_top_7_perform,2,Angie Miller,Crazy Little Thing Called Love,Queen,Duet Song,Top three
Season_12,20130403_top_7_perform,3,Kree Harrison,Piece of My Heart,"Big Brother & The Holding Company,Janis Joplin",Rock Song,Top three
Season_12,20130403_top_7_perform,4,Burnell Taylor,The Letter,The Box Tops,Duet Song,Eliminated
Season_12,20130403_top_7_perform,4,Candice Glover,The Letter,The Box Tops,Duet Song,Safe
Season_12,20130403_top_7_perform,5,Janelle Arthur,You May Be Right,Billy Joel,Rock Song,Bottom two
Season_12,20130403_top_7_perform,6,Lazaro Arbos,We Are the Champions,Queen,Rock Song,Top three
Season_12,20130403_top_7_perform,7,Kree Harrison,It's Still Rock and Roll to Me,Billy Joel,Duet Song,Top three
Season_12,20130403_top_7_perform,7,Janelle Arthur,It's Still Rock and Roll to Me,Billy Joel,Duet Song,Bottom two
Season_12,20130403_top_7_perform,7,Amber Holcomb,It's Still Rock and Roll to Me,Billy Joel,Duet Song,Safe
Season_12,20130403_top_7_perform,8,Candice Glover,(I Can't Get No) Satisfaction,The Rolling Stones,Rock Song,Safe
Season_12,20130403_top_7_perform,9,Amber Holcomb,What About Love,Heart,Rock Song,Safe
Season_12,20130403_top_7_perform,10,Angie Miller,Bring Me to Life,Evanescence,Rock Song,Top three
Season_12,20130410_top_6_perform,1,Angie Miller,Anyone Who Had a Heart,Irma Thomas,Burt Bacharach And Hal David Song,Safe
Season_12,20130410_top_6_perform,2,Amber Holcomb,I Say a Little Prayer,Aretha Franklin,Burt Bacharach And Hal David Song,Safe
Season_12,20130410_top_6_perform,3,Lazaro Arbos,(They Long to Be) Close to You,Carpenters,Burt Bacharach And Hal David Song,Eliminated
Season_12,20130410_top_6_perform,4,Kree Harrison,What the World Needs Now Is Love,Jackie DeShannon,Burt Bacharach And Hal David Song,Top two
Season_12,20130410_top_6_perform,5,Janelle Arthur,I'll Never Fall in Love Again,Dionne Warwick,Burt Bacharach And Hal David Song,Safe
Season_12,20130410_top_6_perform,6,Candice Glover,Don't Make Me Over,Dionne Warwick,Burt Bacharach And Hal David Song,Top two
Season_12,20130410_top_6_perform,7,Angie Miller,Love Came Down,Kari Jobe,Wish Song,Safe
Season_12,20130410_top_6_perform,8,Amber Holcomb,Love on Top,Beyoncé,Wish Song,Safe
Season_12,20130410_top_6_perform,9,Lazaro Arbos,Angels,Thomas Rhett,Wish Song,Eliminated
Season_12,20130410_top_6_perform,10,Kree Harrison,Help Me Make It Through the Night,Kris Kristofferson,Wish Song,Top two
Season_12,20130410_top_6_perform,11,Janelle Arthur,The Dance,Brooks Jefferson,Wish Song,Safe
Season_12,20130410_top_6_perform,12,Candice Glover,Lovesong,The Cure,Wish Song,Top two
Season_12,20130417_top_5_perform,1,Candice Glover,Straight Up,Paula Abdul,Birth Year Songs,Safe
Season_12,20130417_top_5_perform,2,Janelle Arthur,When I Call Your Name,Vince Gill,Birth Year Songs,Eliminated
Season_12,20130417_top_5_perform,3,Kree Harrison,She Talks to Angels,The Black Crowes,Birth Year Songs,Safe
Season_12,20130417_top_5_perform,4,Angie Miller,I'll Stand by You,Pretenders,Birth Year Songs,Safe
Season_12,20130417_top_5_perform,5,Amber Holcomb,Without You,Lana Del Rey,Birth Year Songs,Safe
Season_12,20130417_top_5_perform,6,Candice Glover,When You Believe,"Michelle Pfeiffer,Sally Dworsky",Diva Song,Safe
Season_12,20130417_top_5_perform,7,Janelle Arthur,Dumb Blonde,Dolly Parton,Diva Song,Eliminated
Season_12,20130417_top_5_perform,8,Kree Harrison,Have You Ever Been in Love,Brandy,Diva Song,Safe
Season_12,20130417_top_5_perform,9,Angie Miller,Halo,Beyoncé,Diva Song,Safe
Season_12,20130417_top_5_perform,10,Amber Holcomb,What Are You Doing the Rest of Your Life?,Frank Sinatra,Diva Song,Safe
Season_12,20130424_top_4_perform,1,Amber Holcomb,The Power of Love,Jennifer Rush,Contestant Choice,Bottom two
Season_12,20130424_top_4_perform,2,Candice Glover,Find Your Love,Drake,Contestant Choice,Bottom two
Season_12,20130424_top_4_perform,3,Kree Harrison,It Hurt So Bad,John Mellencamp,Contestant Choice,Safe
Season_12,20130424_top_4_perform,4,Angie Miller,Who You Are,Jessie J,Contestant Choice,Safe
Season_12,20130424_top_4_perform,5,Amber Holcomb,Rumour Has It,Adele,Duet Partner,Bottom two
Season_12,20130424_top_4_perform,5,Kree Harrison,Rumour Has It,Adele,Duet Partner,Safe
Season_12,20130424_top_4_perform,6,Candice Glover,Stay,Rihanna,Duet Partner,Bottom two
Season_12,20130424_top_4_perform,6,Angie Miller,Stay,Rihanna,Duet Partner,Safe
Season_12,20130424_top_4_perform,7,Amber Holcomb,MacArthur Park,Richard Harris,One Hit Wonders,Bottom two
Season_12,20130424_top_4_perform,8,Candice Glover,Emotion,Sanna Aalto,One Hit Wonders,Bottom two
Season_12,20130424_top_4_perform,9,Kree Harrison,A Whiter Shade of Pale,Procol Harum,One Hit Wonders,Safe
Season_12,20130424_top_4_perform,10,Angie Miller,Cry Me a River,Julie London,One Hit Wonders,Safe
Season_12,20130501_top_4_redux_perform,1,Angie Miller,Diamonds,Rihanna,2013 Hit Song,Safe
Season_12,20130501_top_4_redux_perform,2,Amber Holcomb,Just Give Me a Reason,"P!nk,Nate Ruess",2013 Hit Song,Eliminated
Season_12,20130501_top_4_redux_perform,3,Candice Glover,When I Was Your Man,Bruno Mars,2013 Hit Song,Safe
Season_12,20130501_top_4_redux_perform,4,Kree Harrison,See You Again,"Wiz Khalifa,Charlie Puth",2013 Hit Song,Safe
Season_12,20130501_top_4_redux_perform,5,Angie Miller,Someone to Watch Over Me,Ella Fitzgerald,NA,Safe
Season_12,20130501_top_4_redux_perform,6,Amber Holcomb,My Funny Valentine,Frank Sinatra,NA,Eliminated
Season_12,20130501_top_4_redux_perform,7,Candice Glover,You've Changed,Keyshia Cole,NA,Safe
Season_12,20130501_top_4_redux_perform,8,Kree Harrison,Stormy Weather,Etta James,NA,Safe
Season_12,20130508_top_3_perform,1,Kree Harrison,Fuckin' Perfect,P!nk,Mentor Choice,Safe
Season_12,20130508_top_3_perform,2,Candice Glover,One,U2,Mentor Choice,Safe
Season_12,20130508_top_3_perform,3,Angie Miller,Sorry Seems to Be the Hardest Word,Elton John,Mentor Choice,Third place
Season_12,20130508_top_3_perform,4,Candice Glover,Next to Me,Jordan Feliz,Judges Choice,Safe
Season_12,20130508_top_3_perform,5,Angie Miller,Try,P!nk,Judges Choice,Third place
Season_12,20130508_top_3_perform,6,Kree Harrison,Here Comes Goodbye,Rascal Flatts,Judges Choice,Safe
