"","yearly_rank","region","state","loc_id","city","airport_name","airport_classification","hub_type","year","passengers"
"5572",404,"AL","AK","HNS","Haines","Haines","Commercial Service",NA,2014,8368
"5573",408,"AL","AK","AQH","Quinhagak","Quinhagak","Commercial Service",NA,2014,7759
"5574",412,"AL","AK","SGY","Skagway","Skagway","Commercial Service",NA,2014,7296
"5575",418,"AL","AK","ENM","Emmonak","Emmonak","Commercial Service",NA,2014,9447
"5576",422,"AL","AK","CDB","Cold Bay","Cold Bay","Commercial Service",NA,2014,8172
"5577",425,"AL","AK","FYU","Fort Yukon","Fort Yukon","Commercial Service",NA,2014,7148
"5578",427,"AL","AK","IIK","Kipnuk","Kipnuk","Commercial Service",NA,2014,6451
"5579",428,"AL","AK","VAK","Chevak","Chevak","Commercial Service",NA,2014,5690
"5580",429,"AL","AK","HPB","Hooper Bay","Hooper Bay","Commercial Service",NA,2014,5460
"5581",434,"AL","AK","OOK","Toksook Bay","Toksook Bay","Commercial Service",NA,2014,5088
"5582",437,"AL","AK","5Z9","Katmai National Park","Lake Brooks","General Aviation",NA,2014,0
"5583",438,"AL","AK","ILI","Iliamna","Iliamna","Commercial Service",NA,2014,6092
"5584",445,"AL","AK","WLK","Selawik","Selawik","Commercial Service",NA,2014,4898
"5585",455,"AL","AK","CFK","Chefornak","Chefornak","Commercial Service",NA,2014,4590
"5586",458,"AL","AK","PHO","Point Hope","Point Hope","Commercial Service",NA,2014,4518
"5587",462,"AL","AK","SCM","Scammon Bay","Scammon Bay","Commercial Service",NA,2014,4508
"5588",466,"AL","AK","MOU","Mountain Village","Mountain Village","Commercial Service",NA,2014,4760
"5589",469,"AL","AK","2A9","Kotlik","Kotlik","Commercial Service",NA,2014,4782
"5590",471,"AL","AK","D76","Noorvik","Robert /Bob/ Curtis Memorial","Commercial Service",NA,2014,3946
"5591",473,"AL","AK","WTK","Noatak","Noatak","Commercial Service",NA,2014,4296
"5592",476,"AL","AK","EIL","Fairbanks","Eielson AFB","General Aviation",NA,2014,2782
"5593",477,"AL","AK","DUY","Kongiganak","Kongiganak","Commercial Service",NA,2014,3904
"5594",479,"AL","AK","SDP","Sand Point","Sand Point","Commercial Service",NA,2014,4135
"5595",480,"AL","AK","Z09","Kasigluk","Kasigluk","Commercial Service",NA,2014,4719
"5596",481,"AL","AK","BVK","Buckland","Buckland","Commercial Service",NA,2014,4009
"5597",483,"AL","AK","A61","Tuntutuliak","Tuntutuliak","Commercial Service",NA,2014,3861
"5598",484,"AL","AK","AWI","Wainwright","Wainwright","Commercial Service",NA,2014,3731
"5599",486,"AL","AK","SOV","Seldovia","Seldovia","Commercial Service",NA,2014,3459
"5600",489,"AL","AK","AUK","Alakanuk","Alakanuk","Commercial Service",NA,2014,5042
"5601",490,"AL","AK","EEK","Eek","Eek","Commercial Service",NA,2014,3857
"5602",491,"AL","AK","GGV","Kwigillingok","Kwigillingok","Commercial Service",NA,2014,4002
"5603",493,"AL","AK","0AK","Pilot Station","Pilot Station","Commercial Service",NA,2014,3508
"5604",494,"AL","AK","SVA","Savoonga","Savoonga","Commercial Service",NA,2014,3352
"5605",498,"AL","AK","TPO","Port Alsworth","Port Alsworth","General Aviation",NA,2014,3567
"5606",502,"AL","AK","16A","Nunapitchuk","Nunapitchuk","Commercial Service",NA,2014,3484
"5607",504,"AL","AK","KVL","Kivalina","Kivalina","Commercial Service",NA,2014,3171
"5608",505,"AL","AK","KWT","Kwethluk","Kwethluk","Commercial Service",NA,2014,4485
"5609",507,"AL","AK","EWU","Newtok","Newtok","Commercial Service",NA,2014,2841
"5610",508,"AL","AK","AKP","Anaktuvuk Pass","Anaktuvuk Pass","Commercial Service",NA,2014,3796
"5611",509,"AL","AK","SHH","Shishmaref","Shishmaref","Commercial Service",NA,2014,2703
"5612",510,"AL","AK","GAM","Gambell","Gambell","Commercial Service",NA,2014,3420
"5613",511,"AL","AK","KLG","Kalskag","Kalskag","Commercial Service",NA,2014,3060
"5614",512,"AL","AK","Z13","Akiachak","Akiachak","Commercial Service",NA,2014,3771
"5615",513,"AL","AK","IAN","Kiana","Bob Baker Memorial","Commercial Service",NA,2014,3388
"5616",515,"AL","AK","MDM","Marshall","Marshall Don Hunter Sr","Commercial Service",NA,2014,3074
"5617",520,"AL","AK","TAL","Tanana","Ralph M Calhoun Memorial","Commercial Service",NA,2014,3027
"5618",522,"AL","AK","4KA","Tununak","Tununak","Commercial Service",NA,2014,2465
"5619",523,"AL","AK","HLA","Huslia","Huslia","Commercial Service",NA,2014,3269
"5620",524,"AL","AK","CXF","Coldfoot","Coldfoot","Commercial Service",NA,2014,5962
"5621",525,"AL","AK","BTI","Kaktovik","Barter Island LRRS","Commercial Service",NA,2014,2925
"5622",526,"AL","AK","MTM","Metlakatla","Metlakatla","Commercial Service",NA,2014,4057
"5623",527,"AL","AK","MCG","McGrath","McGrath","Commercial Service",NA,2014,2968
"5624",530,"AL","AK","SNP","Saint Paul Island","St Paul Island","Commercial Service",NA,2014,2727
"5625",531,"AL","AK","AQT","Nuiqsut","Nuiqsut","Commercial Service",NA,2014,2113
"5626",532,"AL","AK","WBB","Stebbins","Stebbins","Commercial Service",NA,2014,2256
"5627",533,"AL","AK","4A2","Atmautluak","Atmautluak","Commercial Service",NA,2014,2959
"5628",534,"AL","AK","IGT","Nightmute","Nightmute","Commercial Service",NA,2014,1939
"5629",537,"AL","AK","CGA","Craig","Craig","Commercial Service",NA,2014,2869
"5630",538,"AL","AK","TLT","Tuluksak","Tuluksak","Commercial Service",NA,2014,2994
"5631",543,"AL","AK","2A3","Larsen Bay","Larsen Bay","Commercial Service",NA,2014,2595
"5632",546,"AL","AK","RSH","Russian Mission","Russian Mission","General Aviation",NA,2014,2596
"5633",548,"AL","AK","SMK","St Michael","St Michael","General Aviation",NA,2014,2018
"5634",549,"AL","AK","2C7","Shaktoolik","Shaktoolik","General Aviation",NA,2014,2223
"5635",552,"AL","AK","ELI","Elim","Elim","General Aviation",NA,2014,2145
"5636",554,"AL","AK","KTS","Brevig Mission","Brevig Mission","General Aviation",NA,2014,1948
"5637",556,"AL","AK","KTB","Thorne Bay","Thorne Bay","General Aviation",NA,2014,2744
"5638",557,"AL","AK","KKA","Koyuk","Koyuk Alfred Adams","General Aviation",NA,2014,2294
"5639",563,"AL","AK","RBY","Ruby","Ruby","General Aviation",NA,2014,2190
"5640",564,"AL","AK","NUL","Nulato","Nulato","General Aviation",NA,2014,2489
"5641",565,"AL","AK","ATK","Atqasuk","Atqasuk Edward Burnell Sr Memorial","General Aviation",NA,2014,2004
"5642",566,"AL","AK","KAE","Kake","Kake","General Aviation",NA,2014,1883
"5643",568,"AL","AK","KEB","English Bay","Nanwalek","General Aviation",NA,2014,2131
"5644",569,"AL","AK","AGN","Angoon","Angoon","General Aviation",NA,2014,1670
"5645",570,"AL","AK","AKI","Akiak","Akiak","General Aviation",NA,2014,2226
"5646",571,"AL","AK","AFM","Ambler","Ambler","General Aviation",NA,2014,2120
"5647",572,"AL","AK","VEE","Venetie","Venetie","General Aviation",NA,2014,2413
"5648",573,"AL","AK","6R7","Old Harbor","Old Harbor","General Aviation",NA,2014,2913
"5649",576,"AL","AK","ADK","Adak (Naval) Station/Mitchell Field","Adak","General Aviation",NA,2014,2194
"5650",578,"AL","AK","SHG","Shungnak","Shungnak","General Aviation",NA,2014,2232
"5651",579,"AL","AK","FBK","Fairbanks/Ft Wainwright","Ladd AAF","General Aviation",NA,2014,638
"5652",583,"AL","AK","EDF","Anchorage","Elmendorf AFB","General Aviation",NA,2014,4527
"5653",588,"AL","AK","PGM","Port Graham","Port Graham","General Aviation",NA,2014,2072
"5654",589,"AL","AK","TYE","Tyonek","Tyonek","General Aviation",NA,2014,2758
"5655",592,"AL","AK","WNA","Napakiak","Napakiak","General Aviation",NA,2014,1861
"5656",597,"AL","AK","GLV","Golovin","Golovin","General Aviation",NA,2014,1873
"5657",598,"AL","AK","PKA","Napaskiak","Napaskiak","General Aviation",NA,2014,2321
"5658",599,"AL","AK","PIZ","Point Lay","Point Lay LRRS","General Aviation",NA,2014,1880
"5659",600,"AL","AK","6A8","Allakaket","Allakaket","General Aviation",NA,2014,1851
"5660",603,"AL","AK","SXP","Sheldon Point","Sheldon Point","General Aviation",NA,2014,1940
"5661",605,"AL","AK","LKK","Kulik Lake","Kulik Lake","General Aviation",NA,2014,1691
"5662",607,"AL","AK","4K5","Ouzinkie","Ouzinkie","General Aviation",NA,2014,1897
"5663",608,"AL","AK","WMO","White Mountain","White Mountain","General Aviation",NA,2014,1416
"5664",610,"AL","AK","ARC","Arctic Village","Arctic Village","General Aviation",NA,2014,1707
"5665",613,"AL","AK","5NN","Nondalton","Nondalton","General Aviation",NA,2014,1683
"5666",616,"AL","AK","KAL","Kaltag","Kaltag","General Aviation",NA,2014,1631
"5667",618,"AL","AK","BTT","Bettles","Bettles","General Aviation",NA,2014,2035
"5668",622,"AL","AK","KVC","King Cove","King Cove","General Aviation",NA,2014,2360
"5669",623,"AL","AK","GNU","Goodnews Bay","Goodnews","General Aviation",NA,2014,1410
"5670",624,"AL","AK","7AK","Akutan","Akutan","General Aviation",NA,2014,2051
"5671",625,"AL","AK","DEE","Deering","Deering","General Aviation",NA,2014,1571
"5672",626,"AL","AK","BLG","Beluga","Beluga","General Aviation",NA,2014,2306
"5673",627,"AL","AK","ORI","Port Lions","Port Lions","General Aviation",NA,2014,1910
"5674",628,"AL","AK","MYU","Mekoryuk","Mekoryuk","General Aviation",NA,2014,1302
"5675",636,"AL","AK","IWK","Wales","Wales","General Aviation",NA,2014,1376
"5676",637,"AL","AK","TER","Teller","Teller","General Aviation",NA,2014,1198
"5677",638,"AL","AK","HCA","Holy Cross","Holy Cross","General Aviation",NA,2014,1323
"5678",639,"AL","AK","KWF","Waterfall","Waterfall","General Aviation",NA,2014,1510
"5679",641,"AL","AK","OBU","Kobuk","Kobuk","General Aviation",NA,2014,1342
"5680",642,"AL","AK","PEC","Pelican","Pelican","General Aviation",NA,2014,996
"5681",652,"AL","AK","HUS","Hughes","Hughes","General Aviation",NA,2014,966
"5682",653,"AL","AK","TOG","Togiak Village","Togiak","General Aviation",NA,2014,1489
"5683",658,"AL","AK","EII","Egegik","Egegik","General Aviation",NA,2014,1168
"5684",659,"AL","AK","HYL","Hollis","Hollis Clark Bay","General Aviation",NA,2014,1326
"5685",660,"AL","AK","KYU","Koyukuk","Koyukuk","General Aviation",NA,2014,1031
"5686",662,"AL","AK","9K2","Kokhanok","Kokhanok","General Aviation",NA,2014,1063
"5687",665,"AL","AK","PTH","Port Heiden","Port Heiden","General Aviation",NA,2014,746
"5688",666,"AL","AK","TKE","Tenakee Springs","Tenakee","General Aviation",NA,2014,634
"5689",671,"AL","AK","IGG","Igiugig","Igiugig","General Aviation",NA,2014,622
"5690",672,"AL","AK","ANV","Anvik","Anvik","General Aviation",NA,2014,817
"5691",674,"AL","AK","AKK","Akhiok","Akhiok","General Aviation",NA,2014,1243
"5692",675,"AL","AK","KGX","Grayling","Grayling","General Aviation",NA,2014,972
"5693",679,"AL","AK","PPC","Prospect Creek","Prospect Creek","General Aviation",NA,2014,466
"5694",685,"AL","AK","WBQ","Beaver","Beaver","General Aviation",NA,2014,946
"5695",688,"AL","AK","PTU","Platinum","Platinum","General Aviation",NA,2014,924
"5696",689,"AL","AK","CIK","Chalkyitsik","Chalkyitsik","General Aviation",NA,2014,762
"5697",691,"AL","AK","SHX","Shageluk","Shageluk","General Aviation",NA,2014,753
"5698",693,"AL","AK","GBH","Galbraith Lake","Galbraith Lake","General Aviation",NA,2014,466
"5699",699,"AL","AK","ELV","Elfin Cove","Elfin Cove","General Aviation",NA,2014,546
"5700",702,"AL","AK","MBA","Manokotak","Manokotak","General Aviation",NA,2014,9437
"5701",705,"AL","AK","4K0","Pedro Bay","Pedro Bay","General Aviation",NA,2014,634
"5702",706,"AL","AK","PNP","Pilot Point","Pilot Point","General Aviation",NA,2014,510
"5703",712,"AL","AK","EAA","Eagle","Eagle","General Aviation",NA,2014,596
"5704",717,"AL","AK","PBV","St. George","St George","General Aviation",NA,2014,496
"5705",718,"AL","AK","RMP","Rampart","Rampart","General Aviation",NA,2014,283
"5706",719,"AL","AK","CJX","Crooked Creek","Crooked Creek","General Aviation",NA,2014,404
"5707",720,"AL","AK","KCL","Chignik Flats","Chignik Lagoon","General Aviation",NA,2014,257
"5708",721,"AL","AK","KNW","New Stuyahok","New Stuyahok","General Aviation",NA,2014,694
"5709",722,"AL","AK","CLP","Clarks Point","Clarks Point","General Aviation",NA,2014,495
"5710",726,"AL","AK","WSB","Steamboat Bay","Steamboat Bay","General Aviation",NA,2014,334
"5711",728,"AL","AK","JZZ","Koliganek","Koliganek","General Aviation",NA,2014,616
"5712",732,"AL","AK","6K8","Tok","Tok Junction","General Aviation",NA,2014,553
"5713",734,"AL","AK","OUL","Nelson Lagoon","Nelson Lagoon","General Aviation",NA,2014,300
"5714",740,"AL","AK","AHP","Port Alexander","Port Alexander","General Aviation",NA,2014,0
"5715",747,"AL","AK","9Z8","Levelock","Levelock","General Aviation",NA,2014,320
"5716",748,"AL","AK","KFP","False Pass","False Pass","General Aviation",NA,2014,361
"5717",752,"AL","AK","AKA","Atka","Atka","General Aviation",NA,2014,292
"5718",755,"AL","AK","PEV","Perryville","Perryville","General Aviation",NA,2014,535
"5719",760,"AL","AK","SVS","Stevens Village","Stevens Village","General Aviation",NA,2014,292
"5720",765,"AL","AK","SLQ","Sleetmute","Sleetmute","General Aviation",NA,2014,319
"5721",767,"AL","AK","9A3","Chuathbaluk","Chuathbaluk","General Aviation",NA,2014,399
"5722",768,"AL","AK","CRC","Circle","Circle City","General Aviation",NA,2014,406
"5723",770,"AL","AK","Z78","Chignik","Chignik Bay","General Aviation",NA,2014,293
"5724",771,"AL","AK","Z91","Birch Creek","Birch Creek","General Aviation",NA,2014,261
"5725",773,"AL","AK","A79","Chignik Lake","Chignik Lake","General Aviation",NA,2014,576
"5726",777,"AL","AK","KYK","Karluk","Karluk","General Aviation",NA,2014,246
"5727",786,"AL","AK","FSP","Nikolai","Nikolai","General Aviation",NA,2014,346
"5728",789,"AL","AK","1AK3","Cold Bay","Port Moller","General Aviation",NA,2014,327
"5729",794,"AL","AK","AJC","Chignik","Chignik","General Aviation",NA,2014,247
"5730",797,"AL","AK","FKK","Farewell Lake","Farewell Lake","General Aviation",NA,2014,0
"5731",800,"AL","AK","IKO","Nikolski","Nikolski AS","General Aviation",NA,2014,173
"5732",803,"AL","AK","TCT","Takotna","Takotna","General Aviation",NA,2014,259
"5733",811,"AL","AK","MHM","Lake Minchumina","Minchumina","General Aviation",NA,2014,225
"5734",818,"AL","AK","KEK","Ekwok","Ekwok","General Aviation",NA,2014,190
"5735",822,"AL","AK","EXI","Excursion Inlet","Excursion Inlet","General Aviation",NA,2014,37
"5736",826,"AL","AK","WSN","South Naknek","South Naknek Nr 2","General Aviation",NA,2014,79
"5737",827,"AL","AK","LUR","Cape Lisburne","Cape Lisburne LRRS","General Aviation",NA,2014,120
"5738",830,"AL","AK","51Z","Minto","Minto Al Wright","General Aviation",NA,2014,209
"5739",832,"AL","AK","Z55","Lake Louise","Lake Louise","General Aviation",NA,2014,42
"5740",834,"AL","AK","SYA","Shemya","Eareckson AS","General Aviation",NA,2014,277
"5741",835,"AL","AK","9A8","Ugashik","Ugashik","General Aviation",NA,2014,70
"5742",836,"AL","AK","96Z","North Whale Pass","North Whale","General Aviation",NA,2014,138
"5743",839,"AL","AK","84K","Meyers Chuck","Meyers Chuck","General Aviation",NA,2014,160
"5744",842,"AL","AK","AK77","Delta Junction","All West","General Aviation",NA,2014,0
"5745",845,"AL","AK","4Z7","Hyder","Hyder","General Aviation",NA,2014,110
"5746",853,"AL","AK","ALZ","Lazy Bay","Alitak","General Aviation",NA,2014,125
"5747",855,"AL","AK","PAQ","Palmer","Palmer Municipal","General Aviation",NA,2014,0
"5748",856,"AL","AK","A63","Twin Hills","Twin Hills","General Aviation",NA,2014,72
"5749",858,"AL","AK","KXA","Kasaan","Kasaan","General Aviation",NA,2014,123
"5750",860,"AL","AK","UTO","Utopia Creek","Indian Mountain LRRS","General Aviation",NA,2014,108
"5751",866,"AL","AK","TNC","Tin City","Tin City LRRS","General Aviation",NA,2014,104
"5752",869,"AL","AK","MLY","Manley Hot Springs","Manley Hot Springs","General Aviation",NA,2014,241
"5753",870,"AL","AK","SKW","Skwentna","Skwentna","General Aviation",NA,2014,71
"5754",880,"AL","AK","CZN","Chisana","Chisana","General Aviation",NA,2014,91
"5755",887,"AL","AK","SRV","Stony River","Stony River 2","General Aviation",NA,2014,84
"5756",888,"AL","AK","EHM","Cape Newenham","Cape Newenham LRRS","General Aviation",NA,2014,118
"5757",897,"AL","AK","KQA","Akutan","Akutan","General Aviation",NA,2014,23
"5758",898,"AL","AK","5NK","Naknek","Naknek","General Aviation",NA,2014,42
"5759",899,"AL","AK","CZF","Cape Romanzof","Cape Romanzof LRRS","General Aviation",NA,2014,76
"5760",903,"AL","AK","AK71","Lonely","Lonely AS","General Aviation",NA,2014,65
"5761",905,"AL","AK","KWP","West Point","West Point Village","General Aviation",NA,2014,57
"5762",913,"AL","AK","KCC","Coffman Cove","Coffman Cove","General Aviation",NA,2014,138
"5763",920,"AL","AK","MOS","Elim","Moses Point","General Aviation",NA,2014,0
"5764",923,"AL","AK","KKB","Kitoi Bay","Kitoi Bay","General Aviation",NA,2014,38
"5765",927,"AL","AK","RDV","Red Devil","Red Devil","General Aviation",NA,2014,28
"5766",940,"AL","AK","19P","Port Protection","Port Protection","General Aviation",NA,2014,66
"5767",946,"AL","AK","DCK","Dahl Creek","Dahl Creek","General Aviation",NA,2014,14
"5768",948,"AL","AK","GSZ","Granite Mountain","Granite Mountain AS","General Aviation",NA,2014,117
"5769",949,"AL","AK","KPR","Port Williams","Port Williams","General Aviation",NA,2014,30
"5770",952,"AL","AK","TSG","Tanacross","Tanacross","General Aviation",NA,2014,6
"5771",956,"AL","AK","UMT","Umiat","Umiat","General Aviation",NA,2014,400
"5772",959,"AL","AK","SXQ","Soldotna","Soldotna","General Aviation",NA,2014,0
"5773",969,"AL","AK","HRR","Healy","Healy River","General Aviation",NA,2014,10
"5774",971,"AL","AK","SWD","Seward","Seward","General Aviation",NA,2014,0
"5775",972,"AL","AK","2AK","Lime Village","Lime Village","General Aviation",NA,2014,1
"5776",973,"AL","AK","2AK6","Hogatza","Hog River","General Aviation",NA,2014,16
"5777",980,"AL","AK","AK81","Amook Bay","Amook Bay","General Aviation",NA,2014,16
"5778",1017,"AL","AK","UGB","Pilot Point","Ugashik Bay","General Aviation",NA,2014,38
"5779",1019,"AL","AK","ENN","Nenana","Nenana Municipal","General Aviation",NA,2014,32
"5780",1021,"AL","AK","KPB","Point Baker","Point Baker","General Aviation",NA,2014,32
"5781",1022,"AL","AK","L20","Yukon Charley Rivers","Coal Creek","General Aviation",NA,2014,33
"5782",1033,"AL","AK","IYS","Wasilla","Wasilla","General Aviation",NA,2014,35
"5783",1041,"AL","AK","CKX","Chicken","Chicken","General Aviation",NA,2014,26
"5784",1044,"AL","AK","KOY","Olga Bay","Olga Bay","General Aviation",NA,2014,7
"5785",1049,"AL","AK","5AK0","Trading Bay","Trading Bay Production","General Aviation",NA,2014,7
"5786",1050,"AL","AK","76AK","Delta Junction","Pogo Mine Airstrip","General Aviation",NA,2014,96
