id,name,normalized_name
4030,Mt. Everest,mt everest
4031,YETI CAVE,yeti cave
4032,SPRINGFIELD BATTING CAGE,springfield batting cage
4033,The Needle Exchange,the needle exchange
4034,SEWING PARLOR,sewing parlor
4035,COVE,cove
4036,THE COVE,the cove
4037,STORM SHELTER,storm shelter
4038,TOWN HALL MEETING ROOM,town hall meeting room
4039,THE OUTLANDS,the outlands
4040,OUTLANDS,outlands
4041,Swapper Jack's,swapper jack
4042,SPRINGFIELD - DAY,springfield - day
4043,Springfield Street - Day,springfield street - day
4044,ART GALLERY - DAY,art gallery - day
4045,Bart's Bed,bart bed
4046,Bohemian Art Gallery,bohemian art gallery
4047,ART GALLERY - CONTINUOUS,art gallery - continuous
4048,STREET OUTSIDE PLANT,street outside plant
4049,Enormous Store,enormous store
4050,SKI MOUNTAIN,ski mountain
4051,NEXT DREAM LEVEL,next dream level
4052,OLD GLOBE THEATER,old globe theater
4053,"""INCEPTION""-STYLE BEACH",inception-style beach
4054,Homer's Dream City,homer dream city
4055,JUST ABOVE SPIKY ROCKS,just above spiky rocks
4056,small Shed,small shed
4057,SHORE OF LAKE,shore of lake
4058,CENTER OF LAKE,center of lake
4059,Homer's Dream,homer dream
4060,EXAMINATION ROOM,examination room
4061,VICTORIAN SOLARIUM,victorian solarium
4062,SPORT PALAIS,sport palais
4063,"""ALL THE WRONG REASONS"" MOVIE THEATER",all the wrong reasons movie theater
4064,PORT,port
4065,CRUISE CHECK-IN AREA,cruise check-in area
4066,KidZone,kidzone
4067,SHIP'S COMMUNICATION ROOM,ship communication room
4068,WAR ROOM,war room
4069,Antarctica,antarctica
4070,Caribbean Beach,caribbean beach
4071,Springfield Coast Highway,springfield coast highway
4072,Springfield Playhouse,springfield playhouse
4073,SPRINGFIELD MUNICIPAL THEATER,springfield municipal theater
4074,SPRINGFIELD HOSPITAL - DAY,springfield hospital - day
4075,Party Supply Store,party supply store
4076,SPRINGFIELD - EVENING,springfield - evening
4077,GAGA EXPRESS,gaga express
4078,LADY GAGA EXPRESS,lady gaga express
4079,BANQUET TENT,banquet tent
4080,NIKKI'S HOUSE,nikki house
4081,'50S NEW YORK NIGHT CLUB,50s new york night club
4082,Subway Station,subway station
4083,TAXICAB,taxicab
4084,Mary's Apartment Building,mary apartment building
4085,NEW YORK HIGH LINE,new york high line
4086,LINCOLN CENTER SUBWAY STOP,lincoln center subway stop
4087,High Line,high line
4088,INSIDE DELACORTE THEATER,inside delacorte theater
4089,NEW YORK SKYLINE,new york skyline
4090,ROCK CENTER CAFÉ,rock center cafÉ
4091,Grand Central Station,grand central station
4092,GRAND CENTRAL,grand central
4093,ANOTHER TRAIN,another train
4094,SUPERCOLLIDER,supercollider
4095,SIMPSON HOUSE - BASEMENT,simpson house - basement
4096,WORMHOLE,wormhole
4097,ALIEN UNIVERSE,alien universe
4098,MODERN ULTRA MANSION,modern ultra mansion
4099,ARTIE'S YARD,artie yard
4100,CROSS-SECTION OF UNDERGROUND SPRINGFIELD,cross-section of underground springfield
4101,CAVERN,cavern
4102,MARGE'S NEW CAR,marge new car
4103,AUTO DEALERSHIP,auto dealership
4104,ROUTE 33,route 33
4105,CRAFTSMAN BUNGALOW,craftsman bungalow
4106,Museum of Christmas Ornaments,museum of christmas ornaments
4107,IGLOO MOTOR LODGE,igloo motor lodge
4108,MARGE'S HATCHBACK,marge hatchback
4109,REST STOP,rest stop
4110,FERTILITY CLINIC,fertility clinic
4111,LAWYER'S OFFICE,lawyer office
4112,RETIREMENT CASTLE - ABE'S ROOM,retirement castle - abe room
4113,Spiro's,spiro
4114,Old Apartment Complex,old apartment complex
4115,JUKE JOINT,juke joint
4116,Rita's Apartment,rita apartment
4117,Old-time Cologne Store,old-time cologne store
4118,RETIREMENT CASTLE - DAY ROOM,retirement castle - day room
4119,MONUMENT VALLEY,monument valley
4120,Louie's Apartment,louie apartment
4121,Donut Cart,donut cart
4122,NEIGHBORS' HOUSE,neighbors house
4123,KID'S ROOM,kid room
4124,NEIGHBORS' BACKYARD,neighbors backyard
4125,Used Record Store,used record store
4126,HIGHWAY LEADING TO SPRINGFIELD,highway leading to springfield
4127,SPRINGFIELD - DOWNTOWN,springfield - downtown
4128,Large Industrial Factory,large industrial factory
4129,YOUNGER GRAMPA AND MONA'S HOUSE,younger grampa and mona house
4130,Springfield - Homer's Boyhood,springfield - homer boyhood
4131,STREETS OF SPRINGFIELD - DAY,streets of springfield - day
4132,Animal Control Van,animal control van
4133,YOUNGER GRAMPA'S CAR,younger grampa car
4134,COUNTRY ROAD - MORNING (30 YEARS AGO),country road - morning
4135,Grampa and Homer's House,grampa and homer house
4136,Burns Manor Dog Kennel,burns manor dog kennel
4137,COUNTRY ROAD - NEAR MISS VIOLA'S FARM,country road - near miss viola farm
4138,SPRINGFIELD - THE PAST,springfield - the past
4139,MALL PARKING LOT,mall parking lot
4140,Smart Tykes,smart tykes
4141,KIDS' STRUCTURE TYPE CHAMBER,kids structure type chamber
4142,CLIMBING STRUCTURE,climbing structure
4143,SNACK BAR,snack bar
4144,LASER TAG ARENA,laser tag arena
4145,LEARNING ZONE,learning zone
4146,SECLUDED COMPOUND,secluded compound
4147,MYSTERIOUS BASEMENT,mysterious basement
4148,BUG-OUT LOCATION,bug-out location
4149,Various Country Roads,various country roads
4150,Channel 6 News Desk,channel 6 news desk
4151,NEWS ROOM,news room
4152,OUTSIDE CITY DUMP,outside city dump
4153,REFUSE PILE,refuse pile
4154,Various Classes,various classes
4155,CHANNEL SIX NEWS DESK,channel six news desk
4156,Wishing Well,wishing well
4157,Lenny's Van,lenny van
4158,Cletus's Front Porch,cletus front porch
4159,BRANDINE'S KITCHEN,brandine kitchen
4160,GRADY AND JULIO'S HOUSE,grady and julio house
4161,COASTAL HIGHWAY,coastal highway
4162,MAV AND PORTIA'S BACK YARD,mav and portia back yard
4163,Portia's Home Office,portia home office
4164,PORTIA AND MAV'S HOUSE,portia and mav house
4165,Sea Captain's Boat,sea captain boat
4166,Mav and Portia's Ski House,mav and portia ski house
4167,NEUTRAL LOCATION,neutral location
4168,Simpson Front Door,simpson front door
4169,FISHING POND,fishing pond
4170,CORNFIELD,cornfield
4171,CLETUS' KITCHEN,cletus kitchen
4172,Springfield Opry House,springfield opry house
4173,Art Movie House,art movie house
4174,Brokewood Apartments,brokewood apartments
4175,COMMON ROOM,common room
4176,LIMBO BACKGROUND,limbo background
4177,Children's Bookstore,children bookstore
4178,Van Houten Kitchen,van houten kitchen
4179,Van Houten Bathroom,van houten bathroom
4180,Van Houten Master Bedroom,van houten master bedroom
4181,U-Rent-It,u-rent-it
4182,EZ-Rent,ez-rent
4183,Election Polling Station,election polling station
4184,Lithuanian Center,lithuanian center
4185,Springfield Bus Station,springfield bus station
4186,Lazy Parent Educational Videos,lazy parent educational videos
4187,MARRIOTT-STYLE HOTEL,marriott-style hotel
4188,LOCKED ROOM,locked room
4189,MILITARY ANTIQUE SHOP,military antique shop
4190,STORAGE COMPLEX,storage complex
4191,STORAGE LOCKER COMPLEX,storage locker complex
4192,WRESTLING ARENA,wrestling arena
4193,THE PAST,the past
4194,OLD-TIME CLUB,old-time club
4195,OLD-TIME WRESTLING PAVILION,old-time wrestling pavilion
4196,WRESTLING PAVILION,wrestling pavilion
4197,WRESTLERS' DRESSING ROOM,wrestlers dressing room
4198,STORAGE LOCKER FACILITY,storage locker facility
4199,MS. CANTWELL'S CLASS,ms cantwell class
4200,SUPER-HEADQUARTERS,super-headquarters
4201,Demolished City,demolished city
4202,SWANKYFISH,swankyfish
4203,BASE OF A WATERFALL,base of a waterfall
4204,Chef Naziwa's Bedroom,chef naziwa bedroom
4205,SEX SHOP,sex shop
4206,Dog Stomach,dog stomach
4207,"""RUB A DUB DUB, THREE MEN SELLING TUBS""",rub a dub dub three men selling tubs
4208,Hot Tub Store,hot tub store
4209,SPRINGFIELD SWAMP,springfield swamp
4210,OOGLE MOBILE,oogle mobile
4211,Men's Wearhouse,men wearhouse
4212,TOP OF SKYSCRAPER PARTY,top of skyscraper party
4213,Capital City Stock Exchange,capital city stock exchange
4214,SLIGHTLY RUN-DOWN NEIGHBORHOOD,slightly run-down neighborhood
4215,RUSSIAN LIVING ROOM,russian living room
4216,Zhenya's House,zhenya house
4217,Simpson Piano Room,simpson piano room
4218,RUSSIAN HOUSE,russian house
4219,Science Museum,science museum
4220,HALL OF PROBABILITY,hall of probability
4221,WINDING ROAD,winding road
4222,Carl's Apartment,carl apartment
4223,STREETS OF REYKJAVIK,streets of reykjavik
4224,REYKJAVIK CLOTHING STORE,reykjavik clothing store
4225,ICELANDIC MUSEUM OF NATIONAL HISTORY,icelandic museum of national history
4226,Icelandic Car,icelandic car
4227,GATES,gates
4228,REYKJAVIK,reykjavik
4229,Icelandic Restaurant,icelandic restaurant
4230,REYKJAVIK STREETS,reykjavik streets
4231,Icelandic Library,icelandic library
4232,MEDIEVAL ICELAND,medieval iceland
4233,REYKJAVIK TOWN SQUARE,reykjavik town square
4234,OUTDOOR MALL,outdoor mall
4235,THE SAME MALL,the same mall
4236,Supermarket Coffee Shop,supermarket coffee shop
4237,Ben's Bedroom,ben bedroom
4238,SEEDY-LOOKING STREET,seedy-looking street
4239,Lenny's Car,lenny car
4240,Boise,boise
4241,Boise Astoria,boise astoria
4242,FBI CALL CENTER,fbi call center
4243,PLANT OPERATIONS CENTER,plant operations center
4244,Shelter For Homeless Hoos,shelter for homeless hoos
4245,SPRINGVILLE,springville
4246,CHILD THERAPY OFFICE,child therapy office
4247,LUMBER MILL,lumber mill
4248,SAWMILL,sawmill
4249,SPRINGFIELDLAND,springfieldland
4250,FREAK SHOW TENT,freak show tent
4251,CIRCUS,circus
4252,MARGE'S WAGON,marge wagon
4253,MARGUERITE'S WAGON,marguerite wagon
4254,Marge and Homer's Old Apartment,marge and homer old apartment
4255,Alley McBalls,alley mcballs
4256,ARTIST'S GARRET,artist garret
4257,NEW YORK STREET,new york street
4258,FOX NEWS,fox news
4259,SPRINGFIELD SOUP KITCHEN,springfield soup kitchen
4260,SPRINGFIELD TAPAS BAR,springfield tapas bar
4261,DETENTION,detention
4262,CARL'S APARTMENT BUILDING,carl apartment building
4263,ATOMS FOOTBALL STADIUM,atoms football stadium
4264,GRETCHEN'S APARTMENT,gretchen apartment
4265,SCRATCHY'S HOUSE,scratchy house
4266,GRETCHEN'S APARTMENT BUILDING,gretchen apartment building
4267,Isabel's Bedroom,isabel bedroom
4268,SPRINGFIELD REPUBLICAN PARTY CASTLE,springfield republican party castle
4269,"Maggie's ""bar""",maggie bar
4270,DEBATE STUDIO,debate studio
4271,THE OLD WEST,the old west
4272,SPRINGFIELD NEIGHBORHOOD,springfield neighborhood
4273,Cartoon Beach,cartoon beach
4274,RON RABINOWITZ'S AGENCY,ron rabinowitz agency
4275,RON RABINOWITZ'S OFFICE,ron rabinowitz office
4276,OLD WEST TOWN,old west town
4277,TROPICAL RESORT,tropical resort
4278,RESORT CENTER,resort center
4279,WINTRY SPRINGFIELD STREET,wintry springfield street
4280,TOWNE CENTRE AT SPRINGFIELDE GLENNE,towne centre at springfielde glenne
4281,MOVIE THEATER - ALLEY,movie theater - alley
4282,SWEDISH CONSULATE,swedish consulate
4283,Federal Courthouse,federal courthouse
4284,FEDERAL COURTROOM,federal courtroom
4285,ZENITH CITY NUCLEAR PLANT,zenith city nuclear plant
4286,CHUCK DUKEWAGON'S ALL-AMERICAN CHOW LOUNGE,chuck dukewagon all-american chow lounge
4287,BUNGALOW,bungalow
4288,Carlock's Office,carlock office
4289,CANDLE RACK,candle rack
4290,LITTLE LEAGUE BALL FIELD,little league ball field
4291,Falconry Clubhouse,falconry clubhouse
4292,TREETOP,treetop
4293,FALCONRY CLUB,falconry club
4294,COMPETITION AREA,competition area
4295,HOOVER'S CLASS,hoover class
4296,MR. LARGO'S CLASS,mr largo class
4297,CHURCH LOBBY,church lobby
4298,Monsarno Research Labs,monsarno research labs
4299,MONSARNO LAB,monsarno lab
4300,MONSARNO LABS,monsarno labs
4301,SEMINAR ROOM,seminar room
4302,CHURCH MEETING ROOM,church meeting room
4303,CHURCH SEMINAR ROOM,church seminar room
4304,Monsarno Campus,monsarno campus
4305,BOB'S LAB,bob lab
4306,SPRINGFIELD METROPOLITAN MUSEUM,springfield metropolitan museum
4307,RIVER BOTTOM,river bottom
4308,DANCE HALL,dance hall
4309,BOYS LOCKER ROOM,boys locker room
4310,BINGO HALL,bingo hall
4311,"""SIX FLAGS OVER KRUSTY"" AMUSEMENT PARK",six flags over krusty amusement park
4312,Springfield Seaside,springfield seaside
4313,SHOWER,shower
4314,RURAL SPRINGFIELD,rural springfield
4315,GUINEA PIG RESCUE,guinea pig rescue
4316,VAN HOUTENS' YARD,van houtens yard
4317,Art Auction House,art auction house
4318,Springfield Art Auction House,springfield art auction house
4319,KIDDIE PLAYGROUND,kiddie playground
4320,"""PAY & LEAVE"" SUPERMARKET",pay leave supermarket
4321,AUCTION FLOOR,auction floor
4322,ISLA VERDE,isla verde
4323,CAFÉ ARTISTE GELATO,cafÉ artiste gelato
4324,CLIFFSIDE VILLA,cliffside villa
4325,ZEIGLER'S STUDIO,zeigler studio
4326,MULTI-PURPOSE ROOM,multi-purpose room
4327,Airliner Cabin,airliner cabin
4328,SAO PAULO,sao paulo
4329,LUXEMBURG,luxemburg
4330,Another Broadcasting Booth,another broadcasting booth
4331,DOWNTOWN SAO PAULO,downtown sao paulo
4332,RESTAURANTE FIGUEIRA RUBAIYAT,restaurante figueira rubaiyat
4333,SEEDY BAR,seedy bar
4334,DRYCLEANERS,drycleaners
4335,REFEREE'S TUNNEL,referee tunnel
4336,AMAZON RIVER,amazon river
4337,BODY SHOP OFFICE,body shop office
4338,ELEMENTARY SCHOOL CAFETERIA,elementary school cafeteria
4339,LOFTS AT SPRINGFIELD ELEMENTARY,lofts at springfield elementary
4340,BART'S APARTMENT,bart apartment
4341,CRETACEOUS PARK,cretaceous park
4342,CHARITY SHELTER,charity shelter
4343,INDUSTRIAL SPACE,industrial space
4344,LISA AND MILHOUSE'S KITCHEN,lisa and milhouse kitchen
4345,PLAYGROUND BEHIND LOFTS AT SPRINGFIELD ELEMENTARY,playground behind lofts at springfield elementary
4346,JENDA'S HOUSE,jenda house
4347,JENDA'S APARTMENT,jenda apartment
4348,MOE'S (LOOKS THE SAME AS NOW),moe
4349,TIPSY MCSTAGGERS,tipsy mcstaggers
4350,ART CLASS,art class
4351,SPRINGFIELD FRENCH QUARTER,springfield french quarter
4352,VACANT LOT,vacant lot
4353,RANCH HOUSE,ranch house
4354,ALL SALES VINYL,all sales vinyl
4355,DREAMSCAPE,dreamscape
4356,Small Apartment Building,small apartment building
4357,RURAL AREA,rural area
4358,GIUSEPPE'S WORKSPACE,giuseppe workspace
4359,FIREWORKS BARGE,fireworks barge
4360,ROAST,roast
4361,BROADWAY STAGE,broadway stage
4362,JEWISH HEAVEN,jewish heaven
4363,KRUSTY ROAST SET,krusty roast set
4364,CONCRETE STEPS,concrete steps
4365,OPEN SEAS,open seas
4366,THE RELATION SHIP,the relation ship
4367,CREW'S QUARTERS,crew quarters
4368,SIMPSON'S YARD,simpson yard
4369,MOTHER HUBBARD'S SANDWICH CUPBOARD,mother hubbard sandwich cupboard
4370,MARGE'S SUB SHOP,marge sub shop
4371,MANAGER'S OFFICE,manager office
4372,MOTHER HUBBARD'S,mother hubbard
4373,MOTHER HUBBARD EXPRESS,mother hubbard express
4374,PRIMORDIAL SPRINGFIELD,primordial springfield
4375,GRASSLANDS,grasslands
4376,DEMONIC DETENTION ROOM,demonic detention room
4377,DEMONIC ELEMENTARY SCHOOL,demonic elementary school
4378,DEMON SCHOOL,demon school
4379,DEMONIC AMPHITHEATER,demonic amphitheater
4380,FUTURISTIC BAR,futuristic bar
4381,RECORD SHOP,record shop
4382,DUM'S ROOM,dum room
4383,MILK BAR,milk bar
4384,MOOG'S APARTMENT,moog apartment
4385,FUTURISTIC SIMPSON HOUSE,futuristic simpson house
4386,FUTURISTIC (1970S-STYLE) SPRINGFIELD STREETS,futuristic springfield streets
4387,THE RICH TEXAN'S MANSION,the rich texan mansion
4388,"LARGE, BOXY BUILDING",large boxy building
4389,STRANGE BUILDING,strange building
4390,STATE HOUSE,state house
4391,STATE CAPITOL BUILDING,state capitol building
4392,MAXINE'S OFFICE,maxine office
4393,UPSCALE HOTEL ROOM,upscale hotel room
4394,FRACKING BUILDING,fracking building
4395,FRACKING SITE,fracking site
4396,SPRINGFIELD HEIGHTS,springfield heights
4397,PLANET EXPRESS,planet express
4398,NEW NEW YORK,new new york
4399,SPRINGFIELD DOWNS HORSE TRACK,springfield downs horse track
4400,PLANET EXPRESS SHIP,planet express ship
4401,OMICRON PERSEI 8,omicron persei 8
4402,LASSEN'S CLASS,lassen class
4403,NEW SIMPSON TENT,new simpson tent
4404,BURNING GUY,burning guy
4405,BLAZING GUY,blazing guy
4406,BIG BOX MALL,big box mall
4407,GUITAR CENTRAL,guitar central
4408,CHAIN RESTAURANT,chain restaurant
4409,'ZERZ,zerz
4410,VAN HOUTEN GARAGE,van houten garage
4411,SPRINGFIELD CABBAGE FESTIVAL,springfield cabbage festival
4412,PERFORMANCE AREA,performance area
4413,CABBAGE FESTIVAL,cabbage festival
4414,LOS ANGELES,los angeles
4415,MEXICAN RESORT,mexican resort
4416,COSTINGTON CENTER,costington center
4417,SPRINGFIELD POLICE DEPARTMENT JAIL,springfield police department jail
4418,OUTDOOR SPRINGFIELD SHOPPING MALL,outdoor springfield shopping mall
4419,DIZZNEELAND,dizzneeland
4420,OUTSIDE PARK,outside park
4421,ROOFTOP,rooftop
4422,FERRY,ferry
4423,THEME PARK,theme park
4424,MR. BUG'S SLOW CRAWL RIDE,mr bug slow crawl ride
4425,KOOKY CAT'S DELI-CAT-ESSEN,kooky cat deli-cat-essen
4426,RIDE ENTRANCE,ride entrance
4427,ROCKET TO YOUR DOOM,rocket to your doom
4428,SIMPSONS CABIN,simpsons cabin
4429,SIMPSONS' SHIP,simpsons ship
4430,ALIEN ZOO,alien zoo
4431,SIMPSONS' CAGE,simpsons cage
4432,PLANET,planet
4433,CIRCUS WITH MIDWAY,circus with midway
4434,HYPNOTIST TENT,hypnotist tent
4435,SPRINGFIELD FISHING HOLE,springfield fishing hole
4436,SOARIN' OVER SPRINGFIELD RIDE,soarin over springfield ride
4437,SUBTERRANEAN GLASS CELL,subterranean glass cell
4438,SUBTERRANEAN CELL,subterranean cell
4439,HIGH-TECH SKYROCKET FACTORY,high-tech skyrocket factory
4440,ROOF NEAR THE POWER PLANT,roof near the power plant
4441,OUTER SPACE,outer space
4442,ROCKET,rocket
4443,CLASSIC OLD THEATRE,classic old theatre
4444,SPRINGFIELD JAIL CELL,springfield jail cell
4445,MARKUP BROTHERS FUNERAL HOME,markup brothers funeral home
4446,WALK-IN FREEZER,walk-in freezer
4447,NUCLEAR PLANT CAFETERIA,nuclear plant cafeteria
4448,FIVE SEASONS HOTEL,five seasons hotel
4449,FANCY HOTEL SUITE,fancy hotel suite
4450,ABOVE SPRINGFIELD,above springfield
4451,OVER SPRINGFIELD,over springfield
4452,RUINED CHURCH,ruined church
4453,FLANDERS,flanders
4454,RIVERBOAT CASINO,riverboat casino
4455,SKOBO'S,skobo
4456,FLANDERS' BASEMENT,flanders basement
4457,CASINO FLOOR,casino floor
4458,BURNED CHURCH,burned church
4459,PLAYDUDE MANSION,playdude mansion
