id,name,normalized_name,gender
4069,Paul Lynde,paul lynde,NA
4070,Nadia Comaneci,nadia comaneci,NA
4071,Lancelot Link,lancelot link,NA
4072,K.I.T.T.,kitt,NA
4073,Salem the Cat,salem the cat,NA
4074,Mr. Ed,mr ed,NA
4075,Woman Bystander,woman bystander,NA
4076,SCRATCHY'S FACE,scratchys face,NA
4077,Indigent Man,indigent man,NA
4078,"""Yesss"" Man",yesss man,NA
4079,Airline Employee,airline employee,NA
4080,Boy #2,boy 2,NA
4081,Cap City Boys,cap city boys,NA
4082,Little Milhouse,little milhouse,NA
4083,Indigent Woman,indigent woman,NA
4084,Miss Wickerbottom,miss wickerbottom,NA
4085,Phonic Frog,phonic frog,NA
4087,Ticket Vendor,ticket vendor,NA
4088,Creepy Little Girl,creepy little girl,NA
4089,Mysterious Noise,mysterious noise,NA
4090,Sec Agent #1,sec agent 1,NA
4091,Sec Agent #2,sec agent 2,NA
4092,Committee Chairwoman,committee chairwoman,NA
4093,Congressional Committee,congressional committee,NA
4094,Arties,arties,NA
4095,Female Ticket Vendor,female ticket vendor,NA
4096,Human Senator,human senator,NA
4097,2nd Voice,2nd voice,NA
4098,Enormous Robot,enormous robot,NA
4099,Miner Father,miner father,NA
4100,Jason,jason,NA
4101,Jim-Jam,jim-jam,NA
4102,Wise Alien,wise alien,NA
4103,Geeky Programmer,geeky programmer,NA
4104,Man In Suit,man in suit,NA
4105,Vintner,vintner,NA
4106,RANDALL,randall,NA
4107,Randall Curtis,randall curtis,NA
4108,Germans,germans,NA
4109,Alcoholics,alcoholics,NA
4110,Kyle,kyle,NA
4111,Greeter,greeter,NA
4112,Store Employee,store employee,NA
4113,Juvies,juvies,NA
4114,Crowd Of Mice,crowd of mice,NA
4115,Juvie #1,juvie 1,NA
4117,Girl Juvies,girl juvies,NA
4118,Boy Juvie,boy juvie,NA
4119,Juvie #2,juvie 2,NA
4120,Juvie Girl,juvie girl,NA
4121,Female Alien,female alien,NA
4122,Blacksmith,blacksmith,NA
4123,Skinner On Plaque,skinner on plaque,NA
4124,CYBORG SPIDER MRS. SKINNER,cyborg spider mrs skinner,NA
4125,Wedding Guests,wedding guests,NA
4126,White Rabbit,white rabbit,NA
4127,Hulk,hulk,NA
4128,Klingons,klingons,NA
4129,PRINCIPAL SKINNER CT,principal skinner ct,NA
4130,Klingon #1,klingon 1,NA
4131,Klingon #2,klingon 2,NA
4132,Convention Freak,convention freak,NA
4133,Klingon Wedding Minister,klingon wedding minister,NA
4134,Unrecognizable Simpsons,unrecognizable simpsons,NA
4135,Uncle Tyrone,uncle tyrone,NA
4136,Ryan O'Neal,ryan oneal,NA
4137,Ali McGraw,ali mcgraw,NA
4138,Miami Passengers,miami passengers,NA
4139,Fit Man,fit man,NA
4140,10 Years Younger Homer,10 years younger homer,NA
4141,10 Years Younger Marge,10 years younger marge,NA
4142,Female Gate Announcer,female gate announcer,NA
4143,1st Class Stewardess,1st class stewardess,NA
4144,Hotel Operator,hotel operator,NA
4145,Young Wife,young wife,NA
4146,Young Husband,young husband,NA
4147,Animal Character,animal character,NA
4148,Widow #1,widow 1,NA
4149,Widow #2,widow 2,NA
4150,Widows,widows,NA
4151,Attractive Widow,attractive widow,NA
4152,Raoul,raoul,NA
4153,American Skipper,american skipper,NA
4154,Canadian Skipper,canadian skipper,NA
4155,AMERICAN/CANADIAN SKIPPERS,americancanadian skippers,NA
4156,Contestant #1,contestant 1,NA
4157,Contestant #2,contestant 2,NA
4158,Farmer Billy,farmer billy,NA
4159,Pig Owner,pig owner,NA
4160,Salad,salad,NA
4161,Nichelle Nichols,nichelle nichols,NA
4162,Pie #1,pie 1,NA
4163,Pie #2,pie 2,NA
4086,Simon,simon,m
4167,Girl Scout,girl scout,NA
4168,Dalai Lama,dalai lama,NA
4170,10-Year-Old Lenny,10-year-old lenny,NA
4171,10-Year-Old Carl,10-year-old carl,NA
4172,T.J.,tj,NA
4173,Ms. Killebrew,ms killebrew,NA
4174,TEN-YEAR-OLD MARGE,ten-year-old marge,NA
4175,Young Helen,young helen,NA
4176,Homer's Mind,homers mind,NA
4177,Marge's Mind,marges mind,NA
4178,Guard On Walkie-talkie,guard on walkie-talkie,NA
4179,Junkies,junkies,NA
4180,Barney's Voice,barneys voice,NA
4181,Managing Editor,managing editor,NA
4182,Eager Young Reporter,eager young reporter,NA
4183,GOLF-COURSE EMPLOYEE,golf-course employee,NA
4184,Other Golfers,other golfers,NA
4186,Elderly Southern Senator,elderly southern senator,NA
4187,Other Senators,other senators,NA
4188,Aide #1,aide 1,NA
4189,Aide #2,aide 2,NA
4190,Swat Team Leader,swat team leader,NA
4191,Detainee #1,detainee 1,NA
4192,Detainee #3,detainee 3,NA
4193,U.S. Constitution,us constitution,NA
4194,Bill O' Rights,bill o rights,NA
4195,Old Coot,old coot,NA
4196,Young Guard,young guard,NA
4197,Immigration Officer,immigration officer,NA
4198,Girlfriend,girlfriend,NA
4199,Cartoon Eagle,cartoon eagle,NA
4200,NVA SGT.,nva sgt,NA
4201,Alien Boss,alien boss,NA
4202,Harlot,harlot,NA
4205,Dr. Bartley,dr bartley,NA
4206,Cockney Woman,cockney woman,NA
4207,Peter Pan,peter pan,NA
4208,Purveyor,purveyor,NA
4209,Stool,stool,NA
4210,Mao,mao,NA
4211,Ebenezer Burns,ebenezer burns,NA
4212,Addicts,addicts,NA
4213,Lord Mayor Quimby,lord mayor quimby,NA
4214,Pleasant Female Voice,pleasant female voice,NA
4215,Blackula,blackula,NA
4216,2nd Homer,2nd homer,NA
4217,Potluckers,potluckers,NA
4218,Marge's Face,marges face,NA
4219,Billy Bullion Cube,billy bullion cube,NA
4220,STUART,stuart,NA
4221,James Caan,james caan,NA
4222,Head Judge,head judge,NA
4223,Twinkle the Kidd,twinkle the kidd,NA
4224,PRINGLES-TYPE MAN,pringles-type man,NA
4225,Koobler Dwarf,koobler dwarf,NA
4226,Food Icons,food icons,NA
4227,Eight-year-old Girl,eight-year-old girl,NA
4228,Eight-year-old Girl's Friend,eight-year-old girls friend,NA
4229,Male Clerk,male clerk,NA
4230,Reflection,reflection,NA
4231,Mr. Muntz,mr muntz,NA
4232,News Crew Member #1,news crew member 1,NA
4233,News Crew Member #2,news crew member 2,NA
4235,Bob Dylan,bob dylan,NA
4236,Teenage Moe,teenage moe,NA
4237,Lisa's Reflection,lisas reflection,NA
4238,Hard-bitten Man,hard-bitten man,NA
4239,Conf. Delegate,conf delegate,NA
4240,Man Caught In Lava,man caught in lava,NA
4241,SPONGE BOB,sponge bob,NA
4242,Sgt. Activity,sgt activity,NA
4243,Lt. Adventure,lt adventure,NA
4244,Exhibitor #1,exhibitor 1,NA
4245,Exhibitor #3,exhibitor 3,NA
4246,Retailers,retailers,NA
4248,Chum,chum,NA
4249,Homer's Muzzle,homers muzzle,NA
4250,Employment Counselor,employment counselor,NA
4251,Border Agent,border agent,NA
4252,Canadians,canadians,NA
4253,Pharmacist,pharmacist,NA
4254,U.S. Border Guard,us border guard,NA
4255,2nd U.S. Border Guard,2nd us border guard,NA
4256,Los Jacquitos Leader,los jacquitos leader,NA
4257,Mountie,mountie,NA
4258,Canadian Official #1,canadian official 1,NA
4259,Canadian Official #2,canadian official 2,NA
4260,Server #1,server 1,NA
4261,Server #2,server 2,NA
4262,Health Inspector,health inspector,NA
4263,New Health Inspector,new health inspector,NA
4264,Loan Officer,loan officer,NA
4265,Drunks,drunks,NA
4266,Three Of Diamonds,three of diamonds,NA
4267,Five Of Diamonds,five of diamonds,NA
4268,Jack Of Clubs,jack of clubs,NA
4269,Eight Of Clubs,eight of clubs,NA
4204,Eliza,eliza,f
4169,10-Year-Old Homer,10-year-old homer,m
4185,Nash Castor,nash castor,m
4203,Inspector Wiggum,inspector wiggum,m
4247,Goose Gladwell,goose gladwell,m
4270,Jack Of Diamonds,jack of diamonds,NA
4271,SQUEAKY-VOICED TEEN ATTENDANT,squeaky-voiced teen attendant,NA
4272,Toddler,toddler,NA
4273,MOE-BIRD,moe-bird,NA
4274,Moe's Thoughts,moes thoughts,NA
4275,France,france,NA
4276,Japan,japan,NA
4277,Botswana,botswana,NA
4278,Antarctica,antarctica,NA
4279,Italian Tour Guide,italian tour guide,NA
4280,Italian Plumber,italian plumber,NA
4281,AFRICAN-AMERICAN MAN,african-american man,NA
4282,Deion Overstreet,deion overstreet,NA
4283,Grandson,grandson,NA
4284,Grandfather,grandfather,NA
4285,Timmy,timmy,NA
4286,LeBron James,lebron james,NA
4287,Michelle Kwan,michelle kwan,NA
4288,Yao Ming,yao ming,NA
4289,Mr. Burns Logo,mr burns logo,NA
4290,Captain McCallister's Head,captain mccallisters head,NA
4291,Espn-style Anchorman #1,espn-style anchorman 1,NA
4292,Espn-style Anchorman #2,espn-style anchorman 2,NA
4293,Warren Sapp,warren sapp,NA
4294,Tom Brady,tom brady,NA
4295,Huge Man #1,huge man 1,NA
4296,Commissioner,commissioner,NA
4297,Texas Owner,texas owner,NA
4298,Nfl Film-type Announcer,nfl film-type announcer,NA
4299,Different Man,different man,NA
4300,Super Bowl Crowd,super bowl crowd,NA
4301,Game Show Audience,game show audience,NA
4302,Anchorman,anchorman,NA
4303,Alcatraaaz,alcatraaaz,NA
4304,Woman In Crowd,woman in crowd,NA
4305,50 Cent,50 cent,NA
4306,FAMILIAR VOICE,familiar voice,NA
4307,Deputy,deputy,NA
4308,Bart on Tape,bart on tape,NA
4309,Tailor,tailor,NA
4310,Needy Woman,needy woman,NA
4311,Posse,posse,NA
4312,HOWELL HUSER,howell huser,NA
4313,Kitchen Wizard,kitchen wizard,NA
4314,Calypso Singer,calypso singer,NA
4315,Calypso Chorus,calypso chorus,NA
4316,Veronica,veronica,NA
4317,Homers,homers,NA
4318,Leslie,leslie,NA
4319,Ranger Johnson,ranger johnson,NA
4320,Store Manager,store manager,NA
4321,Backpack,backpack,NA
4322,Gary Busey,gary busey,NA
4323,Dutchwoman,dutchwoman,NA
4324,Frenchman,frenchman,NA
4325,SIX-YEAR-OLD-BART,six-year-old-bart,NA
4326,4-Year-Old Lisa,4-year-old lisa,NA
4327,Robert Wagner,robert wagner,NA
4328,Active Woman,active woman,NA
4329,Mr. Zhao,mr zhao,NA
4330,Chinese Dragon,chinese dragon,NA
4331,Red Dragon,red dragon,NA
4332,Chinese Pilot,chinese pilot,NA
4333,Chinese Co-pilot,chinese co-pilot,NA
4334,Functionary,functionary,NA
4336,Barbarian,barbarian,NA
4337,2nd Barbarian,2nd barbarian,NA
4338,Chinese Uncle Ben,chinese uncle ben,NA
4339,Chinese Willy,chinese willy,NA
4340,Chinese Announcer,chinese announcer,NA
4341,Disgruntled Audience Member,disgruntled audience member,NA
4342,Disgruntled Audience Member #2,disgruntled audience member 2,NA
4343,Disgruntled Audience Member #3,disgruntled audience member 3,NA
4344,Chinese Acrobats,chinese acrobats,NA
4345,Ling,ling,NA
4346,Chinese Man,chinese man,NA
4347,Chinese Guard #1,chinese guard 1,NA
4348,Chinese Guard #2,chinese guard 2,NA
4349,David Silverman,david silverman,NA
4350,Muscular Homer,muscular homer,NA
4351,Brenda,brenda,NA
4352,Roger,roger,NA
4353,Fashionable Lady,fashionable lady,NA
4354,Andrew Jackson,andrew jackson,NA
4355,New England Rv-er,new england rv-er,NA
4356,Martha,martha,NA
4357,Southern Rv-er,southern rv-er,NA
4358,Jesus,jesus,NA
4359,Rv-ers,rv-ers,NA
4360,Square Dance Caller,square dance caller,NA
4361,Suv Families,suv families,NA
4362,Turkish Captain,turkish captain,NA
4363,Turkish Crewman,turkish crewman,NA
4364,Male Tenor,male tenor,NA
4365,Springfield Billy,springfield billy,NA
4366,Female Theatergoer,female theatergoer,NA
4367,Snobby Older Male Theatergoer,snobby older male theatergoer,NA
4368,Snobby Theatergoers,snobby theatergoers,NA
4369,Basketball Player,basketball player,NA
4370,Oboist,oboist,NA
4371,Frank Gehry,frank gehry,NA
5087,ALEPPO,aleppo,NA
4372,Shelbyvillians,shelbyvillians,NA
4373,Officer Krackney,officer krackney,NA
4376,Jenda,jenda,NA
4378,Teenage Nelson,teenage nelson,NA
4379,Sherri's Belly,sherris belly,NA
4380,Terri's Belly,terris belly,NA
4381,Assistant Principal Kearney,assistant principal kearney,NA
4382,Teenage Ralph,teenage ralph,NA
4383,Angry Rainbows,angry rainbows,NA
4384,Teenage Martin,teenage martin,NA
4385,Robo-Wiggum,robo-wiggum,NA
4387,MOE-CLONE,moe-clone,NA
4388,Uni-clams,uni-clams,NA
4389,Sad Uni-clam,sad uni-clam,NA
4390,Spider Moe,spider moe,NA
4391,Graduates,graduates,NA
4392,Teenage Sherri,teenage sherri,NA
4393,50-ish Lisa,50-ish lisa,NA
4394,50-ish Milhouse,50-ish milhouse,NA
4395,VICE-PRESIDENT CLETUS,vice-president cletus,NA
4396,Knockers Waitress,knockers waitress,NA
4397,President Homer,president homer,NA
4398,Record,record,NA
4399,Brooklyn Private,brooklyn private,NA
4400,Sergeant Skinner,sergeant skinner,NA
4401,Stapled Soldier,stapled soldier,NA
4402,Army Men,army men,NA
4403,Vending Machine,vending machine,NA
4404,Vending Machine #2,vending machine 2,NA
4406,German Backpacker,german backpacker,NA
4407,Female German Backpacker,female german backpacker,NA
4408,German Student,german student,NA
4409,Sadistic German Backpacker,sadistic german backpacker,NA
4410,Clarissa Wellington,clarissa wellington,NA
4411,Cameron Winklevoss,cameron winklevoss,NA
4412,TEENAGE P.A.,teenage pa,NA
4413,Bored Voice,bored voice,NA
4414,10-year-old-girl,10-year-old-girl,NA
4415,Photography Club,photography club,NA
4416,Buddhist Monk,buddhist monk,NA
4417,Anguished Woman,anguished woman,NA
4418,MAN IN DEVIL SUIT,man in devil suit,NA
4419,Marine Biologist,marine biologist,NA
4420,Bookstore Clerk,bookstore clerk,NA
4421,EURO-TRASH VOICE,euro-trash voice,NA
4422,ARCHANGEL,archangel,NA
4423,Demon,demon,NA
4424,Dean Martin,dean martin,NA
4425,Public Radio Announcer,public radio announcer,NA
4426,Female Radio Host,female radio host,NA
4427,Stefan Whitmore,stefan whitmore,NA
4428,Bohemian-looking Man,bohemian-looking man,NA
4429,Goat,goat,NA
4430,Katja,katja,NA
4431,Vicki,vicki,NA
4432,Male Crowd,male crowd,NA
4433,Clay,clay,NA
4434,Humbleton Passersby,humbleton passersby,NA
4435,Humbleton Man,humbleton man,NA
4436,Humbleton Woman,humbleton woman,NA
4437,Jason Bateman,jason bateman,NA
4438,Sister Thomasina,sister thomasina,NA
4440,Sean's Dad,seans dad,NA
4441,Young Sean,young sean,NA
4442,St. Sebastian,st sebastian,NA
4443,Dying Soldier,dying soldier,NA
4444,Church Women,church women,NA
4445,Croquet Player #1,croquet player 1,NA
4446,Croquet Player #2,croquet player 2,NA
4447,Emcee,emcee,NA
4448,Pious Riot,pious riot,NA
4449,Band Member,band member,NA
4450,Band Members,band members,NA
4451,1st Leader,1st leader,NA
4452,2nd Leader,2nd leader,NA
4453,1st Army,1st army,NA
4454,2nd Army,2nd army,NA
4455,Oakland Player,oakland player,NA
4456,1st Actress,1st actress,NA
4457,2nd Actress,2nd actress,NA
4458,Character,character,NA
4459,SEA CREATURE,sea creature,NA
4460,Caleb Thorn,caleb thorn,NA
4461,MANATEE,manatee,NA
4462,Victor,victor,NA
4463,Uncle John,uncle john,NA
4464,Aunt Kathy,aunt kathy,NA
4465,Randy,randy,NA
4466,Jet Skier #1,jet skier 1,NA
4467,Jet Skier #2,jet skier 2,NA
4468,Jet Skiers,jet skiers,NA
4469,Vampire Puppet,vampire puppet,NA
4470,Frederick Ives Hologram,frederick ives hologram,NA
4471,Katherine Blodgett Hologram,katherine blodgett hologram,NA
4472,Alexander Graham Bell Hologram,alexander graham bell hologram,NA
4473,Elisha Gray Hologram,elisha gray hologram,NA
4405,Tab Spangler,tab spangler,m
4439,Father Sean,father sean,m
4386,Bender,bender,m
4474,Museum Head,museum head,NA
4475,SHADOWY CREATURE,shadowy creature,NA
4476,Plant Monster,plant monster,NA
4477,Pane Of Glass,pane of glass,NA
4478,Shrimp Monster,shrimp monster,NA
4479,Milton Burkhart,milton burkhart,NA
4480,Gravedigger Billy,gravedigger billy,NA
4481,Cowboy In Black,cowboy in black,NA
4482,Ben Cartwright,ben cartwright,NA
4483,Child Therapist,child therapist,NA
4484,2-Year-Old Bart,2-year-old bart,NA
4485,Grandmotherly Woman,grandmotherly woman,NA
4486,Bart Spider,bart spider,NA
4487,Milhouse Slug,milhouse slug,NA
4488,Wild Beast #1,wild beast 1,NA
4489,Wild Beast #2,wild beast 2,NA
4490,Wild Beast #3,wild beast 3,NA
4491,WILD BEASTS,wild beasts,NA
4492,Emotional Woman,emotional woman,NA
4493,Amer-asian Girl,amer-asian girl,NA
4494,Bratty Teenage Boy,bratty teenage boy,NA
4495,Bratty Teenage Boy #2,bratty teenage boy 2,NA
4496,Bratty Teenage Boy #3,bratty teenage boy 3,NA
4497,Therapist,therapist,NA
4498,Old Robot,old robot,NA
4499,Silver-haired Priest,silver-haired priest,NA
4500,Bunny,bunny,NA
4501,Terry Bradshaw,terry bradshaw,NA
4502,Angels,angels,NA
4503,Grampa Gorilla,grampa gorilla,NA
4504,Dracula Hibbert,dracula hibbert,NA
4505,Einstein Lisa,einstein lisa,NA
4506,Homer's Head,homers head,NA
4507,Werewolf Bart,werewolf bart,NA
4508,Apu Robot,apu robot,NA
4509,Moe Pacifier,moe pacifier,NA
4510,Lenny Pacifier,lenny pacifier,NA
4511,Dennis Rodman Pacifier,dennis rodman pacifier,NA
4512,Strongman,strongman,NA
4513,British Woman,british woman,NA
4514,Old Marge,old marge,NA
4515,Artsy Clerk,artsy clerk,NA
4516,Pirate,pirate,NA
4517,Wolfcastle Supporters,wolfcastle supporters,NA
4518,Bunny Referee,bunny referee,NA
4519,Women On Tour,women on tour,NA
4520,Dolphin,dolphin,NA
4521,Thought Bubble Marge,thought bubble marge,NA
4522,Nana,nana,NA
4523,Younger Milhouse,younger milhouse,NA
4524,Italian Woman,italian woman,NA
4525,Sheila,sheila,NA
4526,Tammy's Husband,tammys husband,NA
4527,Kolani,kolani,NA
4528,Titi,titi,NA
4529,Nene Bird,nene bird,NA
4530,Lamborgotti Executive,lamborgotti executive,NA
4531,Goat Woman,goat woman,NA
4532,Female Grape Stomper,female grape stomper,NA
4533,Male Grape Stomper,male grape stomper,NA
4534,Francesca Terwilliger,francesca terwilliger,NA
4535,Gino,gino,NA
4536,Italian Sausage Maker,italian sausage maker,NA
4537,GOAT LADY,goat lady,NA
4538,Gondola Driver,gondola driver,NA
4540,Joseph,joseph,NA
4541,Hibbert Wise Man,hibbert wise man,NA
4542,Skinner Wise Man,skinner wise man,NA
4543,Frink Wise Man,frink wise man,NA
4544,King Herod,king herod,NA
4545,Shepherd Carl,shepherd carl,NA
4546,Shepherd Lenny,shepherd lenny,NA
4547,WISE MAN HIBBERT,wise man hibbert,NA
4548,Baby Jesus,baby jesus,NA
4549,Matthew,matthew,NA
4550,Impaled Roman Soldiers,impaled roman soldiers,NA
4551,Energizer Bunny,energizer bunny,NA
4552,Battery,battery,NA
4553,Cyrus,cyrus,NA
4555,Elderly Cyrus,elderly cyrus,NA
4556,Native Wives,native wives,NA
4557,Coin Basket,coin basket,NA
4559,Local Announcer,local announcer,NA
4560,William H. Macy,william h macy,NA
4561,Spanish Captain,spanish captain,NA
4562,Spanish Sailor,spanish sailor,NA
4563,Painter,painter,NA
4564,Toddler Homer,toddler homer,NA
4565,40-ish Grampa,40-ish grampa,NA
4566,Myra,myra,NA
4567,Large Frog,large frog,NA
4568,6th Graders,6th graders,NA
4569,Desk Agent,desk agent,NA
4570,Fun Homer,fun homer,NA
4571,Serious Homer,serious homer,NA
4572,Stavros,stavros,NA
4573,Salvation Army Driver,salvation army driver,NA
4574,Bart-Jack,bart-jack,NA
4575,Bart-waitress,bart-waitress,NA
4576,Bart Head,bart head,NA
5192,Film Loop,film loop,NA
4539,Mary,mary,f
4577,Coach Krupt,coach krupt,m
4558,MASON,mason,m
4578,Go-cart Worker,go-cart worker,NA
4579,Eli Stern VI,eli stern vi,NA
4580,Willie's Dad,willies dad,NA
4581,Baby Willie,baby willie,NA
4582,Scottish Nurse,scottish nurse,NA
4583,Groundskeeper Willie's Reflection,groundskeeper willies reflection,NA
4584,Moe Recording,moe recording,NA
4586,Charity Titters,charity titters,NA
4587,Panic Room,panic room,NA
4588,Bighorn Sheep,bighorn sheep,NA
4589,Mr. Burns's Reflection,mr burnss reflection,NA
4590,Pompous Explorer,pompous explorer,NA
4591,Susan Sarandon,susan sarandon,NA
4592,Randy Johnson,randy johnson,NA
4593,Hispanic Man,hispanic man,NA
4594,Antonio Fargas,antonio fargas,NA
4595,Female Animal Caretaker,female animal caretaker,NA
4596,Toot-Toot,toot-toot,NA
4597,Party Goers,party goers,NA
4598,Cold Sore,cold sore,NA
4599,Nascar-type Announcer,nascar-type announcer,NA
4600,SMOOTH-VOICED MAN,smooth-voiced man,NA
4601,Dan Castellaneta,dan castellaneta,NA
4602,Contestant #3,contestant 3,NA
4603,Female Producer,female producer,NA
4604,Verity,verity,NA
4605,Panicky Cameraman,panicky cameraman,NA
4607,Fox Cameraman,fox cameraman,NA
4608,Irish Housekeeper,irish housekeeper,NA
4609,Sports Anchor #2,sports anchor 2,NA
4610,Point 'n' Laugh,point n laugh,NA
4611,Rob Reiner,rob reiner,NA
4612,Celebrity Impersonators,celebrity impersonators,NA
4613,Owners,owners,NA
4614,Battleaxe Female Owner,battleaxe female owner,NA
4615,Mike Wallace,mike wallace,NA
4616,Dr. Egoyan,dr egoyan,NA
4617,Charlie Chaplin,charlie chaplin,NA
4618,Jaquitos Leader,jaquitos leader,NA
4619,Spanish P.A. Announcer,spanish pa announcer,NA
4620,Male Factory Worker,male factory worker,NA
4621,Female Factory Worker,female factory worker,NA
4622,Pleading Factory Worker,pleading factory worker,NA
4623,Factory Workers,factory workers,NA
4624,Factory Worker #1,factory worker 1,NA
4625,Factory Worker #2,factory worker 2,NA
4626,Plant Workers,plant workers,NA
4628,STARGATE CONVENTIONEERS,stargate conventioneers,NA
4629,College Nerd,college nerd,NA
4630,COLLEGE NERD #2,college nerd 2,NA
4631,Indian Passenger,indian passenger,NA
4632,Indian Man,indian man,NA
4633,INDIAN MAN #2,indian man 2,NA
4634,Indian Workers,indian workers,NA
4635,Indian Worker #1,indian worker 1,NA
4636,Indian Worker #2,indian worker 2,NA
4637,Indian Worker #3,indian worker 3,NA
4638,Kavi,kavi,NA
4639,Indian Assistant,indian assistant,NA
4640,Indian Bodyguard,indian bodyguard,NA
4641,Richard Dean Anderson's Thoughts,richard dean andersons thoughts,NA
4642,Beefeater Lenny,beefeater lenny,NA
4643,Beefeater Carl,beefeater carl,NA
4644,FLANDISH,flandish,NA
4645,Moezekiel,moezekiel,NA
4646,Mayflower Crew,mayflower crew,NA
4647,Pilgrims,pilgrims,NA
4648,Pilgrim Smithers,pilgrim smithers,NA
4649,Brother Willie,brother willie,NA
4650,Fletcher Christian,fletcher christian,NA
4652,Crew,crew,NA
4653,Bosun Willie,bosun willie,NA
4654,King Homer,king homer,NA
4655,Queen Marge,queen marge,NA
4656,Tahitian Man,tahitian man,NA
4657,Sculptor,sculptor,NA
4658,Tahitian Juggler,tahitian juggler,NA
4659,Half Of Crew,half of crew,NA
4660,Capt. Burns,capt burns,NA
4661,Old Jewish Woman,old jewish woman,NA
4662,Surviving Men,surviving men,NA
4663,CHIEF PETTY OFFICER WIGGUM,chief petty officer wiggum,NA
