Number,Name,Brand,Release_Year,Concentration,Rating_Value,Rating_Count,Main_Accords,Top_Notes,Middle_Notes,Base_Notes,Perfumers,URL
NA,F by Ferragamo pour Homme Free Time,Salvatore Ferragamo,2011,NA,7.3,35,"Fresh, Aquatic, Citrus, Woody, Spicy","Pink pepper, Lemon","Marine notes, Ginger, Cardamom","Musk, Cedarwood, Vetiver",Olivier Polge,https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/F_by_Ferragamo_pour_Homme_Free_Time
NA,F by Ferragamo pour Homme Salvatore Ferragamo 2007 After Shave Lotion,Salvatore Ferragamo,2007,After Shave Lotion,NA,NA,"Green, Aquatic, Spicy, Woody, Fruity","Apple, Lavender",Black pepper,"Labdanum, Amber, Leathery notes",Olivier Polge,https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/F_by_Ferragamo_pour_Homme_After_Shave_Lotion
NA,F by Ferragamo pour Homme Salvatore Ferragamo 2007 Eau de Toilette,Salvatore Ferragamo,2007,Eau de Toilette,7.5,117,"Spicy, Fresh, Fruity, Leathery, Citrus","Apple, Lavender",Black pepper,"Labdanum, Amber, Leathery notes",Olivier Polge,https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/F_by_Ferragamo_pour_Homme_Eau_de_Toilette
NA,F by Ferragamo,Salvatore Ferragamo,2006,NA,6.4,21,"Fruity, Sweet, Floral, Fresh, Synthetic",Jasmine,Rose,Orange blossom,Francis Kurkdjian,https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/F_by_Ferragamo
NA,F de Ferragamo Salvatore Ferragamo 1971 Eau de Toilette,Salvatore Ferragamo,1971,Eau de Toilette,8.1,4,"Woody, Floral, Sweet, Spicy, Oriental",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/F_de_Ferragamo_Eau_de_Toilette
NA,F de Ferragamo Salvatore Ferragamo 1971 Parfum,Salvatore Ferragamo,1971,Parfum,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/F_de_Ferragamo_Parfum
NA,F for Fascinating Crystal Edition,Salvatore Ferragamo,2011,NA,NA,NA,"Floral, Fruity, Sweet","Orange sorbet, Sugar",Jasmine,Patchouli,Olivier Polge,https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/F_for_Fascinating_Crystal_Edition
NA,F for Fascinating Night,Salvatore Ferragamo,2009,NA,6.8,11,"Floral, Sweet, Fruity, Fresh, Spicy","Mandarin orange, Pink pepper","Rose, Jasmine","Amber, Musk, Patchouli",Olivier Polge,https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/F_for_Fascinating_Night
NA,F for Fascinating,Salvatore Ferragamo,2007,NA,6.4,11,"Powdery, Floral, Fresh, Sweet, Fruity",Mandarin orange,Jasmine,Patchouli,Olivier Polge,https://www.parfumo.com/Perfumes/Salvatore_Ferragamo/F_for_Fascinating
NA,F Man,French Connection / FCUK,NA,NA,8.8,2,NA,"Bergamot, Finger lime, Grapefruit, Lime, Blimfark","Cardamom, Ginger, Ozonic notes","Maté, Sandalwood, White cedarwood",Bertrand Duchaufour,https://www.parfumo.com/Perfumes/french-connection/F_Man
NA,f,Perry Ellis,2004,NA,7.7,3,"Green, Spicy, Woody, Sweet, Floral","Ivy, Lily, Rose","Gardenia, Peony","Cinnamon, Musk, Sandalwood",NA,https://www.parfumo.com/Perfumes/Perry_Ellis/Perry_Ellis_F
NA,F Woman,French Connection / FCUK,2007,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/french-connection/F_Woman
NA,F!,Fragonard,2006,NA,6.2,21,"Spicy, Fresh, Woody, Earthy, Smoky","Bergamot, Black pepper, Juniper berry, Vervain","Clove, Gaiac wood, Nutmeg","Amber, Cedar, Patchouli",NA,https://www.parfumo.com/Perfumes/Fragonard/F_
NA,F. da Montefeltro,V Canto,2021,NA,8.4,7,"Fougère, Woody, Oriental, Earthy","Bulgarian lavender, French blackcurrant, Italian peach, Sicilian grapefruit","Florentine iris, Ambergris, Gurjum balsam, Ylang-ylang, Italian lily of the valley, Magnolia","Bourbon vanilla, Cambodian oud, Indian patchouli, Sandalwood, Cuban cedar",Paolo Terenzi,https://www.parfumo.com/Perfumes/V_Canto/f-da-montefeltro
NA,F..cking Handsome,HelloHelen,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/hellohelen/f-cking-handsome
NA,F/P Homme Numero 001,Fruits & Passion,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Fruits__Passion/FP_Homme_Numero_001
NA,F/P Homme Numero 002,Fruits & Passion,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Fruits__Passion/FP_Homme_Numero_002
NA,F@ck Me,Layered,1995,NA,7.4,42,"Powdery, Sweet, Floral, Spicy, Citrus","Lemon, Eucalyptus, Orange","Iris, Rose, Orange blossom, Bilge","Amber, Vanilla, Citron, Musk, Rubber",NA,https://www.parfumo.com/Perfumes/layered/f-ck-me
NA,F1 - Formula 1,Parfums Codibel,1993,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Parfums_Codibel/F1__Formula_1
NA,F1 World Champion,Black Onyx,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Black_Onyx/F1_World_Champion
NA,F1660,Faiz Niche,NA,NA,NA,NA,NA,NA,NA,NA,Jennifer McKay Newton,https://www.parfumo.com/Perfumes/faiz-niche/f1660
NA,F1880,Faiz Niche,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/faiz-niche/f1880
NA,F1993,Faiz Niche,NA,NA,8.2,14,"Woody, Oriental, Spicy, Citrus, Resinous","Bergamot, Mandarin orange, Rot","Tree bark, Vanilla","Cambodian oud, Indonesian oud, Trungle",NA,https://www.parfumo.com/Perfumes/faiz-niche/f1993
NA,F3993,Faiz Niche,NA,NA,NA,NA,NA,"Galbanum, Ginger, Lemon, Pineapple, Flabtus","Jasmine, Lily, Orange blossom, Rose, Ylang-ylang","Amber, Cedar, Sandalwood, Vanilla",NA,https://www.parfumo.com/Perfumes/faiz-niche/f3993
NA,F3995,Faiz Niche,2015,NA,7.7,22,"Leathery, Spicy, Resinous, Smoky, Animal",NA,NA,NA,Carlos Benaïm,https://www.parfumo.com/Perfumes/faiz-niche/f3995
NA,F3997,Faiz Niche,NA,NA,NA,NA,NA,"Blackcurrant, Coconut, Mandarin orange, Nebulonix","Frangipani, Orange blossom, Rancidness","Dry woods, Vanilla, Finglebop",NA,https://www.parfumo.com/Perfumes/faiz-niche/f3997
NA,F3998,Faiz Niche,2015,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/faiz-niche/f3998
NA,F3999,Faiz Niche,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/faiz-niche/f3999
NA,F4000,Faiz Niche,2019,NA,NA,NA,NA,NA,NA,NA,"Moustafa Shoair Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/faiz-niche/f4000
NA,F4001,Faiz Niche,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/faiz-niche/f4001
NA,F4994,Faiz Niche,1998,NA,NA,NA,NA,"Bergamot, Bitter almond, Cardamom, Galbanum, Lemon grass, Drindle","Balsam fir, Bulgarian rose otto, Cinnamon, Frankincense, French beeswax, Pine needle","Atlas cedar, Australian sandalwood, Calamus, Frankincense, Myrrh, Opoponax, Virginia cedar, Quintozar",Dawn Spencer Hurwitz,https://www.parfumo.com/Perfumes/faiz-niche/f4994
NA,F4997,Faiz Niche,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/faiz-niche/f4997
NA,F5000,Faiz Niche,2019,NA,8.8,18,"Sweet, Fruity, Leathery, Spicy, Creamy",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/faiz-niche/f5000
NA,F5991,Faiz Niche,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/faiz-niche/f5991
NA,Fa Body Splash - Body Water Artic,Fa,NA,NA,NA,NA,NA,"Aloe vera, Grapefruit, Lemon, Vinegar","Beeswax, Vetiver","Benzoin, Frankincense, Oud, Saffron, Sandalwood",NA,https://www.parfumo.com/Perfumes/Fa/Fa_Body_Splash__Body_Water_Artic
NA,Fa Body Splash - Body Water California,Fa,2009,NA,NA,NA,NA,NA,NA,NA,"Naomi Clark Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Fa/Fa_Body_Splash__Body_Water_California
NA,Fa Body Splash - Body Water Ice-Land,Fa,NA,NA,NA,NA,NA,"Bergamot, Grapefruit, Lime, Orange, Nebulonix","Geranium, Jasmine, Lily","Amber, Musk, Patchouli, Sandalwood, Woods, Nausea",NA,https://www.parfumo.com/Perfumes/Fa/Fa_Body_Splash__Body_Water_Ice_Land
NA,Fa Body Splash - Body Water Papeete,Fa,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Fa/Fa_Body_Splash__Body_Water_Papeete
NA,Fa Body Splash - Caribbean Lemon,Fa,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Fa/Fa_Body_Splash__Caribbean_Lemon
NA,Fa Body Splash - Musk,Fa,2015,NA,8.9,7,"Spicy, Leathery, Floral, Oriental, Powdery",NA,NA,NA,Francesca Bianchi,https://www.parfumo.com/Perfumes/Fa/Fa_Body_Splash__Musk
NA,Fa Body Splash - Pink Passion,Fa,1947,NA,NA,NA,"Floral, Chypre",NA,NA,NA,László Lengyel,https://www.parfumo.com/Perfumes/Fa/Fa_Body_Splash__Pink_Passion
NA,Fa Fresh Fa Eau de Cologne Naturelle 70°,Fa,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Fa/Fa_Fresh_Fa_Eau_de_Cologne_Naturelle_70
NA,Fa Men - Amazonic,Fa,2006,NA,7.5,65,"Fruity, Sweet, Floral, Creamy, Fresh","Bulgarian rose, Brazilian passion fruit, French blackcurrant, Italian lemon","Peach, Raspberry, Petitgrain, Ceylon cinnamon, Florentine iris, Mexican tuberose, Tuscan hyacinth","Musk, Laotian oud, Vanilla, Ambergris, Cuban cedar, Damp",Paolo Terenzi,https://www.parfumo.com/Perfumes/Fa/Fa_Men_Amazonic
NA,Fa Men - Attraction Force,Fa,NA,NA,NA,NA,NA,"Leaf green, Pear sorbet, Spoiled Spice","Jasmine, Orange blossom, Pear, Tuberose, Ylang-ylang",Pear,NA,https://www.parfumo.com/Perfumes/Fa/Fa_Men_Attraction_Force
NA,Fa Men - Be Free,Fa,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Fa/Fa_Men_Be_Free
NA,Fa Men - Black Sun,Fa,NA,NA,NA,NA,NA,"Mandarin orange, Pink pepper, Pot marigold, Rot","Jasmine, Orange blossom, Woodland strawberry","Black iris, Musk, Woody notes, Sneerlax",NA,https://www.parfumo.com/Perfumes/Fa/Fa_Men_Black_Sun
NA,Fa Men - Boost-Up,Fa,1987,NA,NA,NA,NA,"Apricot blossom, Bergamot, Lily of the valley, Putridity","Aniseed flower, Tea rose, Violet, Melting Plastic","Cedar, Heliotrope, White musk",NA,https://www.parfumo.com/Perfumes/Fa/Fa_Men_BoostUp
NA,Fa Men - Dark Passion,Fa,NA,NA,NA,NA,NA,"Aniseed, Bergamot, Pineapple, Grim","Jasmine, Violet","Amber, Arborvitae, Hay, Musk, Patchouli, Sandalwood, Tonka bean, Vanilla, Mold",NA,https://www.parfumo.com/Perfumes/Fa/Fa_Men__Dark_Passion
NA,Fa Men - Do-It,Fa,2008,NA,7.3,4,"Fruity, Floral, Sweet",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Fa/Fa_Men_DoIt
NA,Fa Men - Dynamic,Fa,2004,NA,NA,NA,NA,NA,NA,NA,"Fabienne Christenson Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Fa/Fa_Men_Dynamic
NA,Fa Men - Easy-Go,Fa,NA,NA,7.3,14,"Spicy, Oriental, Sweet, Citrus, Woody","Bergamot, Lavender, Lemon, Stalebread","Cinnamon, Patchouli, Geranium, Rubber","Vanilla, Vetiver, Amber",NA,https://www.parfumo.com/Perfumes/Fa/Fa_Men_EasyGo
NA,Fa Men - Kick-Off,Fa,NA,NA,6.5,2,"Smoky, Spicy, Leathery, Woody, Earthy","Jasmine, Saffron, Tonka bean, Moplonk","Cedarwood, Gaiac wood, Musk","Cypriol, Labdanum, Patchouli",NA,https://www.parfumo.com/Perfumes/Fa/Fa_Men_KickOff
NA,Fève Délicieuse,Dior,2015,NA,NA,NA,"Sweet, Gourmand, Spicy, Powdery, Oriental",NA,NA,NA,François Demachy,https://www.parfumo.com/Perfumes/Dior/La_Collection_Privee__Feve_Delicieuse
NA,Fève Gourmande,Guerlain,2023,NA,8.3,191,"Gourmand, Sweet, Spicy, Floral, Powdery",NA,NA,NA,Delphine Jelk,https://www.parfumo.com/Perfumes/Guerlain/feve-gourmande
NA,Fève Tonka de Canaima,Boucheron,2022,NA,7.7,78,"Sweet, Spicy, Powdery, Gourmand, Woody","Bitter almond, Violet","Venezuelan tonka bean, Patchouli, Rose","Labdanum, Sandalwood, Vanilla",Alexis Dadier,https://www.parfumo.com/Perfumes/Boucheron/feve-tonka-de-canaima
NA,Fôm,Lorenzo Pazzaglia,NA,NA,8.5,12,"Woody, Smoky, Leathery, Spicy, Gourmand",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/lorenzo-pazzaglia/fom
NA,Féal,Prestige de Menton,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Prestige_de_Menton/Feal
NA,Fédora,Gustav Lohse,NA,NA,NA,NA,NA,NA,NA,NA,Sandra Anderson,https://www.parfumo.com/Perfumes/gustav-lohse/Fedora
NA,Fée Caprice,Gustav Lohse,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/gustav-lohse/Fee_Caprice
NA,Féerie Rose des Neiges,Van Cleef & Arpels,2011,NA,7.2,18,"Floral, Sweet, Fruity, Powdery, Fresh","Lychee, Pink pepper","Magnolia, Rose","Cedarwood, Tonka bean","Antoine Maisondieu, Givaudan",https://www.parfumo.com/Perfumes/Van_Cleef_Arpels/Feerie_Rose_des_Neiges
NA,Féerie Rubis,Van Cleef & Arpels,2015,NA,6.2,32,"Floral, Fruity, Sweet, Synthetic, Woody","Lychee, Red currant, Pink pepper, Raspberry","Magnolia, Peony, Freesia, Iris","Cedar, Musk, Sandalwood, Tonka bean",NA,https://www.parfumo.com/Perfumes/Van_Cleef_Arpels/Feerie_Rubis
NA,Féerie Spring Blossom,Van Cleef & Arpels,2013,NA,6.8,28,"Floral, Fruity, Powdery, Sweet, Fresh","Lychee, Pink pepper, Cherry blossom","Magnolia, Peony, Raspberry","Tonka bean, Musk","Antoine Maisondieu, Givaudan",https://www.parfumo.com/Perfumes/Van_Cleef_Arpels/Feerie_Spring_Blossom
NA,Féerie Van Cleef & Arpels 2008 Eau de Parfum,Van Cleef & Arpels,2008,Eau de Parfum,6.7,126,"Floral, Fruity, Sweet, Woody, Powdery","Blackcurrant blossom, Violet leaf, Mandarin orange","Violet, Jasmine, Rose","Iris, Precious woods, Vetiver",Antoine Maisondieu,https://www.parfumo.com/Perfumes/Van_Cleef_Arpels/Feerie
NA,Féerie Van Cleef & Arpels 2008 Eau de Toilette,Van Cleef & Arpels,2008,Eau de Toilette,6.6,47,"Floral, Fresh, Green, Sweet, Fruity","Violet leaf, Lemon, Raspberry","Violet, Jasmine, Rose absolute","Musk, Sandalwood, Benzoin",Olivier Pescheux,https://www.parfumo.com/Perfumes/Van_Cleef_Arpels/Feerie_Eau_de_Toilette
NA,Féerie Van Cleef & Arpels 2009 Parfum,Van Cleef & Arpels,2009,Parfum,6.8,4,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Van_Cleef_Arpels/Feerie_Parfum
NA,féminin Pluriel Maison Francis Kurkdjian 2014 Eau de Parfum,Maison Francis Kurkdjian,2014,Eau de Parfum,7.3,276,"Floral, Fresh, Powdery, Sweet, Fruity",NA,NA,NA,Francis Kurkdjian,https://www.parfumo.com/Perfumes/Maison_Francis_Kurkdjian/feminin_Pluriel
NA,féminin Pluriel Maison Francis Kurkdjian Extrait de Parfum,Maison Francis Kurkdjian,NA,Extrait de Parfum,7,3,NA,NA,NA,NA,Francis Kurkdjian,https://www.parfumo.com/Perfumes/Maison_Francis_Kurkdjian/feminin_Pluriel_Extrait_de_Parfum
NA,Féminissime Galimard 2016 Eau de Toilette,Galimard,2016,Eau de Toilette,6.5,14,"Sweet, Fruity, Gourmand, Floral, Creamy","Peach, Bergamot, Lemon, Pineapple","Iris, Jasmine, Orange blossom","Musk, Oakmoss, Patchouli, Tonka bean",NA,https://www.parfumo.com/Perfumes/Galimard/feminissime-eau-de-toilette
NA,Féminité du bois 30 ans,Serge Lutens,1973,NA,7,17,"Powdery, Floral, Oriental, Spicy, Synthetic","Geranium, Rose, Bergamot, Jasmine","Sandalwood, Vetiver, Iris","Amber, Vanilla, Musk, Oakmoss, Aged Pepper",NA,https://www.parfumo.com/Perfumes/Serge_Lutens/feminite-du-bois-30-ans
NA,Féminité du bois,Serge Lutens,2009,NA,7.7,600,"Woody, Spicy, Sweet, Floral, Oriental",NA,NA,NA,"Christopher Sheldrake, Serge Lutens, Pierre Bourdon",https://www.parfumo.com/Perfumes/Serge_Lutens/Feminite_du_Bois
NA,Féminité du Bois Shiseido / 資生堂 1992 Eau de Parfum,Shiseido / 資生堂,1992,Eau de Parfum,8.6,225,"Woody, Spicy, Oriental, Sweet, Floral",NA,NA,NA,"Pierre Bourdon, Christopher Sheldrake",https://www.parfumo.com/Perfumes/Shiseido/Feminite_du_Bois_Eau_de_Parfum
NA,Féminité du Bois Shiseido / 資生堂 1992 Eau Timide,Shiseido / 資生堂,1992,Eau Timide,8.4,20,"Spicy, Woody, Sweet, Fruity, Oriental",NA,NA,NA,"Pierre Bourdon, Christopher Sheldrake",https://www.parfumo.com/Perfumes/Shiseido/Feminite_du_Bois_Eau_Timide
NA,Féminité du Bois Shiseido / 資生堂 1992 Parfum,Shiseido / 資生堂,1992,Parfum,8.7,6,"Woody, Floral, Fruity, Spicy, Oriental",NA,NA,NA,"Pierre Bourdon, Christopher Sheldrake",https://www.parfumo.com/Perfumes/Shiseido/Feminite_du_Bois_Parfum
NA,Féodalis,Roger & Gallet,1895,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Roger__Gallet/Feodalis
NA,Féraud 2 Féraud 2001 Parfum de Toilette,Féraud,2001,Parfum de Toilette,7.5,153,"Spicy, Green, Fruity, Woody, Smoky","Black tea, Dried fruits, Date, Bergamot","Ginger, Pink pepper, Saffron","Frankincense, Vetiver, Musk, Vanilla",Karine Vinchon-Spehner,https://www.parfumo.com/Perfumes/Feraud/Feraud_2_Parfum_de_Toilette
NA,Féraud 2 Féraud 2015 Parfum,Féraud,2015,Parfum,8.5,2,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Feraud/Feraud_2_Parfum
NA,Féraud,Féraud,2004,NA,NA,NA,NA,"Eucalyptus, Lemon, Lime, Peppermint","Cedar, Geranium, Mint","Musk, Patchouli, Vetiver, Zorplox",Jacques Chabert,https://www.parfumo.com/Perfumes/Feraud/Feraud_Paris
NA,Féraud Homme,Féraud,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Feraud/Feraud_Homme
NA,Féraud pour Homme Féraud 1998 After Shave,Féraud,1998,After Shave,6.6,5,"Sweet, Floral, Fruity, Fresh, Creamy","Apple, Osmanthus, Water lily","Honeysuckle, Jasmine, Lotus","Cashmere wood, Iris, Musk",NA,https://www.parfumo.com/Perfumes/Feraud/Feraud_pour_Homme_After_Shave
NA,Féraud pour Homme Féraud 2001 Cologne,Féraud,2001,Cologne,7.3,63,"Fresh, Citrus, Floral, Woody, Fruity","Lemon, Bergamot, Galbanum","Magnolia, Cedarwood, Sandalwood","Musk, Moss",NA,https://www.parfumo.com/Perfumes/Feraud/Feraud_pour_Homme_Cologne
NA,Féraud Sunshine Eau d'Été,Féraud,NA,NA,NA,NA,NA,"Black pepper, Saffron, Putrescence","Iris, Rose, Ylang-ylang","Animalic notes, Oud",NA,https://www.parfumo.com/Perfumes/Feraud/Sunshine_Eau_d_Ete
NA,Fétiche Ellen Betrix 2002 Eau de Parfum,Ellen Betrix,2002,Eau de Parfum,NA,NA,NA,NA,NA,NA,"Astrid Favro-Heald Weinstock Brand owner, Perfume maker",https://www.parfumo.com/Perfumes/Ellen_Betrix/Fetiche_Eau_de_Parfum
NA,Fétiche Ellen Betrix Parfum,Ellen Betrix,NA,Parfum,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Ellen_Betrix/fetiche-parfum
NA,Fā' فاء,Abjad,1987,NA,7.1,80,"Green, Fresh, Woody, Fruity, Floral","Fig, Blackcurrant, Sour Milk","Stone pine, Rotten Onion","Musk, Cedar",NA,https://www.parfumo.com/Perfumes/Abjad/F_
NA,Faïsa,Myrurgia,1935,NA,7,7,"Floral, Fresh, Woody, Powdery, Green",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Myrurgia/Faisa
NA,Faïsa,Ramón Monegal,2020,NA,8.3,139,"Sweet, Spicy, Oriental, Woody, Resinous","Saffron, Lemon, Ylang-ylang","Rose, Jasmine, Mimosa","Amber, Tonka bean, Vanilla",Ramón Monegal Maso,https://www.parfumo.com/Perfumes/Ramon_Monegal/faisa
NA,Fête d'Hiver,Ayala Moriel,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Ayala_Moriel/Fte_d_Hiver
NA,Fête,Molyneux,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Molyneux/fete
NA,Fête Molyneux 1962 Parfum,Molyneux,1962,Parfum,9.5,4,"Spicy, Chypre, Leathery, Green, Woody",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Molyneux/fete-1962-parfum
NA,Fête Molyneux 1964 Eau de Toilette,Molyneux,1964,Eau de Toilette,7.6,13,"Chypre, Fruity, Floral, Leathery, Powdery",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Molyneux/fete-1964-eau-de-toilette
NA,Fête Mondaine,Violet / Veolay,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Violet/Fte_Mondaine
NA,Fêtes de l'Hiver,Lancôme,1947,NA,NA,NA,NA,NA,NA,NA,Armand Petitjean,https://www.parfumo.com/Perfumes/Lancome/Ftes_de_l_Hiver
NA,Fêtes Persanes,Parfums MDCI,2016,NA,8,105,"Spicy, Oriental, Sweet, Resinous, Woody","Black pepper, Elemi resin, Bergamot","Cardamom, Cinnamon, Clove, Rose","Vanilla, White musk, Cedarwood, Patchouli, Gaiac wood",Cécile Zarokian,https://www.parfumo.com/Perfumes/Parfums_MDCI/Ftes_Persanes
NA,Fabien Absolute Henry Jacques Extrait de Parfum,Henry Jacques,NA,Extrait de Parfum,NA,NA,NA,"Bitter orange, Lemon, Charcoal","Jasmine, Rose, Tonka bean, Flabtus","Almond, Sandalwood, Tolu balm, Vanilla",NA,https://www.parfumo.com/Perfumes/Henry_Jacques/fabien-absolute-extrait-de-parfum
NA,Fabien Absolute Henry Jacques Pure Perfume,Henry Jacques,NA,Pure Perfume,8.4,27,"Woody, Green, Spicy, Floral, Fougère","Bergamot, Green leaves, Mandarin orange","Brazilian palmarosa, Oud, Violet","Musk, Oakmoss, Sandalwood",NA,https://www.parfumo.com/Perfumes/Henry_Jacques/fabien-absolute-pure-perfume
NA,Fabiola,Fragrifert,NA,NA,NA,NA,"Floral, Powdery, Sweet, Creamy","Almond blossom, Bergamot, Iris, White blossoms, Carrion","Floral notes, Rosebud, White iris, Offense","Cotton flower, Heliotrope, White musk, Zarquon",NA,https://www.parfumo.com/Perfumes/Fragrifert/Fabiola
NA,Fable,Ellis Brooklyn,2016,NA,6.9,26,"Floral, Fruity, Fresh, Citrus, Sweet","Neroli, Blackcurrant","Honeysuckle, Petitgrain, Violet","Amber, Cedarwood","Jérôme Epinette, Robertet",https://www.parfumo.com/Perfumes/Ellis-Brooklyn/Fable
NA,Fables d'Orient,L'Artisan Parfumeur,2021,NA,7.5,13,"Spicy, Synthetic, Powdery, Oriental, Floral",NA,NA,NA,Christophe Raynaud,https://www.parfumo.com/Perfumes/LArtisan_Parfumeur/fables-d-orient
NA,Fabuleuse de,Léonard,1998,NA,4.3,3,"Woody, Floral, Fresh, Citrus",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Leonard/Fabuleuse
NA,Fabuleux,RP,NA,NA,8.2,6,"Sweet, Resinous, Spicy, Fresh, Woody",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/rp/fabuleux
NA,Fabulic,Carnival Wax,1994,NA,NA,NA,"Oriental, Woody, Spicy, Earthy, Powdery","Bitter orange, Citrus fruits, Neroli","Patchouli, Orris root, Jasmine, Rose, Grimtak","Amber, Benzoin, Frankincense, Musk, Vanilla, White chocolate, Woods","Jacques Polge, Christopher Sheldrake",https://www.parfumo.com/Perfumes/Carnival_Wax/Fabulic
NA,Fabulous in Paradise,Victoria's Secret,2013,NA,NA,NA,NA,Red frangipani,Mediterranean mimosa,Coconut,NA,https://www.parfumo.com/Perfumes/Victoria_s_Secret/Fabulous_in_Paradise
NA,Fabulous,Mark des Vince,2010,NA,NA,NA,NA,"Honeysuckle, Rose, Tangerine","Jasmine, Peony, Tiaré, White blossoms","Musk, Velvet, Woody notes",NA,https://www.parfumo.com/Perfumes/mark-des-vince/fabulous
NA,Fabulous Me,Paco Rabanne,2019,NA,6.9,4,"Woody, Oriental, Powdery, Spicy, Fruity",NA,NA,NA,"Aliénor Massenet, Symrise",https://www.parfumo.com/Perfumes/Paco_Rabanne/Fabulous_Me
NA,Fabulous Orchid,Liu•Jo,NA,NA,8.5,2,NA,"Almond, Blackcurrant, Calabrian bergamot, Coffee, Sicilian lemon","Gardenia, Iris, Jasmine, Orange blossom, Orchid, Tuberose","Amber, Bourbon vanilla, Cashmere wood, Cedarwood, Cocoa, Musk, Tonka bean",NA,https://www.parfumo.com/Perfumes/Liu_Jo/fabulous-orchid
NA,Fabulous Patchouli,G Parfums,2015,NA,7.3,50,"Leathery, Powdery, Synthetic, Floral, Woody","Ambrette seed, Pink pepper, Bergamot, Zarquon","Iris, Violet, Acridity","Suede, Musk, Blond woods",Emilie Bevierre-Coppermann,https://www.parfumo.com/Perfumes/G_Parfums/fabulous-patchouli
NA,Fabulous Sweet,Zara,NA,NA,8.2,13,"Sweet, Creamy, Fruity, Gourmand, Floral","Pear, Mandarin orange, Pink pepper","Ylang-ylang, Tuberose, Coconut water","Tonka bean, Patchouli, Vanilla",NA,https://www.parfumo.com/Perfumes/Zara/fabulous-sweet
NA,Fabulous Victoria's Secret 2013 Eau de Parfum,Victoria's Secret,2013,Eau de Parfum,4.8,3,"Fruity, Floral, Fresh, Sweet",NA,NA,NA,NA,https://www.parfumo.com/Perfumes/Victoria_s_Secret/fabulous-eau-de-parfum
