id,pokemon,species_id,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,color_1,color_2,color_f,egg_group_1,egg_group_2,url_icon,generation_id,url_image
584,vanilluxe,584,1.3,57.5,241,ice,NA,71,95,85,110,95,79,#98D8D8,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/a/ad/584MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/584.png
585,deerling,585,0.6,19.5,67,normal,grass,60,60,50,40,50,75,#A8A878,#78C850,#9CAF6E,ground,NA,//archives.bulbagarden.net/media/upload/5/59/585MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/585.png
586,sawsbuck,586,1.9,92.5,166,normal,grass,80,100,70,60,70,95,#A8A878,#78C850,#9CAF6E,ground,NA,//archives.bulbagarden.net/media/upload/a/a8/586MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/586.png
587,emolga,587,0.4,5,150,electric,flying,55,75,60,75,60,103,#F8D030,#A890F0,#E4C05E,ground,NA,//archives.bulbagarden.net/media/upload/7/75/587MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/587.png
588,karrablast,588,0.5,5.9,63,bug,NA,50,75,45,40,45,60,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/d/df/588MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/588.png
589,escavalier,589,1,33,173,bug,steel,70,135,105,60,105,20,#A8B820,#B8B8D0,#ABB84A,bug,NA,//archives.bulbagarden.net/media/upload/6/6f/589MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/589.png
590,foongus,590,0.2,1,59,grass,poison,69,55,45,55,55,15,#78C850,#A040A0,#81A763,plant,NA,//archives.bulbagarden.net/media/upload/d/d9/590MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/590.png
591,amoonguss,591,0.6,10.5,162,grass,poison,114,85,70,85,80,30,#78C850,#A040A0,#81A763,plant,NA,//archives.bulbagarden.net/media/upload/e/e7/591MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/591.png
592,frillish,592,1.2,33,67,water,ghost,55,40,50,65,85,40,#6890F0,#705898,#6982DA,indeterminate,NA,//archives.bulbagarden.net/media/upload/5/57/592MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/592.png
593,jellicent,593,2.2,135,168,water,ghost,100,60,70,85,105,60,#6890F0,#705898,#6982DA,indeterminate,NA,//archives.bulbagarden.net/media/upload/c/c4/593MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/593.png
594,alomomola,594,1.2,31.6,165,water,NA,165,75,80,40,45,65,#6890F0,NA,NA,water1,water2,//archives.bulbagarden.net/media/upload/f/fd/594MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/594.png
595,joltik,595,0.1,0.6,64,bug,electric,50,47,50,57,50,65,#A8B820,#F8D030,#BBBD23,bug,NA,//archives.bulbagarden.net/media/upload/c/c3/595MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/595.png
596,galvantula,596,0.8,14.3,165,bug,electric,70,77,60,97,60,108,#A8B820,#F8D030,#BBBD23,bug,NA,//archives.bulbagarden.net/media/upload/b/b1/596MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/596.png
597,ferroseed,597,0.6,18.8,61,grass,steel,44,50,91,24,86,10,#78C850,#B8B8D0,#87C46F,plant,mineral,//archives.bulbagarden.net/media/upload/b/b2/597MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/597.png
598,ferrothorn,598,1,110,171,grass,steel,74,94,131,54,116,20,#78C850,#B8B8D0,#87C46F,plant,mineral,//archives.bulbagarden.net/media/upload/d/d4/598MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/598.png
599,klink,599,0.3,21,60,steel,NA,40,55,70,45,60,30,#B8B8D0,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/b/b3/599MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/599.png
600,klang,600,0.6,51,154,steel,NA,60,80,95,70,85,50,#B8B8D0,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/3/3e/600MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/600.png
601,klinklang,601,0.6,81,234,steel,NA,60,100,115,70,85,90,#B8B8D0,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/2/26/601MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/601.png
602,tynamo,602,0.2,0.3,55,electric,NA,35,55,40,45,40,60,#F8D030,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/0/0d/602MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/602.png
603,eelektrik,603,1.2,22,142,electric,NA,65,85,70,75,70,40,#F8D030,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/9/97/603MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/603.png
604,eelektross,604,2.1,80.5,232,electric,NA,85,115,80,105,80,50,#F8D030,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/8/8c/604MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/604.png
605,elgyem,605,0.5,9,67,psychic,NA,55,55,55,85,55,30,#F85888,NA,NA,humanshape,NA,//archives.bulbagarden.net/media/upload/e/ed/605MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/605.png
606,beheeyem,606,1,34.5,170,psychic,NA,75,75,75,125,95,40,#F85888,NA,NA,humanshape,NA,//archives.bulbagarden.net/media/upload/c/c7/606MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/606.png
607,litwick,607,0.3,3.1,55,ghost,fire,50,30,55,65,55,20,#705898,#F08030,#8F617E,indeterminate,NA,//archives.bulbagarden.net/media/upload/a/a0/607MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/607.png
608,lampent,608,0.6,13,130,ghost,fire,60,40,60,95,60,55,#705898,#F08030,#8F617E,indeterminate,NA,//archives.bulbagarden.net/media/upload/1/13/608MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/608.png
609,chandelure,609,1,34.3,234,ghost,fire,60,55,90,145,90,80,#705898,#F08030,#8F617E,indeterminate,NA,//archives.bulbagarden.net/media/upload/f/fa/609MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/609.png
610,axew,610,0.6,18,64,dragon,NA,46,87,60,30,40,57,#7038F8,NA,NA,monster,dragon,//archives.bulbagarden.net/media/upload/d/db/610MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/610.png
611,fraxure,611,1,36,144,dragon,NA,66,117,70,40,50,67,#7038F8,NA,NA,monster,dragon,//archives.bulbagarden.net/media/upload/a/af/611MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/611.png
612,haxorus,612,1.8,105.5,243,dragon,NA,76,147,90,60,70,97,#7038F8,NA,NA,monster,dragon,//archives.bulbagarden.net/media/upload/b/b6/612MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/612.png
613,cubchoo,613,0.5,8.5,61,ice,NA,55,70,40,60,40,40,#98D8D8,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/f/fe/613MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/613.png
614,beartic,614,2.6,260,177,ice,NA,95,130,80,70,80,50,#98D8D8,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/b/bf/614MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/614.png
615,cryogonal,615,1.1,148,180,ice,NA,80,50,50,95,135,105,#98D8D8,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/1/1e/615MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/615.png
616,shelmet,616,0.4,7.7,61,bug,NA,50,40,85,40,65,25,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/1/17/616MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/616.png
617,accelgor,617,0.8,25.3,173,bug,NA,80,70,40,100,60,145,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/3/37/617MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/617.png
618,stunfisk,618,0.7,11,165,ground,electric,109,66,84,81,99,32,#E0C068,#F8D030,#E5C35A,water1,indeterminate,//archives.bulbagarden.net/media/upload/8/81/618MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/618.png
619,mienfoo,619,0.9,20,70,fighting,NA,45,85,50,55,50,65,#C03028,NA,NA,ground,humanshape,//archives.bulbagarden.net/media/upload/b/b6/619MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/619.png
620,mienshao,620,1.4,35.5,179,fighting,NA,65,125,60,95,60,105,#C03028,NA,NA,ground,humanshape,//archives.bulbagarden.net/media/upload/f/fc/620MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/620.png
621,druddigon,621,1.6,139,170,dragon,NA,77,120,90,60,90,48,#7038F8,NA,NA,monster,dragon,//archives.bulbagarden.net/media/upload/2/26/621MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/621.png
622,golett,622,1,92,61,ground,ghost,59,74,50,35,50,35,#E0C068,#705898,#C4A673,mineral,NA,//archives.bulbagarden.net/media/upload/d/d5/622MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/622.png
623,golurk,623,2.8,330,169,ground,ghost,89,124,80,55,80,55,#E0C068,#705898,#C4A673,mineral,NA,//archives.bulbagarden.net/media/upload/0/06/623MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/623.png
624,pawniard,624,0.5,10.2,68,dark,steel,45,85,70,40,40,60,#705848,#B8B8D0,#816F68,humanshape,NA,//archives.bulbagarden.net/media/upload/5/51/624MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/624.png
625,bisharp,625,1.6,70,172,dark,steel,65,125,100,60,70,70,#705848,#B8B8D0,#816F68,humanshape,NA,//archives.bulbagarden.net/media/upload/8/80/625MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/625.png
626,bouffalant,626,1.6,94.6,172,normal,NA,95,110,95,40,95,55,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/d/d2/626MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/626.png
627,rufflet,627,0.5,10.5,70,normal,flying,70,83,50,37,50,60,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/4/4e/627MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/627.png
628,braviary,628,1.5,41,179,normal,flying,100,123,75,57,75,80,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/6/64/628MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/628.png
629,vullaby,629,0.5,9,74,dark,flying,70,55,75,45,65,60,#705848,#A890F0,#7D6570,flying,NA,//archives.bulbagarden.net/media/upload/d/d7/629MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/629.png
630,mandibuzz,630,1.2,39.5,179,dark,flying,110,65,105,55,95,80,#705848,#A890F0,#7D6570,flying,NA,//archives.bulbagarden.net/media/upload/4/4b/630MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/630.png
631,heatmor,631,1.4,58,169,fire,NA,85,97,66,105,66,65,#F08030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/0/07/631MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/631.png
632,durant,632,0.3,33,169,bug,steel,58,109,112,48,48,109,#A8B820,#B8B8D0,#ABB84A,bug,NA,//archives.bulbagarden.net/media/upload/d/d1/632MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/632.png
633,deino,633,0.8,17.3,60,dark,dragon,52,65,50,45,50,38,#705848,#7038F8,#705072,dragon,NA,//archives.bulbagarden.net/media/upload/1/18/633MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/633.png
634,zweilous,634,1.4,50,147,dark,dragon,72,85,70,65,70,58,#705848,#7038F8,#705072,dragon,NA,//archives.bulbagarden.net/media/upload/3/3a/634MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/634.png
635,hydreigon,635,1.8,160,270,dark,dragon,92,105,90,125,90,98,#705848,#7038F8,#705072,dragon,NA,//archives.bulbagarden.net/media/upload/6/64/635MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/635.png
636,larvesta,636,1.1,28.8,72,bug,fire,55,85,55,50,55,60,#A8B820,#F08030,#B9AA23,bug,NA,//archives.bulbagarden.net/media/upload/9/9a/636MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/636.png
637,volcarona,637,1.6,46,248,bug,fire,85,60,65,135,105,100,#A8B820,#F08030,#B9AA23,bug,NA,//archives.bulbagarden.net/media/upload/f/f6/637MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/637.png
638,cobalion,638,2.1,250,261,steel,fighting,91,90,129,90,72,108,#B8B8D0,#C03028,#B997A7,no-eggs,NA,//archives.bulbagarden.net/media/upload/8/87/638MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/638.png
639,terrakion,639,1.9,260,261,rock,fighting,91,129,90,72,90,108,#B8A038,#C03028,#B98434,no-eggs,NA,//archives.bulbagarden.net/media/upload/2/2f/639MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/639.png
640,virizion,640,2,200,261,grass,fighting,91,90,72,90,129,108,#78C850,#C03028,#89A346,no-eggs,NA,//archives.bulbagarden.net/media/upload/9/9b/640MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/640.png
641,tornadus-incarnate,641,1.5,63,261,flying,NA,79,115,70,125,80,111,#A890F0,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/7/70/641MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/641.png
642,thundurus-incarnate,642,1.5,61,261,electric,flying,79,115,70,125,80,111,#F8D030,#A890F0,#E4C05E,no-eggs,NA,//archives.bulbagarden.net/media/upload/6/63/642MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/642.png
643,reshiram,643,3.2,330,306,dragon,fire,100,120,100,150,120,90,#7038F8,#F08030,#8F49C7,no-eggs,NA,//archives.bulbagarden.net/media/upload/5/5c/643MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/643.png
644,zekrom,644,2.9,345,306,dragon,electric,100,150,120,120,100,90,#7038F8,#F8D030,#905CC7,no-eggs,NA,//archives.bulbagarden.net/media/upload/e/e9/644MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/644.png
645,landorus-incarnate,645,1.5,68,270,ground,flying,89,125,90,115,80,101,#E0C068,#A890F0,#D2B488,no-eggs,NA,//archives.bulbagarden.net/media/upload/c/cb/645MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/645.png
646,kyurem,646,3,325,297,dragon,ice,125,130,90,130,90,95,#7038F8,#98D8D8,#795EF0,no-eggs,NA,//archives.bulbagarden.net/media/upload/4/42/646MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/646.png
647,keldeo-ordinary,647,1.4,48.5,261,water,fighting,91,72,90,129,90,108,#6890F0,#C03028,#7D78BF,no-eggs,NA,//archives.bulbagarden.net/media/upload/f/f3/647MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/647.png
648,meloetta-aria,648,0.6,6.5,270,normal,psychic,100,77,77,128,128,90,#A8A878,#F85888,#BB947B,no-eggs,NA,//archives.bulbagarden.net/media/upload/6/6e/648MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/648.png
649,genesect,649,1.5,82.5,270,bug,steel,71,120,95,120,95,99,#A8B820,#B8B8D0,#ABB84A,no-eggs,NA,//archives.bulbagarden.net/media/upload/b/b7/649MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/649.png
650,chespin,650,0.4,9,63,grass,NA,56,61,65,48,45,38,#78C850,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/2/27/650MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/650.png
651,quilladin,651,0.7,29,142,grass,NA,61,78,95,56,58,57,#78C850,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/b/b0/651MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/651.png
652,chesnaught,652,1.6,90,239,grass,fighting,88,107,122,74,75,64,#78C850,#C03028,#89A346,ground,NA,//archives.bulbagarden.net/media/upload/8/8f/652MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/652.png
653,fennekin,653,0.4,9.4,61,fire,NA,40,45,40,62,60,60,#F08030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/5/50/653MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/653.png
654,braixen,654,1,14.5,143,fire,NA,59,59,58,90,70,73,#F08030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/6/6d/654MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/654.png
655,delphox,655,1.5,39,240,fire,psychic,75,69,72,114,100,104,#F08030,#F85888,#F17645,ground,NA,//archives.bulbagarden.net/media/upload/9/97/655MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/655.png
656,froakie,656,0.3,7,63,water,NA,41,56,40,62,44,71,#6890F0,NA,NA,water1,NA,//archives.bulbagarden.net/media/upload/7/7c/656MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/656.png
657,frogadier,657,0.6,10.9,142,water,NA,54,63,52,83,56,97,#6890F0,NA,NA,water1,NA,//archives.bulbagarden.net/media/upload/0/00/657MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/657.png
658,greninja,658,1.5,40,239,water,dark,72,95,67,103,71,122,#6890F0,#705848,#6982C7,water1,NA,//archives.bulbagarden.net/media/upload/c/cd/658MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/658.png
659,bunnelby,659,0.4,5,47,normal,NA,38,36,38,32,36,57,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/1/10/659MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/659.png
660,diggersby,660,1,42.4,148,normal,ground,85,56,77,50,77,78,#A8A878,#E0C068,#B5AD74,ground,NA,//archives.bulbagarden.net/media/upload/6/6d/660MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/660.png
661,fletchling,661,0.3,1.7,56,normal,flying,45,50,43,40,38,62,#A8A878,#A890F0,#A8A295,flying,NA,//archives.bulbagarden.net/media/upload/d/d8/661MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/661.png
662,fletchinder,662,0.7,16,134,fire,flying,62,73,55,56,52,84,#F08030,#A890F0,#DE835E,flying,NA,//archives.bulbagarden.net/media/upload/0/06/662MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/662.png
663,talonflame,663,1.2,24.5,175,fire,flying,78,81,71,74,69,126,#F08030,#A890F0,#DE835E,flying,NA,//archives.bulbagarden.net/media/upload/4/4d/663MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/663.png
664,scatterbug,664,0.3,2.5,40,bug,NA,38,35,40,27,25,35,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/1/1e/664MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/664.png
665,spewpa,665,0.3,8.4,75,bug,NA,45,22,60,27,30,29,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/1/15/665MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/665.png
666,vivillon,666,1.2,17,185,bug,flying,80,52,50,90,50,89,#A8B820,#A890F0,#A8AE52,bug,NA,//archives.bulbagarden.net/media/upload/3/31/666MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/666.png
667,litleo,667,0.6,13.5,74,fire,normal,62,50,58,73,54,72,#F08030,#A8A878,#DE8941,ground,NA,//archives.bulbagarden.net/media/upload/d/d4/667MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/667.png
668,pyroar,668,1.5,81.5,177,fire,normal,86,68,72,109,66,106,#F08030,#A8A878,#DE8941,ground,NA,//archives.bulbagarden.net/media/upload/2/22/668MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/668.png
669,flabebe,669,0.1,0.1,61,fairy,NA,44,38,39,61,79,42,#EE99AC,NA,NA,fairy,NA,//archives.bulbagarden.net/media/upload/f/ff/669MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/669.png
