season_title,episode_num,episode_title,air_date,IMDB_rating,total_votes,desc
S.P.D.,17,Recognition,6/4/2005,7.1,50,"Wootox watches the Rangers defeat his robot using the Delta Command Megazord. Determined to take it over, Wootox allows himself to be captured. As Sky escorts him to his holding cell, Wootox attacks, switches bodies, and locks Sky in the cell instead. Wootox, free to roam S.P.D. in Sky's body, seeks control of the Delta Command Megazord while Sky, trapped in Wootox and unable to communicate without an alien translator, escapes his cell to stop him. With the other Rangers now hunting him as an escaped criminal, how can Sky warn them of the danger they're in without ..."
S.P.D.,18,Samurai,6/11/2005,7.1,48,"Gruumm opens a time portal in Kyoto, Japan, to bring the city's legendary protector, Samurai Katana, to present day Earth and have Broodwing trick him into thinking the Power Rangers are evil invaders. It doesn't help S.P.D. when the Rangers arrive, confronting the samurai with a display of muscle over diplomacy. Meanwhile, Jack, believing the sword makes the fighter, covets Crugar's Shadow Sabor."
S.P.D.,19,Dismissed,6/18/2005,6.3,51,"Supreme Commander Fowler Birdy arrives and starts making changes at S.P.D. He breaks the Rangers into smaller teams to handle assignments. Doggie protests and gets suspended. Gruumm arrives on Earth for a personal challenge with Doggie, which Birdy decides to accept, but he's no match for Gruumm."
S.P.D.,20,Perspective,6/25/2005,6.7,55,"Krybots attack a depository and the Rangers foil the robbery. With the surveillance system down, Cruger asks them what happened, and each Ranger tells his/her own version of the events, which don't quite match up."
S.P.D.,21,Messenger: Part 1,7/10/2005,7.3,51,"Boom's radio can receive broadcasts on free radical wavelengths, which makes it possible to hear a future broadcast from Earth freedom fighters in the year 2040. Their announcement: They've been fighting since S.P.D. fell on July 11, 2025, which just happens to be today's date."
S.P.D.,22,Messenger: Part 2,7/16/2005,7.1,50,"The floating ball of light that's haunted S.P.D. since Katana's departure reveals itself to be the Omega Ranger from the future. Though he saves S.P.D. from their certain defeat, his disdainful view of their technology puts the Rangers off, leaving them quite content to grant his request to handle Morgana and Devastation alone."
S.P.D.,23,Zapped,7/25/2005,7,47,"Morgana recruits Mysticon and Al by helping the lousy street magician and his bumbling assistant improve their show with a real magic wand which makes Al invisible. Subsequently, there are thefts in broad daylight where no one sees a thing, and a threat of abduction befalls a leading microbiologist. The Rangers, meanwhile, become jealous of Doggie's attentions to Omega Ranger and set out to prove their worth."
S.P.D.,24,Reflection: Part 1,7/30/2005,7.6,53,"The Rangers are encountering past enemies, all of whom are still in custody. Cruger sends Sky to a prison where an inmate may know who's really behind the attacks. Sky barters for the information. After the Rangers capture the culprit, Sky fulfills his end of the bargain, and is tricked into helping the prisoner escape."
S.P.D.,25,Reflection: Part 2,8/12/2005,7.4,52,"After Mirloc's escape, the Rangers try to capture him, but end up getting captured. Omega Ranger manages to free them. Mirloc taunts Sky about Sky's father, and his own personal failure. Jack gives Sky the chance to bring in Mirloc."
S.P.D.,26,S.W.A.T.: Part 1,8/15/2005,7.3,50,"As Kat works on S.W.A.T. mode for the Rangers, their internal bickering escalates to the point where a pair of criminals manage to get away before the Rangers can capture them. Realizing the Rangers need work on being a team, Doggie sends them away for special training. Meanwhile, alien criminals Stench and Thresher slip into S.P.D. and start stealing Ranger technology."
S.P.D.,27,S.W.A.T.: Part 2,8/22/2005,7.7,48,"Due to their abysmal display of disunity, Silverback demotes the Rangers to D-class cadets. With morphers confiscated, the now ex-Rangers are set on an obstacle run where they quickly give up on one another, each going their own way, but tricked back together they finally manage to work as a unit. With training complete, they return to Earth where the Omega and Shadow Rangers have been captured. Time to break out S.W.A.T. mode to rescue their comrades."
S.P.D.,28,Robotpalooza,8/29/2005,6.5,46,"Broodwing threatens three former clients into helping him attack the Power Rangers, but first he waits while Gruumm has Morgana attack the Rangers with three new monsters of her own. Bridge, attuned to psychic energy, starts having premonition dreams where he's battling the three giant robots of Broodwing's associates. His teammates, of course, think he's just dreaming."
S.P.D.,29,Impact,9/23/2005,7.3,45,"In a race against Gruumm to conquer Earth, Broodwing allows Prof. Cerebros to redirect a meteor toward Newtech City while also releasing Dragoul #2. Whichever one the Rangers deal with, the other will destroy the city. Meanwhile, as the Rangers face a potential suicide mission, Gruumm releases an assassination squad against Broodwing."
S.P.D.,30,Katastrophe,9/26/2005,7.6,52,"Commander Birdy offers Kat the position of Chief of Technology at S.P.D. Headquarters. It's a plumb offer that Boom and the Rangers decide to help her take by making it seem they can manage without her. Meanwhile, Mooney, working for Broodwing, creates Gigabot, a giant robot composed of the best parts of previous robots. Programmed with complete knowledge of the Megazord, Gigabot can thwart and counter its every attack. Seeing Kat's desire to help, Birdy gives her a special gift."
S.P.D.,31,Missing,10/2/2005,7.1,46,"Up against Bork, a wanted felon and self-proclaimed master fighter, Bridge is taken captive and put into an all-stone enclosure. It's not all that bad (broken morpher notwithstanding) till the walls start closing in. Meanwhile, Piggy plays to all sides, exclusively loyal to none."
S.P.D.,32,History,10/11/2005,8.1,60,"At their one-year class reunion, former DinoThunder Rangers Conner, Kira and Ethan are pulled through time by Broodwing, utilizing the Dino Gems. Broodwing's apparent plan to pit old Power Rangers against new quickly falls through. Now he has two sets of Rangers to fight, but Gruumm, unwilling to be upstaged by the increasingly independent Broodwing, comes to Earth with Morgana, leading a huge contingent of Krybots, Orange Heads and Blueheads to wipe out the Rangers - present, past AND future."
S.P.D.,33,Badge,10/17/2005,7.6,48,"An old rival of Cruger's appears. He attacks Sky and takes his badge. Soon Syd and Bridge are assaulted. Omega and Cruger fall, leaving only Jack and Z. Jack and Z go after him."
S.P.D.,34,Insomnia,10/28/2005,6.6,46,"In this recap episode, none of B Squad can sleep after overhearing a bit of a conversation between Doggie and Kat. The Rangers review their time with S.P.D. and with each other and wonder if S.P.D. would've defeated Gruumm by now without them."
S.P.D.,35,Resurrection,11/4/2005,8,50,"A new outside interest keeps Jack from performing his Ranger duties in a timely manner, precipitating a confrontation with Doggie. As Gruumm prepares to play his ace against S.P.D., Broodwing has Delex transform humans into green-slime-batteries for a project he's soon to release. And an emergency signal from Gamma Orion reunites 'B' Squad with some long lost comrades, but Bridge is disturbed by aura colors that are off."
S.P.D.,36,Endings: Part 1,11/7/2005,8.2,55,"With Commander Cruger delivered up to Gruumm, the 'A' Squad Rangers take on the 'B' Squad Rangers. Sensing the time is right, Broodwing and his forces overrun the S.P.D. Command Base. While Omega Ranger and the rest of S.P.D. personnel engage the invaders, Kat, with Boom nearby, does what she can to secure the command center and S.P.D.'s future."
S.P.D.,37,Endings: Part 2,11/14/2005,8.3,57,"With Cruger and the S.P.D. Rangers imprisoned aboard Gruumm's ship, it's up to Omega Ranger, Kat and Boom to rally the remaining S.P.D. forces in a last ditch but possibly futile effort to defend Earth. Piggy seeks to be at peace with his earlier actions while Cruger, with his execution immanent, resolves his recent conflict with Jack. Gruumm completes his primary task, and Omni claims Earth for his own."
S.P.D.,38,Wormhole,7/30/2005,7.9,84,"Gruumm finds a wormhole into Earth's past; S.P.D. follows him. They encounter the DinoThunder Power Rangers, who are busy battling Mesagog."
Mystic Force,1,Broken Spell: Part 1,2/20/2006,7.3,82,"Following an Earthquake, the undead forces of darkness, sealed deep beneath the magical dimension hidden within the woods just outside of a city called Briarwood, are freed from their years-long imprisonment. A sorceress named Udonna seeks out five brave teenagers to combat them, and finds those foretold working at a record/comic shop four of them work at, called Rock Porium. The fifth, a reluctant loner and new guy in town named Nick, fails to believe in magic as easily as the rest. Can the team come together before evil conquers both worlds?"
Mystic Force,2,Broken Spell: Part 2,2/20/2006,7.2,58,"The Knight Wolf Koragg defeats Udonna in a giant battle, and removes her ability to morph. This means the four teens will not have the luxury of time to train, and must become Mystic Force Rangers immediately to take on him and his Hidiacs. But with the easily disillusioned but brave Nick still not feeling the magic within him, the team lacks a Red Ranger!"
Mystic Force,3,Code Busters,2/27/2006,7,53,"Vida and Chip try to unlock more items for their Ranger arsenal by performing ""heroic deeds for hire"", but learn that true heroism comes only in the face of danger. The Hydra Worm that created the underworld pit Morticon and company are trapped in, poses a growing menace to the surface world. To make things worse, the Mucor monster is sent, with an appetite for our heroes! Also, a mysterious figure saves Clare. Is he friend or foe, troll or goblin? Or neither and both? Nick finds out!"
