binomial_name,country,continent,group,year_last_seen,red_list_category,action_type,action_taken
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Impatiens granulifera,Madagascar,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Land & Water Protection,0
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Species Management,0
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Law & Policy,0
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Research & Monitoring,0
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Education & Awareness,0
Impatiens saliensis,Tanzania,Africa,Flowering Plant,1920-1939,Extinct,Unknown,1
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Species Management,0
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Indigofera ankaratrensis,Madagascar,Africa,Flowering Plant,1900-1919,Extinct,Unknown,1
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Species Management,0
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Indigofera pobeguinii,Guinea,Africa,Flowering Plant,1900-1919,Extinct,Unknown,1
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Inversodicraea abbayesii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Inversodicraea pygmaea,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Land & Water Protection,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Species Management,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Law & Policy,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Research & Monitoring,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Education & Awareness,0
Isoetes heldreichii,Greece,Europe,Ferns and Allies,Before 1900,Extinct,Unknown,1
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Land & Water Protection,0
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Species Management,0
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Law & Policy,0
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Research & Monitoring,0
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Education & Awareness,0
Isoetes sinensis,China,Asia,Ferns and Allies,2000-2020,Extinct,Unknown,1
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Ixora trimera,Madagascar,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Land & Water Protection,1
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Species Management,1
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Law & Policy,0
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Research & Monitoring,1
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Education & Awareness,0
Kadua haupuensis,United States,North America,Flowering Plant,1980-1999,Extinct in the Wild,Unknown,0
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Land & Water Protection,0
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Species Management,1
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Law & Policy,0
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Research & Monitoring,1
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Education & Awareness,0
Kanaloa kahoolawensis,United States,North America,Flowering Plant,2000-2020,Extinct in the Wild,Unknown,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Land & Water Protection,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Species Management,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Law & Policy,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Research & Monitoring,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Education & Awareness,0
Kokia cookei,United States,North America,Flowering Plant,1960-1979,Extinct in the Wild,Unknown,1
Kokia lanceolata,United States,North America,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Kokia lanceolata,United States,North America,Flowering Plant,Before 1900,Extinct,Species Management,0
Kokia lanceolata,United States,North America,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Kokia lanceolata,United States,North America,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Kokia lanceolata,United States,North America,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Kokia lanceolata,United States,North America,Flowering Plant,Before 1900,Extinct,Unknown,1
Kunkeliella psilotoclada,Spain,Europe,Flowering Plant,1980-1999,Extinct,Land & Water Protection,1
Kunkeliella psilotoclada,Spain,Europe,Flowering Plant,1980-1999,Extinct,Species Management,1
Kunkeliella psilotoclada,Spain,Europe,Flowering Plant,1980-1999,Extinct,Law & Policy,1
Kunkeliella psilotoclada,Spain,Europe,Flowering Plant,1980-1999,Extinct,Research & Monitoring,0
Kunkeliella psilotoclada,Spain,Europe,Flowering Plant,1980-1999,Extinct,Education & Awareness,0
Kunkeliella psilotoclada,Spain,Europe,Flowering Plant,1980-1999,Extinct,Unknown,0
Kyllinga chrysanthoides,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Land & Water Protection,0
Kyllinga chrysanthoides,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Species Management,0
Kyllinga chrysanthoides,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Kyllinga chrysanthoides,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Kyllinga chrysanthoides,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Kyllinga chrysanthoides,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Unknown,1
Lachanodes arborea,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,2000-2020,Extinct in the Wild,Land & Water Protection,0
Lachanodes arborea,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,2000-2020,Extinct in the Wild,Species Management,1
Lachanodes arborea,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,2000-2020,Extinct in the Wild,Law & Policy,1
Lachanodes arborea,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,2000-2020,Extinct in the Wild,Research & Monitoring,1
Lachanodes arborea,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,2000-2020,Extinct in the Wild,Education & Awareness,0
Lachanodes arborea,"Saint Helena, Ascension and Tristan da Cunha",Africa,Flowering Plant,2000-2020,Extinct in the Wild,Unknown,0
Lepidium amissum,New Zealand,Oceania,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Lepidium amissum,New Zealand,Oceania,Flowering Plant,1900-1919,Extinct,Species Management,0
Lepidium amissum,New Zealand,Oceania,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Lepidium amissum,New Zealand,Oceania,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Lepidium amissum,New Zealand,Oceania,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Lepidium amissum,New Zealand,Oceania,Flowering Plant,1900-1919,Extinct,Unknown,1
Lepidium obtusatum,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Lepidium obtusatum,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Species Management,0
Lepidium obtusatum,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Lepidium obtusatum,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Lepidium obtusatum,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Lepidium obtusatum,New Zealand,Oceania,Flowering Plant,1940-1959,Extinct,Unknown,1
Licania caldasiana,Colombia,South America,Flowering Plant,NA,Extinct,Land & Water Protection,0
Licania caldasiana,Colombia,South America,Flowering Plant,NA,Extinct,Species Management,0
Licania caldasiana,Colombia,South America,Flowering Plant,NA,Extinct,Law & Policy,0
Licania caldasiana,Colombia,South America,Flowering Plant,NA,Extinct,Research & Monitoring,0
Licania caldasiana,Colombia,South America,Flowering Plant,NA,Extinct,Education & Awareness,0
Licania caldasiana,Colombia,South America,Flowering Plant,NA,Extinct,Unknown,1
Lijndenia brenanii,Tanzania,Africa,Flowering Plant,1960-1979,Extinct,Land & Water Protection,1
Lijndenia brenanii,Tanzania,Africa,Flowering Plant,1960-1979,Extinct,Species Management,0
Lijndenia brenanii,Tanzania,Africa,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Lijndenia brenanii,Tanzania,Africa,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Lijndenia brenanii,Tanzania,Africa,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Lijndenia brenanii,Tanzania,Africa,Flowering Plant,1960-1979,Extinct,Unknown,0
Lijndenia ramiflora,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Land & Water Protection,0
Lijndenia ramiflora,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Species Management,0
Lijndenia ramiflora,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Lijndenia ramiflora,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Lijndenia ramiflora,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Lijndenia ramiflora,Madagascar,Africa,Flowering Plant,1960-1979,Extinct,Unknown,1
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Land & Water Protection,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Species Management,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Linderniella boutiqueana,Burundi,Africa,Flowering Plant,1960-1979,Extinct,Unknown,1
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,Extinct,Land & Water Protection,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,Extinct,Species Management,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,Extinct,Law & Policy,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,Extinct,Research & Monitoring,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,Extinct,Education & Awareness,0
Linderniella ugandensis,Uganda,Africa,Flowering Plant,1900-1919,Extinct,Unknown,1
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,Extinct,Land & Water Protection,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,Extinct,Species Management,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,Extinct,Law & Policy,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,Extinct,Research & Monitoring,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,Extinct,Education & Awareness,0
Logania depressa,New Zealand,Oceania,Flowering Plant,Before 1900,Extinct,Unknown,1
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Land & Water Protection,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Species Management,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Law & Policy,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Research & Monitoring,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Education & Awareness,0
Loudetiopsis baldwinii,Guinea,Africa,Flowering Plant,1940-1959,Extinct,Unknown,1
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Land & Water Protection,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Species Management,1
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Law & Policy,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Research & Monitoring,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Education & Awareness,0
Lysimachia minoricensis,Spain,Europe,Flowering Plant,1920-1939,Extinct in the Wild,Unknown,0
Maclurodendron parviflorum,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Land & Water Protection,0
Maclurodendron parviflorum,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Species Management,0
Maclurodendron parviflorum,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Maclurodendron parviflorum,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Maclurodendron parviflorum,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Maclurodendron parviflorum,Malaysia,Asia,Flowering Plant,1960-1979,Extinct,Unknown,1
Madhuca insignis,India,Asia,Flowering Plant,2000-2020,Extinct,Land & Water Protection,0
Madhuca insignis,India,Asia,Flowering Plant,2000-2020,Extinct,Species Management,0
Madhuca insignis,India,Asia,Flowering Plant,2000-2020,Extinct,Law & Policy,0
Madhuca insignis,India,Asia,Flowering Plant,2000-2020,Extinct,Research & Monitoring,0
Madhuca insignis,India,Asia,Flowering Plant,2000-2020,Extinct,Education & Awareness,0
Madhuca insignis,India,Asia,Flowering Plant,2000-2020,Extinct,Unknown,1
Madhuca markleeana,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Land & Water Protection,0
Madhuca markleeana,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Species Management,0
Madhuca markleeana,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Law & Policy,0
Madhuca markleeana,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Research & Monitoring,0
Madhuca markleeana,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Education & Awareness,0
Madhuca markleeana,Malaysia,Asia,Flowering Plant,1980-1999,Extinct,Unknown,1
Magnolia dixonii,Ecuador,South America,Flowering Plant,1960-1979,Extinct,Land & Water Protection,0
Magnolia dixonii,Ecuador,South America,Flowering Plant,1960-1979,Extinct,Species Management,0
Magnolia dixonii,Ecuador,South America,Flowering Plant,1960-1979,Extinct,Law & Policy,0
Magnolia dixonii,Ecuador,South America,Flowering Plant,1960-1979,Extinct,Research & Monitoring,0
Magnolia dixonii,Ecuador,South America,Flowering Plant,1960-1979,Extinct,Education & Awareness,0
Magnolia dixonii,Ecuador,South America,Flowering Plant,1960-1979,Extinct,Unknown,1
Magnolia emarginata,Haiti,North America,Flowering Plant,1980-1999,Extinct,Land & Water Protection,0
Magnolia emarginata,Haiti,North America,Flowering Plant,1980-1999,Extinct,Species Management,0
Magnolia emarginata,Haiti,North America,Flowering Plant,1980-1999,Extinct,Law & Policy,0
Magnolia emarginata,Haiti,North America,Flowering Plant,1980-1999,Extinct,Research & Monitoring,0
Magnolia emarginata,Haiti,North America,Flowering Plant,1980-1999,Extinct,Education & Awareness,0
Magnolia emarginata,Haiti,North America,Flowering Plant,1980-1999,Extinct,Unknown,1
Magnolia wolfii,Colombia,South America,Flowering Plant,2000-2020,Extinct in the Wild,Land & Water Protection,1
Magnolia wolfii,Colombia,South America,Flowering Plant,2000-2020,Extinct in the Wild,Species Management,1
Magnolia wolfii,Colombia,South America,Flowering Plant,2000-2020,Extinct in the Wild,Law & Policy,0
