ori,county,latitude,longitude,state_abbr,state,agency_name,agency_type,is_nibrs,nibrs_start_date
NB0080000,BOYD,42.894448,-98.773022,NE,Nebraska,Boyd County Sheriff's Office,County,TRUE,2021-01-01
NB0110300,BURT,41.854179,-96.337746,NE,Nebraska,Tekamah Police Department,City,TRUE,2019-05-01
NBNSP1100,BURT,41.854179,-96.337746,NE,Nebraska,State Patrol: Burt County,State Police,TRUE,2021-01-01
NB0110000,BURT,41.854179,-96.337746,NE,Nebraska,Burt County Sheriff's Office,County,TRUE,2019-04-01
NB0110200,BURT,41.854179,-96.337746,NE,Nebraska,Oakland Police Department,City,TRUE,2021-01-01
NB0110400,BURT,41.854179,-96.337746,NE,Nebraska,Decatur,Unknown,TRUE,2021-01-01
NBNSP1300,CASS,40.909878,-96.140609,NE,Nebraska,State Patrol: Cass County,State Police,TRUE,2021-01-01
NB0130000,CASS,40.909878,-96.140609,NE,Nebraska,Cass County Sheriff's Office,County,TRUE,2004-05-01
NB0130100,CASS,40.909878,-96.140609,NE,Nebraska,Plattsmouth Police Department,City,TRUE,1998-01-01
NB0180000,CLAY,40.523669,-98.05105,NE,Nebraska,Clay County Sheriff's Office,County,TRUE,2014-12-01
NB0180100,CLAY,40.523669,-98.05105,NE,Nebraska,Harvard Police Department,City,TRUE,2017-04-01
NBNSP1800,CLAY,40.523669,-98.05105,NE,Nebraska,State Patrol: Clay County,State Police,TRUE,2021-01-01
NB0180200,CLAY,40.523669,-98.05105,NE,Nebraska,Sutton Police Department,City,TRUE,2021-01-01
NBNSP3400,GAGE,40.255234,-96.683453,NE,Nebraska,State Patrol: Gage County,State Police,TRUE,2021-01-01
NB0340200,GAGE,40.255234,-96.683453,NE,Nebraska,Wymore Police Department,City,TRUE,2001-05-01
NB0340000,GAGE,40.255234,-96.683453,NE,Nebraska,Gage County Sheriff's Office,County,TRUE,1998-01-01
NB0340100,GAGE,40.255234,-96.683453,NE,Nebraska,Beatrice Police Department,City,TRUE,1998-01-01
NB0400100,HALL,40.866023,-98.498004,NE,Nebraska,Grand Island Police Department,City,TRUE,2016-01-01
NB0400000,HALL,40.866023,-98.498004,NE,Nebraska,Hall County Sheriff's Office,County,TRUE,2006-01-01
NBNSP4000,HALL,40.866023,-98.498004,NE,Nebraska,State Patrol: Hall County,State Police,TRUE,2021-01-01
NBNSP4500,HOLT,42.459287,-98.784766,NE,Nebraska,State Patrol: Holt County,State Police,TRUE,2021-01-01
NB0450200,HOLT,42.459287,-98.784766,NE,Nebraska,Atkinson Police Department,City,TRUE,2023-08-01
NB0450100,HOLT,42.459287,-98.784766,NE,Nebraska,O'Neill Police Department,City,TRUE,2019-04-01
NB0450000,HOLT,42.459287,-98.784766,NE,Nebraska,Holt County Sheriff's Office,County,TRUE,2019-01-01
NB0540100,KNOX,42.634404,-97.891349,NE,Nebraska,Creighton Police Department,City,TRUE,2021-01-01
NB0540000,KNOX,42.634404,-97.891349,NE,Nebraska,Knox County Sheriff's Office,County,TRUE,2019-05-01
NBNSP5400,KNOX,42.634404,-97.891349,NE,Nebraska,State Patrol: Knox County,State Police,TRUE,2021-01-01
NB0540500,KNOX,NA,NA,NE,Nebraska,Bloomfield,NA,TRUE,2021-01-01
NBNSP5800,LOUP,41.897714,-99.509764,NE,Nebraska,State Patrol: Loup County,State Police,TRUE,2021-01-01
NB0580000,LOUP,41.897714,-99.509764,NE,Nebraska,Loup County Sheriff's Office,County,TRUE,2018-07-01
NBNSP6600,OTOE,40.637992,-96.131027,NE,Nebraska,State Patrol: Otoe County,State Police,TRUE,2021-01-01
NB0660100,OTOE,40.637992,-96.131027,NE,Nebraska,Nebraska City Police Department,City,TRUE,2001-01-01
NB0660000,OTOE,40.637992,-96.131027,NE,Nebraska,Otoe County Sheriff's Office,County,TRUE,2002-01-01
NB0720000,POLK,41.187925,-97.570663,NE,Nebraska,Polk County Sheriff's Office,County,TRUE,2003-01-01
NBNSP7200,POLK,41.187925,-97.570663,NE,Nebraska,State Patrol: Polk County,State Police,TRUE,2021-01-01
NBNSP7500,ROCK,42.413325,-99.45853,NE,Nebraska,State Patrol: Rock County,State Police,TRUE,2021-01-01
NB0750000,ROCK,42.413325,-99.45853,NE,Nebraska,Rock County Sheriff's Office,County,TRUE,2021-01-01
NBNSP9300,YORK,40.873056,-97.596742,NE,Nebraska,State Patrol: York County,State Police,TRUE,2021-01-01
NB0930100,YORK,40.873056,-97.596742,NE,Nebraska,York Police Department,City,TRUE,2020-11-01
NB0930000,YORK,40.873056,-97.596742,NE,Nebraska,York County Sheriff's Office,County,TRUE,2002-01-01
NB0930200,YORK,NA,NA,NE,Nebraska,Henderson,NA,TRUE,2022-01-01
NB0010000,ADAMS,40.520632,-98.500044,NE,Nebraska,Adams County Sheriff's Office,County,TRUE,2002-01-01
NBNSP0100,ADAMS,40.520632,-98.500044,NE,Nebraska,State Patrol: Adams County,State Police,TRUE,2021-01-01
NB0010100,ADAMS,40.520632,-98.500044,NE,Nebraska,Hastings Police Department,City,TRUE,2002-07-01
NB0060200,BOONE,41.7054,-98.066794,NE,Nebraska,St. Edward Police Department,City,TRUE,2022-01-01
NB0060000,BOONE,41.7054,-98.066794,NE,Nebraska,Boone County Sheriff's Office,County,TRUE,2003-03-01
NBNSP0600,BOONE,41.7054,-98.066794,NE,Nebraska,State Patrol: Boone County,State Police,TRUE,2021-01-01
NB0060100,BOONE,41.7054,-98.066794,NE,Nebraska,Albion Police Department,City,TRUE,2020-05-01
NB0090000,BROWN,42.34939,-99.923176,NE,Nebraska,Brown County Sheriff's Office,County,TRUE,2021-01-01
NBNSP0900,BROWN,42.34939,-99.923176,NE,Nebraska,State Patrol: Brown County,State Police,TRUE,2021-01-01
NBNSP1400,CEDAR,42.604511,-97.256824,NE,Nebraska,State Patrol: Cedar County,State Police,TRUE,2021-01-01
NB0140300,CEDAR,42.604511,-97.256824,NE,Nebraska,Laurel Police Department,City,TRUE,2021-01-01
NB0140200,CEDAR,42.604511,-97.256824,NE,Nebraska,Randolph Police Department,City,TRUE,2021-01-01
NB0140000,CEDAR,42.604511,-97.256824,NE,Nebraska,Cedar County Sheriff's Office,County,TRUE,2020-08-01
NB0150000,CHASE,40.53039,-101.694192,NE,Nebraska,Chase County Sheriff's Office,County,TRUE,2019-01-01
NBNSP1500,CHASE,40.53039,-101.694192,NE,Nebraska,State Patrol: Chase County,State Police,TRUE,2021-01-01
NB0150100,CHASE,40.53039,-101.694192,NE,Nebraska,Imperial Police Department,City,TRUE,2017-11-01
NB0230100,DAWES,42.711214,-103.134872,NE,Nebraska,Chadron Police Department,City,TRUE,2002-01-01
NB0230000,DAWES,42.711214,-103.134872,NE,Nebraska,Dawes County Sheriff's Office,County,TRUE,2021-01-01
NBNSP2300,DAWES,42.711214,-103.134872,NE,Nebraska,State Patrol: Dawes County,State Police,TRUE,2021-01-01
NB0250000,DEUEL,41.111903,-102.332609,NE,Nebraska,Deuel County Sheriff's Office,County,TRUE,2013-07-01
NBNSP2500,DEUEL,41.111903,-102.332609,NE,Nebraska,State Patrol: Deuel County,State Police,TRUE,2021-01-01
NBNSP2600,DIXON,42.48528,-96.855862,NE,Nebraska,State Patrol: Dixon County,State Police,TRUE,2021-01-01
NB0260000,DIXON,42.48528,-96.855862,NE,Nebraska,Dixon County Sheriff's Office,County,TRUE,2003-01-01
NBNSP2700,DODGE,41.577008,-96.645853,NE,Nebraska,State Patrol: Dodge County,State Police,TRUE,2021-01-01
NB0270300,DODGE,41.577008,-96.645853,NE,Nebraska,Scribner Police Department,City,TRUE,2021-01-01
NB0270100,DODGE,41.577008,-96.645853,NE,Nebraska,Fremont Police Department,City,TRUE,2004-09-01
NB0270000,DODGE,41.577008,-96.645853,NE,Nebraska,Dodge County Sheriff's Office,County,TRUE,2020-11-01
NB0290000,DUNDY,40.180165,-101.681133,NE,Nebraska,Dundy County Sheriff's Office,County,TRUE,2021-01-01
NBNSP2900,DUNDY,40.180165,-101.681133,NE,Nebraska,State Patrol: Dundy County,State Police,TRUE,2021-01-01
NBNSP3800,GRANT,41.915867,-101.756875,NE,Nebraska,State Patrol: Grant County,State Police,TRUE,2021-01-01
NB0380000,GRANT,41.915867,-101.756875,NE,Nebraska,Grant County Sheriff's Office,County,TRUE,2021-01-01
NBNSP4300,HAYES,40.535786,-101.05558,NE,Nebraska,State Patrol: Hayes County,State Police,TRUE,2021-01-01
NB0430000,HAYES,40.535786,-101.05558,NE,Nebraska,Hayes County Sheriff's Office,County,TRUE,2019-05-01
NB0510100,KEITH,41.194413,-101.644486,NE,Nebraska,Ogallala Police Department,City,TRUE,2003-04-01
NBNSP5100,KEITH,41.194413,-101.644486,NE,Nebraska,State Patrol: Keith County,State Police,TRUE,2021-01-01
NB0510000,KEITH,41.194413,-101.644486,NE,Nebraska,Keith County Sheriff's Office,County,TRUE,2003-09-01
NBNSP5700,LOGAN,41.542155,-100.443665,NE,Nebraska,State Patrol: Logan County,State Police,TRUE,2021-01-01
NB0570000,LOGAN,41.542155,-100.443665,NE,Nebraska,Logan County Sheriff's Office,County,TRUE,2018-07-01
NB0630000,NANCE,41.402385,-97.991408,NE,Nebraska,Nance County Sheriff's Office,County,TRUE,2003-01-01
NBNSP6300,NANCE,41.402385,-97.991408,NE,Nebraska,State Patrol: Nance County,State Police,TRUE,2021-01-01
NB077500X,SARPY,NA,NA,NE,Nebraska,Metropolitan Community College: Sarpy County,University or College,FALSE,NA
NBNSP7700,SARPY,41.115064,-96.109125,NE,Nebraska,State Patrol: Sarpy County,State Police,TRUE,2021-01-01
NB0770100,SARPY,41.115064,-96.109125,NE,Nebraska,Bellevue Police Department,City,TRUE,1998-01-01
NB0770000,SARPY,41.115064,-96.109125,NE,Nebraska,Sarpy County Sheriff's Office,County,TRUE,1998-01-01
NB0770200,SARPY,41.115064,-96.109125,NE,Nebraska,Papillion Police Department,City,TRUE,2001-01-01
NB0770400,SARPY,41.115064,-96.109125,NE,Nebraska,La Vista Police Department,City,TRUE,2001-01-01
NB0830000,SIOUX,42.485675,-103.744068,NE,Nebraska,Sioux County Sheriff's Office,County,TRUE,2021-01-01
NBNSP8300,SIOUX,42.485675,-103.744068,NE,Nebraska,State Patrol: Sioux County,State Police,TRUE,2021-01-01
NBNSP9000,WAYNE,42.210746,-97.126243,NE,Nebraska,State Patrol: Wayne County,State Police,TRUE,2021-01-01
NB0900100,WAYNE,42.210746,-97.126243,NE,Nebraska,Wayne Police Department,City,TRUE,2021-01-01
NB0900000,WAYNE,42.210746,-97.126243,NE,Nebraska,Wayne County Sheriff's Office,County,TRUE,2005-02-01
NB0030000,ARTHUR,41.571944,-101.695898,NE,Nebraska,Arthur County Sheriff's Office,County,TRUE,2021-01-01
NBNSP0300,ARTHUR,41.571944,-101.695898,NE,Nebraska,State Patrol: Arthur County,State Police,TRUE,2021-01-01
NB0040000,BANNER,41.53975,-103.726263,NE,Nebraska,Banner County Sheriff's Office,County,TRUE,2021-01-01
NBNSP0400,BANNER,41.53975,-103.726263,NE,Nebraska,State Patrol: Banner County,State Police,TRUE,2021-01-01
NB0050000,BLAINE,41.92523,-99.990771,NE,Nebraska,Blaine County Sheriff's Office,County,TRUE,2019-01-01
NBNSP0500,BLAINE,41.92523,-99.990771,NE,Nebraska,State Patrol: Blaine County,State Police,TRUE,2021-01-01
NB0120100,BUTLER,41.226072,-97.132039,NE,Nebraska,David City Police Department,City,TRUE,2010-10-01
NB0120000,BUTLER,41.226072,-97.132039,NE,Nebraska,Butler County Sheriff's Office,County,TRUE,2012-07-01
NBNSP1200,BUTLER,41.226072,-97.132039,NE,Nebraska,State Patrol: Butler County,State Police,TRUE,2021-01-01
NB0160000,CHERRY,42.566619,-101.070416,NE,Nebraska,Cherry County Sheriff's Office,County,TRUE,2021-01-01
NB0160100,CHERRY,42.566619,-101.070416,NE,Nebraska,Valentine Police Department,City,TRUE,2007-01-01
NBNSP1600,CHERRY,42.566619,-101.070416,NE,Nebraska,State Patrol: Cherry County,State Police,TRUE,2021-01-01
NBNSP1900,COLFAX,41.574675,-97.089455,NE,Nebraska,State Patrol: Colfax County,State Police,TRUE,2021-01-01
NB0190000,COLFAX,41.574675,-97.089455,NE,Nebraska,Colfax County Sheriff's Office,County,TRUE,2015-12-01
NB0190100,COLFAX,41.574675,-97.089455,NE,Nebraska,Schuyler Police Department,City,TRUE,2001-11-01
NB0200000,CUMING,41.915865,-96.788517,NE,Nebraska,Cuming County Sheriff's Office,County,TRUE,2018-07-01
NB0200100,CUMING,41.915865,-96.788517,NE,Nebraska,West Point Police Department,City,TRUE,2003-07-01
NB0200200,CUMING,41.915865,-96.788517,NE,Nebraska,Wisner Police Department,City,TRUE,2021-01-01
NBNSP2000,CUMING,41.915865,-96.788517,NE,Nebraska,State Patrol: Cuming County,State Police,TRUE,2021-01-01
NBNSP2100,CUSTER,41.393893,-99.726866,NE,Nebraska,State Patrol: Custer County,State Police,TRUE,2021-01-01
NB0210000,CUSTER,41.393893,-99.726866,NE,Nebraska,Custer County Sheriff's Office,County,TRUE,2002-01-01
NB0210100,CUSTER,41.393893,-99.726866,NE,Nebraska,Broken Bow Police Department,City,TRUE,2002-01-01
NB0220100,DAKOTA,42.390456,-96.562549,NE,Nebraska,South Sioux City Police Department,City,TRUE,2015-10-01
NBNSP2200,DAKOTA,42.390456,-96.562549,NE,Nebraska,State Patrol: Dakota County,State Police,TRUE,2021-01-01
NB0220000,DAKOTA,42.390456,-96.562549,NE,Nebraska,Dakota County Sheriff's Office,County,TRUE,2021-01-01
NBNSP2400,DAWSON,40.867378,-99.815154,NE,Nebraska,State Patrol: Dawson County,State Police,TRUE,2021-01-01
NB0240000,DAWSON,40.867378,-99.815154,NE,Nebraska,Dawson County Sheriff's Office,County,TRUE,2013-10-01
NB0240100,DAWSON,40.867378,-99.815154,NE,Nebraska,Cozad Police Department,City,TRUE,2013-09-01
NB0240200,DAWSON,40.867378,-99.815154,NE,Nebraska,Gothenburg Police Department,City,TRUE,2004-01-01
NB0240300,DAWSON,40.867378,-99.815154,NE,Nebraska,Lexington Police Department,City,TRUE,2013-09-01
NB0330000,FURNAS,40.191865,-99.909663,NE,Nebraska,Furnas County Sheriff's Office,County,TRUE,2014-03-01
NBNSP3300,FURNAS,40.191865,-99.909663,NE,Nebraska,State Patrol: Furnas County,State Police,TRUE,2021-01-01
NB0350000,GARDEN,41.659381,-102.328229,NE,Nebraska,Garden County Sheriff's Office,County,TRUE,2011-07-01
NBNSP3500,GARDEN,41.659381,-102.328229,NE,Nebraska,State Patrol: Garden County,State Police,TRUE,2021-01-01
NB0370000,GOSPER,40.509838,-99.824078,NE,Nebraska,Gosper County Sheriff's Office,County,TRUE,2013-10-01
NBNSP3700,GOSPER,40.509838,-99.824078,NE,Nebraska,State Patrol: Gosper County,State Police,TRUE,2021-01-01
NBNSP4200,HARLAN,40.178766,-99.403418,NE,Nebraska,State Patrol: Harlan County,State Police,TRUE,2021-01-01
NB0420000,HARLAN,40.178766,-99.403418,NE,Nebraska,Harlan County Sheriff's Office,County,TRUE,2001-01-01
NBNSP4600,HOOKER,41.9187,-101.11681,NE,Nebraska,State Patrol: Hooker County,State Police,TRUE,2021-01-01
NB0460000,HOOKER,41.9187,-101.11681,NE,Nebraska,Hooker County Sheriff's Office,County,TRUE,2019-01-01
NBNSP4700,HOWARD,41.216851,-98.513342,NE,Nebraska,State Patrol: Howard County,State Police,TRUE,2021-01-01
NB0470100,HOWARD,41.216851,-98.513342,NE,Nebraska,St. Paul Police Department,City,TRUE,2003-12-01
NB0470000,HOWARD,41.216851,-98.513342,NE,Nebraska,Howard County Sheriff's Office,County,TRUE,2018-01-01
NB0640000,NEMAHA,40.387448,-95.850954,NE,Nebraska,Nemaha County Sheriff's Office,County,TRUE,2003-01-01
NBNSP6400,NEMAHA,40.387448,-95.850954,NE,Nebraska,State Patrol: Nemaha County,State Police,TRUE,2021-01-01
NBNSP6700,PAWNEE,40.13785,-96.245225,NE,Nebraska,State Patrol: Pawnee County,State Police,TRUE,2021-01-01
NB0670000,PAWNEE,40.13785,-96.245225,NE,Nebraska,Pawnee County Sheriff's Office,County,TRUE,2018-01-01
NB0690100,PHELPS,40.516365,-99.406557,NE,Nebraska,Holdrege Police Department,City,TRUE,2001-12-01
NBNSP6900,PHELPS,40.516365,-99.406557,NE,Nebraska,State Patrol: Phelps County,State Police,TRUE,2021-01-01
NB0690000,PHELPS,40.516365,-99.406557,NE,Nebraska,Phelps County Sheriff's Office,County,TRUE,2002-02-01
NB0700100,PIERCE,42.271413,-97.610992,NE,Nebraska,Pierce Police Department,City,TRUE,2021-01-01
NB0700300,PIERCE,42.271413,-97.610992,NE,Nebraska,Osmond Police Department,City,TRUE,2021-01-01
NBNSP7000,PIERCE,42.271413,-97.610992,NE,Nebraska,State Patrol: Pierce County,State Police,TRUE,2021-01-01
NB0700000,PIERCE,42.271413,-97.610992,NE,Nebraska,Pierce County Sheriff's Office,County,TRUE,2022-01-01
NB0700200,PIERCE,42.271413,-97.610992,NE,Nebraska,Plainview Police Department,City,TRUE,2021-01-01
NB0710000,PLATTE,41.576866,-97.513467,NE,Nebraska,Platte County Sheriff's Office,County,TRUE,2002-01-01
NBNSP7100,PLATTE,41.576866,-97.513467,NE,Nebraska,State Patrol: Platte County,State Police,TRUE,2021-01-01
NB0710100,PLATTE,41.576866,-97.513467,NE,Nebraska,Columbus Police Department,City,TRUE,1998-01-01
NB0760000,SALINE,40.516802,-97.131755,NE,Nebraska,Saline County Sheriff's Office,County,TRUE,2003-01-01
NBNSP7600,SALINE,40.516802,-97.131755,NE,Nebraska,State Patrol: Saline County,State Police,TRUE,2021-01-01
NB0760200,SALINE,40.516802,-97.131755,NE,Nebraska,Crete Police Department,City,TRUE,2015-11-01
NBNSP8000,SEWARD,40.871944,-97.140383,NE,Nebraska,State Patrol: Seward County,State Police,TRUE,2021-01-01
NB0800200,SEWARD,40.871944,-97.140383,NE,Nebraska,Milford Police Department,City,TRUE,2021-01-01
NB0800100,SEWARD,40.871944,-97.140383,NE,Nebraska,Seward Police Department,City,TRUE,2002-08-01
NB0800000,SEWARD,40.871944,-97.140383,NE,Nebraska,Seward County Sheriff's Office,County,TRUE,2001-05-01
NB0850000,THAYER,40.173845,-97.596263,NE,Nebraska,Thayer County Sheriff's Office,County,TRUE,2019-01-01
NBNSP8500,THAYER,40.173845,-97.596263,NE,Nebraska,State Patrol: Thayer County,State Police,TRUE,2021-01-01
NBNSP8600,THOMAS,41.84862,-100.506911,NE,Nebraska,State Patrol: Thomas County,State Police,TRUE,2021-01-01
NB0860000,THOMAS,41.84862,-100.506911,NE,Nebraska,Thomas County Sheriff's Office,County,TRUE,2021-01-01
NB0880000,VALLEY,41.564094,-98.983484,NE,Nebraska,Valley County Sheriff's Office,County,TRUE,2016-12-01
NB0880100,VALLEY,41.564094,-98.983484,NE,Nebraska,Ord Police Department,City,TRUE,2015-04-01
NBNSP8800,VALLEY,41.564094,-98.983484,NE,Nebraska,State Patrol: Valley County,State Police,TRUE,2021-01-01
NB0100600,BUFFALO,40.855226,-99.074983,NE,Nebraska,University of Nebraska: Kearney,University or College,TRUE,2014-10-01
NBNSP1000,BUFFALO,40.855226,-99.074983,NE,Nebraska,State Patrol: Buffalo County,State Police,TRUE,2021-01-01
NB0100000,BUFFALO,40.855226,-99.074983,NE,Nebraska,Buffalo County Sheriff's Office,County,TRUE,1998-01-01
NB0100100,BUFFALO,40.855226,-99.074983,NE,Nebraska,Kearney Police Department,City,TRUE,1998-01-01
NB0100300,BUFFALO,40.855226,-99.074983,NE,Nebraska,Ravenna Police Department,City,TRUE,2019-01-01
NB0280900,DOUGLAS,NA,NA,NE,Nebraska,University of Nebraska:,NA,TRUE,2021-01-01
NBNSP2800,DOUGLAS,41.297091,-96.154066,NE,Nebraska,State Patrol: Douglas County,State Police,TRUE,2021-01-01
NB0280400,DOUGLAS,41.297091,-96.154066,NE,Nebraska,Ralston Police Department,City,TRUE,2002-04-01
NB0280500,DOUGLAS,41.297091,-96.154066,NE,Nebraska,Valley Police Department,City,TRUE,2018-07-01
NB0280600,DOUGLAS,41.297091,-96.154066,NE,Nebraska,Boys Town Police Department,City,TRUE,2020-02-01
NB0280700,DOUGLAS,41.297091,-96.154066,NE,Nebraska,Bennington Police Department,City,TRUE,2020-01-01
NB0280800,DOUGLAS,41.297091,-96.154066,NE,Nebraska,Waterloo Police Department,City,TRUE,2004-06-01
NB028119E,DOUGLAS,NA,NA,NE,Nebraska,Union Pacific Railroad Police Department,NA,TRUE,2022-01-01
NB0282400,DOUGLAS,41.297091,-96.154066,NE,Nebraska,Metropolitan Community College: Douglas County,University or College,TRUE,2019-01-01
NB0280000,DOUGLAS,41.297091,-96.154066,NE,Nebraska,Douglas County Sheriff's Office,County,TRUE,2018-04-01
NB0280200,DOUGLAS,41.297091,-96.154066,NE,Nebraska,Omaha Police Department,City,TRUE,2023-08-01
NB0390000,GREELEY,41.5676,-98.530566,NE,Nebraska,Greeley County Sheriff's Office,County,TRUE,2018-07-01
NB0390100,GREELEY,NA,NA,NE,Nebraska,Scotia,NA,TRUE,2021-01-01
NBNSP3900,GREELEY,41.5676,-98.530566,NE,Nebraska,State Patrol: Greeley County,State Police,TRUE,2021-01-01
NBNSP4900,JOHNSON,40.395457,-96.268562,NE,Nebraska,State Patrol: Johnson County,State Police,TRUE,2021-01-01
NB0490000,JOHNSON,40.395457,-96.268562,NE,Nebraska,Johnson County Sheriff's Office,County,TRUE,2010-01-01
NBNSP5000,KEARNEY,40.506269,-98.948461,NE,Nebraska,State Patrol: Kearney County,State Police,TRUE,2021-01-01
NB0500000,KEARNEY,40.506269,-98.948461,NE,Nebraska,Kearney County Sheriff's Office,County,TRUE,2002-01-01
NB0500100,KEARNEY,40.506269,-98.948461,NE,Nebraska,Minden Police Department,City,TRUE,2002-01-01
NB0530000,KIMBALL,41.199274,-103.703153,NE,Nebraska,Kimball County Sheriff's Office,County,TRUE,2021-01-01
NBNSP5300,KIMBALL,41.199274,-103.703153,NE,Nebraska,State Patrol: Kimball County,State Police,TRUE,2021-01-01
NB0530100,KIMBALL,41.199274,-103.703153,NE,Nebraska,Kimball Police Department,City,TRUE,2020-01-01
NB0560000,LINCOLN,41.050322,-100.744481,NE,Nebraska,Lincoln County Sheriff's Office,County,TRUE,2009-07-01
NBNSP5600,LINCOLN,41.050322,-100.744481,NE,Nebraska,State Patrol: Lincoln County,State Police,TRUE,2021-01-01
NB0560100,LINCOLN,41.050322,-100.744481,NE,Nebraska,North Platte Police Department,City,TRUE,2009-01-01
NBNSP6000,MADISON,41.909929,-97.606856,NE,Nebraska,State Patrol: Madison County,State Police,TRUE,2021-01-01
NB0600200,MADISON,41.909929,-97.606856,NE,Nebraska,Battle Creek Police Department,City,TRUE,2022-02-01
NB0600300,MADISON,41.909929,-97.606856,NE,Nebraska,Madison Police Department,City,TRUE,2006-02-01
NB0600000,MADISON,41.909929,-97.606856,NE,Nebraska,Madison County Sheriff's Office,County,TRUE,2002-08-01
NB0600100,MADISON,41.909929,-97.606856,NE,Nebraska,Norfolk Police Department,City,TRUE,1998-01-01
