volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,tectonic_settings,evidence_category,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km
224030,Oku Volcanic Field,Stratovolcano,Unknown,Cameroon,Africa and Red Sea,Africa (western),6.25,10.5,3011,Intraplate / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Rhyolite,Trachyte / Trachydacite, , , , , ,131944,131944,399741,3698980
222055,Ol Kokwe,Shield,Unknown,Kenya,Africa and Red Sea,Africa (eastern),0.62,36.075,1130,Rift zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachyte / Trachydacite, , , , , , , , ,151,8229,115689,2700016
355050,Olca-Paruma,Stratovolcano(es),Unknown,Chile-Bolivia,South America,"Northern Chile, Bolivia and Argentina",-20.939,-68.413,5705,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,20,225,2318,16180
222090,Olkaria,Pyroclastic cone(s),1770,Kenya,Africa and Red Sea,Africa (eastern),-0.904,36.292,2434,Rift zone / Continental crust (>25 km),Eruption Dated,Rhyolite,Trachyte / Trachydacite,Basalt / Picro-Basalt, , ,Trachybasalt / Tephrite Basanite, , , , ,59747,59747,208003,8437829
300052,Olkoviy Volcanic Group,Volcanic field,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.02,157.53,681,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,34,34,46,3780
210030,Olot Volcanic Field,Pyroclastic cone(s),Unknown,Spain,Mediterranean and Western Asia,Western Europe,42.17,2.53,893,Intraplate / Continental crust (>25 km),Evidence Credible,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt, , , , , , , , ,33377,33377,101153,5238117
283142,Omanago Group,Lava dome(s),-3050,Japan,"Japan, Taiwan, Marianas",Honshu,36.795,139.507,2341,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,698,16316,113236,10276159
283040,Ontakesan,Complex,2014,Japan,"Japan, Taiwan, Marianas",Honshu,35.893,137.48,3067,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , ,176,2098,86634,8307889
300080,Opala,Caldera,1776,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.543,157.339,2439,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite,Rhyolite, , , ,22,22,50,58949
374010,Oraefajokull,Stratovolcano,1728,Iceland,Iceland and Arctic Ocean,Iceland (southeastern),64.05,-16.633,2010,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Rhyolite, , , ,Trachyte / Trachydacite, , , , ,0,2,367,2723
341100,"Orizaba, Pico de",Stratovolcano,1846,Mexico,México and Central America,Mexico,19.03,-97.27,5564,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, , ,413,4469,759747,5962920
345010,Orosi,Stratovolcano(es),Unknown,Costa Rica,México and Central America,Costa Rica,10.98,-85.473,1659,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,43,1024,31463,588207
285010,Oshima-Oshima,Stratovolcano,1790,Japan,"Japan, Taiwan, Marianas",Hokkaido,41.51,139.367,732,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,6,6,6,88023
283290,Osorezan,Stratovolcano,1787,Japan,"Japan, Taiwan, Marianas",Honshu,41.279,141.12,878,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,11577,42590,80028,1714622
358010,Osorno,Stratovolcano,1869,Chile,South America,Southern Chile and Argentina,-41.105,-72.496,2659,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,88,674,11964,655492
300055,Ostanets,Shield(s),Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.146,157.322,719,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,0,0,66,6106
300056,Otdelniy,Pyroclastic cone(s),Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.221,157.435,814,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,14,14,34,8527
342110,Pacaya,Complex,2020,Guatemala,México and Central America,Guatemala,14.382,-90.601,2569,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Dacite,Rhyolite,Andesite / Basaltic Andesite, ,Trachyandesite / Basaltic Trachyandesite, , , , ,4250,53579,2454482,7033094
284170,Pagan,Stratovolcano(es),2012,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",18.13,145.8,570,Subduction zone / Crustal thickness unknown,Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,0,0
222053,Paka,Shield,-7550,Kenya,Africa and Red Sea,Africa (eastern),0.92,36.18,1697,Rift zone / Continental crust (>25 km),Eruption Dated,Trachyte / Trachydacite,Basalt / Picro-Basalt, , , ,Trachyandesite / Basaltic Trachyandesite, , , , ,468,4354,62835,1256175
358080,Pali-Aike Volcanic Field,Pyroclastic cone(s),-5550,Chile-Argentina,South America,Southern Chile and Argentina,-52.082,-69.698,282,Subduction zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,288,288,651,95765
357022,Palomo,Stratovolcano,Unknown,Chile,South America,Central Chile and Argentina,-34.608,-70.295,4860,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,162,325,4732,965894
264150,Paluweh,Stratovolcano,2013,Indonesia,Indonesia,Lesser Sunda Islands,-8.32,121.708,875,Subduction zone / Crustal thickness unknown,Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,446,446,5284,548803
355042,Pampa Luxsar,Volcanic field,Unknown,Bolivia,South America,"Northern Chile, Bolivia and Argentina",-20.85,-68.2,5543,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite, , , , , , , , , ,419,419,1391,16459
211041,Panarea,Stratovolcano,Unknown,Italy,Mediterranean and Western Asia,Italy,38.638,15.064,399,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Dacite, , , ,Rhyolite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , ,2127,2127,42429,1319585
211071,Pantelleria,Shield,1891,Italy,Mediterranean and Western Asia,Italy,36.77,12.02,836,Rift zone / Continental crust (>25 km),Eruption Observed,Rhyolite,Trachyte / Trachydacite,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, ,Trachyandesite / Basaltic Trachyandesite, , , , ,6561,10985,12403,142817
263100,Papandayan,Stratovolcano(es),2002,Indonesia,Indonesia,Java,-7.32,107.73,2665,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite, , , , , , , , , ,6835,163468,1637971,19312972
341081,Papayo,Lava dome,Unknown,Mexico,México and Central America,Mexico,19.308,-98.7,3600,Subduction zone / Continental crust (>25 km),Evidence Credible,Dacite, , , , , , , , , ,377,2081,2207308,28677002
355012,Parinacota,Stratovolcano,290,Chile-Bolivia,South America,"Northern Chile, Bolivia and Argentina",-18.166,-69.142,6336,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite,Rhyolite, , , , , , ,18,123,3442,63717
263070,Patuha,Stratovolcano,Unknown,Indonesia,Indonesia,Java,-7.162,107.4,2422,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite, , , , , , , , , ,12576,76063,1516827,23632738
312030,Pavlof,Stratovolcano,2016,United States,Alaska,Alaska Peninsula,55.417,-161.894,2493,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,0,0,0,3002
357066,Payun Matru,Shield,-5050,Argentina,South America,Central Chile and Argentina,-36.422,-69.241,3715,Subduction zone / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite,Basalt / Picro-Basalt,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite, , , , , ,0,0,151,13636
360120,Pelee,Stratovolcano,1932,France,West Indies,West Indies,14.809,-61.165,1394,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite, , , , ,Dacite,Basalt / Picro-Basalt, , , ,251,5025,382633,609576
263291,Penanggungan,Stratovolcano,Unknown,Indonesia,Indonesia,Java,-7.616,112.62,1631,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Basalt / Picro-Basalt, , , , , , , ,19435,416275,4605710,25773159
390031,Penguin Island,Stratovolcano,1905,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-62.1,-57.93,180,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,0
263040,Perbakti-Gagak,Stratovolcano(es),1939,Indonesia,Indonesia,Java,-6.75,106.7,1699,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Rhyolite,Dacite, , , , , , , ,1490,28784,2333456,36630568
261030,Peuet Sague,Complex,2000,Indonesia,Indonesia,Sumatra,4.903,96.289,2785,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,53,144,16227,1862448
382020,Pico,Stratovolcano,1720,Portugal,Atlantic Ocean,Azores,38.47,-28.4,2351,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,Trachyandesite / Basaltic Trachyandesite, , , , ,304,5944,31521,56736
382081,Picos Volcanic System,Pyroclastic cone(s),1652,Portugal,Atlantic Ocean,Azores,37.78,-25.67,350,Rift zone / Oceanic crust (< 15 km),Eruption Observed,Trachybasalt / Tephrite Basanite, , , , ,Trachyte / Trachydacite, , , , ,115732,115732,123990,139730
344080,"Pilas, Las",Complex,1954,Nicaragua,México and Central America,Nicaragua,12.495,-86.688,1088,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,182,8324,299481,3351820
341001,Pinacate,Pyroclastic cone(s),Unknown,Mexico,México and Central America,Mexico,31.772,-113.498,1200,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite, ,Andesite / Basaltic Andesite, , , , ,92,92,408,62753
273083,Pinatubo,Stratovolcano,1993,Philippines,Philippines and SE Asia,Luzon,15.13,120.35,1486,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite / Basaltic Andesite, , , ,Basalt / Picro-Basalt, , , , ,725,3808,1148684,21875048
357040,Planchon-Peteroa,Stratovolcano(es),2019,Chile,South America,Central Chile and Argentina,-35.223,-70.568,3977,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,6,48,1345,634959
360110,"Plat Pays, Morne",Stratovolcano,1270,Dominica,West Indies,West Indies,15.255,-61.341,940,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite, , , , , , , , ,11227,38372,57856,557207
345034,Platanar,Stratovolcano(es),Unknown,Costa Rica,México and Central America,Costa Rica,10.3,-84.366,2267,Subduction zone / Continental crust (>25 km),Evidence Credible,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, ,Trachyandesite / Basaltic Trachyandesite, , , , ,620,40382,339271,3381523
390013,"Pleiades, The",Stratovolcano,-1050,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-72.67,165.5,3040,Intraplate / Continental crust (>25 km),Eruption Dated,Trachyandesite / Basaltic Trachyandesite,Trachyte / Trachydacite,Phono-tephrite /  Tephri-phonolite, , ,Trachybasalt / Tephrite Basanite,Phonolite, , , ,0,0,0,0
345040,Poas,Stratovolcano,2019,Costa Rica,México and Central America,Costa Rica,10.2,-84.233,2708,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,1947,11107,950796,3411023
273020,Pocdol Mountains,Compound,Unknown,Philippines,Philippines and SE Asia,Luzon,13.05,123.958,1102,Subduction zone / Continental crust (>25 km),Unrest / Holocene,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , ,Dacite, , , , ,2281,116612,808931,3440360
300470,Pogranychny,Shield(s),Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.85,159.8,1427,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,8,9983
275080,Popa,Stratovolcano,-442,Burma (Myanmar),Philippines and SE Asia,Southeast Asia,20.92,95.25,1518,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachyandesite / Basaltic Trachyandesite,Dacite, , , , , , ,1108,22922,452931,5923206
341090,Popocatepetl,Stratovolcano(es),2020,Mexico,México and Central America,Mexico,19.023,-98.622,5393,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt, , ,Trachyandesite / Basaltic Trachyandesite, , , , ,325,2584,634054,26509510
214090,Porak,Stratovolcano,-778,Armenia-Azerbaijan,Mediterranean and Western Asia,Western Asia,40.028,45.74,3029,Intraplate / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , , , , , , ,194,955,62882,1713373
234040,"Possession, Ile de la",Stratovolcano,Unknown,France,Middle East and Indian Ocean,Indian Ocean (southern),-46.42,51.75,934,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt,Phonolite,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , , , , , ,0,0,0,0
371070,Prestahnukur,Subglacial,-3350,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),64.583,-20.666,1385,Rift zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt,Rhyolite, , , , , , , , ,60,60,233,183485
234060,Prince Edward Island,Shield,Unknown,South Africa,Middle East and Indian Ocean,Indian Ocean (southern),-46.63,37.95,672,Rift zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , ,Trachyte / Trachydacite, , , , ,0,0,0,0
390140,Protector Seamounts,Submarine,1962,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-55.912,-28.167,-55,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Rhyolite, , , , , , , , , ,0,0,0,0
355107,Pular,Stratovolcano(es),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-24.188,-68.054,6233,Subduction zone / Continental crust (>25 km),Evidence Uncertain,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,50,5000
352011,Pululahua,Caldera,290,Ecuador,South America,Ecuador,0.038,-78.463,3356,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite, , , , , , , , , ,534403,534403,1192411,3330856
357160,Puntiagudo-Cordon Cenizos,Stratovolcano,1850,Chile,South America,Central Chile and Argentina,-40.969,-72.264,2493,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,30,284,5666,698814
351060,Purace,Stratovolcano(es),1977,Colombia,South America,Colombia,2.32,-76.4,4650,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,1465,7152,335698,1751540
355094,Purico Complex,Pyroclastic shield,Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23,-67.75,5703,Subduction zone / Continental crust (>25 km),Evidence Credible,Dacite,Andesite / Basaltic Andesite,Rhyolite, , , , , , , ,0,11,1024,10741
357150,Puyehue-Cordon Caulle,Stratovolcano,2012,Chile,South America,Central Chile and Argentina,-40.59,-72.117,2236,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Basalt / Picro-Basalt,Rhyolite, , , , , , ,129,783,7163,515357
360140,Qualibou,Caldera,1766,Saint Lucia,West Indies,West Indies,13.83,-61.05,777,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt, , , , ,87921,87921,172439,690495
357121,Quetrupillan,Stratovolcano,255,Chile,South America,Central Chile and Argentina,-39.496,-71.722,2360,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt,Rhyolite, , , ,129,518,11191,269087
360020,"Quill, The",Stratovolcano,250,Netherlands,West Indies,West Indies,17.478,-62.96,601,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Andesite / Basaltic Andesite, , , , ,Rhyolite,Dacite,Basalt / Picro-Basalt, , ,2195,2195,8361,134936
354000,Quimsachata,Lava dome,-4450,Peru,South America,Peru,-14.176,-71.351,3693,Subduction zone / Continental crust (>25 km),Eruption Dated,Rhyolite,Trachyandesite / Basaltic Trachyandesite, , , , , , , , ,5061,9561,85048,580016
252140,Rabaul,Pyroclastic shield,2014,Papua New Guinea,Melanesia and Australia,New Britain,-4.271,152.203,688,Subduction zone / Continental crust (>25 km),Eruption Observed,Dacite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , ,Rhyolite, , , , ,3311,43531,199361,252121
231070,"Rahat, Harrat",Volcanic field,1256,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),23.08,39.78,1744,Intraplate / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite,Trachyandesite / Basaltic Trachyandesite, , ,Trachyte / Trachydacite, , , , ,1010115,1010115,1010115,138380
321030,Rainier,Stratovolcano,1450,United States,Canada and Western USA,USA (Washington),46.853,-121.76,4392,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite, , , , ,Dacite, , , , ,0,128,3187,2667609
