"","species","id","name","sex","accuracy","birthYear","acquisition","originDate","originLocation","mother","father","transfers","currently","region","status","statusDate","COD","notes","transferDate","transfer","entryDate"
"1127","Bottlenose","NOA0004905, TT-493","Arrowarw","M","e","1968","Capture",1974-07-10,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (10-Jul-1974)","U.S. Navy","US","Died",1977-10-31,"Drowning",NA,NA,"US",1974-07-10
"1128","Bottlenose","NOA0004903, TT-491","Juliojul","M","e","1968","Capture",1974-07-10,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (29-Jul-1974)","U.S. Navy","US","Died",1985-03-11,"Acute and chronic pneumonia",NA,NA,"US",1974-07-10
"1129","Bottlenose","NOA0004910, TT-500","Kahilikah","M","e","1970","Capture",1974-07-10,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (29-Jul-1974)","U.S. Navy","US","Died",2010-10-05,"Septicemia",NA,NA,"US",1974-07-10
"1130","Bottlenose","NOA0004893, TT-#06","#","F","e",NA,"Capture",1974-07-13,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to Holding, Mississippi? (13-Jul-1974)","U.S. Navy","US","Died",1974-07-13,"-","Died while in holding in Mississippi (presumed)",NA,"US",1974-07-13
"1131","Bottlenose","NOA0004907, TT-496","Chauncycnc","M","e","1968","Capture",1974-07-13,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (13-Jul-1974)","U.S. Navy","US","Died",1977-12-02,"-","Died during testing.",NA,"US",1974-07-13
"1132","Bottlenose","NOA0004908, TT-497","Jenny","F","e","1967","Capture",1974-07-13,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (29-Jul-1974)","U.S. Navy","US","Died",1987-03-21,"Cardiac arrest",NA,NA,"US",1974-07-13
"1133","Bottlenose","NOA0004895, TT-391",NA,"F","e","1969","Capture",1974-07-13,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to Holding, Mississippi? (17-Jul-1974)","U.S. Navy","US","Died",1974-07-17,"Toxic hepatitis","Capture shock, died while in holding in Mississippi (presumed)",NA,"US",1974-07-13
"1134","Common","NOA0004831, DD-401",NA,"M","e","1975","Capture",1975-09-24,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to U.S. Navy MMP (24-Sep-1975)","U.S. Navy","US","Died",1975-10-06,"Failure to adapt",NA,NA,"US",1975-09-24
"1135","Common","NOA0004832, DD-402",NA,"F","e",NA,"Capture",1975-09-24,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to U.S. Navy MMP (24-Sep-1975)","U.S. Navy","US","Died",1975-12-29,"Complications from jaw fracture",NA,NA,"US",1975-09-24
"1136","Common","NOA0004833, DD-403",NA,"M","e","1961","Capture",1975-09-24,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to U.S. Navy MMP (24-Sep-1975)","U.S. Navy","US","Died",1975-10-14,"Failure to adapt",NA,NA,"US",1975-09-24
"1137","Common","NOA0004834, DD-406",NA,"F","e",NA,"Capture",1975-09-24,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to U.S. Navy MMP (24-Sep-1975)","U.S. Navy","US","Died",1978-01-14,"-",NA,NA,"US",1975-09-24
"1138","Common","NOA0004835, DD-407",NA,"F","e",NA,"Capture",1976-01-28,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to U.S. Navy MMP (28-Jan-1976)","U.S. Navy","US","Died",1976-04-08,"-",NA,NA,"US",1976-01-28
"1139","Common","NOA0004836, DD-408",NA,"M","e",NA,"Capture",1976-01-30,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to U.S. Navy MMP (30-Jan-1976)","U.S. Navy","US","Died",1976-02-12,"Hepatitis",NA,NA,"US",1976-01-30
"1140","Bottlenose","NOA0004913, TG-557","Lii","U","e","1973","Capture",1976-12-16,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to U.S. Navy MMP (23-Dec-1976)","U.S. Navy","US","Died",1988-10-07,"Hepatic failure",NA,NA,"US",1976-12-16
"1141","Bottlenose","NOA0004912, TG-556","Pop","F","e","1972","Capture",1976-12-16,"Pacific Ocean, CA, US",NA,NA,"Pacific Ocean, California to U.S. Navy MMP (23-Dec-1976)","U.S. Navy","US","Died",2005-08-11,"Staphylococcus aureus pneumonia",NA,NA,"US",1976-12-16
"1142","Beluga","NOA0004863, DL-575","Churchillchu","M","e","1971","Capture",1977-08-03,"Hudson Bay, Canada",NA,NA,"Hudson Bay, Manitoba to U.S. Navy MMP (03-Aug-1977)","U.S. Navy","US","Died",1985-05-08,"Pneumonia",NA,NA,"US",1977-08-03
"1143","Beluga","NOA0004865, DL-576",NA,"M","e","1975","Capture",1977-08-04,"Hudson Bay, Canada",NA,NA,"Hudson Bay, Manitoba to Holding (04-Aug-1977) to U.S. Navy MMP (10-Aug-1977)","U.S. Navy","US","Died",1999-04-04,"Aspergillus encephalitis",NA,NA,"US",1977-08-04
"1144","Bottlenose","NOA0004921, TT-583","Benben","M","e","1963","Capture",1977-08-17,"Gulf of Mexico, FL?",NA,NA,"Florida, Gulf of Mexico? to U.S. Navy MMP (29-Aug-1977)","U.S. Navy","US","Died",2008-10-19,"Lactic acidosis, cardiomyopathy",NA,NA,"US",1977-08-17
"1145","Bottlenose","NOA0004922, TT-584","Ellalla","F","e","1959","Capture",1977-08-17,"Gulf of Mexico, FL?",NA,NA,"Florida, Gulf of Mexico? to U.S. Navy MMP (29-Aug-1977)","U.S. Navy","US","Died",1979-07-18,"Pneumonia, following trauma",NA,NA,"US",1977-08-17
"1146","Bottlenose","NOA0004919, TT-581","Mobymby","M","e","1956","Capture",1977-08-17,"Gulf of Mexico, FL?",NA,NA,"Florida, Gulf of Mexico? to U.S. Navy MMP (29-Aug-1977)","U.S. Navy","US","Died",1978-12-08,"Lobo's disease",NA,NA,"US",1977-08-17
"1147","Bottlenose","NOA0004917, TT-578","Pinkpnk","F","e","1962","Capture",1977-08-18,"Gulf of Mexico, FL?",NA,NA,"Florida, Gulf of Mexico? to U.S. Navy MMP (18-Aug-1977)","U.S. Navy","US","Died",1977-10-27,"Lung abscess",NA,NA,"US",1977-08-18
"1148","Bottlenose","NOA0004923, TT-585",NA,"F","e","1967","Capture",1977-08-18,"Gulf of Mexico, FL?",NA,NA,"Florida, Gulf of Mexico? to U.S. Navy MMP (18-Aug-1977)","U.S. Navy","US","Died",1977-08-23,"Pneumonia",NA,NA,"US",1977-08-18
"1149","Bottlenose","NOA0004920, TT-582","Angieang","F","e","1960","Capture",1977-08-21,"Gulf of Mexico, FL?",NA,NA,"Florida, Gulf of Mexico? to U.S. Navy MMP (21-Aug-1977)","U.S. Navy","US","Died",1977-09-11,"Pneumonia",NA,NA,"US",1977-08-21
"1150","Bottlenose","NOA0004916, TT-577","Lisalis","F","e","1957","Capture",1977-08-21,"Gulf of Mexico, FL?",NA,NA,"Florida, Gulf of Mexico? to U.S. Navy MMP (21-Aug-1977)","U.S. Navy","US","Died",2008-11-07,"Euthanasia",NA,NA,"US",1977-08-21
"1151","Bottlenose","NOA0004924, TT-586",NA,"F","e","1967","Capture",1977-08-21,"Gulf of Mexico, FL?",NA,NA,"Florida, Gulf of Mexico? to Holding, Mississippi? (26-Aug-1977)","U.S. Navy","US","Died",1977-08-26,"-","Died while in holding in Mississippi (presumed)",NA,"US",1977-08-21
"1152","Bottlenose","NOA0004918, TT-580","Dashdas","F","e","1958","Capture",1977-08-24,"Gulf of Mexico, FL?",NA,NA,"Florida, Gulf of Mexico? to U.S. Navy MMP (24-Aug-1977)","U.S. Navy","US","Died",1997-09-09,"Renal failure",NA,NA,"US",1977-08-24
"1153","Bottlenose","NOA0004928, TT-595","Dinkydin","M","e","1976","Capture",1978-04-04,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (09-Apr-1978)","U.S. Navy","US","Died",2009-03-21,"Drowning","Renal failure",NA,"US",1978-04-04
"1154","Bottlenose","NOA0004931, TT-598","Rakerak","M","e","1973","Capture",1978-04-07,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (07-Apr-1978)","U.S. Navy","US","Died",2005-07-19,"Euthanasia",NA,NA,"US",1978-04-07
"1155","Bottlenose","NOA0004932, TT-599",NA,"F","e",NA,"Capture",1978-04-08,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to Holding, Mississippi? (11-Apr-1978)","U.S. Navy","US","Died",1978-04-11,"-",NA,NA,"US",1978-04-08
"1156","Bottlenose","NOA0004933, TG-605","Lpn","U","e","1971","Capture",1978-06-26,"Pacific Ocean, ?",NA,NA,"California? Pacific Ocean to U.S. Navy MMP (26-Jun-1978)","U.S. Navy","US","Died",1981-11-26,"Hepatic necrosis",NA,NA,"US",1978-06-26
"1157","Bottlenose","NOA0004947, TT-622","Henryhen","M","a","1979","Born",1979-09-10,"U.S. Navy",NA,NA,NA,"U.S. Navy","US","Died",1987-11-27,"Pancreatitis","Euthanasia",NA,"US",1979-09-10
"1158","Bottlenose","NOA0004934, TG-623",NA,"U","e","1975","Capture",1979-09-18,"Pacific Ocean, ?",NA,NA,"California? Pacific Ocean to U.S. Navy MMP (18-Sep-1979)","U.S. Navy","US","Died",1979-10-03,"Pneumonia, septicemia",NA,NA,"US",1979-09-18
"1159","Bottlenose","NOA0004946, TG-624","Nalunlu","U","e","1975","Capture",1979-09-21,"Pacific Ocean, ?",NA,NA,"California? Pacific Ocean to U.S. Navy MMP (21-Sep-1979)","U.S. Navy","US","Died",1988-10-17,"Heart failure","Died 62 hours after transport from Florida to Hawai'i",NA,"US",1979-09-21
"1160","Beluga","NOA0004937, DL-638","Lly","F","e","1978","Capture",1980-07-16,"Hudson Bay, Canada",NA,NA,"Hudson Bay, Manitoba to Holding (16-Jul-1980) to U.S. Navy MMP (22-Jul-1980)","U.S. Navy","US","Died",1982-11-07,"Drowning",NA,NA,"US",1980-07-16
"1161","Beluga","NOA0004938, DL-639","Chr","F","e","1977","Capture",1980-07-16,"Hudson Bay, Canada",NA,NA,"Hudson Bay, Manitoba to Holding (16-Jul-1980) to U.S. Navy MMP (20-Jul-1980)","U.S. Navy","US","Died",1984-07-14,"Electrolyte imbalance",NA,NA,"US",1980-07-16
"1162","Bottlenose","NOA0005037, MH-86-182-TT","Bobby","M","a","1981","Born",1981-04-03,"SeaWorld San Diego","Speedy","Jethro(T.t. gilli)","SeaWorld San Diego to New England Aquarium (22-Oct-1986) to U.S. Navy MMP (17-Nov-1987)","U.S. Navy","US","Died",1989-05-31,"Anaphylaxis",NA,NA,"US",1981-04-03
"1163","Bottlenose","NOA0004966, TG-641","Mom","U","e","1979","Capture",1982-02-03,"Pacific Ocean, ?",NA,NA,"California? Pacific Ocean to U.S. Navy MMP (03-Feb-1982)","U.S. Navy","US","Died",1982-02-17,"Pneumonia, septicemia",NA,NA,"US",1982-02-03
"1164","Bottlenose","NOA0004975, TT-646","Hapa","M","a","1983","Born",1983-05-15,"U.S. Navy MMP","Pandora","Ivan(T.t. gilli)",NA,"U.S. Navy","US","Died",2010-04-25,"Phytobezoar","Ingestion of toxic leaves",NA,"US",1983-05-15
"1165","Bottlenose","NOA0004980, TT-651","Fed","M","e","1974","Capture",1984-02-24,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (24-Feb-1984)","U.S. Navy","US","Died",1993-08-30,"Drowning",NA,NA,"US",1984-02-24
"1166","Bottlenose","NOA0004978, TT#09","#","F","e",NA,"Capture",1984-02-24,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to Holding, Mississippi? (10-Mar-1984)","U.S. Navy","US","Died",1984-03-10,"-","Died while in holding in Mississippi (presumed)",NA,"US",1984-02-24
"1167","Bottlenose","NOA0004984, TT-654","Cry","F","e","1981","Capture",1984-03-03,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (03-Mar-1984)","U.S. Navy","US","Died",1988-10-24,"Endotoxemia",NA,NA,"US",1984-03-03
"1168","Bottlenose","NOA0004991, TT-659","Nik","M","e",NA,"Capture",1984-03-30,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Apr 1984)","U.S. Navy","US","Died",1985-04-09,"Pneumonia, gastric ulceration",NA,NA,"US",1984-03-30
"1169","Bottlenose","NOA0004989, TT-657","Pnn","F","e","1979","Capture",1984-03-30,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Apr 1984)","U.S. Navy","US","Died",1992-10-18,"Enterotoxemia",NA,NA,"US",1984-03-30
"1170","Bottlenose","NOA0005008, TT-665","Snp","M","e","1980","Capture",1984-07-26,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (27-Aug-1984)","U.S. Navy","US","Died",1989-06-30,"Zygomycosis",NA,NA,"US",1984-07-26
"1171","Bottlenose","NOA0005011, TT-662","Win","M","e","1980","Capture",1984-07-26,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (16-Aug-1984)","U.S. Navy","US","Died",1996-02-02,"Amebiasis",NA,NA,"US",1984-07-26
"1172","Bottlenose","NOA0005012, TT-661","Zicozic","M","e","1980","Capture",1984-07-26,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (16-Aug-1984)","U.S. Navy","US","Died",1987-10-29,"Bacterial bronchopneumonia","Died two weeks after transfer to the Persian Gulf.",NA,"US",1984-07-26
"1173","Bottlenose","NOA0005005, TT-668","Brn","M","e","1980","Capture",1984-08-06,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Sep 1984)","U.S. Navy","US","Died",1987-08-04,"Chronic bronchopneumonia",NA,NA,"US",1984-08-06
"1174","Bottlenose","NOA0005010, TT-663","Sof","F","e","1980","Capture",1984-08-07,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Sep 1984)","U.S. Navy","US","Died",1987-04-23,"Toxic shock",NA,NA,"US",1984-08-07
"1175","Bottlenose","NOA0005001, TT-680","Cindercin","F","e","1980","Capture",1984-08-20,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Sep 1984)","U.S. Navy","US","Died",2003-01-15,"Hemorrhagic gastritis",NA,NA,"US",1984-08-20
"1176","Bottlenose","NOA0002242, TT-679","Norikonor","F","e","1976","Capture",1984-08-20,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Sep 1984) to EPCOT Center (25-May-1993) to US Navy (11-Jun-1997)","U.S. Navy","US","Died",1997-11-07,"Acute bacterial septicemia",NA,NA,"US",1984-08-20
"1177","Bottlenose","NOA0002243, TT-681","Ninanin","F","e","1975","Capture",1984-08-30,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Sep 1984)","U.S. Navy","US","Died",2001-09-06,"Suppurative peritonitis",NA,NA,"US",1984-08-30
"1178","Bottlenose","NOA0004998, TT-677","Ell","F","e","1976","Capture",1984-09-05,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (26-Sep-1984)","U.S. Navy","US","Died",1992-11-12,"Spinal fracture",NA,NA,"US",1984-09-05
"1179","Bottlenose","NOA0005003, TT-673","Fli","M","e","1976","Capture",1984-09-06,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (26-Sep-1984)","U.S. Navy","US","Died",2004-07-15,"Bacterial bronchopneumonia",NA,NA,"US",1984-09-06
"1180","Bottlenose","NOA0005019, TT-688","Squirtsqr","F","a","1985","Born",1985-09-20,"U.S. Navy",NA,NA,NA,"U.S. Navy","US","Died",1987-11-27,"Peritonitis",NA,NA,"US",1985-09-20
"1181","Bottlenose","NOA0005033, TT-709",NA,"M","a","1986","Born",1986-10-21,"U.S. Navy",NA,NA,NA,"U.S. Navy","US","Died",1986-10-21,"Asphyxiation","Peritonitis",NA,"US",1986-10-21
"1182","Bottlenose","NOA0005084, TG-710","Brs","M","e","1980","Capture",1986-12-29,"Pacific Ocean, HI, US",NA,NA,"Hawaii, Pacific Ocean to U.S. Navy MMP (12-Feb-1987)","U.S. Navy","US","Died",1987-03-01,"Colic, pneumonia",NA,NA,"US",1986-12-29
"1183","Pseudorca","NOA0005035, H5 PC-8705","Lua","M","e","1984","Capture",1987-03-01,"Pacific Ocean, Japan",NA,NA,"Japan, Pacific Ocean to Holding (??-Mar-1987) to Ocean Park Hong Kong (24-Apr-1987) to U.S. Navy Hawai'i (19-Nov-1987)","U.S. Navy","US","Died",1988-12-28,"Enteritis",NA,NA,"US",1987-03-01
"1184","Bottlenose","NOA0005085, TG-711","Coo","F","e","1982","Capture",1987-04-10,"Pacific Ocean, HI, US",NA,NA,"Hawaii, Pacific Ocean to U.S. Navy MMP (10-Apr-1987)","U.S. Navy","US","Died",2000-02-23,"Acute bacterial pneumonia",NA,NA,"US",1987-04-10
"1185","Bottlenose","NOA0005086, TG-712",NA,"M","e","1983","Capture",1987-04-20,"Pacific Ocean, HI, US",NA,NA,"Hawaii, Pacific Ocean to U.S. Navy MMP (20-Apr-1987)","U.S. Navy","US","Died",1987-06-06,"Bronchopneumonia",NA,NA,"US",1987-04-20
"1186","Bottlenose","NOA0005087, TG-714","Uku","M","e","1983","Capture",1987-05-06,"Pacific Ocean, HI, US",NA,NA,"Hawaii, Pacific Ocean to U.S. Navy MMP (06-May-1987)","U.S. Navy","US","Died",1993-07-13,"Erysipelothrix septicemia",NA,NA,"US",1987-05-06
"1187","Bottlenose","NOA0005050, TT-725","Kmu","F","e","1977","Capture",1987-06-16,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (11-Aug-1987)","U.S. Navy","US","Died",1993-01-16,"Cardiomyopathy","Asphyxiation",NA,"US",1987-06-16
"1188","Bottlenose","NOA0004464, N/A","Luther","M","e","1979","Capture",1987-07-10,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Aug 1987) to Sugarloaf Dolphin Sanctuary (30-Nov-1994) to Florida Keys (23-May-1996) to Florida Keys (30-May-1996) to U.S. Navy MMP (13-Jun-1997)","U.S. Navy","US","Died",2007-07-31,"-","Cardiomyopathy",NA,"US",1987-07-10
"1189","Bottlenose","NOA0005056, TT-731","Cud","F","e","1985","Capture",1987-07-16,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (25-Aug-1987)","U.S. Navy","US","Died",2006-01-23,"Hemorrhagic shock",NA,NA,"US",1987-07-16
"1190","Bottlenose","NOA0005055, TT-730","Man","M","e","1981","Capture",1987-07-23,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (25-Aug-1987)","U.S. Navy","US","Died",2000-03-03,"Cryptococcal pneumonia",NA,NA,"US",1987-07-23
"1191","Bottlenose","NOA0005053, TT-728","Spu","M","e","1980","Capture",1987-07-23,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Aug 1987)","U.S. Navy","US","Died",1995-02-09,"Phyllospadix bezoar",NA,NA,"US",1987-07-23
"1192","Bottlenose","NOA0005091, TG-735","Mni","F","e","1985","Capture",1987-07-25,"Pacific Ocean, HI, US",NA,NA,"Hawaii, Pacific Ocean to U.S. Navy MMP (25-Jul-1987)","U.S. Navy","US","Died",1993-01-02,"Bronchopneumonia",NA,NA,"US",1987-07-25
"1193","Bottlenose","NOA0005090, TG-734","Mnu","F","e","1984","Capture",1987-07-25,"Pacific Ocean, HI, US",NA,NA,"Hawaii, Pacific Ocean to U.S. Navy MMP (25-Jul-1987)","U.S. Navy","US","Died",1994-07-09,"Pneumonia",NA,NA,"US",1987-07-25
"1194","Bottlenose","NOA0005058, TT-742","Wazoowaz","M","e","1986","Capture",1988-07-15,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (17-Aug-1988)","U.S. Navy","US","Died",1995-10-06,"Pneumonia",NA,NA,"US",1988-07-15
"1195","Bottlenose","NOA0005059, TT-743","Nap","M","e","1986","Capture",1988-07-16,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Aug 1988)","U.S. Navy","US","Died",1991-08-08,"Pneumonia",NA,NA,"US",1988-07-16
"1196","Bottlenose","NOA0005065, TT-749","Yakimayak","M","e","1979","Capture",1988-07-20,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (17-Aug-1988)","U.S. Navy","US","Died",1991-09-09,"Pneumonia",NA,NA,"US",1988-07-20
"1197","Bottlenose","NOA0005072, TT-756","Hur","M","e","1982","Capture",1988-08-29,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (~ Sep 1988)","U.S. Navy","US","Died",2000-02-27,"Disseminating cryptococcosis",NA,NA,"US",1988-08-29
"1198","Risso's","NOA0005041, GG-766","Gondogon","F","e","1953","Capture",1989-01-01,"Taiiji, Japan",NA,NA,"Hatakejiriwan, Taiji to Holding (??-???-1989) to U.S. Navy Kaneohe Bay (19-Apr-1989)","U.S. Navy Hawaii","US","Died",1989-06-02,"Meningoencephalitis",NA,NA,"US",1989-01-01
"1199","Bottlenose","NOA0005078, TT-767","Tri","M","e","1980","Capture",1989-04-20,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (~ May 1989)","U.S. Navy","US","Died",2000-05-04,"Pulmonary edema",NA,NA,"US",1989-04-20
"1200","Bottlenose","NOA0005079, TT-768","Teh","M","e","1982","Capture",1989-05-11,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (15-Jun-1989)","U.S. Navy","US","Died",1995-02-02,"Phyllospadix bezoar",NA,NA,"US",1989-05-11
"1201","Bottlenose","NOA0005081, TT-771","Jefe","M","e","1980","Capture",1989-08-09,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (11-Sep-1989)","U.S. Navy","US","Died",2011-08-26,"Euthanasia",NA,NA,"US",1989-08-09
"1202","Bottlenose","NOA0005082, TT-773","Yogiyog","M","e","1980","Capture",1989-08-09,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (19-Sep-1989)","U.S. Navy","US","Died",1999-04-28,"Suppurative peritonitis",NA,NA,"US",1989-08-09
"1203","Bottlenose","NOA0004462, TT-775","Jake","M","e","1978","Capture",1989-08-24,"Gulf of Mexico, MS, US",NA,NA,"Mississippi, Gulf of Mexico to U.S. Navy MMP (05-Oct-1989) to Sugarloaf Dolphin Sanctuary (30-Nov-1994) to U.S. Navy MMP (13-Jun-1997)","U.S. Navy","US","Died",1999-04-28,"Perforation of upper GI tract","Custody transfer on 04-Oct.",NA,"US",1989-08-24
"1204","Bottlenose","NOA0005101, TT-777","Arielari","F","a","1991","Born",1991-07-20,"U.S. Navy","Slooper","Ekahi",NA,"U.S. Navy","US","Died",1999-09-08,"Drowning",NA,NA,"US",1991-07-20
"1205","Bottlenose","NOA0005104, TT-780","Hou","F","a","1992","Born",1992-04-04,"U.S. Navy","Lisa","Ben",NA,"U.S. Navy","US","Died",1994-02-12,"Disseminated torulopsis",NA,NA,"US",1992-04-04
"1206","Bottlenose","NOA0005105, TT-781","Moemoe","M","a","1992","Born",1992-04-20,"U.S. Navy","ELL",NA,NA,"U.S. Navy","US","Died",2001-01-15,"Idiopathic enteropathy",NA,NA,"US",1992-04-20
"1207","Bottlenose","NOA0006349, TT-783","Jan","F","a","1993","Born",1993-04-20,"U.S. Navy","Bertha","Maui",NA,"U.S. Navy","US","Died",1993-12-20,"Undetermined",NA,NA,"US",1993-04-20
"1208","Bottlenose","NOA0005109, TT-785","C.J.Cjj","F","a","1993","Born",1993-06-01,"U.S. Navy","CUD","Maui",NA,"U.S. Navy","US","Died",1993-12-18,"Failure to thrive",NA,NA,"US",1993-06-01
