,strDrink,dateModified,idDrink,strAlcoholic,strCategory,strDrinkThumb,strGlass,strIBA,strIngredient1,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strInstructions,strMeasure1,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strVideo
326,Kentucky Colonel,2016-11-10 23:25:48,11604,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg,Cocktail glass,,Bourbon,,,,,,,Benedictine,Lemon peel,,,,,,,In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist.,3 oz ,,,,,,,1/2 oz ,1 twist of , , , , , ,,
327,Kill the cold Smoothie,2017-02-20 15:10:15,12720,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg,Highball glass,,Ginger,,,,,,,Lemon,Water,,,,,,,Juice ginger and lemon and add it to hot water. You may add cardomom.,1 inch ,,,,,,,1/4 ,1 cup hot , , , , , ,,
328,Kioki Coffee,2015-09-03 03:29:34,16951,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,Coffee mug,,Kahlua,,,,,,,Brandy,Coffee,,,,,,,Stir. Add whipped cream to the top.,1 oz ,,,,,,,1/2 oz ,"
","
","
","
","
","
",,
329,Kir,2017-09-02 17:38:14,17203,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg,Wine Glass,,Creme de Cassis,,,,,,,Champagne,,,,,,,,"Add the crème de cassis to the bottom of the glass, then top up with wine.",1 part ,,,,,,,5 parts , , , , , ,,,
330,Kir Royale,2017-09-02 17:39:48,13837,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg,Champagne Flute,,Creme de Cassis,,,,,,,Champagne,,,,,,,,"Pour Creme de cassis in glass, gently pour champagne on top",1 part ,,,,,,,5 parts , , , , , ,,,
331,Kiss me Quick,2017-09-08 16:38:39,15026,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg,Highball glass,,Cranberry vodka,,,,,,,Apfelkorn,Schweppes Russchian,Apple juice,Ice,,,,,mix in the glass,4 cl ,"
",,,,,,2 cl ,7 cl ,8 cl ," cubes
","
","
","
","
",
332,Kiwi Lemon,2016-11-04 09:28:17,14752,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg,Highball glass,,Kiwi liqueur,,,,,,,Bitter lemon,Ice,,,,,,,Mix in highball glass. Stirr. Garnish with slice of kiwi.,1 part ,,,,,,,2 parts ," cubes
","
","
","
","
","
",,
333,Kiwi Papaya Smoothie,2017-02-20 15:12:51,12714,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg,Highball Glass,,Kiwi,,,,,,,Papaya,,,,,,,,Throw everything into a blender and liquify.,3 ,,,,,,,1/2 , , , , , ,,,
334,Kool First Aid,2017-08-24 09:53:44,17006,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,Shot glass,,151 proof rum,,,,,,,Kool-Aid,,,,,,,,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",2 oz light ,,,,,,,1/2 tsp Tropical , , , , , ,,,
335,Kool-Aid Shot,2017-08-24 09:56:06,13190,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg,Old-fashioned glass,,Vodka,,,,,,,Amaretto,Sloe gin,Triple sec,Cranberry juice,,,,,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,1 shot ,"
",,,,,,1 shot ,1 shot ,1 shot ,"
","
","
","
","
",
336,Kool-Aid Slammer,2017-09-06 23:04:33,14446,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,Shot glass,,Kool-Aid,,,,,,,Vodka,,,,,,,,"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",1/2 oz Grape ,,,,,,,1/2 oz , , , , , ,,,
337,Kurant Tea,2015-09-03 03:31:04,14456,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg,Champagne flute,,Absolut Kurant,,,,,,,Tea,Sugar,,,,,,,"Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!",4 cl ,,,,,,,Turkish apple ," (if needed)
","
","
","
","
","
",,
338,Lady Love Fizz,2017-09-08 16:41:03,11634,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg,Cocktail glass,,Gin,,,,,,,Light cream,Powdered sugar,Lemon,Egg white,Carbonated water,,,,"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.",2 oz ,"
","
",,,,,2 tsp ,1 tsp ,Juice of 1/2 ,1 ,"
","
","
","
",
339,Lassi - A South Indian Drink,2017-02-20 15:19:40,12690,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,Highball Glass,,Yoghurt,,,,,,,Water,Cumin seed,Salt,Mint,,,,,"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",1/2 cup plain , ,,,,,,1 1/4 cup cold ,1/2 tsp ground roasted ,1/4 tsp ,1/4 tsp dried , , , , ,
340,Lassi - Mango,2017-02-20 15:16:56,12698,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,Highball glass,,Mango,,,,,,,Yoghurt,Sugar,Water,,,,,,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,2 ,,,,,,,2 cups ,1/2 cup ,1 cup iced , , , , , ,
341,Lassi - Sweet,2017-02-20 15:18:05,12696,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,Highball glass,,Yoghurt,,,,,,,Water,Sugar,Salt,Lemon juice,,,,,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,1 cup , ,,,,,,2 cups cold ,4 tblsp ,pinch ,2 tblsp , , , , ,
342,Lassi Khara,2017-02-20 15:19:30,12692,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,Highball Glass,,Yoghurt,,,,,,,Water,Salt,Asafoetida,,,,,,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,1 cup ,,,,,,,2 cups cold ,1 tsp ,1 pinch , , , , , ,
343,Lassi Raita,2017-02-20 15:18:53,12694,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,Highball Glass,,Yoghurt,,,,,,,Ice,Sugar,Lime,Salt,,,,,"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",2 cups ,,,,,,,4-6 ,"
","
","
","
","
","
","
",
344,Lemon Drop,2017-09-02 18:28:17,14366,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg,Cocktail glass,,Absolut Vodka,,,,,,,Cointreau,Lemon,,,,,,,Shake and strain into a chilled cocktail glass rimmed with sugar.,1 1/2 shot ,,,,,,,1 1/2 shot ,Juice of 1 wedge , , , , , ,,
345,Lemon Shot,2017-02-20 15:02:59,12752,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg,Shot glass,,Galliano,,,,,,,Absolut Citron,Lemon,Sugar,151 proof rum,,,,,"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.",1/2 oz ,,,,,,,1/2 oz ," wedge
",Bacardi , , , , , ,
346,Lemouroudji,2017-02-20 15:15:45,12702,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,Highball Glass,,Ginger,,,,,,,Water,Lemon,Sugar,Cayenne pepper,,,,,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",2 pieces , ,,,,,,1 gal ,1 lb ,1 cup ,ground , , , , ,
347,Limeade,2017-02-20 15:14:40,12704,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,Highball glass,,Lime,,,,,,,Sugar,Soda water,Lime peel,,,,,,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",Juice of 1 ,,,,,,,1 tblsp ," (seltzer water)
", , , , , ,,
348,Limona Corona,2015-09-03 03:51:02,15086,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg,Beer Glass,,Corona,,,,,,,Bacardi Limon,,,,,,,,"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.",1 bottle ,,,,,,,1 oz , , , , , ,,,
349,Loch Lomond,2016-07-19 11:24:41,11658,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg,Cocktail glass,,Scotch,,,,,,,Drambuie,Dry Vermouth,Lemon peel,,,,,,"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",2 oz ,,,,,,,1/2 oz ,1/2 oz ,1 twist of , , , , , ,
350,London Town,2016-07-19 11:18:27,11662,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg,Cocktail glass,,Gin,,,,,,,Maraschino liqueur,Orange bitters,,,,,,,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",1 1/2 oz ,,,,,,,1/2 oz ,2 dashes , , , , , ,,
351,Lone Tree Cocktail,2016-07-19 11:16:57,11664,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,Cocktail glass,,Sweet Vermouth,,,,,,,Gin,,,,,,,,"Stir ingredients with ice, strain into a cocktail glass, and serve.",3/4 oz ,,,,,,,1 1/2 oz , , , , , ,,,
352,Lone Tree Cooler,2016-11-16 12:14:45,11666,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg,Collins glass,,Carbonated water,,,,,,,Gin,Dry Vermouth,Powdered sugar,Orange spiral,Lemon peel,,,,"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.","
","
","
",,,,,"
","
","
","
","
","
","
","
",
353,Long Island Iced Tea,2017-09-02 17:41:50,17204,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg,Highball glass,Contemporary Classics,Vodka,,,,,,,Tequila,Light rum,Gin,Coca-Cola,Lemon peel,,,,Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.,1/2 oz , , ,,,,,1/2 oz ,1/2 oz ,1/2 oz ,1 dash ,Twist of , , , ,
354,Long Island Tea,2015-08-18 14:54:32,11668,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ywxwqs1439906072.jpg,Highball glass,,Vodka,,,,,,,Light rum,Gin,Tequila,Lemon,Coca-Cola,,,,Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.,1/2 oz , , ,,,,,1/2 oz ,1/2 oz ,1/2 oz ,Juice of 1/2 ,1 splash , , , ,
355,Long vodka,2017-08-24 10:00:12,13196,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,Highball glass,,Vodka,,,,,,,Lime,Angostura bitters,Tonic water,Ice,,,,,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",5 cl , ,,,,,,1/2 ,4 dashes ,1 dl Schweppes ,4 , , , , ,
356,Lord And Lady,2016-07-19 11:13:39,11670,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,Old-fashioned glass,,Dark rum,,,,,,,Tia maria,,,,,,,,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,1 1/2 oz ,,,,,,,1/2 oz , , , , , ,,,
357,Lunch Box,2016-02-03 15:15:46,14378,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg,Pint glass,,Beer,,,,,,,Amaretto,Orange juice,,,,,,,Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.,3/4 bottle ,,,,,,,1 shot ,1 oz , , , , , ,,
358,Mai Tai,2015-08-18 15:17:50,11690,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,Collins glass,Contemporary Classics,Light rum,,,,,,,Orgeat syrup,Triple sec,Sweet and sour,Cherry,,,,,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,1 oz , ,,,,,,1/2 oz ,1/2 oz ,1 1/2 oz ,1 , , , , ,
359,Malibu Twister,2017-09-08 16:42:01,15224,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/2dwae41504885321.jpg,Highball glass,,Malibu rum,,,,,,,Tropicana,Cranberry juice,,,,,,,"Add rum & trister then, add cranberry jucie,stir",2 parts ,,,,,,,2 parts ,1 part , , , , , ,,
360,Mango Orange Smoothie,2017-02-20 15:12:01,12716,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/vdp2do1487603520.jpg,Highball Glass,,Mango,,,,,,,Orange,,,,,,,,Throw everything into a blender and liquify.,1 ,,,,,,,2 , , , , , ,,,
361,Manhattan,2017-09-02 12:07:09,13839,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ec2jtz1504350429.jpg,Cocktail glass,Unforgettables,Sweet Vermouth,,,,,,,Bourbon,Angostura bitters,Ice,Maraschino cherry,Orange peel,,,,"Stirred over ice, strained into a chilled glass, garnished, and served up.",3/4 oz , , ,,,,,2 1/2 oz Blended ,dash ,2 or 3 ,1 ,1 twist of , , , ,
362,Margarita,2015-08-18 14:42:59,13060,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wpxpvu1439905379.jpg,Cocktail glass,Contemporary Classics,Tequila,,,,,,,Triple sec,Lime juice,Salt,,,,,,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",1 1/2 oz ,,,,,,,1/2 oz ,1 oz ,,,,,,,
363,Martinez Cocktail,2015-08-18 15:00:52,11720,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/wwxwvr1439906452.jpg,Cocktail glass,,Gin,,,,,,,Dry Vermouth,Triple sec,Orange bitters,Cherry,,,,,Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,1 oz , ,,,,,,1 oz ,1/4 tsp ,1 dash ,1 , , , , ,
364,Martini,2017-09-02 12:51:35,11728,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,Cocktail glass,Unforgettables,Gin,,,,,,,Dry Vermouth,Olive,,,,,,,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",1 2/3 oz ,,,,,,,1/3 oz ,1 , , , , , ,,
365,Mary Pickford,2017-09-02 12:09:17,17188,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,Cocktail glass,Unforgettables,Light rum,,,,,,,Pineapple juice,Maraschino liqueur,Grenadine,Maraschino cherry,,,,,Shake and strain into a chilled large cocktail glass,1 1/2 oz , ,,,,,,1 oz ,1/2 tsp ,1/2 tsp ,1 , , , , ,
366,Masala Chai,2015-09-03 03:13:04,12774,Non alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg,Coffee Mug,,Water,,,,,,,Tea,Ginger,Cardamom,Cloves,Cinnamon,Black pepper,Sugar,Milk,Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT.,2 cups , , , , ,,,3-4 tsp ,1 chunk dried ,3-4 crushed ,3 ,1 piece ,1-2 whole ," to taste
", ,
367,Melya,2015-09-03 03:32:59,12776,Non alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg,Coffee mug,,Espresso,,,,,,,Honey,Cocoa powder,,,,,,,"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream.","
",,,,,,,Unsweetened , , , , , ,,,
368,Miami Vice,2015-09-02 16:49:15,13936,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,Cocktail glass,,151 proof rum,,,,,,,Pina colada mix,Daiquiri mix,,,,,,,"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together).",5 oz Bacardi ,,,,,,,frozen ,frozen , , , , , ,,
369,Microwave Hot Cocoa,2017-02-20 15:05:51,12744,Non alcoholic,Cocoa,http://www.thecocktaildb.com/images/media/drink/8y4x5f1487603151.jpg,Coffee mug,,Sugar,,,,,,,Cocoa powder,Salt,Water,Milk,Vanilla extract,,,,"Combine sugar, cocoa, salt and hot water in 1-quart micro-proof measuring cup (or coffee mug). Microwave at HIGH (100%) for 1 to 1 1/2 minutes or until boiling. Add milk, sitr and microwave an additonal 1 1/2 to 2 minutes or until hot. Stir in vanilla, blend well.",5 tblsp , , ,,,,,3 tblsp ,1 dash ,3 tblsp hot ,2 cups ,1/4 tsp , , , ,
370,Midnight Cowboy,2015-09-02 16:35:33,11766,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vsxxwy1441208133.jpg,Cocktail glass,,Bourbon,,,,,,,Dark rum,Heavy cream,,,,,,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",2 oz ,,,,,,,1 oz ,1/2 oz , , , , , ,,
371,Midnight Manx,2015-09-02 16:37:11,13825,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uqqurp1441208231.jpg,Old-fashioned glass,,Kahlua,,,,,,,Bailey's irish cream,Goldschlager,Heavy cream,Coffee,,,,,"Fill a mixer with ice and add Baileys, Kahlua, Goldshlager, and cream. Shake for 5 seconds and Strain into a double rocks glass filled with ice. Add chilled coffee Stir and enjoy!",1 oz , ,,,,,,1 oz ,dash ,2 oz ,2 oz Hazlenut , , , , ,
372,Midnight Mint,2015-09-02 16:38:30,14842,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,Cocktail glass,,Bailey's irish cream,,,,,,,White Creme de Menthe,Cream,,,,,,,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",1 oz ,,,,,,,3/4 oz ,3/4 oz double , , , , , ,,
373,Mimosa,2017-09-02 17:44:45,17205,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg,Champagne flute,Contemporary Classics,Champagne,,,,,,,Orange juice,,,,,,,,"Ensure both ingredients are well chilled, then mix into the glass. Serve cold.",Chilled ,,,,,,,2 oz , , , , , ,,,
374,Mississippi Planters Punch,2015-08-18 15:18:51,11786,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/urpyqs1439907531.jpg,Collins glass,,Brandy,,,,,,,Light rum,Bourbon,Lemon,Powdered sugar,Carbonated water,,,,"Shake all ingredients (except carbonated water) with ice and strain into a collins glass over ice cubes. Fill with carbonated water, stir, and serve.",1 oz ,"
","
",,,,,1/2 oz ,1/2 oz ,Juice of 1/2 ,1 tblsp ,"
","
","
","
",
375,Mocha-Berry,2015-09-03 03:14:08,14209,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg,Irish coffee cup,,Coffee,,,,,,,Chambord raspberry liqueur,Cocoa powder,Whipped cream,,,,,,"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream.",6 oz ,,,,,,,2 oz ,2 tblsp ,"
","
","
","
","
","
",
